"","x"
"143","I love this phone but I returned it bc I did realized it has only 8gb
            "
"144","Phone came unlocked (or so I thought), so we went out to the AT&T store and got a new SIM card. We thought it was perfect until we realized there was no data. AT&T claims that, because it was originally a Sprint phone, we have to contact Sprint to unlock the data. Say what now? Contact Sprint...don't have an account? Sorry can't help ya..awesome. So now we have an iPhone 5C that can't send or receive MMS messages. Bullocks.
            "
"145","I don't know what is this about the 5C iPhone, but I love it! Finding one on Amazon for a fraction of the price really took the sting off the broken phone that I had before!
            "
"146","The phone stopped working after 2 months. There is no water damage and it was never dropped. It gives me the 'battery dead' image every time I try to turn it on even after having it on the charger
            "
"147","Great value
            "
"148","Just got the phone and it has belly, I can see the inside of the phone
            "
"149","The phone completely and suddenly died 4 months after purchase and I cannot return it.
            "
"150","Bought this phone for my mom who lives in Europe. Great buy.
            "
"151","The wire that came with the phone did not charge the phone. I had to purchase the charging cord at another but above all that, it works great!
            "
"152","Had a bad battery the second I started using it. Won¡¯t stay on, won¡¯t hold a charge and shuts off saying it¡¯s dead when the battery is charged. Typical issue with these older iPhones, thought they would have replaced the battery with refurbishment.
            "
"153","This phone worked great for 6 weeks, then the motherboard stopped working and it was unusable.
            "
"154","This phne came in very good condition.It arrived within 24 hours and it does work with Straight talk wireless.Just put the sim card in and it works fine!!
            "
"155","Stopped working on day 61. Just shut off and will only give the apple symbol when reset tried. Screen was always glitchy.
            "
"156","This phone was good it came in tome but the only thing I wish that it came with headphones but other than that it good . And when i got mines the sound work but a week later it stop working and you have to do is update the phone just go to settings and it ask you the IOS stuff update.
            "
"157","Great buy. It came a few days before it was due to arrive. Works great. The only problem was the sims card tray it had a crack in it and I had to buy a new one. Not a big deal. Exactly what I expected and a great refurbished phone.
            "
"158","Works great, like new!
            "
"159","The phone is working great and I love the color. The battery charges quickly too.
            "
"160","I ordered an 8gb iPhone 5c and to no surprise I got a 4gb iPhone... that theif. What goes around come around..
            "
"161","So far so good. Bought for my daughter and works as expected
            "
"162","Very resistant. Excelente product.
            "
"163","love it
            "
"164","Just as described
            "
"165","If I could give this a zero I would. The phone had water damage, couldn't hear anyone,  sometimes it wouldn't even let me call anyone. The wifi button was just gray, meaning I couldn't turn it on, like someone had tried to hack the phone before hand.  It was absolutely AWFUL.  Do NOT buy from them
            "
"166","Love it!! So glad I purchased this one. I did have a little trouble reading the label for the imei number, but once I got that straightened out, it's been great!!
            "
"167","Okay so I don't mean to be that ""one"" person to write a negative review, but do not buy this phone. I got fooled by the cheaper price, but it soon showed me that you get what you pay for. The day I got it set up and got my plan, the phone starting turning off completely without me doing it and I didn't think much of it. Then it started restarting by itself and when I plugged it into the charger it would get over heated. Then the next day (my second day having it) it would shut off for long periods of time and it hasn't turned on in a few days and I am planning on returning it.
            "
"168","The Phone arrived on-time along with a lightning charger cable and the infamously impossible-to-fit-in-ear Apple earbuds. From out of the box the phone had charging issues and the battery died from its current charge unbelievably quick. Besides the battery and charging issues, the short-lived time I had with the phone while it was on, the phone was responsive and worked as intended. The phone would detect that a charger was plugged in, however it was not charging and the battery was draining while it was plugged in just as fast as if it were unplugged. I attempted charging from multiple outlets, from my computer (the phone synchronized data with my computer flawlessly but was still not getting a charge), with another charger cable and I even factory reset the phone but to no avail, the battery arrived defective.I have just returned the phone and I would not recommend purchasing.
            "
"169","Works great.
            "
"170","great service and phone  great
            "
"171","nice
            "
"172","A++++++
            "
"173","Looks like new works like new my son loves this phone
            "
"174","Item came in as described. No scatches or dents
            "
"175","It functions well enough. The exterior is not the best, when they say scratched they really mean that there are a few deep cuts on the plastic cover. The screen has a few nondescript scratches. The thing that I really disliked was that the charger has a mind of its own and only works when it is plugged in with a curtain side facing up.
            "
"176","It works exactly as intended, and is in very, very good shape.  Even the battery life is pretty good.  Especially for a referb...  My only complaint is that the screen is not very responsive to the touch.  Considering I've never used this model of iPhone, I do not know if that's normal.  But it completely ignores some screen touches.  You have to hit it just right...
            "
"177","This phone was great...at first. My 90 day Apple warranty expired this month. And of course, phone completely stopped working.
            "
"178","I'm disappointed with this purchase. I paid over $200 in November. I've had the phone for 3 months and the charging port does not work any longer. I can't get the phone to charge. I would love for the company to swap our defective product out for a useable phone.
            "
"179","This phone was trouble for me since the start. The battery life on the phone is extremely poor and it acts like an older iphone would where the phone dies within the hour after being fully charged. On top of the terrible battery life, the phone glitches and kicks me out of apps constantly. It also uninstalls apps from my phone without me doing it manually and leaves the apps as if they're currently being downloaded instead of already being there. Another problem I have is that my phone is always telling me I need to put in my voicemail password when I don't have a password. I've taken it to my provider to see what they can do and they've said they're not sure why my phone even does it. Lastly, my phone constantly freezes while I'm using apps and then it shuts down and won't turn on for a while. Overall, this phone is a complete nightmare. I was traveling when I bought the phone so I couldn't return it so I guess I'm just stuck with it. Hopefully, this is just an abnormal case with these refurbished phones but I am thoroughly disappointed.
            "
"180","You can tell it¡¯s been used. The SIM card slot is very rusty. Also doesn¡¯t come with SIM card. Doesn¡¯t have the latest update so some apps you can¡¯t download.
            "
"181","Was exactly what I needed... Works great!
            "
"182","Arrived quickly and is in perfect working order. This was a great purchase. Really good for younger kids who do no need a $1000 phone but want one that can do almost all the same things.
            "
"183","I got this phone for my grand daughter,she absolutely loved it! But it has a big scratch on screen,unfortunately she would not part with it so I could return it,so we are keeping it. I am a little disappointed ,but she insists that when the phone is on the screensaver covers it all up!!! She is something else!<U+0001F601>
            "
"184","I know it is not the latest and greatest but it works great for me. Liked it so well I bought my wife one too.  We had samsung phones but like the face time capabilities and the good quality photos of these phones
            "
"185","It is working great! Fast & free shipping! Needed a replacement phone quickly & this one was perfect for my needs, thanks!
            "
"186","The phone does NOT make or receive calls. We need to return the phone. It is not and never was UNLOCKED as the indicated.
            "
"187","Very happy with my purchase for one of my teens. Way better then financing a new phone
            "
"188","Fast and reliable I got this so I can run Pokemon go better because it constantly crashes and freezes on the iPhone 4s, I haven't had a problem yet.
            "
"189","Wouldn't keep Charge!!!!!
            "
"190","Do not waste your money it is not worth it
            "
"191","Speaker phone nor voice texting worked and hasntworked since getting it
            "
"192","The phone screen went black a couple days after the return window was closed and never came back on. It's not even worth one star.
            "
"193","Works perfectly!  Gave as a gift and my Mom loves it!!  Shipping was fast too!
            "
"194","This phone was purchased for my daughter. We have had it for over a month now and have no complaints. It looked brand new when we received it. I was worried about buying it online but I am very happy with my purchase at this point. It was definitely better than paying for a new model phone.
            "
"195","Order one for my daughter. Didn¡¯t even passed the first screen (screen wasn¡¯t working). It was a fake iPhone/not real one (I know iPhones). Felt like a scam? Very disappointed/will be sending it back tomorrow..
            "
"196","My daughter has been begging for an iPhone 5 for years. This year for her sweet 16, she got one. The phone was indistinguishable from a new phone and is in perfect working order.
            "
"197","This was advertised as refurbished with scratches and dents but it looks brand new. A great value for someone who is not wanting to shell out for a new IPhone 6.
            "
"198","Perfect phone !! Im buying a second 1 for my mother !
            "
"199","When I receive my phone it could be on 30% and it will die once I put it on charger it will turn back on right away and battery will be back on 30%  and the phone also jump to different apps then what I pressed and it seem like the phone been hacked or something and someone else controlling it.
            "
"200","The Apple iphone 5c I purchased is in an excellent condition it is clean and looks brand new, However after using the phone  for fifteen minutes each time I have to be charging it.  I find this very inconvenient
            "
"201","This is the worst phone we have ever bought. 6 months in and it won't charge right and the back is coming unglued. BUYER BEWARE!
            "
"202","The screen stopped working about 6 months after purchasing. Our local repair shop said that it looked like there had been significant water damage even though it had never gotten wet.
            "
"203","After ordering this phone back in November of 2016... Its been working just fine. I was very scared to order the phone because I seen many comments saying how it starts messing up after 4 months and all other types of problems. From my experience having the phone for now 5 months it works just as I expected it to and I love it.
            "
"204","I bought this for my wife and she loves it. The phone looked as good as brand new and it works fine. I would buy one again.
            "
"205","The phone keeps switching off randomly, gets stuck on the apple start-up screen, I've restored it a couple times which makes it work for a day or so and then it continues to give me the same problems. I was going to return it but thought I'd give it a shot as a phone to have in between phones. But it's really not worth the $150.00 and I don't think this machine should have been sold as certified refurbished because it barely works.
            "
"206","I received the product quickly and it had no damages and cracks. It looked completely brand new and the phone worked really well! Thank you!
            "
"207","its good phone but it only last with me one week and then I had issues with it
            "
"208","the worse thing in the word, i bought 2 of these stuff, but came defective, trouble with the battery, wifi issues, software trouble, you may think if amazon fulfill, they may have a good quality control. Sad phone.
            "
"209","Great price for this great little phone!
            "
"210","Very disappointed this iphone only lasted just past its warranty of 90 days.
            "
"211","This was supposed to be refurbished but appears that no work was ever done on it! Holding out hoping it would repair itself, LOL, but finally returned it. Touch screen didn't work and microphone rarely functioned.
            "
"212","Just received this phone yesterday and it took me seconds to hook up. It works great and my daughter loves it. I was a little Leary buying a refurbished phone, but it really looks brand new. Thanks for such a great product at a decent priceMelissa
            "
"213","so far so good. The buttons don't seem to be super responsive, but that may just be me not used to an iphone.
            "
"214","My daughter purchased this phone for her birthday and we had one issue about 90 days later where it would only work on speaker phone or via the headphones.  After a $50 repair we were back to good (from an Apple Authorized Service Provider).  Seems to be having problems with certain apps now as well.
            "
"215","I've had problems with it since I've gotten it.  Just spend the money on a new phone b/c at this point I've wasted so much time and effort on trying refurbished phones out.
            "
"216","refurbished phone. has some weird things go on with it. freezes up. guess you get what you pay for
            "
"217","Advertised as a refurbished unlocked GSM iPhone 5c that works on AT&T. Came to us as a LOCKED Verizon phone. Neither AT&T nor Verizon could do anything with it. Also if refurbished means an inconsistency lit screen, then yes, this was refurbished.
            "
"218","I bought this phone for my husband and he really loves it<U+0001F604> it was packaged well and was exactly what I was expecting.
            "
"219","Phone looks good but it is not functioning correctly. While battery recharge it is over heating very hard to touch also in phone charging. I gifted this to my mother and it is not working in india.
            "
"220","Got here on time, exactly as described. Looks brand new, works like brand new. Wouldn't know it was a refurb. Came with charger/cable. Really happy with seller and purchase.
            "
"221","Looks new!! Works fine.
            "
"222","The item is in very good condition. It did not see any scratches on the phone.However, the package includes non-original lightning cable and adapter. It is missing any earphones as advertise in the images.
            "
"223","Bought unlocked phone, After using few months - the phone locked again , when asked they are saying -- warranty expired -- better luck with you phone.
            "
"224","Bought it for my mom, she loves it. Very fast
            "
"225","After the first few weeks, the phone needs to be recharged every day - clearly the battery has been run down significantly and if one were to replace it now, it would have been more cost effective to buy a new phone in the first place.
            "
"226","I looked through comments before I purchased to confirm if I need a SIM card or not to utilize the iPhone without actual phone service, and just connect it to wifi for apps. Most comments said a SIM card was NOT needed to use the phone. That is accurate, HOWEVER, I did need a SIM card to ACTIVATE the phone. I tried three different ""workarounds"" that I found online, and none of them worked to allow me to activate the phone. Thankfully my current iPhone utilizes the same SIM card so I was able to insert it and activate it, then remove it and now it works fine but wanted to mention this encase anyone else is trying to research before they buy too.
            "
"227","Terrible purchase. I took this phone to a t-mobile expert and they said the phone was listed as STOLEN!!!! Do NOT buy this phone!! It works just like a regular iphone except you cant activate it. (Bc its stolen) also, i ordered pink and they sent me yellow instead. DONT WASTE YOUR TIME OR MONEY ON THIS!!!!
            "
"228","It has very low storage and it won't last to long before it dies:(
            "
"229","<U+00A0>Worked for about a 3 weeks. Then could not shut it off and screen don¡¯t work when u touch it. It all lights up and that¡¯s it.
            "
"230","Everything about the phone works great, except when I make calls I can barly hear the other person and they can barley hear me...so there's that.
            "
"231","Minor scratches on the back, but overall in great shape especially for the price.  The phone has been working great for 2 weeks with now complains.
            "
"232","So far it works very well.  If it holds up a solid 2 years, I'll be impressed.  Otherwise, I'll be back for an update.
            "
"233","I found screen out of control after 3 months I bought this phone. If I scroll down the page, screen will jump to somewhere. sometimes  I even afraid to using pay bill via this phone, since the number will come out missed up. I should return this phone after I found out this problem. I know it's too late to complain this problem.
            "
"234","Constantly dropping calls. Constantly breaking up when talking.
            "
"235","Exactly as described. Very nice phone. Quick delivery. Packaged great.
            "
"236","Bought for my 13 year old 2 months ago, he loves it and has not had any trouble with the phone.
            "
"237","My son is really enjoying his phone. He know how to work it better then I do....it's a good phone for a 8 year old
            "
"238","Very nice iphone, just like a brand new iphone. No scratches, nothing. Although they do not include the original iphone charger, which was kind of a bummer but the iphone it self it really good.
            "
"239","At first this was absolutely great,but 2 or 3 weeks after,it wasn't working it was doing things by it's self and I was disappointed <U+0001F61E>
            "
"240","when i first got the phone it was fine looked and worked like it was brand new. a few weeks after i got it the time stopped working, wifi does not, nor does imessage, i restored the phone 50x and i even took it to the apple store they said it was nothing they could do i now have to buy a whole new phone.
            "
"241","works well for a few months then starts glitching
            "
"242","I am very happy with this phone. It seems like it is a new phone. No scratches or dents. T-Mobile had no problem setting it up. If I have any future problems, I'll post again.
            "
"243","Me llego antes de lo esperado, excelente presentacion y empacado
            "
"244","Totally loving the feel, the size the function... the apple!
            "
"245","I spent tons of money in hopes of receiving this item.... The phone came in dead which is fine but the phone won't charge :( I ordered this particular phone because of the amazing reviews... I don't understand why I'm having trouble.
            "
"246","Been working for a few months now no issues
            "
"247","its a phone, whats not to like
            "
"248","As advertised
            "
"249","The battery had to be replaced. But everything else is great. It only had a few minor scratches which was expected. Over all I am very happy with the purchase!
            "
"250","Very impressed how quickly it came in, but disappointed on the scuff marks and bit of raised plastic from a visible drop. But satisfied and ready to see how it goes.
            "
"251","The phone is great. Works perfectly.
            "
"252","Product looks were appropriate however the phone was unable to make or receive phone calls. When able to connect (rarely) there was a knocking sound on the phone. Was leery of buying a refurbished item and was really disappointed that the item did not work properly.
            "
"253","I recommend them 100% excellent
            "
"254","Worked good.
            "
"255","The phone was great at first, but two weeks later I started having issues with it. The location services don't work and the date and time are always wrong even if I set it manually. I am fed up with it and will be sending it back.
            "
"256","Im sorry but I feel so angry now, the Iphone never worked, It does not turn on. I need return this item... The phone was going to be a gift for my boyfriend, I feel disappointed.
            "
"257","My niece loved it. The packaging had a couple hardly noticeable cosmetic issues. But the phone and included Apple headphones were great.
            "
"258","turned the phone on, saw a pinkish oval tint in the center of the screen and put right back in the box to return.
            "
"259","Question for the seller.My phone stop working, I bought it on June 23.For some reason it doesn't work anymore.Is there some kind of warranty?Thanks in advance.
            "
"260","Excellent condition
            "
"261","Not worth the hassle
            "
"262","It ain't turning on and it say Verizon on the back I thought it was at&t very disappointed can't see how all these good reviews are here when mine isnt even turning on must be fake reviews cause nobody would be this happy to pay that much for a phone that doesn't work and it didn't even come with headphones  second most dissapointing part
            "
"263","Purchased phone on June 16 and it gave me problems all long having it for a total of 4 months.  It finally shut down and never came back on.  Will never purchase a refurbished phone from this merchant.
            "
"264","Came broken so I returned it
            "
"265","Dysfunctional sent it back .opening apps on its own , creepy
            "
"266","Great buy. The phone was in good condition with no scratches or cracks. Took it to the AT&T store and set it up with no problems. Only complaint is that there's some lint in the ear piece and the battery life could be better. Other than that, I love itUpdate April 2018: Still working!
            "
"267","The phone worked good for 2 weeks and then wouldn¡¯t get service anywhere. Tried 3 SIM cards and realized the phone was the problem. Went to Walmart and bought a brand new iPhone 6 for $200.
            "
"268","product was delivered as promised and works well
            "
"269","Wonderful.  No complaints. Looks brand new. Satisfied customer
            "
"270","The Best case
            "
"271","this phone only lasted 4 months. it could not be charged anymore..my advice  don't buy  if i could give no stars i would..
            "
"272","The ad states that it is unlocked but it is not properly unlocked to use for Verizon or sprint
            "
"273","My new refurbished iPhone is good but the battery is too bad maybe is the oldest model to new iOS
            "
"274","I got it for my daughter and we are very happy with it. great condition ( id think it was new), and had no problems setting it up. delivery was awesome also! thanks guys!
            "
"275","I talked to you last week requesting an AC power plug that was not included with my iphone package received last week and I called again this morning as a reminder. I received the AC power plug last Friday. Thank you
            "
"276","I am relieved to have a phone that keeps up with me
            "
"277","Great phone.  Fast shipping and phone was as described.
            "
"278","Just what he wanted
            "
"279","I am please with my phone.  My only issue is the battery doesn't last all day.
            "
"280","Nice phone but nicer price..
            "
"281","Rates is good but battery life is not good. If you full charge & not use internet battery automatically finishes after 24 hours.
            "
"282","Good fast
            "
"283","Phone came damaged and definitely not refurbished. Screen was smashed. Dinged sides. Phone DID work, but that is about it!
            "
"284","it works and my wife loves it
            "
"285","Cannot acctiveit the phone
            "
"286","Could not use on Verizon, returned.
            "
"287","Phone was in pristine condition. Works great.
            "
"288","Excellent!
            "
"289","after one year started to have problems- called people on its own, screen would change rapidly on its own, etc.
            "
"290","Happy with item.
            "
"291","Was approved for a refund on the phone. Because the phone wouldn¡¯t work. Been waiting on my refund sense December
            "
"292","Phone arrived in good condition, and two months later I've still had no problems with it. No complaints about the seller. The chord that was included was only for USB. I had to buy a wall-charging brick separately.
            "
"293","Phone has been perfectly fine so far. Got it for my son and put on Cricket plan. I did have to throw away the cord that's the reason for 4 stars. When I plugged in the cord it came with it immediately got super hot to the touch and went straight in the trash.
            "
"294","I'm a senior and it serves me well.
            "
"295","phone was so difficult to get started we  had to take it to a repair shop just to get the SIM card put it!  Phone now has a motherboard problem and is not repairable ... nearly $200 for 1 month's use ...  and of course, we are 11 days past the return window.  UGH!
            "
"296","Great deal
            "
"297","This was a gift to my mom for Christmas and when she unwrapped it it looked like this!!!  I'm so disappointed<U+0001F621>
            "
"298","Bought this product for my daughters birthday. It worked for about 14 minutes before the screen froze and had lines running up and down it. Will be returning. Not a quality product. Buyer beware.
            "
"299","Had to replace my iPhone 5. This works just as I expect it should.
            "
"300","Really pleased with the 5C iPhone, in really good condition, no scratches.  Hopefully, now the battery will hold up. But very satisfied upon receiving.
            "
"301","Was unable to switch to my service provider.
            "
"302","I purchased this phone in June and almost exactly 6 months later my phone turned off and would not turn on my battery life was failing badly for maybe 2 weeks before it turned off and would not turn on.
            "
"303","Laggy response to touch and terrible battery life. Not to mention it freezes up constantly! Terrible product and I am completely unsatisfied with this phone.
            "
"304","This product was not as advertised. It was locked by a private carrier and could not be unlocked for use by my current carrier or by Apple. Do not waste your time or money.
            "
"305","As expected!~
            "
"306","Love it! It¡¯s perfect <U+0001F49E> no scratches, tears or anything. Looks good as new! Just wish it came with headphones.
            "
"307","Great phone. Beautiful! Worth the price
            "
"308","I charged it to 100 and turned it off then put it back on the battery life said 70 percent
            "
"309","My phone came right on time and everything is just like they said it would be. I would recommend!
            "
"310","Phone arrived looking and feeling like it'd been taken apart, screen was glitchy, and at times unresponsive. Buying another one becuase I'm pretty sure that was just a fluke, will update review when I receive second one
            "
"311","Phone is in great shape. Like new. Only issue is the charging cable does not charge the phone.
            "
"312","This phone is a piece of poop I was so excited but when I turned it on it did not work HORRIBLE.
            "
"313","I got this phone in November as a Christmas present. Was soon as she started using her phone she had problems. It wouldn't charge it started turning off when it was on. Its would stay charged when ever it did charge. I'm so disappointed!!!
            "
"314","Happy to have this phone!
            "
"315","Phone worked fine. Battery issues. Also, was dented on back and dirty
            "
"316","I got it and used it the next day it died and it won't turn on
            "
"317","Thank you so much for delivering it to me but the product was not charging and it arrived battery empty. I tried it with different charger but it still wouldn't charge. Please change this phone, i beg you. I am a student and I badly need a phone for our school work as soon as possible. Thank you so much guys.
            "
"318","the package contained  the phone and charger. It was in great condition and the battery still works very well
            "
"319","Came on time, looks brand new, in the box was the iPhone, a case, tool for the sim, and a third party durable charger
            "
"320","So bad, I just use one month and the product had a damage, charging very slowly and then the phone burned.
            "
"321","Phone was not unlocked, tried two different SIM cards from Verizon and the phone would not make any calls.
            "
"322","phone arrived looking brand new. works perfectly fine.
            "
"323","It was clearly not inspected before sending and did not look like a refurbished product at all. I have used (and still using a refurbished iphone/ipad) and therefore have fair knowledge of the concept of refurbishment. The phone I received was in really bad condition, with patch of stains on the screen, body, the ringer button, with patch of dust in the headphone jack, charging port, etc. The extent of scratches were beyond describable. The screen was also not entirely intact, and made click sounds during usage.Returned.
            "
"324","I was looking for an unlocked iPhone to use on MetroPCS. THIS IS PERFECT. The SIM card is nano, and my previous phone used mini, but cutting the SIM card worked. I looked at other options and it was about $40 cheaper on Groupon. The deciding factor was the 90 day warranty and free prime shipping - which Groupon does not offer. Phone performs perfectly. The only thing I am not a fan of is that you cannot silent the shutter sound on the camera. I think it's because the phone is a Japanese version. And although that doesn't effect anything else on the phone, the shutter sound is a little annoying and I feel it slows down taking a photo. All in all, 100% worth it.
            "
"325","This iphone did not work well at all. it was very slow and took forever to load simple things, even my old iphone 4 was much faster. Also, one time it randomly froze up for hours and no matter what I did it stayed on the same screen. At least I returned it and got a refund
            "
"326","This Phone Is Amazing!! It Worth The Money! and It¡¯s Just Perfect
            "
"327","The phone arrived in great condition, but I still had issues when I went to AT&T to get it working.  The charger it came with broke within 2 days of use.
            "
"328","Fully charged battery lasts about 45 minutes. Phone is completely useless with such a battery life.
            "
"329","the battery is not taking any charge, if you  can replace my battery that will be very nice.
            "
"330","Gift for a family member. They love it!
            "
"331","This phone is a safety hazard. After 3 months of me owning this phone I started not staying charged and randomly shutting off. One morning I found the phone on my dresser like the pictures show the battery had expanded and at this point is now leaking. This could be very dangerous.
            "
"332","(White)I like the phone it looks great and everything but seems like something is wrong with the charge port I can't touch it whatsoever when it's on charge I just recieved it today I WANT MY MONEY BACK MY GF GOT HER PHONE TODAY N IT WORKS PERFECT
            "
"333","My daughter loves it.. the only issue is the battery drains pretty quickly. But other thrn that its perfect.
            "
"334","Arrived in a timely fashion.  Works great.
            "
"335","Appears as good as new. No blemishes at all. I'm surprised how nice it is. Seems to function perfectly and battery life is good so far.  It came with a sticker on it that said Verizon, even though the product description explicitly said GSM (ATT and T-Mobile).  Fortunately it worked with T-Mobile SIM with no problem.  Apparently the label was either wrong or misleading.  The price has gone up $30 since I bought it.  If I could have known for sure that it would be as nice as it really is, I would have spent those extra $30, but since buying ""refurbished"" is something of a crapshoot, I probably would not have considered it at this new price, sight unseen.  [Tricky grammar in that last sentence.]Few weeks later: Still going strong.  No problems whatsoever.  Battery life is as good as new too.
            "
"336","Wow this iPhone looks like new  Thanks love it  <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>
            "
"337","Loved it!
            "
"338","it came in 2 days like was suppose , everything good no cracks,scrapes or nothing and i cant use it anymore because i was scorlling on social media and it locked me out of my iphone completely and i have to wait 6 -7 months to get it unlocked never again buying
            "
"339","LIKE NEW NO SCRATCHES MY DAUGHTER LOVES IT
            "
"340","After waiting 19 days to receive this phone¡¦ It is not working properly. It freezes up and shuts off for no reason.the screen popped off within one month! The company was no help at all.
            "
"341","Came exactly like advertised (wall charger included) came on time worked perfectly when I put my SIM card in. Only complaints is it didn't sinc my contacts so I had to put them in manually and it tends to get hot when laid the back side but if I leave it face down its good. Definitely recommend!!
            "
"342","Was not Verizon. Could not use.
            "
"343","Junky phone
            "
"344","I absolutely love this product! It came exactly on time, it looks new, and works perfectly! It is unlocked just as advertised. I was a bit nervous about ordering from Limitless, but I'm completely pleased with the outcome of my order! I will definitely tell others about this seller!
            "
"345","My charger broke on the first day and my home button didn't work and the phone not really unlocked it was locked to another carrier
            "
"346","Seems to be working just fine. If wife is happy it must be working fine and in great shape.
            "
"347","Works perfectly. No problems whatsoever.
            "
"348","The phone stopped working after a few months.
            "
"349","I did not enjoy this product it had a lot more marks and external damages then I thought and also the phone was acting up and restarting a lot at the beginning. It for sure looked a lot used that I thought it would.
            "
"350","Great certified refurbished phone.  Looked brand new, works well, arrived quickly.
            "
"351","Me gusta mucho, cumple con los funciones para lo que lo adquiri.
            "
"352","Not an Apple charger nor cord, but otherwise no problems.
            "
"353","Very good phone for my ten years old girl
            "
"354","Received the phone and it wouldn't turn on.  Took it to the Apple store only to find out it had a hardware defect.  Very dissappointed.  Returning it today!!
            "
"355","The iPhone 5c in blue the chargers port won't hold the charges. So that why I return the iPhone 5c. You guys need to check all phones before shipping it.
            "
"356","El unico problema fue el cargador de la bateria que no funciono correctamente
            "
"357","This phone does not work with a Verizon SIM card yes the description says it gives you the freedom to use any carrier.Dishonest seller.
            "
"358","Very good and I love it
            "
"359","there was physical damage to the phone, it was dirty and had a cracked screen... unacceptable.
            "
"360","This phone was so nasty and damage In the back
            "
"361","Item was as described. No problems
            "
"362","My carrier tells me the Sim Card is locked by T-Mobile, therefore I¡¯m unable 2 use the telephone. I¡¯m not happy.
            "
"363","Worst product ever. Haven¡¯t even had a full month and the phone won¡¯t even work.
            "
"364","Very weak wifi range.  Cannot see Wi-Fi access points unless I'm very close to the router. Otherwise it's a good phone for the price.
            "
"365","As expected
            "
"366","Gave as a gift!
            "
"367","Perfect. Thanks.
            "
"368","Would not hook to our Verizon
            "
"369","had the phone for 4 mths, had to turn it off and on every day to receive calls, plugged it in today and the phone almost caught on fire, now can't charge it at all, poc
            "
"370","It came right on time.  Didn't get to try it out until Christmas as it was a gift.  Took it on the 26th and had it activated all was perfect and I have a very pleased child.
            "
"371","Fast delivery and Excellent condition, no problems once so ever! Very happy with this purchase!
            "
"372","Love it. Thanks
            "
"373","Trash! I got it 2 weeks ago and it doesn't work now
            "
"374","as usual apple did their thing. thumbs up !
            "
"375","I loved this phone in the beginning but now it's just annoying it freezes all the time.
            "
"376","Not able to use Verizon doesn¡¯t support the phone.
            "
"377","Phone was fine fast service - had to return to buy another color.
            "
"378","very good condition
            "
"379","Do the job.
            "
"380","Received the iPhone 5C in the mail today. Looked great, but the touchscreen doesn't work. Very disappointing!
            "
"381","It's a good phone, but it was not unlocked as advertized.
            "
"382","Had a lot of problems with it.  Mainly SIM card didn't work
            "
"383","The phone came with minor imperfections on the body, which was as expected. Everything works fine and it is a very nice phone. Worth the money.EDIT: This phone was bought as a gift for my younger brother and has since been returned. My grandma and I purchased a SIM Card for the phone, but the phone was unable to get service! The bar at the top of the phone would constantly be ""Searching for Singal"" but was never able to find one. We tested the SIM Card using one of our phones, and it worked fine, so the problem must have lied within the phone itself. Really terrible because my brother loved the phone but we simply couldn't get it to work properly. ):
            "
"384","The phone was great, no problems, looks new no scratches, came with original usb cord, and a simple wall mount charger, no head phones, phone works great, althought i havent activated soneill see how it goes
            "
"385","The phone came very quickly. Unfortunately it was very glitchy. It cuts off and on when charging and randomly opens apps.
            "
"386","Good phone no scratches. Came with charger but no headphones like some of the other reveiwers. Like brand new just like it says
            "
"387","She loved it nice  color
            "
"388","I ordered a yellow 32gb. It came with not a single scratch. The only problem was the charger. It stopped working correctly after 3 days. I had to go to Walmart to buy another one. Besides that the phone is excellent. It didn't come with headphones but I can't complain because it's refurbished.
            "
"389","I am very happy with this phone so far.It is like a new phone.I would highly recommend this phone.
            "
"390","Que no es original no me gusto por eso
            "
"391","I have got the phone, this phone a scratch on the upper left edge, which means not successfully refurbished.
            "
"392","I really enjoy the phone! It works very well with my carrier but the battery does go pretty quickly... other than that everything is in new perfect condition! Lastly mine did not come with plastic on both sides but it wasn't damaged or cracked. I really would reccomend it!!
            "
"393","WHEN I purchased the iPhone there is something inside the headphone jack!
            "
"394","I took phone to India for one month while traveling.The call quality was very bad there, other side use to hear choppy sound with missing words in call with iPhone. Other phones worked fine over same network.
            "
"395","I also ordered a blue iPhone from this same company and although it's an icloud phone it has limited storage and is nothing like the green one as it pertains to storage. It cuts off and erases photos and other apps for no reason. I wish I would have done research on the company before buying from there. I've had this product for less than two months, something that should last for years, and it's garbage. The company told me to take it up with amazon, but we're past the warranty window. So if you want to spend $150 for an iPhone that will last only a month and a half after purchase this is the company to go to. RUN!! FIND A BETTER COMPANY TO DO BUSINESS WITH, SOMEONE WHO CARES ABOUT THE CUSTOMER AND NOT THE MONEY
            "
"396","Spend the extra money and get 16 or 32 gb of memory.  8 gb is not enough.
            "
"397","Phone came with generic charging cable and adapter. Also had scratches on the screen. Works great though. Overall I'm happy with the purchase though.
            "
"398","Great as a replacement iPhone for $99
            "
"399","Connected it with Tmobile;  works great.  No issues
            "
"400","Receieved an 8 gb no 32 gb
            "
"401","It's a nice phone i received it when they said i would my daughter loves it and I would purchase from them again.
            "
"402","The phone was suppose to be unlocked but when I received the phone it was not and sprint was the carrier and I have AT&T so it was very inconvenient
            "
"403","GREAT phone, works like New!
            "
"404","i love my iphone i been had for 5 months now , i have not had any problems with my iphone 5c
            "
