"","x"
"353","Works and the price was good!
            "
"354","This phone was in great quality. It came with a changing chord and cube. The only issue is that there is a small, gray dot on the screen where it is messed up, but it¡¯s extremely insignificant and can be easily looked over. I would recommend this product to anyone wanting an iPhone.
            "
"355","Bad quality I will return
            "
"356","I ordered two phones as gifts for my kids. They arrived before the expected date, which was actually really nice and they were in perfect condition. They both looked brand new and are functioning as new.
            "
"357","Awesome
            "
"358","We have decided not to return this item.
            "
"359","Perfect
            "
"360","looks like the phone is refurbished, but battery life is horrid
            "
"361","Working great so far.
            "
"362","good
            "
"363","The phone is in good condition but the flash is not working and to fix it you have to replace the whole camera and it cost the same as the phone.
            "
"364","I like the phone, looks new and clean. Also it came with a screen protector! I just put the SIM card from my old iPhone to this one and it worked right away. Only complain I have is, they sent me the wrong color phone... overall I¡¯m pretty happy with it. I purchased it from Chubbiestech.
            "
"365","Great condition, works great...in love with this phone
            "
"366","So far so good! I was nervous to purchase because of the mixed reviews but I received a phone that looked perfectly brand new. I have Cricket Wireless and it works perfectly!
            "
"367","Very  good iPhone 6s works 100%  Thanks
            "
"368","The phone looked like it was new when I got it the only thing wrong with it though is when it vibrates there¡¯s something loose on the inside so now I have to take it in to find out what the problem is other than that it works great
            "
"369","Excellent cell phone. It came perfect and worked good.
            "
"370","Arrived within 3 or 4 days or ordering - looked as good as new with no dents or scratches, screen crystal clear, charged it up, uploaded the iOS and haven't looked back since. Would recommend
            "
"371","Great phone!
            "
"372","Works as anticipated, battery life a little worn
            "
"373","Weird things happen with this phone.  No SIM.
            "
"374","was nervous to buy at first but so glad i did! came right on time, I saw no scuffs, scratches & came with a charger box + cable! very satisfied!
            "
"375","I got the rose gold iPhone 6s and I absolutely love it !  No problems very pleased with the item . It was well packaged and to say it was refurbished it looks brand new, no scratches or anything and it worked perfectly fine for my network. I am using it for straight stalk.
            "
"376","My daughter absolutely loved it.
            "
"377","It was a gift but had the size and features the user was looking for
            "
"378","This phone did not work on Metro PCS's GSM network as advertised. ""PHONE NOT ALLOWED"" warning given in phone settings and no service was found with active SIM card inserted. Maybe I received a bad phone, but not purchasing again and refunding this one. <U+0001F937><U+200D>¡Î<U+FE0F>
            "
"379","Product is a gift therefore no comment on it. Had ordered refurbished before as a gift and got no bad news so can only assume they are fine.
            "
"380","ordered this phone , Platinum Deals, phone was so hot after charging good barley touch.  Also phone would vibrate when home button pressed. Returned, won't order again from this dealer.
            "
"381","Only lasting for 3 hour when I was using safari or wechat, so I returned it
            "
"382","Received the phone and when i went to get it turned on the phone was still connected to previous account so tried calling seller when we finally got transferred to a real person it went straight to voicemail
            "
"383","Received as described
            "
"384","Good
            "
"385","Excellent product
            "
"386","Battery only last with less then two hours of use. I¡¯d really like a brand new replacement battery. This is ridiculous.
            "
"387","Item came as described, like new.
            "
"388","Pude usarlo en mi pais Argentina. Excelente producto
            "
"389","There are some very minor scratches on the screen and the maximum capacity of the battery is at 84% percent but everything else works perfectly. There¡¯s also a blue dot that appears whenever a part of my screen is black while I¡¯m an app. Everything else is in great condition.
            "
"390","Looks and feels like new... However accessories are not included... Mine came with not an iPhone charger and no headphones 4 stars for that
            "
"391","Sadly mine was not functioning but return was a breeze.
            "
"392","Literally says its compatible with ATT AND TMOBILE but on the back has a sticker says its a verizon phone. i just wasted a week waiting for this and it is false advertising..
            "
"393","I love this phone and it was a great purchase. Arrived swiftly and is in PERFECT condition. It¡¯s practically brand new
            "
"394","The phone looks great. Very minor scratches here and there.  However this phone was not fully unlocked and a phone that can't make or receive any calls is useless.  I have just emailed a complaint and will make a call later, I have yet to find out how I will be accomodated.
            "
"395","Exactly as described.
            "
"396","Flawless. Looks, charges, and works like new! Great iPhone!
            "
"397","Came in a neat little box with a SIM card removal tool, no need to scavenge for something small to possibly scratch the phone. I loved that it came with a case and screen protector on!
            "
"398","don¡¯t believe me just buy one you won¡¯t even need to open the box before the first cringe makes u so puckered ull walk funny
            "
"399","Phone arrived in perfect condition!!! Also had a charger. Everything works perfectly! Will definitely be ordering from here again, Thanks! <U+0001F600>
            "
"400","Bought as gift and it was loved for value.
            "
"401","I bought the 6s and when it arrived it was actually packaged very nicely. I have had it for several weeks now and it works amazing! I would buy from them again if need be.
            "
"402","Purchased in April 2018.  Now October 2018 the charging port is not good.  Apple store will not fix charging port.
            "
"403","Battery life could be better, it arrived with 91%  of max battery capacity.
            "
"404","Worked great for the 1st month and half, than completely died.  Screen froze and would not work.  Couldn't access the phone.
            "
"405","It came with no scratches, or dents, it was on the original setup screen, and came with iOS 11.3, the only thing I don¡¯t like is the battery life, but i am a heavy user...
            "
"406","My daughter loves this pleasure doing business
            "
"407","The iPhone came at a good price but iMessage and FaceTime did not work. When I called Apple support, after trying different things to fix, they said I need to return the phone.Sending it back, and frankly lost trust in certified  status.
            "
"408","This phone was NOT unlocked as stated in description. Do not order from this vendor.
            "
"409","It's a great phone. I have not experienced any problems ever since I have been using it.It is a good deal I would definitely recommend this phone.
            "
"410","I received the iPhone really fast and absolutely looks and works as new, I has no any scratches or Marks by use.I absolutely recommend his product.
            "
"411","Excellent everything. It works very nicely. Company as it should provided a tracking number and everything ran smoothly. Recommended
            "
"412","Mal producto no funciona
            "
"413","Bought the phone and there was nothing in the box
            "
"414","Battery dies literally in 1 hr horrible phone shuts off at 20% and says battery dead Don¡¯t purchase this phone
            "
"415","A gift from my son
            "
"416","Phone seems fine, however the battery needs replacement... I don¡¯t know what certified is if the battery life is at 80%
            "
"417","Love the phone. Minor scrapes on the corners. NO scratches on the screen(where it matters)!!  Shipped on time!!
            "
"418","Phone came in early, works great. I have it hooked up to Bell and there hasn¡¯t been any issues.
            "
"419","Get
            "
"420","I was genuinely worried i¡¯d get a faulty phone but it superbly passed my expectations! i¡¯m very happy with my new phone, it¡¯s been a month and still works like new.
            "
"421","Received locked mobile
            "
"422","Received a bad phone. Battery won't hold charge. Headset jack defective, won't hold the plug. Internal speaker max volume very low and sound quality very poor.
            "
"423","Too many dents.
            "
"424","The phone was in excellent condition and worked without any problems. So far, we have not seen any issues with it; runs like new.
            "
"425","I bought as a present. Worked like described
            "
"426","The first few weeks it was fine but then it slowed down & the front camera stopped working. I've had it for about 8 months.
            "
"427","bought for my daughter. product described as promised.
            "
"428","I purchased the phone for my daughter for Christmas. She loved the color and the phone overall. It took her a while to get everything set up, so she was a little frustrated.
            "
"429","phone came in AMAZING condition. Very quick arrival. No scratches, dings, camera, perfect. PERFECT PHONE. Love it
            "
"430","I've been using this phone for 3 weeks, it arrived in excellent condition and I have had no complaints.
            "
"431","So far so good, !!
            "
"432","Microphone didn¡¯t work on the phone nor did the flashlight
            "
"433","My 1st refurbished phone, it looks brand new!! I love it!! The color is beautiful.
            "
"434","The phone is beautiful looks brand new however the charge doesn¡¯t last long! Other than that it¡¯s perfect I got a portable charger for when I¡¯m out but for the price and it¡¯s unlocked I don¡¯t mind!
            "
"435","The phone does not work, the screen goes off for days when the phone is still on. I fell Cheated
            "
"436","I bought this phone for my daughter, and it works perfect. It was in great condition! Very happy would buy again
            "
"437","Phone was not unlocked.  Attemoted with three different phones from tech union-all locked.
            "
"438","IPhone is not gsm unlocked when I tried to connect it to my carrier they said it had to be unlocked from the previous carrier it says phone not allowed.
            "
"439","good
            "
"440","Battery life was not so great but everything else was and the phone is gorgeous! Sim worked instantly and shipping was stellar!!
            "
"441","Phone turned off after 10-15 minutes. I am changing it all night and battery can¡¯t handle it. I replace 3 batteries and still phone no function
            "
"442","battery life is questionable, drained quickly in couple hours after full charge.. rest of the phone is fine came with screen protector over all good deal
            "
"443","Though it didn't look like a certified refurbished iPhone (i.e. like a brand new iPhone, since it had some scratches near the charge port), it almost looked like one. I've had this phone for the past 4 months now and certainly have no complaints about it.
            "
"444","Muy bien
            "
"445","Works great except it needs a new battery
            "
"446","the duration of the battery is around 4 hours usining it practically nothing. when i charge it, doesn't get to the 100% charged, just to 94%
            "
"447","Item arrived in great condition however battery only lasts a couple hours. Expected full charge. Hoping seller will correct.
            "
"448","I love this I phones I bought 2 n will buy another it looks brand new no scratches
            "
"449","AwesomeWorked as expected
            "
"450","I loved this product. It came with a charger and a glass screen protector which is very helpful. There was no damages and everything described by the seller is true to word!
            "
"451","Great item guys!
            "
"452","Bien
            "
"453","Phone works perfect, not a scratch. love it.
            "
"454","Item wasn¡¯t unlocked like was described, went on a trip to out of country and didn¡¯t work, wasn¡¯t able to return because the 60 days had pass. Tried to contact the seller but no response.
            "
"455","As expected
            "
"456","Ot was a gift for a relative and they loved it. She cmnow has a phone to travel with since it is unlocked. And does not have any problems
            "
"457","El telefono llego en muy buen estado. Es perfecto por el precio que pague. Como unica contra la bateria no dura tanto como desearia. Pero estoy conforme con la compra
            "
"458","Everything appears to be in great condition
            "
"459","Perfect!!! everything works fine bought for my mom and works on cricket network fine
            "
"460","I received my order as promised!! I absolutely love the phone. It was unlocked and all I had to do was put in my sim log into iCloud and go! I am extremely pleased !!! Thank you so much. I will definitely buy from you guys again!Zero complaints
            "
"461","A excelent buy
            "
"462","It works. Wrote this review on it
            "
"463","I got two phones, gray as new, but pink with a scratch on the corner. Where does the scratch come from, if the description says that the phone is new?
            "
"464","Looks new, does not even have any scratches. It was a great buy, definitely would buy again.
            "
"465","Have only had the phone for about a week - but so far its working perfectly. Got this AFTER buying and then returning two different refurbished phones from a big box store b/c the batteries wouldn't hold a charge.
            "
"466","Excelente todo gracias por el producto muy satisfecha
            "
"467","This phone is not working I sent to Afghanistan for my mother as gift... but it says it¡¯s lock... please get back to me.
            "
"468","Awesome
            "
"469","Bought this for my Dad, and he loves it! He¡¯s has it for a month now and now problems have been detected
            "
"470","Great phone like new the only issue is the battery life doesn't last the long but hey always got my battery saver on love the phone like new
            "
"471","Phone was in great condition but the battery would not hold a charge.
            "
"472","Good price
            "
"473","Ordered same phone from ebay, did not work- was a scam! From now on I will stick to Amazon. I've been using this iphone for about a month and it works great, looks brand new, and has no issues. Very happy with my purchase!
            "
"474","Excellent
            "
"475","Phone works great. Broke my old phone and bought this one. Works just as good price was good overall a good deal. I am writing this on the phone.
            "
"476","Great price compared to a new one plus it came with a screen protector already installed I call that a win win.
            "
"477","I got this phone for my mom and it worked well with straight Talk Sim. My mom can't even tell it's a refurbished phone and that makes me happy.
            "
"478","Algo caro pero funciona bien
            "
"479","I got my phone yesterday. Phone is fine working good but they didn't provide me the head phones and quality of charger is non satisfactory. At least they should provide original I phone charger and head phones with the phone. Not impressed.
            "
"480","Be aware some sellers deliver japan or korean version that you can¡¯t mute the camera shutter sound, in America is a headche when you even can do an screenshoot without loud noise.
            "
"481","Totally new IPhone, perfect.  It works in Ecuador.
            "
"482","Lo compre y al mes ya funcionaba mal y ahora ya no enciende. Venden cualquier basura. Esta mal eso. Escribi a Amazon pero nunca me contestaron.
            "
"483","Not happy the battery drains under 4hoirs of no usage
            "
"484","I did not like the condition of the phone. It was worse than it look Online and the information about its appearance was false.
            "
"485","This is for my son and he is happy with it.
            "
"486","This was a gift. It came as described. Almost new. Battery life on it could be a lot better. It loses its charge fairly quickly. Over all good phone.
            "
"487","i am pissed that they said this phone was unblocked an when it finally arrived it was not, i live in costa rica so to send it back would to pricey, i am a longtime customer an would like some kind of retribution for this. thanksMichael
            "
"488","I got my rose gold iphone from BuySPRY and it was not scratched and works perfectly.
            "
"489","My girlfriend got this as a gift from me she says it freezes a lot
            "
"490","Works perfectly in Brazil and it feels as brand new.I highly recommend it.
            "
"491","All phones I¡¯ve purchased are slow battery life not up to par.
            "
"492","Phone in excellent condition. No scratches, dents, etc... Battery life isn't the best but I'm on my phone frequently so that could play a part. I've only had the phone for a few days so things could change. But for now 4 stars!Update (4/9/17) Still super pleased with my phone!!! Quality refurb! #5Stars
            "
"493","El pedido no ha llegado a mis manos, no se que paso con la liberacion a la casa
            "
"494","Awesome phone ! Things work great, no scratches or dents. Using the iPhone right now to right this actually.
            "
"495","Came in good shape. All was as advertised.
            "
"496","Everything fine. Arrived on time. Worked very well. It came totally new without scratches. I'm satisfied with the purchase.
            "
"497","The phone was ok and also I got my purchase in time. But the charger is no longer working. It has stopped working two weeks after I received it.
            "
"498","AMAZING
            "
"499","It was shipped in a timely manner. The phone was exactly as discribed, in great condition. So far so good.
            "
"500","I received my phone yesterday and so far so good. The phone matches the description and is in excellent shape. I ordered the rose gold because it seems to have the best reviews regarding the seller. I¡¯m very happy!
            "
"501","like brand new . Thanks vius
            "
"502","Very satisfy with this purchase
            "
"503","Had to buy a new battery the day after it came in the mail
            "
"504","The is great
            "
"505","My son bought this phone and 7 months later it died.  He took it into the Apple store and they told him it wasn't even a real iPhone.  There was nothing that could be done.  A lot of money wasted for only a few months.
            "
"506","Great product and superb condition, works like new. Highly recommended.
            "
"507","I like the phone but it hate that when your using a app for a short period of time it start to kill your battery. Other than the battery it is a pretty good phone and everything on it works.
            "
"508","I liked tha fact that it came w/everything it. Disliked tha thought of nothing tbh, best gift to have from Amazon.
            "
"509","Me llego en buen estado, ningun rayon ni nada, al momento que puse el chip de una sirvio en el cell en Ecuador
            "
"510","I¡¯m very happy with the phone.. looked new. No scratches. Not happy with the packing box and charger. Otherwise would ve given 5 star.
            "
"511","Got it today and I love it so far. Looks brand new and works perfectly
            "
"512","Phone performing very good and looks new, am happy. Thank you
            "
"513","Love it
            "
"514","After the first month of having the phone, it started locking up and freezing. Kind of irritating.
            "
"515","The display screen was damaged it had white spots in start up, it is a hardware issue .. the phone did let me select or set up as the touch was not working due to damage screen
            "
"516","My phone screen suddenly blacked out and I purchased this phone less than two months back :(
            "
"517","Perfecto hasta ahoraNo trae casi accesorios
            "
"518","the best purchase that I could have made the cell phone is like new and I accept my sim without problems
            "
"519","Within 1 week I bought 2 of the iphon 6s. This time I have ever worst experienced in Amazon. First iphon need to charge  all the time and the second one restart when you unlock. <U+0001F608><U+0001F608><U+0001F608>
            "
"520","When I bought it, they said it was GSM unlocked.  But when it came it wasn't, luckily my carrier was t-mobile so I didn't return it.  Other than that, it was what I wanted.
            "
"521","it wasn't come in a nice box but the the phone is working great.It had a few scratch in the back and a little dirty with the home button thats why i rated 4 stars.
            "
"522","The phone came in excellent conditions, like new and professionally packaged. It came with a charger, but without earphones. Works perfectly with MetroPCS. The phone works very well, happy with the purchase.
            "
"523","Yes this is a good product it's as the seller specified. Thank yo uh Karen.
            "
"524","Great product, looks brand new
            "
"525","I had no problem with god phone <U+0001F4F1> I will buy another one <U+0001F4AF>
            "
"526","Upgraded from an iphone 5 to a 6s for my son as a 8th grade promotion gift. Great deal! Refurbished but it seemed to be in great condition. No problems with it at all so far. Definitely satisfied with this purchase.
            "
"527","Thank you! Works great
            "
"528","Fake used broken
            "
"529","This phone not only came in very professional packaging, but included a case and screen protector. The phone itself works like new and is in excellent condition. Very satisfied with this purchase!
            "
"530","Everything Is Fine Except The Battery. Its Not Good......charge It To A 100% Next 5 Mins Its At 65%
            "
"531","Had this phone for about a month now, love it. Battery came with 80% overall health but besides that it was good as new
            "
"532","This was my first refurbished phone. The battery life has blown me away. Better than expected. Great price
            "
"533","I bought it a month ago, it works good but the battery keeps draining out very quickly. I have to charge it again and again.
            "
"534","Not even a minor scratch on the phone. It works like magic. I love it. Buying refurbished phones isn't so bad after all.
            "
"535","Battery doesn¡¯t hold charge at all!
            "
"536","Product arrived on time and looks like brand new
            "
"537","Its a good phone overall its just that it could be laggy and the ringer doesn't work...it says that it's turned off but in reality it's still on and it gets really annoying.
            "
"538","Nice
            "
"539","as advertised.  no problems.
            "
"540","Great product was like new and shipping was very fast with reasonable shipping costs. The phone exceeded my expectations
            "
"541","GOOD
            "
"542","Battery didn¡¯t hold a charge at all!
            "
"543","Very dissatisfied with the battery, does not hold more than 4 hours. Not an original charger! Very dissatisfied with the purchase. I will try to return the money .. ((
            "
"544","So far so good! Had I for 3 weeks now camera is good, sound is good! I just wish it would have came with headphones and a real apple charger.
            "
"545","Phone arrived in a nice box with complete charger.Phone is in excellent condition,looked like brand new.I am very satisfied with my purchase and I would recommend Dealfisher to my friend.
            "
"546","Great phone. Was like new. Perfect
            "
"547","I love it ,came unlocked just it didn't came with the case it said it would of.
            "
"548","So far so great! I broke my old 6s and I needed a new one for the next few years. This phone has been reliable and even slicker looking then the one I got through AT&T
            "
"549","I thought my phone will be really bad!!! But it come as new!!! Not scratch, very good condition, look just just just like new!! I buy Iphone6s 64gb from BuySPRY, I got everything cable,chargers and come with really good box!! Again it look just new phone!!!
            "
"550","Works great!
            "
"551","Phone I got had a defective battery and wouldn¡¯t last more than 15 minutes. I returned the product and re-ordered so I hope it was just an accident and one time thing.
            "
"552","This phone is very good, it looks new and everything works well. Amazon delivered 48 hours earlier :))
            "
"553","Received early, as advertised, love it
            "
"554","The phone was like new and was easy to set up I will order again from them am very pleased.
            "
"555","The battery life on one of these phones wasn't what we expected. :(
            "
"556","Gift for my niece she was excited and loved it.
            "
"557","I¡¯m sooooooooooo mad! I ordered a 64gb phone and got a 16gb! I¡¯m super pissed about that because my phone storage matters to me!
            "
"558","The phone was in great shape when it arrived. Looks like new. Setup without any problems. Works great. Battery life is very good. Great buy.
            "
"559","It is a great phone. It is unlocked im using it in Africa.
            "
"560","Phone came in as expected. Looks and works great. My daughter has not put it down since she got it for her birthday.
            "
"561","Great price for an an iPhone! It comes with a charging cord but not earbuds.
            "
"562","Lie they are not compatible with T-Mobile. I brought this phone as a birthday present all for them, to tell me I can not turn it on. DONT BUY WASTE OF TIME AND MONEY
            "
"563","I am happy but only concern on Battery, Works perfect than my previous Samsung GALAXY S3. I will try to request them to change.
            "
"564","I bought the Apple i phone to use in conjunction with the drone I just bought, so far it works great !!!
            "
"565","Phone works great, looks new. Great product!
            "
"566","Super-clean, beautiful, looks brand-new, works great. I got 2 (one for each of my boys) and am very pleased.
            "
"567","Bought this phone from WeDeliverWireless and it¡¯s amazing. No scratches. Look and works like new.
            "
"568","i have no complaints about my new phone, good price, received quickly
            "
"569","el iPhone luce bien pero la bateria vino defectuosa se gastaba demasiado rapido y no podia usar muchas aplicaciones
            "
"570","Lo compre hace un ano y no me ha dado ningun problema, funciona perfecto y me llego practicamente nuevo.
            "
"571","Excellent conditions. Beautiful.
            "
"572","Very good it came in neat box, in side was very neat and organized the phone was in great condition. I am very pleased with this product and will most likly buy from here again.
            "
"573","No good
            "
"574","The battery has 478 cycle of charge and it is discharged approximately on 2.5 hours! terrible product! I do not recommend it!
            "
"575","The phone was great and is as described. great delivery time too.
            "
"576","Came in the exact condition with nothing wrong. It also came with an off brand charger which honestly isn¡¯t a big deal, especially cause I needed an extra one for the office.
            "
"577","I ordered this phone for my niece.  I got it within 2 days that I placed my order!!!  It arrived in a very well protected box and it looks really nice. My niece is very happy with her new phone.  She say it works very good.  Thank you.
            "
"578","I like almost everything about this phone thank you
            "
"579","The product didn¡¯t work. Sent it to my tech guy and he couldn¡¯t fix it it would turn till it says hello and then nothing else. The plate is broken
            "
"580","Excellent!
            "
"581","Brought it to Chile, South America and works nice.
            "
"582","It was perfectly fine beside of the battery life that it was 78%
            "
"583","The phone is almost perfect except one little scratche on the bottom, and it doesn¡¯t come with earphones. Over all the phone works properly
            "
"584","The battery dies within a short time
            "
"585","Bad
            "
"586","Looks brand new. we like it. So far so good.
            "
"587","I was very surprised when I received my new phone. Knowing it was refurbished I expected a few nicks or scratches, but I is perfect! Looks brand new and works great, very satisfied with my purchase.
            "
"588","Purchased this phone, not working!
            "
"589","The packaging and everything was nice the home works really good nothing is wrong with it I can make it a whole day with out charging it all the time
            "
"590","The phone was for me, I¡¯m on a fixed income and needed a new phone and was perfect. It was easy for me to program and transfer information
            "
"591","Fine Amazon experience. Battery does not last 6 hours.
            "
"592","too many scratches on the device. not refurbished condition.
            "
"593","No scam. Came in looking New just as the new would. Just the battery life is not great but can you replace it at a apple store for $30
            "
"594","The iPhone works great. It came in a box and the adapter and the charger wore are no apple product, but other than that the phone is in perfect conditions.
            "
"595","Received the phone with many marks and scratches on the back. Also began to act extremely slow after about 5 months of use
            "
"596","I love this phone, the colour is perfect,
            "
"597","Had a lot of glitches and stopped alot
            "
"598","Perfecto
            "
"599","I was a little skeptical at first but went through with the purchase.. GREAT PHONE!!! looks brand new!! put in my sim card and everything works fine.
            "
"600","Touch ID and speakers do not work at all. Tried everything
            "
"601","dislike not able to send photos to other people ..... don't know what the problem is
            "
"602","daughter loves it
            "
"603","Good product battery life is short but not hard to replace. Phone is in great condition and arrived quickly
            "
"604","I loooovvveeee my phone ... shipping was quick, phone was beautiful, getting it turned on was simple (Cricket) would definitely buy again. Con: call volume low
            "
"605","it has a glitch (no service) signal, took it to att&t and change chip it still has no signal too often, I never had thi problem with my old  iphone
            "
"606","The phone looks and works likes new!  I've had it for a month now with no problems
            "
"607","Do not buy this phone. Not working. I can not understand why i have to pay fee for return.Do not buy. Waste time, waste money.
            "
"608","works perfect had it for almost 3 months no problems what so ever
            "
"609","Overall, the phone works great. Just few physical damage but that¡¯s it. So far, I¡¯m very happy with my purchase. Highly recommend
            "
"610","Very bad condition, looks like it have been dropped from an airplane
            "
"611","The phone looked brand new, It works great, I had no problems activating it. I Love the phone and it was worth the purchase. I only had the phone for 4 days and there hasn't been any issues, it holds charge really well.
            "
"612","I was scare at once but the iPhone came all new nothing wrong with it I love it !!!!! You have won my trust
            "
"613","My son loves his phone.  For a refurbish phone, there was no problems with it.
            "
"614","Phone is in great condition and came with accessories I wasn't expecting! 2 cases, multiple screen protectors, in addition to the usual cord, power block and earphones. Definitely a great deal!!
            "
"615","Arrived really quick, looks near new, working really well.  Thanks.
            "
"616","Was delivered in 1 day and came looking and working as good as a brand new phone.
            "
"617","Speakers don't work.dont buy it ,waste of your money.
            "
"618","I¡¯ve had it for a while now and works really well
            "
"619","Excellent. The phone was quite good, just as adviertised.
            "
"620","Awesome
            "
"621","I love it! It came in and, after getting the SIM card for it, worked perfectly!!! It's so pretty and is fast and were no issues with it! For refurbished product, I am thoroughly impressed.
            "
"622","A++
            "
"623","Problem with battery.. was not given new headphones
            "
"624","Item in excellent condition, it came as described. Overall pleased with it.
            "
"625","I am from Ecuador and It was unlocked and in excellent condition. I love it
            "
"626","Product from this Vendor is good and reliable. No issues in phone so far. You will not get headset.
            "
"627","The camera was awesome and the ease of the iPhone was great, but the volume wasn¡¯t right. When I was speaking in the phone I could barely hear the other person
            "
"628","I don¡¯t have anything bad to say about it
            "
"629","Phone is great. But When I turn my volume button off I still hear my camera when I take a picture or screenshot something.
            "
"630","battery problem the battery was very bad
            "
"631","It runs perfectly!Thank you!!
            "
"632","It's a iphone so Good
            "
"633","The cellphone works very well, the battery was not good so I replaced it in an Apple store and then the seller refunded the money, so it was very cool.
            "
"634","As described, works perfectly..
            "
"635","Mejor de lo que esperaba. Hermoso y en excelentes condiciones.
            "
"636","Phone screen had scratches on it and battery life is terrible
            "
"637","Love it!  It looks and works great.  I can't even tell it was refurbished.
            "
"638","Works and looks great.
            "
"639","Perfect condition no scratches or anything ordered on Thursday of last week and received it before due date !! Awesome
            "
"640","Came as promised and it's working fine
            "
"641","One star. This iphone is a mess, the screen looks blurry and the seller does not help to solve the issue. Don't buy them anything.
            "
"642","Good product
            "
"643","This phone works perfect no complaints. Just put my SIM card in and it was up and running. Would definitely recommend to friends and family.
            "
"644","They sold me a faulty iPhone. It stared glitching from the minute I turned it on. I wasn't even able to reset it to factory settings because every time I tried to use it it would glitching and shut off within 10 seconds.
            "
"645","Had to send it back since the keyboard did not work properly.  Refund was immediately issued.
            "
"646","bought a reconditioned iPhone and it was sent with a worn out battery. A charge lasted one hour if I used the phone and about 7 if it was just turned off on a table.
            "
"647","The iPhone stopped working after 6 months. The seller would not even respond to my email.
            "
"648","Return it
            "
"649","It't not good I use only 2 month
            "
"650","So far so good! No visible scratches or scuffs! in great condition, thank you !
            "
"651","It came as described. Would recommend again
            "
"652","The battery runs out really really quick with 3 hours or so...
            "
"653","The iPhone 6S is a great product. it is in great working condition as described by the seller.
            "
"654","Phone was very clean and didn¡¯t show really any signs of wear and seems to be in  perfect working  condition.
            "
"655","This was great! Throughly surprised and super happy! Thank you so much! The card for my free first year warranty was so sweet of you!!
            "
"656","Product was everything that it was promised to be
            "
"657","Mine's got stolen and the connection wasn't that great but thanks anyway
            "
"658","There¡¯s a lot of negative comments but honestly this phone is AMAZING! For only 300 bucks<U+0001F604>
            "
"659","This iphone works perfectly well and looks as good as new. l ordered the Rose Gold and i am loving it.<U+0001F60D>
            "
"660","Battery life is terrible.
            "
"661","Great phone,
            "
"662","The battery went bad after few days of use.  Please don¡¯t buy it
            "
"663","I brought Iphone 6s and the battery drains too fast and the speaker is not audible.I don¡¯t recommend it.
            "
"664","The phone looked great but it  was locked! This was very disappointing to my teenaged daughter!
            "
"665","<U+0001F44D><U+0001F44D>
            "
"666","""SIM Not Supported"" I'm using a T-Mobile sim...which is GSM. I've had to other problems with unlocked phones, so why now?
            "
"667","Minor cosmetic scratches around the edges of the phone.
            "
"668","Flawless phone, Perfect condition. Took 30 seconds to set up and works insanely fast.
            "
"669","El telefono llego bien solo que la bateria se baja muy rapidamente.
            "
"670","Battery life is at a few hours now. Only 2 months from buying
            "
"671","Got it and wasn¡¯t able to unlock. I won¡¯t down talk it with negativity just will return and get another.
            "
"672","Super worth best phone ever good price. Semi water resistant.
            "
"673","The power key doesn't work
            "
"674","Excellent product, if you don't say that is refurbished, you shouldn't know. 100% recomendable
            "
"675","Like new. So far so good.
            "
"676","The phone is practically new. Very good purchase, the only concern was that the cable has failed, then everything is fine. Recommended!
            "
"677","Great had no issue with this order.
            "
"678","Very good
            "
"679","I was very pleased with my phone. Just what I wanted, thank you.
            "
"680","I bought the phone from chubbiestech , it is like brand new no scratchs and came with glass screen protector i loved it
            "
"681","The charger received is not original. The phone is heating up when charged. I will check for couple more days and return if faulty.
            "
"682","Phone sucked. Battery was defective, it dies quick and decreases drastically.
            "
"683","Works perfectly..can be passed off as a brand new iphone
            "
"684","The phone did not switch on.This is really frustrating!!!
            "
"685","I have had my phone for about 2 months now and I have had no issues. It looked like new when it arrived.
            "
"686","Good phone, Met my expectations
            "
"687","iPhone stops working after 2 months.. not worth to buy refurbished phones
            "
"688","Been Having This Phone For Almost A Year Thankfully It Working GREAT
            "
"689","Came in the mail last night. Have had it for the day got it all set up and it works great looks beautiful! No scratches or dings in it anywhere! Will update later on if it begins acting up.
            "
"690","They sold it time as it is unlocked phone, but when I try in India it shows it is locked. I can't use it in India.
            "
"691","I bought this phone last week and arrived yesterday,overall,this phone work perfectly!It comes with charger and no headset.
            "
"692","I am so happy with my phone just the one I ordered picture is perfect I love it and the delivery was awesome
            "
"693","It's just old machines, batteries don't work, very bad shopping experience.
            "
"694","I finally decided to upgrade from my iPhone 4s.  Love the larger screen and the faster processing time.  I now have the additional space to download more apps that I need.
            "
"695","Bought this phone for my daughter she loves it, haven't had any problems so far. I will order in the future from this company again
            "
"696","I really love my iphone 6s. It came I'm like new and I got it cheap.... I'm from Texas so I'll be ordering again
            "
"697","Great. Thanks
            "
"698","Although the phone had some cosmetic imperfection, it worked great for me and I loved the camera it's awesome.It doesn't look like it's refurbished and works great though all I had is a little scratch on the top right side of the device that's just fine, would like to order the other one if required <U+0001F60A>It has linked to T-mobile though my network isn't so, and I can't even trade-in my device to upgrade :(
            "
"699","Phone seems to work fine but camera sound won¡¯t turn off. Pretty frustrating.
            "
"700","no apple box£¬no earphone£¬no apple warranty.Cell phone surface scratches¡£poor£¬too poor.it Not worth buying.Mobile phone is not an official turning machine.Charger and data lines are not original.Mobile phone is a second-hand refurbished machine.
            "
"701","Phone came looking brand new and activated with no problems. I was very sceptical! But overall pleased with the phone!
            "
"702","Todo excelente
            "
"703","El equipo llego en forma correcta, cabe mencionar que la funcionalidad hasta hoy ha sido perfecta.
            "
"704","Excelente
            "
