"","x"
"268","They gave me a bad phone it wasn¡¯t unlocked at all !!
            "
"269","Horrible phone, your better off paying $100 more & buying a brand new 1 from the Apple store, internet never worked on the road, at 1st we thought the problem was the phone provider, until v changed the chip to another phone, daily we had switch off & switch on the phone for the internet part to work.
            "
"270","Perfecto
            "
"271","El telefono esta en muy excelentes condiciones, muy satisfecho de la compra.
            "
"272","Perfect!! No problem at all and it was like new!!
            "
"273","The sound messed up on this approximately 2 weeks after I got it.  It's all static and garbled so no one can hear what I say.  I have to use speaker phone and that doesn't even help much.  I had it in a lifeproof case from the moment I opened it so nothing at all happened to the phone.  It was screwed up from the beginning.  Refurbished is a joke.  Don't buy APPLE's refurbished equipment!  IT'S BROKEN!!!  Wasted a LOT of money.
            "
"274","My daughter loves it everything works on the phone
            "
"275","The phone can not get any network connection after 6 months of useApple is telling me that there is no guarantee on this phoneThis model number had manufacturing issues but Apple won¡¯t exchange the phone
            "
"276","I was hesitant making this purchase (as a gift) after reading the reviews.  Since it comes with free return, I decided to give it a try, and glad that I did.  It's piratically brand new, and it's been working like a new phone.  I will update this review if anything comes up.
            "
"277","Worth the purchase for it being half the normal price. My screen was perfect and all buttons and speakers work as new. Using it right now and so far there hasn¡¯t been any glitches or crashes. Paint on phone is scratch less also..
            "
"278","This phone was made in Hong Kong and is an iPhone knock off. Stopped working after 3 1/2 months won't do anything.
            "
"279","Great phone, like if it is a brand new phone.
            "
"280","Product was in great shape, works as expected. Having issues with the charger cable, and still haven't got a solution to it. I didn't want to return the iphone just for the defective cable. I would be nice to get a new cable to replace the defective cable.
            "
"281","I had zero issues whatsoever with the phone as far as connecting with my mobile carrier. The battery life is phenomenal and the phone is working up to the standards.
            "
"282","It¡¯s the real thing but mine came with scratches on the corners and you can tell it¡¯s refurbished because the screen don¡¯t show colors as good as the new ones i compared it with my friends iPhone 7 they was the same except the screen
            "
"283","The Phone came practically brand new! Also it says 32gb but came with 256gb!! No scratches no scuffs no problems! Will have to see how it goes moving forward but for now it¡¯s a steal!
            "
"284","The iPhone 7 is awesome my son uses it he loves it he has no problems.
            "
"285","Wish I knew the battery life before I purchased (was in the low 80s percent), but overall it is still working as a good back up phone.
            "
"286","Solo pude usarlo 1 dia, las personas que me llamaban no me escuchaban bien, mucha interferencia se escuchaba. Me comunique con el vendedor y lo recibiran de regreso, espero que se haga efectiva la devolucion del dinero.
            "
"287","I had no problems with the phone or deliver. It was exactly what they said it would be
            "
"288","THE CAMERAS DOES NOT WORK AND I CANNOT SEND IT BACK TO YOU BECAUSE I BROUGHT IT TO BRAZIL AND YOUR FREIGHT DOES NOT COVER THE FREIGHT BACK FROM BRAZIL. I AM WAITING FOR THE PRICE TO FIX IT FROM A BRAZILIAN TECHNICIAN. DO YOU MIND TO PAY IT FOR ME?
            "
"289","Works great Thank you
            "
"290","Phone came in a cheep box with a cheep charger and no head phones ,even though pitcher showed head phones with the phone.Other than that... phone looked brand new.
            "
"291","I like how much memory it has but it doesn¡¯t have headphones jack so you have to buy an adapter for headphones but it uses the charger outlets so you can¡¯t charge the i7 and listen with headphones at same time.
            "
"292","The iPhone is not working well. It has lots of problems with the signal. My old iPhone was better... went to a Mac station and they didn¡¯t give me a solution. Not happy at all with this phone... :-(
            "
"293","Purchased for my wife for Christmas. Put her sim in and it¡¯s either searching or has no service. Tried my sim and same outcome. Put both sims back in original phones and they work fine.
            "
"294","Good product!! Thanks!
            "
"295","After receiving this phone, took it to Apple store becuase it had trouble locating a wifi signal.  Was told I phone 7s have a hard time finding wifi signal??  Sent phone back to seller.
            "
"296","OK
            "
"297","Great phone the one I received battery life is low 84% capacity.
            "
"298","lovely phone
            "
"299","El telefono excelente condicion fisica, pero dice que no esta desbloqueado para mi compania telefonica. Se supone que venia completamente desbloqueado. Que se puede hacer? Ya el telf lo tengo en venezuela.
            "
"300","Very good deal for a great phone needs battery cace
            "
"301","Esta en excelentes condiciones, casi nuevo, la bateria dura muy bien, y funciona mejor, gracias, excelnte vendedor. Gracias.
            "
"302","received this phone on time and cosmetically it looks great, but the home but when pressed you can feel something moving with in side the phone, with this being said I will be forced to return.
            "
"303","Great iPhone, came on time, nice clean finish
            "
"304","The battery was poor two weeks after purchase.
            "
"305","Speakers don't sound very well rest of phone ok
            "
"306","Arrived quick! Phone has absolutely no flaws and is working great! I was skeptical about buying a refurbished phone but this item has proved me wrong! Extremely happy with purchase!
            "
"307","I ordered two gray 256gb for my wife and I. I received 1 that was not unlocked as advertised and 1 pink 32gb. You get what you pay for I do not recommend this at all.
            "
"308","Not much of a ¡°professional inspection ¡° as the charging port was broken so unable to charge phone and turn it on. No problem with returning phone and getting a refund.
            "
"309","Can¡¯t use product doesn¡¯t work.
            "
"310","Bought this phone in December.  Last night it stopped working. Never fell in water or on floor. I recommend pay extra and buy brand new. Refurbished is not good.Waste of my good earned money.Do NOT BUY. Do Not buy.
            "
"311","It's good I like it
            "
"312","My daughter saved her money for a new phone it did not disappoint
            "
"313","The phone is good but the back is so scratched up and one of the speakers only work and the battery dies so fast. I wouldn¡¯t recommend it
            "
"314","Go for new phone instead of Refurbished... Not at all recommended... Battery life is worst and display is not smooth enough....
            "
"315","iPhone was in fine condition but was not unlocked.
            "
"316","works fine with my card, had it for a month or two no problem, one blemish on screen protector but not on the pixels so idc
            "
"317","Evidently the microphone and speaker do not work at all!Its like they are not there.Poor quality checks clearly by this seller and no quality control!WILL be returning!
            "
"318","The phone didn¡¯t want to turn on and I send it back for repair... when second phone arrived it didn¡¯t want to activate! I¡¯m asking them for money back but they are saying it¡¯s not possible at this time!!????
            "
"319","the battery has only 83%, the phone does not look like a new one, there are a lot of scuffs on the screen, minor scratches, there are chips on the sides. In general, only 3 stars, not more.
            "
"320","Good
            "
"321","The phone came with visible scratches on the back.
            "
"322","Few hairline scratches on the back.  Some impressions from an old phone case were visible at the bottom. Came with a very nice screen protector. Also came with charger and charging brick.
            "
"323","Works excellent but it have a little scratch in the back
            "
"324","When I received the phone it looked great everything seemed to be great until I answered a phone call and could barely hear. The only way to hear on a. Call is to have it on speakerphone
            "
"325","It is for my mom and she loved it. We already setup everything and she already start using:)
            "
"326","Muy buen producto
            "
"327","Very happy with my purchase.I was pleasantly surprised how easy transferring my data to it.Previous iPhones were not as easy.
            "
"328","I was very happy that it arrived on time!
            "
"329","I have a lot of issues with this product. It's glitchy and has issues with connectivity and sound quality. It does not seem ""refurbished"" at all.
            "
"330","Works great overall, but the cheap third party display is quite noticeable
            "
"331","Devuelto estaba danado
            "
"332","GSM IS NOT UNLOCKED, please check and unlock the device, The iPhone was great and all but I had a hard time unlocking the device. I had to go through a lot of carriers to unlock it.
            "
"333","Very Very Upset. Bought an iPhone for my daughter for Easter. $300.00 later received a phone w/a cracked screen and the top edges are chipped as if it's been dropped several times..
            "
"334","We have it for a while and battery keep running out so fast. Like 3-4 hours. could not use it on the road. stay away with refurbished stuff
            "
"335","I bought 6 phones for work, had to send 4 back for one problem or another. now less then a week of the return time being up another one is not working
            "
"336","Great Product! Great Seller!
            "
"337","Phone is not truly unlocked and cannot be activated in my plan. Representative be seemed to not care and told me the Amazon ad states that in the ¡°last bullet¡±, which does not. Would not recommend!!
            "
"338","It is good quality
            "
"339","The phone is good condition. It arrived on time and exactly what I wanted. It doesnt come with headphones just charger
            "
"340","Once I tried to use camera, the front one is working perfect however whenever I try to use rear camera never comes in, doesn't work at all, tries to reset an even update to latest sofrware and is still not working, I really need help!!!
            "
"341","Look very nice and work was very nice I'm happy
            "
"342","Quisiera saber donde puedo hacer un reclamo compre un celular y la bateria esta danada solo sirve si esta cargando al desconectarlo se apaga y vino sin audifonos.
            "
"343","I like it, works great, 90% of battery life was a little disappointing, but for the price.. it¡¯s a good purshase... I love the phone.. and it does looks like new
            "
"344","The phone looks brand knew. I appreciatehow the phone was packaged carefully. A screen protector was in tacked and a protector for the back of the phone was in tacked too. The iPhone was purchased for my son. He is happy with it, so it's a hit.
            "
"345","Phone is not working what so ever! I¡¯m extremely upset. I¡¯ve contacted Apple and they tell me they can¡¯t do anything on their end. Extremely stressed and unsatisfied.
            "
"346","Worked perfectly right out of the box.
            "
"347","I did have to return this item. I received the device and it was in good condition but there was a defect and the device would not read any SIM.
            "
"348","The screen is not working well
            "
"349","The internal antenna was broke and would not receive service. Had to take it to Apple to be looked at only to have to buy a new phone to have a working phone. Not worth it.
            "
"350","Good
            "
"351","EVERYTHING ONLINE IS A COMPLETE LIE
            "
"352","Boot up was really quick, got it set up all on the same day I got it & even the packaging was stellar l.
            "
"353","Looked good. Battery dies after months of use.
            "
"354","this is a very good phone. works just like new and i am completely satisfied. must have !
            "
"355","The features and the camera is excellent
            "
"356","Received earlier than expected, so far I like everything about the phoneI¡¯m very excited.
            "
"357","The phone didn't work at all. I stuck it on the charger, and it looked like it was turning on bc I could see the apple logo. Then it turned off and repeated this process without ever letting me use the phone.
            "
"358","The item didn¡¯t work. I won¡¯t ever buy another cell phone from amazon
            "
"359","I'm happy and satisfied with the product. Best seller!!!
            "
"360","Touch screen not working sometimes
            "
"361","Does not work as advertised. The model has been categorized by apple as defective and the seller did not disclose this. Do not buy. It will stop working suddenly.
            "
"362","The battery is not good
            "
"363","I tossed my phone in the trash!!! It crashed and never turned on!! You owe me my money for selling defective product.
            "
"364","This product works amazing!!! So much cheaper than going to the phone company and battery life is unmatched since switching from my 6! 15/10 would recommend!!!!
            "
"365","The phone came with no scratches and it came with a case and glass protection already. Im using about 2 weeks and its working just fine. I¡¯m using my in Brasil with VIVO. The only problem is that it came with no headphones and it needs an adaptor.
            "
"366","Awesome phone just like new little bubble in screen but barely noticeable and minor scratches. Just like new! Have to order with the best rated seller, there are a few different make sure you specify this in your order!!
            "
"367","So far it works pretty well for me but there are some issues here and there but overall it¡¯s descent.
            "
"368","I returned that phone because I couldn¡¯t activate it, it looked like if it was locked or Verizon didn¡¯t liked that phone
            "
"369","Awesome.. very happy with my purchase
            "
"370","The phones are pretty good but sometimes the phones screen freezes and I have to restart the phone. And the charger wire it came with doesn¡¯t work at all.
            "
"371","It was a present for my daugther, the first hours the iPhone works well but then it can¡¯t get the carrier signal and was serching signal all the time and it was out of Service for phone and internet all the time. It don¡¯t works any more
            "
"372","This phone completely crashed after only 5-1/2 months of use. If you purchase this, you better be prepared to replace it for about $320 (that¡¯s from the Apple store).
            "
"373","Broke down after three months and two days, just outside the 90 warranty and there's no comeback. Just pay the extra few bucks and get a new one that has a warranty..
            "
"374","Horrible purchase! Did not work with Verizon or Sprint! Came scratched and charger did not work! DO NOT BUY!!
            "
"375","There Were No Scratches It Looked Brand New Performance Is Speed And The Camera Is Unbelievably Good
            "
"376","Love this phone! Was scared to get an iPhone offline. But it¡¯s absolutely perfect for my needs and works great! No problems, very happy.
            "
"377","Phone works great. Got it in perfect condition, no scratches or cracks. I have had no glitches or anything so far either and it's been about a month so far.
            "
"378","Like it
            "
"379","Worth it
            "
"380","Muy bueno llego sin problemas, esta en perfecto estado
            "
"381","The phone came in perfect condition, as if it was brand new. Though the charger and lighting cable aren¡¯t original.
            "
"382","I loved it . Only thing wrong is it look like someone opened my phone box <U+0001F644> . Other than that NO problems at all <U+0001F493>
            "
"383","The phone was intact but the box destroyed as well as the screen protector. Little screen shards were all throughout the package.
            "
"384","Awesome
            "
"385","el Altavoz viene en mal estado, por lo que no es escucha bien a la hora de hablar por telefono o reproducir un video, audio o lo que sea...
            "
"386","The iPhone is perfect, was shipped on time and all functions are ok. But when I received the box it cames without earphones, so I don¡¯t know if this where not included or they just didn¡¯t where shipped with the iPhone.
            "
"387","I love my new phone.  it was easy to hook up to my carrier.  this was an upgrade from a 5 to a 7.  and I am so glad that I did.
            "
"388","Fue la peor compra que eh realizado, pague 380 por un iPhone 7 Silver y me enviaron un iPhone 5s. Llame a reclamar y no me dieron solucion y perdi mi dinero.
            "
"389","battery charges up to 100% but runs down within 4-5 hrs with minimal use . ordered new battery but someone damaged the screws and thewas sent back
            "
"390","Received a broken phone
            "
"391","I have a Verizon account and even though phone was unlocked, couldn't hook it up with Verizon.Total waste of my money and my time!!!!
            "
"392","Lovee how cheap it is for a whole 128gb which is so much!!! Everything feels pretty new but Live Photo¡¯s don¡¯t function for some reason:/
            "
"393","Product as described. Works like new
            "
"394","Phone came in good condition for a refurbished product. The only downside is that there was no charging cable (USB to Lightning) that came with the phone.
            "
"395","He mentions that the product is unlocked, when in fact it is not. The product was not in the best conditions, it had not original parts.
            "
"396","Replaced my temporary phone since my iPhone SE broke had it for a few months now and it¡¯s worthy of 5 stars
            "
"397","The phone is in terrible condition of use although it was really clean but every time the phone just restartes by it self and the last time it did that the phone never worked it was just a waste of time and money .
            "
"398","He tenido problemas con el articulo, por que el Iphone 7 tiene recalentamiento, aparecen algunas manchas en la pantalla y se distinguen dos fracturas en el cristal.
            "
"399","The phone came in perfect condition! No problems. I ordered the rose gold cause it was cheaper but when I got the package it was a gold one. (Which I wanted all along but rose gold was cheaper) Very happy!
            "
"400","horrible experience, iphone works just 1 week, the only good news is that they refound all my money.
            "
"401","Purchased for my son, it has had problems from about the second day.
            "
"402","Ir you are hoy form usa do not buy it. They do not have international warranty and the cellphone fail very often.
            "
"403","Only issue is I have a black mark on my screen that you can barely notice unless the brightness is down. Also my charger I received (the part you plug into the wall) was broken but the cord work fine.
            "
"404","Phone not working
            "
"405","Good quality and it works well. But the battery life is about 90%. But if you think about the price, this choice will be good.
            "
"406","worst ever purchase. I gifted this to my bf. It was working well for 2 months and then the speaker has gone bad now. No proper response from the seller. Nor from amazon
            "
"407","I received all OK
            "
"408","Great item so far ! It¡¯s working really well.Actually I¡¯m using my iPhone in colombia and works perfectly!I¡¯d buy it again .
            "
"409","iPhone was OK externally, but I tried 3 different SIM Cards, but it didn't recognize them. I had to send it back and ask for a refund.
            "
"410","great phone everything works to perfection and unlocked so I give it 5 stars only that does not bring the charger nor the original box
            "
"411","Exactly what I expected. Few marks here and there but it works perfect and fast
            "
"412","It was exactly what I ordered. It came on time and there was no problems with it. I love it!
            "
"413","Met all the expectations
            "
"414","NO ME LLEGO MI PEDIDO Y SI ME LO FACTURARON, Y AHORA NO ME AYUDAN A RESOLVER EL PROBLEMA!!!
            "
"415","Birthday present for son
            "
"416","Amazing . . .  Minimum To No Scratches ,  Fast And Easy Setup .
            "
"417","Excellent product
            "
"418","This phone was great right out of the box.  No issues with the ""Refurbished"" aspect...everything worked as advertised.
            "
"419","El telefono tiene una falla que consiste en que no funciona el microfono ni el auricular al hacer o recibir llamadas
            "
"420","Flawed device - model A1660 has factory defect and has to be sent to apple for repair. Never should have been sold.
            "
"421","Works ok, almost like new.
            "
"422","Thanks for this shop im very happy with my new phone i have 2 days with it, there is no problems !!!! thanks again
            "
"423","Battery life excellent: 97%No issues of useThe phone need to unlock in AT&T site, i¡¯m no have problems
            "
"424","It's the best!excellent Cellphone, excellent price, excellent Amazon :)
            "
"425","Like new
            "
"426","Not happy at allOut of my expectationThe iphone without the orginal charger and without the headphoneMany scratches on the phoneAnd the phone become heat when i put at the chargerRelly its out my expection
            "
"427","COMPRA NO AUTORIZADA POR EL USUARIO, USURPACION DE IDENTIDAD, POR FAVOR AYUDE A DONDE PUEDO REALIZAR LA DENUNCIA
            "
"428","Works fine everything is functional happy with this order :)
            "
"429","The phone was delivered quickly and is good value for the money paid.
            "
"430","absolutely loved it haven¡¯t had a proble and it looked BRAND NEW worth every penny!
            "
"431","The battery life is short.  I noticed that it didn't stay charged long, so I check on the battery charging capacity and it is only 72%.
            "
"432","<U+00A0>The Phone won¡¯t turn on
            "
"433","Excellent very satisfied with my new iPhone
            "
"434","Works perfect!
            "
"435","The product was as described, no scratches at all, battery with 100 percent health, works in Telcel (Mexico)
            "
"436","I bought this as a birthday gift for my daughter and it was crap! It was not unlocked! So she could not even use it! I am hoping for a refund!
            "
"437","It came without the official box and accesories, but the device was like a brand new one. Not even a single scratch on it and it works perfect. Totally recommendable
            "
"438","Solo detalles esteticos de la carcasa
            "
"439","So far the phone works really well here in Trinidad. Have no issues wit it
            "
"440","Paid over 400$ bucks and the damn home button doesn¡¯t work! Bad business!!!!!!
            "
"441","Best phone from a standpoint of cost. Better than budget Android phones at the same price.
            "
"442","My son has had this for one month now and really loves it!  No complaints
            "
"443","It only came with one tiny little scratch, which was expected. But besides that, I pretty much love it!
            "
"444","Pretty disappointed that the phone I purchased for my daughters birthday was locked. Took it to the store only to find out that it was unusable. Buyers beware!
            "
"445","Perfecto todo , me agrada mucho
            "
"446","This product looks great and turns on, but it was completely missing the sim card tray. Luckily, Apple is able to order me one, but with an extra cost. So far I am not convinced that this is a reliable supplier. Hopefully, I will be pleasantly surprised about how well it works, but so far I would look elsewhere.
            "
"447","impecable
            "
"448","NO HE RECIBIDO EL PRODUCTO Y APARECE EN EL HISTORICO QUE YA LO ENTREGARON , PERO NO HAN ENTREGADO NADA
            "
"449","It was awesome. U all should buy it
            "
"450","It bought this iphone and just one month use an error 4013 shows up and it cant be fix.I never feel so frustrated.Embarasing.  Not recomended
            "
"451","It has a problem in microphone ... I think refurbished items are not good
            "
"452","The phone looked new it was unlocked as they said and works perfect
            "
"453","Very good cel, but i think his gps is a little bit crazy. I will check it in Brazil! But very good stuff!
            "
"454","Great quality and price, fast delivery . Will buy from the seller again , happy camper I am <U+0001F60A>
            "
"455","The phone in good condition but it will tell u no service when you put your SIM card it workS when it want
            "
"456","I like the way it looks and its made my baby girl happy . I would love to have a original charger to come with it.
            "
"457","It's a blackmarket iphone, couldnt be activatied.
            "
"458","Well pleased tech is great independent to rely on the info delivered matched the product and works great so way too many compliments to tech
            "
"459","The cable that came with the phone is not working since day 1.
            "
"460","Todo bien.  Impecable.  Lo use en Argentina.
            "
"461","Horrible. In this ""certificate published"" iPhone in a week stopped work modem.Now he is useless, because he does not see the SIM card.
            "
"462","The phone is still locked to T-Mobile. If anyone knows how to get it unlocked that would be helpful.
            "
"463","great product!!!
            "
"464","This phone is not good the battery don¡¯t make 2 hour
            "
"465","I dislike that fact the the speakers and microphone are broken but other than that it¡¯s a good phone
            "
"466","This product was great no problem
            "
"467","just the battery : 80 %the iphone 7 is perfect.Thanks
            "
"468","Simply didn¡¯t work.
            "
"469","iPhone was received very fast. The only problem - it was locked by operator. To unlock for use in Russia you should visit operator's site (AT&T in our case)
            "
"470","There was no IPhone in the box, just cable and power brick and other papers but no PHONE!!!
            "
"471","Excelente producto, casi todo OK. Solo que no vino con el cargador original.
            "
"472","I like the fact that there are absolutely no scratches. Completely looks new, responsive touchscreen, and unlocked.
            "
"473","Seriously exceeded my expectations. Delivery an de arrival were super fast from the US to New Zealand.
            "
"474","Had to return the phone, battery does not hold the charge.
            "
"475","This phone came with a scratched screen and back. It looks very used and old. The charger it came with doesn¡¯t work.
            "
"476","In almost pristine condition.  Battery works good too!
            "
"477","Funciono la primera semana y despues se dano
            "
"478","this is a bad product. it is a phone user and very damaging
            "
"479","I got it it had a little scratch but I just put a case to cover it and it did the job
            "
"480","Apparently the phone is stolen or lock and they sell it like is unlocked. I want a refund ASAP.
            "
"481","It worked good at first but now when it gets slightly warm the screen stops working
            "
"482","This product is not trustworthy and does not have well set up phones
            "
"483","Came in perfect condition no issues whatsoever thank you
            "
"484","It's not the phone in the picture and I didn't realize until it was already being shipped.
            "
"485","Es un telefono reacondicionado y funciono como nuevo.
            "
"486","This product was supposed to be factory unlocked as it was said in the description but doesn't work. Very disappointment
            "
"487","The battery life isn¡¯t as well but it¡¯s all good and still nice :)
            "
"488","El telefono vino en optimas condiciones y funciona perfectamente!!
            "
"489","The front camera does't work
            "
"490","Awesome! Phone is like brand new!! And the price is good too. Great product!! Would recommend and also buy from again.
            "
"491","The phone came with the Sim card slot dented, but I thought that was minor.I made the updated and everything and it worked only 2 DAYS!!! Really bad product, I regret buying this item! I will ask for a re-fund!
            "
"492","The phone didnt come with the apple charger and the headphones.  The cellphone comes with a Motorola Charger and generic usb cable.
            "
"493","Good product. It reflects the characteristics. It's 100% work inglese.
            "
"494","I like the camera a lot and i use it to everything
            "
"495","great price
            "
"496","Bought the phone 2 months ago and It came like brand new.
            "
"497","Good
            "
"498","Not sure all the things it can do,, but he sure does and he absolutely love it!
            "
"499","touch assembly is horriblephone freezes every two days.....uggghhhhh
            "
"500","Great phone!  Buying unlocked phones is always tricky but I've been using this for a few weeks with no problem.
            "
"501","iPhone is wasn't unlocked.
            "
"502","Phone was fine now Screen is reflecting the top bar on the bottom and it¡¯s flickering
            "
"503","Buenos dias, el paquete no me ha llegado a mis manos
            "
"504","Camera made noise even on silentKeyboard glitchesParts of the touchscreen don¡¯t work
            "
"505","Phone wasn't as described. Terrible product for the price.
            "
"506","I like the phone but why doesn¡¯t the phone come with earbuds?
            "
"507","Microphone was working at 10% and camera took fuzzy and not clear photos
            "
"508","Battery don¡¯t work very well
            "
"509","Looks almost like a new. Works so far very good
            "
"510","I love the phone I was really nervous because I read all the bad reviews but I went threw it and it was a good purchase
            "
"511","So far, so good.  Had to be very patient with Tracfone transition.......
            "
"512","Like new.
            "
"513","Great so far, I don¡¯t have any issues with the phone.
            "
"514","The Phone was practically new, no scratched at all
            "
"515","Purchase it as a gift for my husband, who is well pleased with it.
            "
"516","Todo bien, el telefono esta impecable.
            "
"517","I only had this phone for a month from this seller and it totally crapped out on me. Not a good choice.
            "
"518","As clean as new,and also very functional...no complain.
            "
"519","They had false advertising phone was not unlocked.
            "
"520","The audio was way too low for phone calls. Had to retun the phone. Hope they don't resell it.
            "
"521","There is a problem on the camera and I need to replace it. don't buy from this seller.
            "
"522","Came in perfect condition, T-Mobile SIM card works perfectly fine with this phone.
            "
"523","10/10 Start to finish
            "
"524","Great product looks brand new comes with a new charger and everything works great
            "
"525","The iphone didn't turn on at all! I suggest not buying refurbished iphones!
            "
"526","Excelente producto
            "
"527","Just picked up this certified refurbished iPhone 7 and so far it has performed flawlessly.  Looks good, works good, and am considering getting a second one soon.  Fast service and delivery with no problems. I recommend this seller!
            "
"528","Awful service, the iPhone doesn't even work. I put it to charge and only the apple appeared never run the iPhone. I expect a refund for this.
            "
"529","I didn¡¯t like the fact that it was still a little bit dirty and the battery is very low now
            "
"530","The phone can not connect to the mobile network although we have AT&T...
            "
"531","Para uso personal, todo correcto
            "
"532","Great service  will buy again
            "
"533","So far, the product is great! It¡¯s in perfect condition and works without any issues. It¡¯s not rose gold, but silver. I¡¯m happy with the purchase overall.
            "
"534","It is a good phone but not a great one.
            "
"535","I really like it
            "
"536","Domage item and  always hot
            "
"537","It is like a brand new to me. Everything is working fine.
            "
"538","Very satisfied with my refurbished iPhone 7
            "
"539","iPhone is not powering on..very very disappointed.now its extra work for me to go take it back and get a refund.
            "
"540","Hasta ahora me anduvo re bien y esta en muy buen estado el telefono. No tuve ningun inconveniente
            "
"541","Im in Chile and the phone is awesome! It works perfect and Karen was super gentle!
            "
"542","The phone has static on my calls and it gets really hot.
            "
"543","I¡¯m using my phone as I¡¯m typing love it
            "
"544","It's been flawless
            "
"545","Im very happy  that  I bought that phone !
            "
"546","Phone is in good condition but not headphones or headset converter were included. I can't use my old headphones with this phone yet.
            "
"547","I love it!!!
            "
"548","The phone was great! The only problem that i has it was the batery life
            "
"549","La pantalla no le funcionaba y lo tuvimos k regresar
            "
"550","Thank you.
            "
"551","I just got this phone, however it is not working with my mobile SIM card despite saying it would be unlocked. Very unhappy.
            "
"552","Los dos telefonos excelentes todo funciona muy bien
            "
"553","For this to be a refurbished phone, it works amazingly. I love my phone.
            "
"554","It came without any accessory. As for the phone, just like new. Excellent purchase, pity the lack of accessories.
            "
"555","I love it but the only thing is that it is hard to set up
            "
"556","No funciona el microfono y tiene los bordes rotos
            "
"557","El telefono no servia correctamente
            "
"558","This phone was not properly refurbished. Had many hardware issues and service was broken.
            "
"559","Screen has different collors, gets darker, wrong power cord.not what expected
            "
"560","The product is true to value and is worth buying
            "
"561","I received this phone yesterday and I am pleasantly surprised. It has no signs of use and looks like new, only the SIM slot is a little deformed but you won't be able to notice that at all under a case. It seems to work perfectly so far, so I would buy it again!
            "
"562","Works like a brand new phone
            "
"563","The battery is gone in a morning
            "
"564","EL producto no me sirve porque no se encuentra desbloqueado.
            "
"565","My daughter love it
            "
"566","I have no complaints for the moment everything is A1.
            "
"567","It looks new and works as GSM unlocked iPhone. Thanks!
            "
"568","No tiene para poner los audifono
            "
"569","I purchased my phone for my teenage son and he's very happy with it. No issues at all to report.
            "
"570","Everything was good and ready to go
            "
"571","<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> Arrived quickly and I am very pleased!<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>
            "
"572","Arrived in a timely fashion. Phone was in great condition just as advertised. Very pleased with this purchase.
            "
"573","Got my iPhone today.. everything looking good got a year warranty so if anything happen THEY!!! got me
            "
"574","Was not unlocked for T-Mobile like stated. Return product
            "
"575","Isn¡¯t really unlocked. I use this on T-Mobile w/o issues. Needed to change to Verizon and doesn¡¯t work.
            "
"576","All as described
            "
"577","Phone is already not working and I have no way to contact the seller<U+0001F914>
            "
"578","Got it on time, so far so good no damages. Took my chances and god was with me on this one haha thank you!
            "
"579","It was dinged up pretty bad for almost 300$
            "
"580","I have to exchanged with my company, for the simple reason of the speaker wasn't working well.
            "
"581","Se cumple con lo pactado y funciona a la perfeccion
            "
"582","Used for myself
            "
"583","Left speaker is broken
            "
"584","The phone is nice I recommend buying it
            "
"585","everything ok
            "
"586","Muy bueno, lo que esperas por el precio.
            "
"587","great product met my expectations was very anxious by the cell phone and came perfect.
            "
"588","hard to believe it¡¯s refurbished product, good condition
            "
"589","Great physical condition but battery is dead <U+0001F92C>
            "
"590","Great Phone. Product was as described and works without issues!
            "
"591","Stolen Iphone dont buy
            "
"592","I love the size and colour
            "
"593","It said iPhone 7 but I received a 7+, so I don't know if I should be excited or worried. It looks brand new tho
            "
"594","Looks and works like new.
            "
"595","Excellent condition and came unlocked! No issues whatsoever!
            "
"596","When can I get a refund for this terrible product.
            "
"597","Is okay
            "
"598","Is not compatible with straight talk !
            "
"599","This phone, out of the box, DOES NOT WORK
            "
"600","Gold iPhone 7 arrived in great timing. Looks and works like new I¡¯m so pleased with this experience! Thank you so much!
            "
"601","It still looks a brand new phone
            "
"602","Good
            "
"603","Nice
            "
"604","Great touch screen
            "
"605","They've sent 2 and neither work
            "
"606","This phone will not activate and then I plug it into iTunes and continues to say can¡¯t activate
            "
"607","it only worked for like a week and then all it said was no service and i got it checked by apple and others but they said they couldnt do anything about it
            "
"608","Exactly what I expectet to get
            "
"609","Nothing in the box!!
            "
"610","Great phone, really nice but the battery doesn't last for too long.
            "
"611","Perfect condition no problems
            "
"612","So far so good. No problems connecting it with Verizon. Came in like new
            "
"613","This phone is NOT compatible with Straight Talk.
            "
"614","Me agrado. Producto tal cual como lo publicado. Gracias
            "
"615","Mi iPhone is broken. I can not take calls.
            "
"616","Product with visible damages to 12 inches or more! Product returned.
            "
"617","excelent
            "
"618","Setup worked great, but I was unaware that it did not already include a SIM card.
            "
"619","Phone was in really good condition. No problems at all. Don¡¯t be scared to purchase.
            "
"620","The speaker was damaged
            "
"621","Excellent. Still Works , Little Scrathces On Screen Nothing Major
            "
"622","It was perfect looks new
            "
"623","Yes am loving it I would like to buy a next one but I¡¯ll get the iPhone 8
            "
"624","Awesome product
            "
"625","DO NOT BUY
            "
"626","Worked great no problems so far.
            "
"627","A
            "
"628","Awesome product! As good as new
            "
"629","The camera is great
            "
"630","Everything good, only that Sprint dont work with the phone
            "
"631","Perfect condition and iPhone came with screen protector.
            "
"632","Got the phone for my grandson who is in college. This was a birthday gift. I believe he is very happy with it.
            "
"633","Excellent item
            "
"634","its damaged. doesn't work
            "
"635","Screen was cracked
            "
"636","Its good device work perfectly, coming with charger no earphone
            "
