"","x"
"231","Don¡¯t buy this product... the quality of the screen is bad. The phone was used
            "
"232","Very pleased with phone and delivery time.
            "
"233","Battery great , looks brand new. No problems what so ever ! Reviews threw me a little off but we got it from buyspry and it perfect, ordered my husband one also and his is perfect also.
            "
"234","Cuando llego el telefono era inutilizable ya que el propietario original lo tiene bloqueado con find my iphone, el boton de inicio de un colo diferente al del telefono y ademas flojo o mal instalado. No vale nada el producto y cobran cientos de dolares
            "
"235","Too a risk ordering online. The phone came early. No earphones but came with a charger and a screen protectorThere¡¯s like a few paint chips on the bottom where the screws are but I only noticed because I read some of the reviews and was really looking for them battery chargers to 100% and lasts me all day so far. No scratches or scrapes or dents anywhere on the phone. I¡¯d definitely recommend anyone.
            "
"236","My note 4 was acting terribly. I have an iPad and like the way the phone and iPad work together. Plus I like turning off the ringer with just a flip of a switch.
            "
"237","This phone works great the reason I gave a 4 is because sometimes the light moves up on it's on. But my daughter loves it! Better than the iPhone 7plus we ordered last year
            "
"238","It work good
            "
"239","I was scared at first to buy this phone cause it was pre-owned but it's in extremely good condition practically brand new even though it doesn't come in original apple packaging. I heavily recommend anyone to get this phone it's better than paying 700$ from the apple website
            "
"240","Mostly in good condition but has a small scratch on the front glass.  Unfortunately I need a phone for business so I cannot wait the time to send back and get replaced
            "
"241","Very good for a refurbished phone
            "
"242","II would like to buy this phone from this company the iPhone 8+ but I don't know if it is on lock I am scared that I'd buy it and it would not work in the Caribbean it says GSM but I am still scared if it is lock.
            "
"243","Telefono en perfecto estado muy satisfecha
            "
"244","Funciona a la perfeccion, sin embargo no se escucha muy bien en un parlante
            "
"245","Very nice phone.
            "
"246","Great phone, I loved it.
            "
"247","This phone was practically new it also came with a screen protector on. It came earlier than expected.
            "
"248","An amazing phone, battery last very long without a charge. A major step up from my old iPhone 6. I will definitely be buying another.
            "
"249","So happy with this purchase! Perfect working condition! Battery life is great! No scrapes or scratches on the phone or the glass!! I¡¯d definitely purchase again!!
            "
"250","Arrived in perfect condition, even with a glass screen protector already installed! Very happy with this purchase!
            "
"251","Just bought this phone, seems to be working fine. I am watching to see if there¡¯s any changes before the 90 days return policy.  I have been sold a lemon before and will not be happy if it happens again. So far it¡¯s good quality.
            "
"252","Fine scratches all over the screen and came so dead I could not turn it on for a while!
            "
"253","The phone is amazing it came with a screen protector on it already too. It¡¯s like brand new I¡¯m very happy with this purchase
            "
"254","Todo funciona y esta nuevo
            "
"255","Shipping took a little longer than expected, though, I did receive exactly what was advertised.
            "
"256","Perfect condition. Not a scratch or ding. Battery maximum capacity came at 94%. Arrived on time and with a screen protector! I¡¯m very happy about purchasing refurbished. Half the price and better for the environment.
            "
"257","Very Disappointed About Apple iOS 12.1.4 Wish i Was Back On iOS 11 DONT BUY THIS
            "
"258","Everything seems to be ok so far, thank you
            "
"259","IT came to me in on piece . i like it so far , will write review again if any updates.
            "
"260","Por el momento todo marcha de maravilla! Muchas gracias ! Llego limpio y en buena presentacion!
            "
"261","Phone has a few light scratches but it works just like its new
            "
"262","Excelente llego en perfecto estado soy de Ecuador y lo uso sin ningun problema
            "
"263","This iPhone 8 Plus came on time, in perfect condition, also came with a glass protector screen and an apple charger. I couldn¡¯t be happier. I¡¯ve had the phone for a few weeks now and I haven¡¯t had any problems.
            "
"264","Phone was supposed to be Sprint compatable. After 3hrs on the phone and 1 1/2hrs at a Sprint store. The phone could not be activated. Phone gave error codes and still partially locked. Although Phone was advertised as for we unlocked.
            "
"265","I love it so far, didn¡¯t know it had face recognition so can¡¯t comment
            "
"266","I liked the amount of space but it was scratched from a lot of places and wasn¡¯t shown on the picture .
            "
"267","Wrong phone<U+0001F614>
            "
"268","Great nice phone. 100% like new
            "
"269","Great looking phone but ,I got the phone and it says it is ""unlocked"" but I have tried to put it on straight talk and come to find out it isnt unlocked it still has a contract and there is ""nothing they can do"".
            "
"270","Product was working perfectly and it was at a great price.
            "
"271","Phone touch screen doesn¡¯t work.
            "
"272","I received a golden rose instead of a golden iPhone
            "
"273","The product arrived as expected. It looks like new in good condition. Battery health is in 100%, all functions are running good so far. The seller can be trusted. Very happy with the purchase.
            "
"274","it was an affordable gift for my daughter. she loved it. looks new. so far so good.
            "
"275","Decent phone. Started off slow and kinda laggy but then after a few reboots, it was all good.
            "
"276","It¡¯s pretty good so far, no problems
            "
"277","Almost new, 98% battery health, no issues.
            "
"278","Loved the Phone!!
            "
"279","The phone is not good don't buy anything from this company. I can't even enjoy the phone. Now i have all my data on the phone and i can't even get the phone to turn on.
            "
"280","Super bien no rayones ,como nuevo
            "
"281","Speaker and microphone not working
            "
"282","iPhone came perfect except one flaw. The screen has a defective pixel so there¡¯s an annoying white spot on the screen. not too bad for a used iPhone.
            "
"283","Works better than expected. Look good can¡¯t tell it¡¯s refurbished. Love it !!!
            "
"284","Como telefono de medio uso esta muy bien
            "
"285","No details, new
            "
"286","Battery was bad and very static and other party always complain that they can't hear me
            "
"287","Battery life & touch screen.
            "
"288","Like
            "
"289","Exactly as described in product description. Came fast and worked perfectly. Looks brand new.
            "
"290","Very good..i love it no scratches ,looked brand new.
            "
"291","Came almost like perfect! There were a few small scratches but can hardly tell they¡¯re even there. I love this phone.
            "
"292","it¡¯s really good so far. will report back in a month if anything comes up. would 10/10 recommend. works like new :)
            "
"293","The phone doesn¡¯t work sending it backTried to send it back & it got sent right back to me the same exact phone
            "
"294","This phone is amazing and it came perfectly wrapped and was really clean. Awesome sellers deserve more credit
            "
"295","I was worried about all the bad reviews but I was surprised. I received a brand new phone! Amazing purchase.
            "
"296","El celular luce como nuevo, funciona el audio y el teclado, soy de Ecuador y funciona muy bien el celular.
            "
"297","La verdad no parece que tuvo algun uso salvo por el porcentaje de nivel de bateria el resto parece nuevo
            "
"298","I love my phone, it was delivered in a good condition and worked perfectly, you could swear it was new.
            "
"299","Mala opcion. No son nada renovados. Crei que era Nuevo de paquete y fue una estafa.
            "
"300","So far so good. Battery health great. Shipping was quick. Looks clean.. impressed. Worth the buy
            "
"301","SO FAR SO GOOD
            "
"302","Received faulty phone.I sent the phone back and only got a partial refund.
            "
"303","Excellent product met the specs and my wife loved.
            "
"304","No problems beautiful!
            "
"305","Speakers have poor quality ....
            "
"306","Perfect condition, and thanks for the screen protector.
            "
"307","Came As Expected, Minor Scratches but nothing serious . Overall Satisfied With Product
            "
"308","Great phone. I purchased a refurbished and it works like new. : )
            "
"309","Max battery is at 89%, to be expected though. Overall satisfied.
            "
"310","Amazing product & fast shipping <U+2764><U+FE0F><U+2764><U+FE0F>
            "
"311","Microphone was broken
            "
"312","The phone I got worked fine but than the next morning it wouldn¡¯t turn on
            "
"313","As expected. It is like new
            "
"314","Great value for the price.
            "
"315","Love everything about it.
            "
"316","There is a cracked on right side below of front glass mirror.
            "
"317","Great condition!!
            "
"318","Like brand new.
            "
"319","I like how it worked with my company I had
            "
"320","I really like it.I set it up easily.
            "
"321","Awesome I love my new phone
            "
"322","Product worked as expected
            "
"323","Great product the iPhone is like new
            "
"324","I like the size and using for my personal phone
            "
"325","Es libre para cualquier operadora
            "
"326","It works great. Just like new.
            "
"327","Phone isn't GSM unlocked as advertised
            "
"328","Works great no problems
            "
"329","ALL good
            "
"330","Totalmente satisfecho
            "
"331","Para uso personal
            "
"332","Great condition!
            "
"333","Thank you
            "
"334","awesome phone clear camera and it very new
            "
"335","I love my new phone
            "
"336","Everything is good
            "
"337","I loved it a lot
            "
"338","Perfect phone
            "
"339","Good and excelent condition
            "
"340","EXCELLENT
            "
"341","The cellphone had some crashed.
            "
"342","All ok <U+0001F44D><U+0001F3FC>
            "
"343","Great product
            "
"344","I love it! brand new phone and came earlier than expected. came with a charger and nice box for shipping.
            "
"345","The phone came in a generic as stated and seams to be working so far but did not come with earphone or connector other than the USB cable charger.
            "
"346","Phone was in pristine condition but it was completely defective i charged it for 2 hours straight and it would not boot up. Would recommend to just purchase from Apple retailer.
            "
"347","I have been an Android guy for a very long time because of how user friendly the phones have been...until I started using iPhones at work, and then the metamorphosis happened.The phone I had was outdated, and decided to take a chance and saw the iPhone 8 Plus, and decided to pull the trigger on this purchase. My perception changed completely. The phone came earlier than anticipated, and as soon as I opened the box, the phone was ready to go. I just popped the SIM card in, and it took off from there.The iPhone 8 Plus is so smooth and the OS is incredible. I love this phone and doubt I will ever go back to Android phones again.The phone came in pristine condition and the charger is officially an Apple product, and charges the phone incredibly fast.
            "
"348","The phone wouldn¡¯t work when I put the SIM card in it and also the the speakers are so scratched up at the bottom of the phone that it makes the audio sound bad
            "
"349","Hola hablo espanol, una pregunta el iPhone con que accesorios viene y que detalles?
            "
"350","Im
            "
"351","So far so good should I say. Phone looked and performs as brand new and came in after 2 days of shipping! Said it would come in May 3rd but came in April 28. Best phone yet! Especially if you¡¯re not ready to change up the original kind of type iPhone. I wasnt ready to upgrade to the Iphone X bc I love having my home button and the feels of the original iPhones that I just dont see with the iPhone X, I see an android. Im sticking with the 8 plus<U+0001F937><U+0001F3FC><U+200D>¡Ï<U+FE0F> But great phone so far!
            "
"352","Upgrading from a 6s, I see some performance improvement, not huge like my previous upgrade from a 5 to 6s.Other than that, the dual camera system is nice, there¡¯s not much else to mention compared to my 6s. The fake home button (not a real button that depresses) does take a day or two to get use to.Some people may not like the removal of the earphone jack, but I¡¯ve always used Bluetooth headphones anyway. One less port for them to worry about waterproofing.
            "
"353","I received this phone with a 88% maximum capacity for battery life. My sisters I phone six which she¡¯s had for over a year currently has a 94% maximum capacity for battery life. I¡¯m really upset after noticing this wish it wasn¡¯t so expensive if the battery wasn¡¯t replaced or new. Super annoying if I¡¯m being honest <U+0001F644>. Other wise the phone works perfectly fine but of course the battery life is a huge factor.
            "
"354","Switching from being an avid high end android user the 8 plus is decent but at times lacking. The camera overall is good but I am biased as having a 200+ FPS ability previously is an adjustment. Overall I like the phone and would easily give 4 stars except for having the dreaded microphone glitch. According to apple along with being apple certified I haven¡¯t yet determined if it¡¯s hardware or software since it¡¯s very intermittent. Hard resetting per apples advice is not conclusive and may have to exchange.
            "
"355","Super relieved to say that this purchase went smoothly and everything's just as expected. Everything is as promised, right down to the finish. It was a birthday gift for our daughter and she's delighted with it. The camera is head and shoulders above her older model. It came ready to go right outside of the box. She had to do very little in terms of setup, and she found it intuitive.Good to know: You'll have to order earbuds to go with this. They are not included.Quick delivery. You have to be home to sign for it.
            "
"356","Like brand new...
            "
"357","Easy to use...GREAT replacement devise!
            "
"358","After reading the reviews I was scared to purchase but my phone is amazing , it came with little to no scratches and it looks brand new<U+0001F495> it even came with a cute little charger and I love it. I purchased from BuySPRY<U+0001F495> I do recommend<U+0001F495>
            "
"359","When I first received the phone, my earbuds sounded crackly, I emailed the seller right away and asked them to advise.  Before I received their response a friend of mine showed me how to clean the lightning port, and the phone was fixed. Then I received emails from the seller, 100% ready to right any wrongs. I told them I had cleaned the port, and decided to keep the phone. They were very helpful.The phone is not in new condition, but it¡¯s in good condition and has been working as it should for 2 months now.
            "
"360","I am very pleased with the iPhone 8 Plus. It was flawless in both appearance and performance. It was delivered quickly and the price was great too. The only problem was practical: getting off Android and onto iOS. I am very happy with the new handset and plan on using it for many years.
            "
"361","Hesitated at first but very satisfied when the package arrived. Had it for 5 days and so far so good. iPhone looks brand new even have a screen protector on it. It also comes with lighting cable. Not a single scratch. Really worth the money
            "
"362","I am very happy with the purchase of this iPhone. It works great and I¡¯ve not had any issues with it at all. It looks and works like a brand new phone, but for a much better price. Would definitely buy it on here again in the future!
            "
"363","came with no scratches or cracks, works perfectly, and looks brand new. you could never tell it was refurbished.
            "
"364","Excellent 5 stars
            "
"365","Awesome phone no problems brand new and they give you the actual apple charger!!! If they would have included headphones I would have fell in love but I highly recommend. I¡¯ve had this phone for 2 months no issues at all super sleek super fast and I only charge my phone once every other day because it can hold a charge well
            "
"366","Perfect
            "
"367","Great phone
            "
"368","The phone came on time, however it came with no box, no ear phones, a roku usb adaptor and a used cord charger. I have a pink iphone 8 plus and the color is the same as ""GOLD"". I'm not to happy :(... Hmmmmm. I hope it works. :(
            "
"369","Refurbished must mean damaged. This this performs like a phone at the end of its life, not the beginning.
            "
"370","Does Not come in an apple box, (just charger and cable) but it looks and works like new.  Good deal.
            "
"371","Phone looks like a brand new phone and works perfectly! Great deal!
            "
"372","Just what I ordered nothing shady just my product with no problems thank you Amazon.
            "
"373","Good price!!! Works perfectly, long lasting battery, very fast!!, I received the phone in time!!! I recommend This iPhone 8 Plus !! <U+2764><U+FE0F>
            "
"374","Love my new phone!!!
            "
"375","All in all this has been a great phone!
            "
"376","Excelente
            "
"377","One of the bottom speakers doesn¡¯t work.
            "
"378","LOVE IT<U+0001F981><U+0001F436><U+0001F422><U+0001F98E><U+0001F420><U+0001F42C><U+0001F40B><U+0001F405><U+0001F406><U+0001F407>
            "
"379","I went from the iPhone 6 to the iPhone 8 Plus. I considered the X, but just didn't care for that annoying notch, narrower aspect ratio and lack of touch ID, so the 8 Plus was preferable to the X. The bigger screen is a must (especially for people like myself who are always working and rely on a phone when we're away from the office.) You won't regret it!The 8 Plus is extremely heavy compared to the aluminum iPhones; it took me awhile to adjust. After comparing it to the iPhone X, I feel the 8 Plus's heft gives it a premium feel. I just wish they would have at least narrowed the bezels even a smidge. It's past due time for a refresh.The 8 plus has an incredible battery life! The true tone feature is definitely worth the hype and the camera is amazing! I use it all the time and people sometimes ask me ""what kind of DLSR do you have?"" They can't believe I took the photo on my iPhone!
            "
"380","I ended up finding a brand new 8+ for the same price as this one so I never used it and returned it when I got it.However, I opened the box to see what I would have dealt with if I had decided to keep it. It was boxed nicely, it comes with a (non-Apple) charger and a pre-installed screen protector which I thought was a nice touch.I never powered it on but the phone looked 100% good except for a scratch on the screen in the middle right. For a refurbished phone I actually think it is acceptable so I wasn¡¯t disappointed.Sending back to seller just because I don¡¯t need it anymore, otherwise I think I would have kept it.I¡¯m assuming that the phone would have powered on and worked if I had charged it. It came with 0 battery life so it wouldn¡¯t turn on when I got it, but acted like it was charging when I set it on my wireless charger for a second.Overall it is a great buy<U+0001F44D><U+0001F3FC>
            "
"381","Great iphone
            "
"382","HI
            "
"383","Very good
            "
"384","Bought the refurbished because I don¡¯t see anything with doing that. It was definitely a good buy. No scratches or flaws at all. Looks brand new and performs perfectly. An excellent money saver worth the cost.
            "
"385","Phone was LIKE NEW no scratches any where, Looks like a brand new phone! Thanks.
            "
"386","Good day, I bought this phone a month ago, I brought it to Ecuador, when I entered the SIM card I did not read it. For that reason I was a technician where he told me that he needs to know with which operator worked before the cell phone to open the band of the phone and that this can work here, can you help me with this information, please.
            "
"387","Home bottom is hard and not working smooth. It is worth paying a bit more and buying a new one .
            "
"388","Phone arrive on time do far every no problem working good .phone look brand new no mark of scratch
            "
"389","Phone screen had a couple of little scratches, nothing big.. the price was great and got here when promised. overall we are extremely happy with the phone! Thank you!
            "
"390","Works perfectly
            "
