"","x"
"155","Ordered TWO phones.  BOTH had to be returned.
            "
"156","So I got the phone when I was told I would get it. I¡¯ve had for about two weeks now. It looked brand new in the box and came with a charger and charger port as well as the phone. I have one concern though. My charger is no longer working or I think it¡¯s the phone battery that isn¡¯t, I¡¯m not sure. Like I said I¡¯ve only had the phone two weeks!! Plus the charger doesn¡¯t appear to be damaged in any way.
            "
"157","Worst product because of refurbished... if i make a call in no time charging goes down.... and the charger is also not a company charger....
            "
"158","The mic doesn't work when on calls. Have to use speaker phone for the other person to hear you. 2nd refurb iphone 6 purchase from this seller. First for my daughter was great, this one for me, not in complete working order.
            "
"159","Well, I suppose this is what I get, buying an iphone online. Battery life is pretty bad and it turns out the phone was manufactured for sale in Japan, so the obnoxiously loud camera shutter sound can't be muted, but other than that it works alright (some other usability issues that make me think it may have ben refurbished with non-certified parts). If you're willing to take a chance on a cheap phone, I'd suggest looking at another seller.
            "
"160","They sold me a locked phone when it specifically said on the description they were unlocked phones!
            "
"161","The product is very clean but the touch screen freezes sometimes and the included charger doesn¡¯t work, that¡¯s why I didn¡¯t give it 5 stars rating.
            "
"162","The one star is because the seller accepted my return request immediately.  The screen and case were scratched, but most importantly: The camera didn't work! No focus! Back it went. Bought new. Fifty dollars more. My advice is: don't waste your time with setup & troubleshooting an iffy device.
            "
"163","Perfect condition. No scratches or wear.  Just need SIM card. Would be nice if it came with one.
            "
"164","Thank God I got a great phone it's perfect was fast shipping and super easy to hook up at Metro I luv this phone scared about reviews but I ordered before reading them other wise I probably wouldn't
            "
"165","Have had this for a year. Still kickin!
            "
"166","Terrible.  Battery life terrible luckily I had an old iPhone battery that is good.  Power button doesn¡¯t work have to use assistive touch, ear piece speaker doesn¡¯t work.  At least have it in good working order to take peoples money.
            "
"167","The battery in this phone is completely defective. Within less than 30 minutes of moderate use, the phone was down to 65% and then suddenly died. I checked the battery capacity and it is only 71% of what it would have been as a new phone. After recharging the phone, it continued to die suddenly - some times at 50% and other times at 80%. A refurbished phone should absolutely have a good battery installed, and I feel that the seller neglected to do this.
            "
"168","Phone had a stain on the back from a previous case and the battery was shot, would not hold a charge.
            "
"169","This product showed up broken and unusable highly disappointed battery would not charge operating system flaws when plugged in this purchase causing me to go without a phone and an extra week do you not buy The good news was we were able to get a refund right away so take your chances
            "
"170","This item came perfect! I love the phone and it came with everything it said it would. It is easy to use, it has absolutely no problems.
            "
"171","The phone was either sold originally in Japan, where there is a law that the camera shutter sound must be permanently on, or it is broken. I brought this phone to the apple store because nothing could seem to turn off the shutter sound and ended up doing a factory reset, which could not fix my problem. Terrible product.
            "
"172","Has multiple flaws that aren't evident right away (screen won't turn back on if on a phone call longer than about 10 minutes for example. I rarely make calls so did not realize this till a couple months after purchase. Also, freezes up a lot. will randomly start opening apps, has a couple spots on the screen that are nearly dead to the touch. I have never gotten a phone ""refurbished"" phone that worked worth a damn
            "
"173","I have bought many used phones. They¡¯re cheap, easy and somewhat reliable. One of the things you can¡¯t count on it the battery life. This phone last about an hour to two hours on its current battery. However, for the price, you can go to any apple store and have the battery replaced for 30 dollars. The phone itself is immaculate. 5 stars. The Battery. not so much. 1 star. just go get it replaced
            "
"174","Bought this for my Dad. Only complaint he had was he couldn¡¯t hear quite well. He had to take it to an Apple store to have the speaker cleaned.
            "
"175","It stopped working for the next day i was using it i was planning to return it but it got lost
            "
"176","I am very pleased with this phone! It came packaged professionally in a plastic phone box that was labeled ""Amazon Certified Refurbished"". The phone itself looked mostly new - the only flaw was a slight discoloration around the apple logo (like where somebody had a case on it), which is covered by my case anyway. The battery holds a charge all day and I had no problems getting the phone activated at AT &T. In fact, I am planning to order my husband the same phone now.
            "
"177","I bought this phone on 2/22/19 and received it on 2/26/19 then, had to return it on 2/27/19. The phone arrived completely dead, took 3 hours to charge and when at 100% I removed it from the charger only for it to die at 95%.Phone did not stay on at all without being on the charger. Very disappointing. I would never buy from them again.
            "
"178","I¡¯ve had this phone for 3 months now and it¡¯s been great to me. I feel like it was a reasonable price and it is my first iPhone ever since I¡¯ve always had Samsung but I didn¡¯t want to spend full price on a phone for TMobile
            "
"179","It's refurbished, so it's going to have its kinks. But there is something loose in the screen so it glitches out and you have to apply pressure to make it clear again. At one points it had deleted all of my contacts and glitches out in other ways. But the phone has visible damage though
            "
"180","Worst cell phone ever, it did not charge and when I used original apple charger it charged super slow. Then, at one point after all night of full charge, battery charge dropped to 10% drastically and the phone died in matter of second. I am never gonna buy iphones online outside of the apple original site because the cell phone was suppose to be the only means of communication with my gf when she was out of the country and I was relying on this cell phone to work. Terrible waste of money.
            "
"181","Great purchase. Phone is really good and delivered as promised.Purchased in March 2017 and still working great!I wish it had Manufacturer box, headphones but i was completely aware that it is unavailable before i made purchase.Thank you!
            "
"182","Lo mejor funciona como uno nuevo de fabrica lo recomiendo 100%
            "
"183","I have had it for about 3-4 weeks so far and it works well the volume has gone out on me once before but ever since it occurred i haven't had any problems. Overal i think is i pretty good product the packaging is not the best but the phone came without a scratch it looked brand new. I will try to update my feedback after a month or 2
            "
"184","works amazing. came in very high quality in a new box. however the charger did not work. i tried in severa different outlets. but the phone was perfect. no cracks or scratches on the screen or the metal on the back. functions very well
            "
"185","I had to return the original phone but the customer care was very helpful and the turn around was so fast! This new phone is perfect!! Thank you!
            "
"186","Great phone!! Got in within a week. Everything works great. It looks like a brand new phone. Except for one minor scratch on the front corner,the phone is in perfect condition.
            "
"187","On GOD this phone looks brand new ,unused, unissued before me. It¡¯s fast, charges fast, with a good battery life. Only thing is it gets hot after extended use of about say an hour or so. This is my first iPhone so I don¡¯t quite know if the hot battery is normal or not but I¡¯ll try to give an updated review after a few weeks.... If possible.
            "
"188","Phone came in excellent condition, no knicks or dents. Unlocked phone works on Verizon
            "
"189","Bought this phone in Aug and within a couple of days noticed that the battery kept dying quicker and quicker. Didn't download apps, had the lighting on the lowest point trying to keep as much battery life as possible. Eventually had to keep it on ""life support"" with a charger attached to it at all times. Became ridiculous. Sent the phone in for a refund... I'm still waiting for it.
            "
"190","Phone does not work. I tried to return it and the company did not respond to my email
            "
"191","The clear film protecting the screen was loose at the corner, but that's okay considering it's refurbished.  Everything else was good as new.  It works perfectly.
            "
"192","This was a gift for our kid. The only it needs is a sim and it is ready to go. It works great and had no issues getting it going. And of course the kid loves it.
            "
"193","The phone is locked and does not work as advertised. When you contact their help desk, they will not help you solve the issue.
            "
"194","GPS function not working. I have to be right next to the wifi box in the house for wifi to work, and now the phone battery is not working and the phone has separated at the seam
            "
"195","the screen was clearly re done and the seams were not done correctly because one corner is lose and goes up and down with slight pressure.Not a renewed phone by amazon detailed standards and also the back has several scratches and a sticker label that would not remove itself.unsatisfied with what was represented to be a renewed (New) phone
            "
"196","thus product is absolutely amazing!when i bought u wasnt sure but when it arrived it was just like new. I have had it for about a week and it is perfect. it also will work with almost any servixe provider if you just buy that conoanies sim card.FYI it is a nano sim card
            "
"197","Brought this for myself and had this for almost a year I brought the warranty as well apple never fails
            "
"198","Phone worked just fine and quite normally until the warranty went out. Coincidence? Maybe? Then all of the sudden wouldn't recommend gnome the charger. Took unit to get fixed wasn't the battery.. wasn't the charging port, said it was an operational system issue. Fantastic! Emailed this seller asking about options because literally the warranty went out like that day... uh.. no response. So to me now certified refurbished is like warmed up leftovers.
            "
"199","The battery is terrible. I took it to the apple store and they said it was a sketchy phone. They didn¡¯t want to even change the battery saying something with Japan where it normally would say sprint or Verizon etc.
            "
"200","Great Product.
            "
"201","Love it!!! Simple great!
            "
"202","ordered this for my granddaughter in November 2018 and so far so good, she loves it
            "
"203","The phone looks great but it's awful! Do not buy these refurbished phones. It's like an iPod it will only work with wi-fi, even though I have unlimited data with at&t it will not allow you to use data. I have spent so much time on this it's ridiculous! It turns out the phone isn't unlocked either! Do not buy from Dealfisher.
            "
"204","I like the screen. Excuse it was clean and had. I scratch but the back of the iPhone had a lot of scratch . 30 minute after using the phone it started getting really hot and the battery started draining really really fast so I hade to go to a local phone repair and get a new battery. I recommend that the sellers sale what they say they will sell
            "
"205","iPhone 6 refurbished is horrible not even 6 months and this iPhones board and antennas broke. Really upset with the amount of the purchase and of my hard earned money go to waste. Horrible quality control of selling these to their consumers. DO NOT BUY!!!
            "
"206","I hate iPhones but my daughter seems to love it.
            "
"207","I received this phone in February and I was so scared to order a refurbished phone but gave it a chance.When I got the package it looked so brand new! No scratches or damages at all! Already have 7 months with my phone and so far it works great! Happy customer!
            "
"208","Great if u need a cheaper replacement phone. It¡¯s fast and normal just like an iPhone had no issues with it at all. Only thing was the back was a little discolored but not a problem because it¡¯s not noticeable with a case on. Delivery was fast as well!
            "
"209","Do not buy anything from the seller I just received my iPhone 6S and the battery is not charging I don¡¯t understand what people receive a payment to give a crappy product do not I repeat do not buy anything from the seller even though it said the battery percent was 80% lifetime of the battery it literally doesn¡¯t charge to the full potential and stay charged
            "
"210","No where in my order did this show as a phone that came from Japan. In japan, it is illegal to photograph someone without their permission, so iPhones there don¡¯t have the ability to disable the camera ¡°click¡±. This phone was for my 13 year old who is passionate about photography. So I hear this camera click quite often, with no way to mute it.
            "
"211","It's well packages and looks like new. Substantially slower than my iphone X but may be due to its outdated chip. Gifted my mother also g with an apple watch and she is enjoying herself.
            "
"212","We bought this iphone in June this year and it has a defective antenna and cannot use data outside Wi-Fi areas.  It was sporadic at first so we took it to our network provider.  The SIM card is fine it's just the phone.  I bought it for my son and he cannot make phone calls or text without Wi-Fi.  It is worthless.  Do not buy a refurbished phone.
            "
"213","Has a few scratches, turns off sometimes automatically even with 40 % battery.
            "
"214","It worked well for the first 2 months or so, but then gained what I¡¯ve come to identify as ¡°touch disease¡±. This isn¡¯t anyone's fault but mine. Evidently every iPhone 6 is susceptible to this ¡®diagnosis¡¯.
            "
"215","This phone did come safe but unfortunately the battery life goes dead in just a matter or seconds the percentage is dropping drastically. The function of the phone is slow.The battery is drains so fast even when it¡¯s in 30% it will cut right off and require me to charge it
            "
"216","Works great!  She loves it!
            "
"217","I ordered an iPhone 6 as a gift and once we got to the store to officially switch it over, the phone shut itself off and displayed the ¡°empty battery¡± screen. After charging for 30+ mins, the phone shut off again displaying the same screen. Kind of ruined the birthday gift.
            "
"218","Bought this iphone last April. Afyer 5 montjs of regular use, battery is absolutely dead, lasting 20 minutes when fully charged and without even usibg it as a phone. This is really a shame, refurbished certified should mean its a good product, now I feel my money was taken from me!! I do expect a solution and the money fully refund, that would at least calm what I think right now!!!!!
            "
"219","This was a great phone, worked well and in perfect condition. Customer service was excellent too.
            "
"220","I brought this back in February, the 90 day warranty is now expired and all of a sudden the phone shuts off on its own, when fully charged and takes a few minutes to come back on. Sometimes it will vibrate nonstop after it is powered off. The phone itself has always been in a case and has no damage. It's frustrating that now it decided to magically not work once I find out the warranty is no longer valid!!!
            "
"221","Honestly horrible customer service,I call for days no one answer.The phone arrived with many problems , charging problem,Audio problem,you can¡¯t hear the voice,And some time do not start.Company refused to repair.Don¡¯t believe the positive star.Do not buy
            "
"222","I brought this phone for my son 21st September,2017 and after exactly one after the returned date past the phone shut down. He got it working again signing into  iTunes and resetting it. In two(2) weeks after the battery started swelling ,this cause the sides to open and the phone keeps shutting down.
            "
"223","The listing on the phone indicated ""refurbished"".  The battery was in very poor shape and the phone would suddenly turn off when showing as much as 60% battery life.  Took the phone into Best Buy and was told by Best Buy the battery had 950 charging cycles on it and typically the batteries are only good for 500.  From my perspective ""refurbished"" is not an accurate description for the phone I received.
            "
"224","This phone lasted 35 days. It died because that happens sometimes. Had an Apple store check out the phone and the best response I got was its not able to be repaired. So I paid $10 a day for a phone so a full star rating is too much!
            "
"225","the phone was in a good perfect condition with no visible scratches, it came with an original charger and light cable.. it was really good in shape.
            "
"226","The phone is fine, but the SIM card plate is defective. Every once in a while the SIM keeps coming out of place and  when it does that my phone begins to search for network and it takes up to 24 hours to find a network back  which is very inconvenient . Is there anyway that I can get my I SIM card plate repair ??
            "
"227","Great value for this phone.  No noticeable blemishes for refurbished model.  Easy to setup with my provider.  Works great
            "
"228","My speaker is messed up I can¡¯t film with a constant noise in the background I think it¡¯s ok and worth it but I¡¯d also say this is kind of a hit or miss type deal
            "
"229","This phone was dead and could not be charged by the phone provided or the cable from my old phone. I then check the cable provided as it charged my old Iphone which again proves this phone is JUNK with a dead battery that could be charged. HOW could anyone check a phone much less send a phone out with a DEAD BATTERY?
            "
"230","Works great. Can¡¯t even tell that it wasn¡¯t new.
            "
"231","It kept glitching and would stop working. I would have to restart it multiple times a day. And it held no battery, after my 30 minute train ride I would lose almost half my charge. I ended up returning it after 2 weeks.
            "
"232","Bought it a couple months ago and still works good, great condition, excellent product
            "
"233","Looks good but the phone battery doesn¡¯t work !!! And unfortunately I sent it as a gift to another country.
            "
"234","I was very disappointed with my purchase. The phone was bent, the battery dies within 20 mins after being fully charged, the speaker sounded raspy, somehow the phone is unable to connect to my WiFi, the charger was not an original iPhone charger, the connection overall was poor. The cost of this phone $200. I would not recommend.
            "
"235","no issues works great.
            "
"236","I was really excited about this phone. It looked and functioned erfectly in every way except for its battery...The battery randomly dies even when the phone is charged at 80% and I cant just turn it back on, I have to plug it up to the charger because at that point it acts like it really has only 0%. Gonna return this and get a refund. I'll just buy a brand new phone :(
            "
"237","Received the phone with the outer screen yellow as a crayon. The battery only charges to 50% and does within three hours of usage. Extremely unhappy with the item.
            "
"238","Workks just like a brand new phone besides the battery life. Quick delivery, would purchase again.
            "
"239","
            "
"240","After using it for 20 minuets the phone just shut down and will not power back on no matter what I do. I brought this iPhone into the Apple store and they said this phone can not be turned on and will cost a crazy amount of money to fix. It was as a bad phone to begin with.
            "
"241","Phone is acting crazy. It has a beep when you¡¯re signing into it  and it won¡¯t get signal a lot of time and will be out of service. Even if it¡¯s sitting in the same place all the time. Phone was not new and did not come with an iPhone box.
            "
"242","The one phone never worked at all, I took it to istore and I was told it cannot read the sim card, either because it is a black listed phone or previously repaired, the other phone worked for one week and last week the battery just switching off but when you charge it says full, but both phones are not genuine because when you switch on the screen is black and the apple sign is white, so I want to return them for refund as soon as possible.
            "
"243","Product arrived on time in perfect order.  Packaging was great, and the product is in excerllent condition.  I  could have been convinced it was new vs. refurb.  Battery life is fine, and cosmetically excellent.  If the older model is OK, then why pay the big difference to purchase new?
            "
"244","I'm having issues with the phone as the receiver is not working properly, cant hear the caller well. Also the phone turns off by itself and drains the battery.
            "
"245","This phone stopped working 60days after I purchased it for my daughter for her birthday.... Don't buy from them.
            "
"246","Had the phone since May. The battery last about 5 min when running maps. After trying to replace the battery Apple tells us there is water damage so they cannot replace it. Buyspry the provider of the device won¡¯t do anything to help as we are a couple days out of warranty. My fault for not realizing we had 90 days.
            "
"247","This phone was all that it was supposed to be. It is in very good condition.
            "
"248","Perfect replacement for my lost work phone.  Only complaint would be that the charger was a knock off, but I don¡¯t care.
            "
"249","Do NOT buy, idk who is certifying these as refurbished but it's conplete bull. My phone is completely broken. It came dead, took hours to turn on. Finally set the whole thing up and the screen went black and if you hit the home button a weird green circle on the LCD popped up. Did a reset and the battery said it was completely dead when it was 100% charged. Absolutely NOT tested.
            "
"250","this phone ran good for about two months and after that i had undergo severe functionality problems and the battery swelling up also but after that the LCD went out in the phone literally causing me to have to buy a new phone literally two weeks till the date that i bought it last year overall this refurbished phone was cheap but ultimately a waste buy a new phone.....
            "
"251","Great phone!
            "
"252","This phone has been great. Very pleased overall
            "
"253","It's a really good phone, not crashing, lagging, or anything else like that. Phone arrived a day early. The only thing is that the battery was at the end of it's life. Found someone to replace it for $30. Now it works amazing and I don't have to charge it for at least 9 hours. If the battery was new I would give 5 stars.
            "
"254","Great quality, nice battery life for a used phone. Would definitely purchase from this seller again.
            "
"255","excellent, it works great! very happy
            "
"256","So far, everything as been Amazon with the phone. Did get an odd message when the battery was low I haven¡¯t seen before but this has been like opening a brand new phone.
            "
"257","The phone seemed to be in excellent working condition until now, 4 months after the purchase the screen is just a gray/blue. Warranty was only until May. I wish I would have spent the extra on a NEW phone with a proper warranty. This phone was very well cared for and my money is wasted!
            "
"258","After about 6 months the phone freezes
            "
"259","Yes I did receive my iPhone and it works perfectly.
            "
"260","Ordered a phone for a family member and it was new like from the Apple store.
            "
"261","Good for 5 year old cant get fort knight tho.
            "
"262","My son loves this phone! It works great and the shopping experience was great.  No problem
            "
"263","Poor battery life, poor cell reception, had to return it.  Ear buds damaged
            "
"264","Bought as gift. Item did not work. However it was easy to return and money refunded in a prompt manner. Would try to purchase again.
            "
"265","Battery health was only 57% percent. It was charged to 60% at night, all background data was turned off, and by the morning battery was only 27%. Very disappointing. If the battery health was better, this would have been an awesome phone for the price.
            "
"266","Good phone
            "
"267","Had the phone for a week in a half and it turned offa bs turned back in with a message saying phone disabled connect to iTunes first of all I have no wifi in the house or an computer so when called they was pose to call me at a time I was at an computer but never did never again will I order from amazon again
            "
"268","Great works and looks like new was a little worried about ordering but turned out amazing. Battery life is average don¡¯t use it that much. The made sure the replaced the battery with a new one before sending it to me good seller. For the ones with battery problems turn off background refresh and keep battery saver enable you¡¯ll be fine
            "
"269","Phone kept powering off sent it back the very next day. Battery would say charged to 100% then drop to 3% within 5 mins then power off. This was my first time buying from this dealer so I don't know if this is normal or it was just the phone I received, but safe yourself some time and go through another dealer.
            "
"270","The phone is perfect. They were no defects on case and it works wonderfully. Very pleased and feel smart to not have paid price of new one.
            "
"271","It's been 4 months. So far so good
            "
"272","This phone looked fine, but within 30 days the battery wouldn¡¯t stay charged and the phone will just shut off at random. I¡¯m so mad we wasted $160 for a phone that lasted 40 days...10days past the option to return it. Do not buy phones refurbished from this company or any others. Save your self the hassle and just get a new phone. Terrible terrible terrible!!!
            "
"273","muy bueno
            "
"274","Phone looked and works great thanks again
            "
"275","I bought this for T-Mobile lines I was adding to our family plan. We¡¯ve had them for over 2 weeks now everything is working properly.. the T-Mobile rep was able to easily use the phones with SIM cards from T-Mobile.
            "
"276","Buy a new phone dont waste your time. Battery wouldnt charge and have to pay return shipping
            "
"277","Ok
            "
"278","purchased about 10 months ago and began using after Christmas. Started experiencing intermittent battery issues around Feb  (phone discharging too fast and taking about 8 hours to fully charge. then around July phone began to warp.In October screen began to crack (not the screen protector but the screen itself).  Buyers beware!
            "
"279","This is our second time purchasing an iPhone refurbished from Apple through Amazon and we couldn't be more pleased.
            "
"280","When the phone was delivered to me, the microphone did not work during phone calls (unless the call was on speaker) and shortly after the screen started to change colors in the top left corners and was not working properly.
            "
"281","So far so good!!!! I'm beyond pleased with this purchase! Just what I wanted and pretty much in brand new condition! My opinion, they could be charging more for this phone. Thanks for the wonderful product as promised!
            "
"282","I am still using this phone and the battery life holds good while I am at work
            "
"283","Honestly, one of the glitchiest smartphones I have ever used. Not sure if it¡¯s the iOS update to 11.3 or whether it¡¯s the hardware itself, but it takes ages to open apps some times or just turns itself off and cannot recognize my SIM card afterwards. Bought it as a quick replacement for my shattered Galaxy Note 5 and I have been thoroughly disappointed so far.
            "
"284","Apple iPhone 6, GSM Unlocked, 64GB - Gold (Certified Refurbished)i bought this cellphoen in july 2017 , the first months the phone was work so good, but one day the screen just press by itself and i thhought that was a problem for one day , but now its the moment that i can not use my phone , all the time the screen are pressing , open and close many apps.
            "
"285","I never give anything 5 stars but I bought this for my granddaughter and she loves it.
            "
"286","Phone arrived before anticipated. It works great. Love it!
            "
"287","The touchscreen board is gone
            "
"288","This was one of the worst purchasing experiences I have ever had. I received the phone and the home button along with the Siri feature did not work. Sent emails and received no resolution to the problem, now the phone has been owned for 3 months and will not hold a charge. I am not sure what certified means if the product does not work correct and you are stuck with no resolution.
            "
"289","I need to return this product.  The touch screen will work for a minute and then lock up.  I am not happy with this purchase.  Your website says thatit is certified refurbished and goes through a testing process.  I do not understand how this phone passed any tests.  How do I return it for a refund or an exchange with a phone that worksThank You,John Cotter
            "
"290","The phone came in quickly and looked great. No visible damage, or blemishes. When I charged the phone, and turned it on is when I noticed the screen was defective. There was a blurry spot that took up 1/5 of the screen on the bottom right side of the phone. I gave it two stars because everything else appeared in good condition. The return process was very easy.
            "
"291","Had scratches all over and screen was cracked. Definitely returning this. After attempting to return, you even have to wait for approval. I have been and amazon customer for over 16 years and never received an item this bad.
            "
"292","Nothing at all wrong with phone- I had to return and reorder as it acquired a cracked screen before I even set it up. I use older iPhones and finally went to 6 from 5s. Amazon is the bomb! Love Apple products and iPhone. 3rd purchase from DealFisher.<U+0001F44D><U+0001F44C><U+270C><U+FE0F>
            "
"293","Good product
            "
"294","This iPhone seems perfectly fine except that the battery is not new and the phone shuts down constantly no matter how fullyhe battery is. The phone was advertised as certified refurbished but it clearly was sold knowing that the battery needed replacing. The battery health report in the phone settings tells me that it needs a new battery.
            "
"295","Got the phone and everything seemed to be working fine, but then there was a terrible data issue, my carrier works with this phone, i can send sms texts and call but the actual data does not worked, checked with provider and they said it should be working and that there must be a hardware issue
            "
"296","Phone looks & works great! I bought the iPhone for my son, he's had no issues.
            "
"297","All of those are good, but little defected with some spots and/or tapped outside the border, these are considerable to me because of half price. Otherwise screen and batteries are good without one of them shut down when charge is 17%. In my country iPhone doesn't market the products. So no objection for the little defects of refurbished products. Mentioned that don't expect the headphone with this set.
            "
"298","Only a small scratch near the headset hole. No problems connecting to my phone service provider. Phone is working great, it's only been a few days but so far, so good.
            "
"299","The has a very good looking and is functioning well with all web browsers and medias. The only thing it is still unlocked <U+203C><U+FE0F>My young cousin delayed to put a SIM card and he was just using it for browsing. When he took it to the T-Mobile in order to put his SIM card, they found the phone is still locked
            "
"300","I was skeptical about ordering an ""unlocked"" phone online but its exactly as advertised. He was able to insert his sim card and use it immediately
            "
"301","When I got the phone, about a week later, I started having difficulties. Now that I have gotten a carrier, it won¡¯t let it work.. The service is on and everything but says either no service 99.6% of the time or will show the carrier for a few seconds then go away.. I¡¯ve went to many many people about it and they¡¯re all telling me the same thing; it¡¯s the phone itself.
            "
"302","The phone works perfectly right, looks brand new and has no issues. I got the value for my money. This review is exactly a month since I got the phone...nice product!
            "
"303","The phone arrived on time, and it¡¯s in very good condition (no scratches etc.). The battery life is at 91%, which is not bad for a phone that has been used in the past. I¡¯ve had the phone for 4 days, and so far I have not noticed any glitches or technical issues. Overall, This was a good buy/experience with this company.
            "
"304","I was afraid of purchasing a phone but circumstances came up were I kinda just had too. So far so good !! I even ordered a second one after my sisters phone broke. I hope we get the same quality phone the second time around. Looks and works like new!
            "
"305","This case is amazing<U+0001F60D><U+0001F60D> i got an otterbox and while it kept my phone safe, it was too bulky. This case is bulky enough for me to feel safe, but thin enough to fit in my pocket and i love it!!! This is a good one, dont sleep on this. And the seller is very friendly and cooperative. Love this case!!
            "
"306","My iPhone 5S stopped working on me so I  looked for an affordable upgrade. Everyone was complaining about the battery but mine has lasted me fine since I¡¯ve had it! I ordered it a couple months ago now and it¡¯s one of the best purchases I¡¯ve made on Amazon.
            "
"307","So I waiting so long to get the phone was so happy and when I put my sim in it won't read so I thought it was me..I went to the phone company which was cricket and it didn't work tried at&t and it didn't work  like wtf if ur gonna sell something make sure it works before u decide to send it smh
            "
"308","The phone arrived with a completely dead battery.  It would not hold a charge at all.I attempted to contact the seller and ask for a replacement battery or phone but never heard back.I absolutely would not buy this product from this seller.  Avoid.  Not worth the hassle.
            "
"309","What I liked the most about this product is that it was in great condition upon arrival and it is still functioning well today! There were literally no blemishes or scratches on this item.
            "
"310","I don¡¯t recommend getting this phone at all. I only had the phone for two months before it wouldn¡¯t hold a charge, started glitching, and shut off completely. I thought it was a battery problem so I got a replacement and then found out it wouldn¡¯t ever turn back on.
            "
"311","I am very pleased with my phone. My mother in law purchased this for me when my phone finally gave out. I was hesitant on a refurbished phone but she did a lot of research and came across this seller. I LOVE my phone. It is flawless except for the tiniest scratch by the charging port but it¡¯s not noticeable. Very pleased
            "
"312","I trying to get a new phone for my nephew on birthday and goes to show that the iphone was very unacceptable. The battery life is ¡°trash¡±, It will die at 50% and it took over a day to get back at 100%. I need another properly functioning phone from you guys. Due to the fact that i had to go buy a new battery for my nephew. Highly upset <U+0001F92C>
            "
"313","Can't update the phone half of my apps won't work due to not being able to update it. If you want a good phone don't buy this one
            "
"314","Great product.
            "
"315","Was scared to buy because it was refurbished but it works great like oem
            "
"316","This phone was not able to be activated through Verizon. I read all descriptions and it clearly stated it was ready to activate. I am now unable to return and am stuck with a very expensive and useless phone.
            "
"317","Got this phone for my husband. It was a lot easier for him to use than his old android phone. Was happy with the phone until recently. It would fully charge & then be down to a 13% charge in just a few hours. Thought it might need a new battery but then it wouldn't charge at all!! So now I'm ordering a new charging port. Found out the warranty was out less than a week ago. Not so happy with it now :(
            "
"318","Phone was in excellent condition. Had no problem connecting to my carrier AT&T once I put in my Sim card. Included in the packaging was a contact number in case I had any issues.
            "
"319","Exactly what I expected & wanted. Works well on AT&T network. Recovered from iCloud backup easily & works well. Good value for $.
            "
"320","A whole year later but I¡¯m making my review off of this phone right now. The only produce experienced is freezing and my battery dying at crazy precents from 87% being the highest but it will usually die at 17% or less.
            "
"321","I got my ""refurbished iPhone"" plugged it in and it never took a charge... Never got to turn it on.So they refurbish phones without testing them??? I think they are not refurbished at all!!!Find another seller. I am returning this broken refurbished phone. <U+0001F621>
            "
"322","Phone good but battery life is terrible,  literally doesn't last 30 min after fully charged.
            "
"323","I bought one for my wife. The first I got had a display issue i.e., it started flickering & turned off after some use (sounds like a heating issue). I returned the product and also informed about the shipment address change as well. The replacement was shipped to the old address, which caused quite a long journey for the phone to arrive where I live now. Anyway, the replacement is dud as well.. it goes immediately into an endless reboot loop and the mute button is also damaged. Btw, the product info states ""..but does not include headphone, manual or SIM card."" The replacement phone I got had someone's SIM card inside, so obviously no one even bothered to check the phone before sending it out. Great job guys!
            "
"324","Battery dies at 75% I¡¯m trying to return or replace. Will update when I¡¯ve done so.
            "
"325","Great phone looks and works like new I will buy again dispite the crazy comments this thing is awesome!!
            "
"326","Was a used for u could see the markings on it, please indicate these things when selling to customers. I would have preferred I buy a new phone. The battery life sucks for 100% it¡¯s dies in less the 15 minutes. Disappointed much was a birthday gift to my son
            "
"327","Battery dies too quick
            "
"328","Loving my phone so far, came with no scratches and basically looked brand new. Functions properly and is just amazing '
            "
"329","Please do not buy from this seller. The phone was discharging practically immediately after unplugging from a full charge. Because I had to work abroad it wasn't easy to return and i needed a phone. So I just had the battery changed and hoping the phone continues to work as it seems like it was the battery problem.
            "
"330","This phone does not work unless constantly hooked up to a power cord. I do not recommend buying it. It is slow and will go dead at 90%
            "
"331","<U+0001F44D><U+0001F3FD>
            "
"332","Waiting for my refund. Phone was blacklisted and had to jump through hoops to even figure out what the issue was.
            "
"333","I did not order this or any other phone from Amazon, I believe this was an inside job.
            "
"334","So far this has been a great purchase and I would rexommend Kanga
            "
"335","What a value
            "
"336","I am so disappointed in Amazon.I am not only Prime but have ordered thousand dollars this year.This iPhone for 300.00 was always problems with charging not won't charge at all which means Apple watch I purchased from Amazon is worthless as well.I can't get any help and am extremely dissatisfied.
            "
"337","Phone was received with after market screen, Touch ID would not work and het Siri did not work! If you are going to sell the product make sure it works!
            "
"338","As advertised.  Shipped quickly to Navy Base in Japan.  Unlocked and GSM capable to accept the quirky SIM chips used here.
            "
"339","I got this phone about 4 days ago, and it's working AMAZING so far, I love it. Also, there was a lot more in the box than just the phone and charger, it came with a glow in the dark phone case, two screen protectors, 1 tempered glass screen protector, and the SIM card tool. I can't tell the difference between a new phone, and this one. I just put my cricket SIM card in it, and it's amazing.
            "
"340","Bad phone and bad seller
            "
"341","This phone was not usable. It will not start. When I took it for servicing, I was told I need the iCloud account which was used to register the phone. I have never even been able to turn the phone on. Why is this phone locked and useless?
            "
"342","came with deffective screen, had to return It . THESE ARE USED PHONES THAT ARE BEING FIXED TO LOOK LIKE A NEW ONE, BUT THEY ARE NOT.
            "
