"","x"
"370","Nice phone
            "
"371","loving it, no issues so far.
            "
"372","Excellent phone. I like it. On time delivery.Abate Abtew
            "
"373","Unlocked phone, works internationally.
            "
"374","Its amazing i really like it i just had a delay with the shipping company
            "
"375","I love the bigger screen and the longer battery life.
            "
"376","The phone is awesome, super fast and, very easy to use.
            "
"377","This phone is awesome. It works great on Tmobile.
            "
"378","EXCELENTE!!!!!
            "
"379","Not acting right want to return for another phone
            "
"380","Excellent product, the best cell phone!!!
            "
"381","Like it
            "
"382","None working phone for sell
            "
"383","I just love it and I'm so glad that I read the  reviews  because it's amazing
            "
"384","It¡¯s really good but the battery discharge too fast
            "
"385","good product.
            "
"386","I like everything about it
            "
"387","Best damn phone ever invented.
            "
"388","Really enjoying the great quality all around on this phone! Arrived on time!
            "
"389","Muy contenta. Excelente y rapido envio y aparato tal y como la descripcion decia
            "
"390","Everything is perfect on the phone
            "
"391","Working fantastic, very smart phone
            "
"392","i like the Samsung S8 plus nothing to complain about it so far
            "
"393","The phone was perfect and new, just as described. Great purchase.
            "
"394","The oerfecto phone, my daily driver since i bought it back in july
            "
"395","I love my new phone. Save over 250 my boy directly fro. SANSUNG
            "
"396","I love this phone but I dislike Bixby I give it 4 stars out of 5
            "
"397","OK, it works in Peru
            "
"398","it is fake there is no real phone packed with bands foolish
            "
"399","does need some type of case. very nice but very slick to hold.
            "
"400","Awesome phone love the price
            "
"401","Best deal in town on the Samsung S8+
            "
"402","Very. nice.  Phone. Work.  Work. Great on metropcs
            "
"403","Great phone no problems
            "
"404","This phone quit and froze after just 2 charges
            "
"405","Excelente pantalla
            "
"406","good
            "
"407","It's just as the advertisement it works perfectly
            "
"408","I got it damage free and the phone is working fine..well so far.
            "
"409","Very good phone!!! I'm really happy I made this purchase. Item came on time and it works perfectly.
            "
"410","It runs out of power without using within a day.
            "
"411","Really enjoying this product. Product fit all my needs.
            "
"412","Liked the phone but couldn't make it work with a new sim card
            "
"413","It was everything that it should be i received it in excellent condition and it performed up to expectations
            "
"414","I always choose this store to get best Phones that are super neat and 100%
            "
"415","Bought this for my father. He needs a lot of processing speed to run his company apps and this phone has worked well for him thus far. It was between this and the pixel, but he may not notice a major difference between them. It serves all of his needs well.
            "
"416","Phone comes with a 3 to 2 prongs adapter for the fast charger. Amazing, Gotham's Cells!!
            "
"417","Perfect! If you buy the brand new S8+ than you should have no issues with the phone.
            "
"418","el costo y la entrega en los plazos que establecio en vendedor
            "
"419","Overall it's a great phone ,
            "
"420","Like it for price
            "
"421","satisfied with my purchase.
            "
"422","Amazing phone,  came two weeks early in Australia I'm very happy
            "
"423","Es para uso personal pero el cargador que enviaron es para uso en Europa
            "
"424","Amazing phone
            "
"425","Galaxy S8+ is a very good phone, and performs as expected.
            "
"426","Good
            "
"427","I loooove my phone
            "
"428","Perfect
            "
"429","excelente producto funciona muy bien
            "
"430","Item just as discribed, easy to navigate. New in its original sealed package with charger and earphones. Fast delivery.
            "
"431","Excellent product arrived on time and as the announcement says. I am  very happy.
            "
"432","No water resistant at all
            "
"433","Easy to use for EVRTHING...
            "
"434","Love love it
            "
"435","Unbelievably satified. 1-day delivery optiob was so fast! I love its frame
            "
"436","At all is good
            "
"437","She really likes the large screen.
            "
"438","Great device...came early and as expected
            "
"439","Enjoying the phone a lot.
            "
"440","I like all the thinks about the phone, except the bixby thing.
            "
"441","Love my new phone
            "
"442","Easy to use and has all the application options I need.  Phone feels solid but not too heavy.
            "
"443","Worth
            "
"444","Very good phone feels good in the hand love my phone
            "
"445","Phone often restarts and crashes.
            "
"446","Excellent piece! Struggling to sleep without it in my hand!
            "
"447","Excelent
            "
"448","Arrived in great condition. No complaints whatsoever. Just make sure to buy a cover. Phone is very sensitive to falling.
            "
"449","producto defectuoso no me ayudaron solucionandolo
            "
"450","Slick
            "
"451","Great phone. Great touch. Great everything.
            "
"452","Love this phone. Thanks Samsung
            "
"453","HiI was buying clean phone ,But I got previous verizon phone .The phone is not compatible with T-Mobile.When I returned the phone I needed also to pay for return .In general I wasted my time and also my money.Very unhappy.
            "
"454","My phone has little damage
            "
"455","Front camera stopped working after 2 months
            "
"456","Great product
            "
"457","Its is a sleek phone great value for the price
            "
"458","Everything is ok
            "
"459","Pretty nice device. Strongly recommendation!
            "
"460","Urgent Urgent urgent! DO NOT ORDER PHONE FROM ELECTRONIC DEALS. They are not real and their phones are locked not directly from Samsung factory. Careful people.
            "
"461","Mic doesn't work. I have to put in on speaker or use headphones
            "
"462","Like!!
            "
"463","Great product.
            "
"464","Attention, careful and faster
            "
"465","excellent product and great seller!!!!!
            "
"466","BUenos resultados muy buen movil.
            "
"467","This phone worth the money
            "
"468","It's not the real s8
            "
"469","Excelent!!
            "
"470","Phone ended up having a defect, but Amazon was great and sent me a replacement.
            "
"471","Excellent
            "
"472","My new phone is BEAUTIFUL and Verizon set it up for free. FYI at Verizon this phone is $970+!!!! The Amazon.
            "
"473","Exactamente como lo describen.....todo excelente!!!!
            "
"474","Pretty good, but it doesn't support samsung pay.
            "
"475","Perfectamente
            "
"476","This product was as described in perfect condition and works perfectly.
            "
"477","Very nice..thank you
            "
"478","Me gusto
            "
"479","I was satisfied with the design and the performance...
            "
"480","Just as described
            "
"481","Works in Jamaica WI
            "
"482","Best phone ever
            "
"483","Love this phone! It is perfect!
            "
"484","Phone is super fast and reliable. Screen size is perfect for work and personal usage.
            "
"485","Great size
            "
"486","Very Good
            "
"487","Great phone best ive ever had
            "
"488","Perfect as described. Like it so for
            "
"489","Great phone even after being released a year ago.
            "
"490","Great phone
            "
"491","Works good as expected
            "
"492","Very nice smartphone!!! The photos are wonderful! Fotos muito boas e aparelho fenomenal!
            "
"493","First off I thought it was weird that the box felt light. So I opened it and the packing for the actual phone was all beat up.  And guess what, it was completely empty. There was absolutely nothing in the packaging where the phone was supposed to be. Papers and all. I am highly pissed. Never ordering again.
            "
"494","This is a great phone
            "
"495","Fast delivery and came with adapter. Good service. Loving my new phone.
            "
"496","Happy with the choice of phone and it great one to have.
            "
"497","Muy bueno
            "
"498","Loved it!<U+0001F609><U+0001F609><U+0001F609><U+0001F609>
            "
"499","Todo funciona ok
            "
"500","Muy bueno !!!
            "
"501","I don't see any problems with it.
            "
"502","aaaaa+++++!!!
            "
"503","THE BEST
            "
"504","no tengo inconvenientes.
            "
"505","My wife Lovve's it
            "
"506","I like it. Good cellphone. No problem
            "
"507","Good experience !!
            "
"508","Wonderful phone !
            "
"509","Excellent
            "
"510","Great device and great service.
            "
"511","Very good.
            "
"512","the worst cell phone!
            "
"513","Excelente
            "
"514","I got it on time and i love it
            "
"515","Fast and amazing battery life.
            "
"516","Very disappointed. I bought a S8+ Maple Gold but I got a Silver.
            "
"517","Love this phone best phone i had
            "
"518","all right product of the highest quality.
            "
"519","Nothing
            "
"520","Works Great
            "
"521","I am very satisfied with my device.
            "
"522","I like is very nice
            "
"523","First of all, lets be clear: I received this cell phone day expected (sheers Amazon) but... Just seven days after start using it stoped to work! It felt in water (no more than half of meter and less than 2 seconds) and its death even when its advertised as IP68 -water resistant-. I bought it when travelling in US and now I am back in my country with an absolute regret about choosing Samsung... My worst decision... Thansk God I still have my HTC M10, and as expected still working in my hand (contrary to the ""superstar"" S8+)... Very dissapointed with $400 less in my wallet. I have to admit that those 7 days that it worked I was really amazed with this cell...
            "
"524","It was a gift
            "
"525","Like
            "
"526","Great!!!
            "
"527","Such a great phone to use.
            "
"528","I have owned the galaxy S2,S3, and S6(flat Display). With all of those phones I was happy from purchase, to replacement (usually fleeting battery life). I have just purchased two(one for me and my significant other) of the Galaxy S8+ phones, and am somewhat disappointed. I was reluctant to purchase at first because of the edge screen being forced upon me, but I could no longer deal with old phones. Here are some of the things I have noticed.Cons1. Screen glare - when in lit areas I seem to always have a glare on one side of the edge. Even in Samsung's display pictures there are glares on both sides of the screen. (hard to be unseen once noticed)2. Screen protectors - I have tried 3 so far none seem to like to stick to the screen well and two interfere with cases I've tried.3. Cases - Not a problem yet, but all the cases I have tried seem leave something to be desired in protection. A lot of the front of the phone seems uncovered.(very nerve racking, mostly due to curved screen)4. Finger print scanner - WHY OH WHY IS IT ON THE BACK? Next to the camera non the less. Unlocking with single hand can be a little tedious. Because hand placement for use, and unlocking it are different. Kind of have to slide it around your had to do one or other. Thick cases can make it hard to get proper finger placement.5. On screen buttons - I have had phones with them before, HTC M8. After about a year the phone slows a touch, and they seem to take a couple seconds to appear. May be an no issue with this in the future.Pros - (most other flagships are equal here)1. Battery - Very good battery life. After a day of moderate use its still over 40% remaining.2. Speed - A very fast phone, little to no lag launching apps.3. OS - I do like the Samsung version of android over some of the other companies. Probably because I've had so many of their devices.4. Camera - Very fast and great pictures. video recording is very high quality too.In conclusion, I would recommend looking at other options if you are on the fence about the infinity(edge) display.  I took a chance and do slightly regret it. I am currently stuck with the phone for most likely the next few months.Only way I'll buy a Samsung again is if,1. I can get a flat display again2. Take the buttons off the screen.3. Bring fingerprint scanner back to front.
            "
"529","Received this phone 3 days ago, and finally got the SIM card from VZN.  Apparently, this phone has an issue with NOT being able to send sms texts.  Spent 2 hours in the Verizon store trying to get it sorted out.  2 factory resets, and 2 additional SIM cards - still will not send SMS texts.Besides the no texting problem, the other issues I found in the short time I had this phone is:-The new 'Bixby' feature is a huge disappointment.  Extra side button which is easily hit by holding the phone.Fingerprint reader is in an awkward position on the back of the camera.  Unable to use thumb print unless turning phone around.So, if you're just looking for an expensive phone without the ability to respond to texts, or constantly pulling up Samsung's attempt at AI whenever you pick up the phone - then this one is a winner.  If you're looking to actually use all of your phone's capabilities - then I suggest going elsewhere.I've been with Samsung since the Galaxy S1 days, and this is by far, the WORST phone I have ever encountered (and I even had the Note 7 for a short time).  Returning this POS.
            "
"530","Amazig
            "
"531","The only thing I dislike so much id the keyboard which has no precision at all.
            "
"532","its excellent no concerns as at the moment.
            "
"533","I only had this phone for 1 week; then i started seeing white vertical lines, then it blanked out(obviously it was defective), called samsung and they were of no help, they told me i had to buy a screen replacement which was half the price of the phone. i felt very disappointed, sent it back to amazon and thank God, got a refund. Because of the customer service i received from samsung am switching to apple and buying an iphone. i have aways been a samsung user but after that experience i am making the switch.
            "
"534","I like it
            "
"535","Muy bueno
            "
"536","I'm happy with my new cell phone
            "
"537","Great phone and everything I researched was included. Great packaging and speedy delivery. Only problem was that my landscape mode and heartbeat sensor doesn't work at all. Not a deal breaker but still, you want top notch for your money. Will continue to search for solutions but otherwise a great phone.
            "
"538","the best phone I ever had.
            "
"539","I love it.  It's a decent step up from my previous Galaxy (S6 Edge Plus).  The placement of the fingerprint scanner is my only gripe (next to the camera lens... really?) but the awesome retina scanner makes up for it.  I've read some say the retina scanner ""takes too long"", but mine unlocks consistently in under a second.This is a deceptively tough phone, but you'll want a case as it's pretty darn sleek.
            "
"540","Very satisfied about this phone
            "
"541","For some reason even after I do the initial setup on this phone, webpages will default to Chinese for a moment and websites that use location won't be able to verify my location. All of my settings are set to the US, GPS is always on and I still have these issues. I feel since Amazon lets a lot of knockoffs in their store that this could be one of them. Still preforms decent, aside from that, but very skeptical.
            "
"542","Work great.
            "
"543","Good.
            "
"544","Great big screen phone.
            "
"545","Excellent
            "
"546","amazing
            "
"547","Nice
            "
"548","The phone start frezzing and buggin 4 days after purchase. Beware that unlocked cellphones do not have a warranty.
            "
"549","Recently switched from and iPhone 7 to the s8+. Bought from this merchant and I am very very pleased with the phone. It came it today and there was not 1 single scratch anywhere on the phone. It looks brand new! Would highly recommend this merchant!
            "
"550","Amazing phone!
            "
"551","Receive a box with the ear phone and a little black thing.. Phone was not in the package.. Disappointed
            "
"552","Wow, I was quite disappointed with this much anticipated phone.  I don't like the aspect ratio. Would prefer to have a wider screen. Phone is very long. Plus, the Samsung user interface is much changed from previous generations. Don't like it as well. Back side if very slick and shiny. Really shows the finger prints.
            "
"553","This is my first ever written review, I was so dissatisfied I was compelled to write. I feel completely scammed and mislead by mention of the Warranty. I went to register my S8+ product with Samsung and was rejected. I attempted to register  using the S/N then IMEI. REJECTED BOTH. I would have been much more satisfied with a Chinese phone for a much cheaper price with ZERO Warranty. I purchased this phone ONLY for the promise of some form of warranty. WRONG. NOTHING. Where does one go now?
            "
"554","Screen is very nice, and it is fast. The message app is bad, Bixby is bad. why is it that after you type your screen un lock code you must press ok. I had to take it to a Samsung service center to completely flash the software so my conversations would not magically go into mute mode.
            "
"555","All in all, the phone was as described, brand new and works like a dream. I bought it for my sister (who is insufferably picky about any little hiccup) but no complaints from her as yet so I'll take it as a good sign. All in all, was quite pleased with the experience.
            "
"556","I love my new S8+.  Brand new I would recommend this to anyone!
            "
"557","At first this phone was great! But over time the Mic started failing. At first I fix it with cleaning out the mic but it failed again and again. The basic function of a phone is to make calls. So why Samsung is my phone not making calls. That why i wanted a phone in the first place. Also google ""Samsung galaxy s8+ ok google cant hear me"" and u will see tons of people in the same problem.... this is so stupid
            "
"558","This phone does not work on Sprint! Tried to activate over the phone and in store! Will not work! Even tried with New and old swim cards! Don¡¯t get tricked!
            "
"559","I bought this for my friend and she loves it. Since this is unlocked phone she uses this when she goes to a foreign land. Text were clear and could easily be read even at a low lighting. Highly recommend, even this kind of phone is a little bit pricy.
            "
"560","Soooooo much better than my prior phone.Easy to navigtate.Still learning; easy to use.
            "
"561","this cell turns on but this cracked a cracked is very visible and the other will not return the cell phone for the reason that in the product said  92% positive and never scared that it was cracked
            "
"562","I am angry I have been in love with the Galaxy 8+ forever and  I finally was able too purchase two of them one for my Son as a graduation gift and one for myself Well I am do disappointed  the phone my phone of course has problems keyboard sticking and will only clear after a restart of the phone,  duration time doesn't work on five minutes or ten minutes and some other things,  like really this is supposed too be the Tops of Androids  I am so  Sad I called Samsung and the could see the phone had issues they did the trouble shooting and had me also do a process of course it didn't work so I am over the explosion of the Galaxy 8+ and one other thing it's a problem with the Samsung wireless charger it sits on the charger for 30 minutes or so and barely charged 10% like it's nothing special about this phone but the Over Pricing had I just gotten the Best Product I paid too get I would walk tall with But it's mot right too take that hard earned Money and Give Me an INFERIOR PRODUCT/ jenifferfoster8@gmail.com
            "
"563","I bought it to be sent abroad through a relative who was visiting. Phone charged but was losing battery charge in less than one day with NO activity whatsoever!!!! Adjusted some setting, such as turning off the clock when not in use and brightness, but it did not help much. It was still losing power and needed to be recharged at the end of the day without being used at all. I did not have time to send back and request a new one (or maybe just a refund). I am not sure who to blame, but if I could, I would have returned the item and gone to a local store after the experience. A new item should not be functioning like that. I have talked to people who owns the same phone and they said it was strange it was losing power that fast!
            "
"564","This is really a great phone, there's not 1 thing I don't like!
            "
"565","To be honest, I purchased this phone June 5th and have had nothing but problems with it since I bought it. The biggest problem, the battery and charging problems. Every time I let the phone get to 40% or less battery life, and plug it in, it automatically just shuts down completely. Not sleep, not screen off, SHUT DOWN. It has been crazy annoying but i dealt with it since it is the ""best phone out there"".Next, the always on screen. Sometimes it is literally ALWAYS ON. screen is on, at the main home screen, not the lock screen. Anyone can get into the phone, browse away and make calls if I a not watching. Also, in this state, if it isn't charging and I put it in my pocket, it actually heats my leg uncomfortably. The only solution is to hit the power button to put it to the lock screen. Very frustrating but I dealt with it because it is ""the best phone out there"".Now this morning i awoke to find the phone powered off. I assume the battery had dies so I plugged it in. Normally, as soon as it is plugged in you would see a circle with a lightning bolt inside that appears, letting you know it is at zero percent but it is charging. The LED light would also blink at the top....nothing. No LED light, no circle with lightning bolt, nothing. I then proceeded to spend 3 hours looking on the internet, calling Samsung, everything to try and rectify the issue. It just will not turn on.So now I get on the phone with Samsung and they have me go through 20 minutes of attempts to resolve the issue, the same things I just spent 3 hours trying. Still nothing. I also read in their warranty for cell phones (see attached screenshot) that ""During the applicable warranty period, provided the Product is returned in accordance with the terms of this Standard Limited Warranty, Samsung will repair or replace the Product, at Samsung¡¯s sole option, without charge."" So i figured they would just ask the woman to overnight a replacement of this 5 month old phone and I would ship this broken one back, done....nope. The woman on the phone refused to even acknowledge replacing was an option even though I read her word for word what the warranty stated. The only option was to send it to them, wait for them to fix it, and then send it back. All of which will take 2 weeks! I replacement can be shipped in 2 days!. I asked her nicely again to replace it as I cannot be without a phone for 2 weeks, no; she wouldn't even consider it since she didn't believe it was in the warranty in the first place. After a 3rd try to get her to understand she simply got quiet as she refused to even discuss it with me any longer. Very disrespectful and lack of understanding of my situation or their warranty apparently  but also very disrespectful to a customer who has spent a fortune on Samsung products.So now I am sending the phone back to Samsung to let them spend 2 weeks to repair and send it back. In the interim I plan to buy another phone THAT WILL NOT BE SAMSUNG. I have been a Samsung fan for 4 years now and have spent close to $20,000 on phones, TVs, all new kitchen appliances. To be so mistreated after all of this loyalty is unbelievable. After tolerating all of nuisances with this phone and then to be told they cannot replace it but it must be sent in for repair for 2 weeks is just unacceptable. This is the reason why Samsung has peaked for me and will now be going downhill. As far I am concerned there will never be another Samsung product in my home and I will actively tell whoever will listen to stay away from this company who does not respect their customers loyalty.Unless this company makes this right I will get the phone back ,sell it and never even consider another Samsung product, period. The aggravation alone is worth 10 of these phones that cost Samsung less than 300 dollars to manufacturer. Losing a 20k customer is going to hurt. Further I plan to post this review anywhere I can so that as many people considering Samsung products understand the company and lack of customer focus.
            "
"566","Not complains.. Best phone ever
            "
"567","A fabulous phone. Complaints that you see on line are from naysayers, the probably hate their lives too
            "
"568","I loved the phone but after 3 months of use I have now the black screen of death. I tried everything online to repair it but nothing worked I felt like i had been had. I had to go back to my old iphone 6 plus horrible purchase.
            "
"569","At my house Version is the only carrier I had any luck with signal strength. A must have so you don't drop calls or text. I never had any problems with my Samsung  S4. When I got this new S8+  I really liked this phone . I hated paying that much for a phone but I keep them a long time . The huge problem I'm having with the S8+is the reception sucks. One to two bars if I'm lucky and it constantly drops calls and fails to send text. I really like this phone so bit the bullet and purchased a cell phone extender antenna for version . Another $130 added and a real pain to install. After all this it's not better if anything it's worse.  IS THIS PHONE WORTH IT ? Srue .....That is if you don't mind running out in the middle of the street when it's snowingjust to make a call. Yes I'm being sarcastic and yes this phone is a joke!
            "
"570","Great phone with an incredible display I've been getting an awesome battery life sometimes up to 10 hours of screen on time
            "
"571","I bought this equipment with international unlocking. I brought it to Peru and it worked for a month. Then I stop working, I talked to the seller and he told me that he had no guarantee. I called samsung and was told that the sim card slot is damaged and that they could not help me because the equipment was bought in Singapore. such an expensive team and nobody gave me a solution
            "
"572","The phone was used not new like they advertise and it didn't work on my Sprint account
            "
"573","Everything works properly so far! I literally just got it in my hands about and hour ago. The only reason why I got this version was because, ""International Versions"" run Samsung's homemade chipset the ""Exynos 8895, which is definitely better than Qualcoms ""Snapdragon 835"" chipset. Another reason why this lead me into getting this version, is because I work at Best Buy Mobile and I seem to see a fare amount customers come in with problems with their S8's which are the US versions.
            "
"574","When you spend almost $700. for a phone  you should be able to expect to get what you ordered.  Phone was not received unlocked.  Got transferred several times and whoever I spoke to was unable to help. ( Spoke very poor English and they may as well have been on the moon the connection was so poor.)  Next time I'll go to the AT&T store and pay more but I'll get what I pay for.  As soon as I return this phone that's where I'm going and get me a phone.  What a waste of time.
            "
"575","I BOUGHT THIS PHONE TO CHANGE MY NOTE IV AFTER GOOD SERVICE AND LONGEST USE, IN LESS THAN 9 MONTHS THE PHONE IS NOPT WORKING GOOD AT THIS DAY THE BATTERY IS NOT CHARGING AND I CAN'T CONCET TO MY LOCAL VENEZUELA OPERATOR CAN YOU HELP TO FUND A WARRANTY OR ANY SERVICE TO REPAIR THE PHONE
            "
"576","Does NOT work with T-Mobile, it was compatible with Verizon when I received it. Just an FYI!
            "
"577","Excellent phone with incredible battery and it's extremely fast. It comes without all of the carrier bloatware and you still get 90% of all the features. Worked perfectly by just inserting my Verizon sim card from previous phone without having to go into the store.
            "
"578","Great phone which is to be expected with a Samsung product. No complaints.
            "
"579","device was defective, would returened it if i didnt throw away the package it came in. Would not recommend buying used. Should of went with my gut. Very angry
            "
"580","Charging problems within 2weeks of use. Frustrating to say the least.
            "
"581","I love it... sooo much...!
            "
"582","It did not work.
            "
"583","Beautiful phone
            "
"584","Its broke, when it fell down. What happened to gorilla glass
            "
"585","Nice phone
            "
"586","Great phone looks amazing just the camera still isn't the very best I thought you can see everything clear that's obviously a lie because I can't
            "
"587","This phone is fantastic and for the price that I got it here is even more amazing. It cost almost $200 less than on Samsung's website (that was by the time that I bought it, it might not be right now, stuff change price all the time.)
            "
"588","Bad phone. Lagwiz is still slow and unresponsive. Exynos = No stable aosp roms
            "
"589","I love the phone, but why was an British charger unit  with a 3 prong (rectangular 3rd prong) sent instead of a standard  charger. I purchased the international unlocked phone in the US for my US use and my extensive travels to Asia
            "
"590","What I like the most is the overall phone and all that it offers.  I gave it two stars because it lacks the critical functionality of Wi-Fi calling.  If this unlocked phone had Wi-Fi calling the I would have given it 5 stars.
            "
"591","Love it
            "
"592","Great Amazon customer service and great phone love it had a problem with it Amazon solved it right away now I'm very satisfied with what I have especially the s8plus screen
            "
"593","Buenas tardes, el celular que Recibi tiene rota la pantalla en la parte inferior por lo que solicito se me realice la reposicion o se me ayude para poder comprar la pantalla que tiene un costo en ecuador de 300 dolares
            "
"594","Love this toy.Works perfectly, is international unlocked, I was using in different continents and no issues.
            "
"595","Something was wrong with the phone, continuously kept updating the software and restarting.
            "
"596","OhYeah.
            "
"597","Like every  thing  about this  phone
            "
"598","Got a damaged product. The bixby button was broken. Very disappointed. Returned it immediately.
            "
"599","The mobile is nice, however i was expecting to receive the marple gold color.. but actually i've received the arctic gray colorl
            "
"600","Love the phone!
            "
"601","Ordered.Arrived when they said it would.Arrived in perfect order.Fair price.No complaints whatsoever.
            "
"602","Awsome
            "
"603","Very good
            "
"604","The phone is great. I found more than what I expected . I  recommend buying this newest smartphone that bring innovations for techies.
            "
"605","Nice cell, I expected the camera to be even better, but it satisfies me.
            "
"606","Bought the phone a month ago and seems to be working pretty well.  No problem thus get and I'm loving it.
            "
"607","It's not unlocked. Junk.
            "
"608","They say it was new but it wasn't it was used <U+0001F644>
            "
"609","this phone doesnt work! some day just die and thats it!
            "
"610","Great product. Bought it used was scared at first that it won't look satisfying but when it arrived I was amazed that there wasent a scratch on this thing. Thank you so much
            "
"611","It's awesome. I got mine two weeks ago and it's works great. I'm not lying. At first I had to ask questions to see if it works etc and it does. I have Tmoble.
            "
"612","I purchased the unlocked version of the galaxy s8 plus. When the item arrived instead of it being the s8+ they somehow crammed a galaxy s7 edge in the galaxy s8 edge box. BUYER BEWARE!!!!!
            "
"613","Simply amazing.. in love with the product and the customer service !!!
            "
"614","All good.
            "
"615","Nice phone, 100% recommended
            "
"616","Bluetooth is bad and can't be used
            "
"617","works well
            "
"618","Love it
            "
"619","perfect
            "
"620","Delivered on time this phone is amazing
            "
"621","just as expected, fast shipping too.
            "
"622","So nice
            "
"623","As advertised. Brand new. Fast shipping.
            "
"624","I got this phone to because iPhone 7 plus unlocked had gotten slow after ios 11. This phone is nice but i use At&t and i just found out that when At&t checks your phone on the network they disable wifi calling and edge calling. I found out when my phone started dropping calls at the office about a month and a half after buying it. I didn't see anything about this issue when i bought the phone and now it's too late to return the phone. One more reason to leave At&t!!! Bad job Amazon!!!
            "
"625","Simply Awesome !
            "
"626","Great phone
            "
"627","Much better than my refurbished Note 4.
            "
"628","I don't like it because it's take two sim card i wanna returns it
            "
"629","So far so good. Was everything they said.
            "
"630","Un gran equipo ,recomendado
            "
"631","I don¡¯t like it
            "
"632","Everything is perfect love it thank you.
            "
"633","everything was good! highly recommended
            "
"634","100%
            "
"635","Excellent phone!
            "
"636","Amazing phone I love it
            "
"637","Great Product!
            "
"638","Excelent
            "
"639","They sold it as US version but I receive as international unlock version(UAE) - not  US warranty covered.They even gave false information to the Amazon agent when she asked for a production origin.
            "
"640","Pulled out of package. Followed instructions to the letter. All I got was the below. I watched every YouTube video I could find about this problem and couldn't find anything helpful. The phone is a lemon. Reset phone. Charged for 1.5 hours. Reset again and again. Do not recommend.
            "
"641","the phone itself is perfectly designed, works incredibly well. the only problem is it need you to have a total amount of calling time using an American simcard before you could use the simcard from your own country. this can't be find easily from the description page for this ""international version"" ""unlocked"" phone. it will be really annoying if you don't travel to US a lot or have colleagues/friends from US.
            "
"642","I have been using Samsung phones for 10 yrs.They have made advancements with the S8+, which I truly enjoy however there are too many draw backs for me.The bixby feature is awesome, it took a while to really get use out of bixby for me. You really have to use it in order for it to learn and be useful. I recommend setting it up and going through the prompts, play with it for an hour or two. Set up short cuts. I found that ""take me home"" phrase I used when asking the previous assistant Galaxy to navigate home, does not work on bixby unless you set up a short cut. I do not however like the button. I find myself accidentally hitting the button all the time which disrupts what I'm doing on my phone because then you must wait for the bixby home page to load before you may close out.Two major complaints:The battery. I was blown away by the battery life when I first got my S8+! I've read a lot about battery preservation so I do not charge my phone while I'm sleeping because leaving it on the charger when it's fully charged kills the battery longevity. So I charge a couple hours a day while I'm at work and that's it. I stream music in the car so I expected that to drain the battery quickly but it did not! After exactly 6 months of use, my phone now loses about 30/40% just sitting idle while I don't use it in just about 3 hours. When I noticed this draining battery issue I immediately took action. I deleted every app that I don't use on a weekly basis. I set up the power saving mode. I changed screen settings. It has helped a little bit but not enough to really make a difference. I now have to charge my phone constantly.Because of the very iPhone-esk style they took begining with the S7, the phone now has a glass back that is not removable. Making the purchase of a new battery to fix said problem impossible. I've always liked samsungs products..but this was a poor decision for their consumers.The screen. While the screen is beautiful and ""unboxed""...it is 10x more fragile than any other Samsung or Galaxy I have owned. I cracked my screen within two weeks of ourchase. I was and still am, unable to find a tempered glass screen protector with a fully adhesive screen (because of the new design with the edge). I have sworn by tempered glass screen protectors in the past, they have saved me so many times. I was also unable to find one for the S7 as well. I did purchase one that only adhered on the edges, which did exactly what I thought it would.  It slid off the couch onto carpet and the screen popped right off the phone. Which for the record does nothing to absorb shock and prevent damage. I have the OtterBox symmetry case on my phone and it still cracked when dropped. Right on the stupid edge of the screen where it curves. Then a few months later, it slides off a shelf in the restroom and lands on tile flooring. Shatters again. I have shattered 3 out of the 4 corners on my screen all while in a case. I'd hate to see what happens when it's not in a case.Overall I am disappointed with this new screen, while it is beautiful and excellent for my photography hobby...it just isn't durable or practical. While the new technology advancements Android has made are excellent, I absolutely hate the quality of the phone. It's literally an $800 glass box around a computer.
            "
"643","Works with Verizon and AT&T.. Tried both sim cards. No issues. More than likely will work with international sim cards. Upgraded from pixel XL plus.
            "
"644","The galaxy s8plus is the worst phone I have experienced so far. I spent a huge amount of money for this phone, but still the rear camera not focusing. however, I went through the youtube videos and other websites to solve the problem, but  I couldn't fix it. no solution!
            "
"645","<U+00A0>The video is a three (3.5) month review review of the Samsung Galaxy S8 Plus smartphone. We take a look at the design, screen, Touch Wiz, OS, camera, video and audio playback and more. I've been using this as my daily driver and did my best to share my experience.The short version, if you don't want to watch the entire video - love it. One of the best looking phones out there with an awesome screen, camera, and overall performance. Plus it's water resistant and has tons of features.
            "
