"","x"
"422","Good deal
            "
"423","Greate phone
            "
"424","Phone works great.
            "
"425","Received phone in great condition. Haven't had any issues after about a month of use.
            "
"426","Product shipped on time, the phone is work but the battery is not good battery run out fast after fully charged.
            "
"427","Bluetooth and aux port do not work at all music is a big part of me having a phone..
            "
"428","Excellent phone
            "
"429","Good but battery life is unsatisfactory
            "
"430","Gift
            "
"431","Speaker phone does not work.
            "
"432","Battery life is lower than expected
            "
"433","Love it
            "
"434","So far so good. phone came as directed it would didn't notice scratches or anything visually wrong and worked good for last few days
            "
"435","The phone was in perfect condition.  Was exactly as described!!  Very happy with the price and quality!!But than,  30 days latter the back arrow and double square button stopped working.  there is a 90 day warranty so i contacted the seller.i am awaiting a response!!
            "
"436","Battery life is poor and rapidly declining in this refurbished phone after less than six months of use. In retrospect, I would not purchase a used model again.
            "
"437","Muy bien
            "
"438","Smooth transaction. Would order again for future needs.
            "
"439","Battery does not hold a charge,phone is always hot.total waste of money.
            "
"440","The battery has a very short life and cant be replaced. I would not suggest buying this phone.
            "
"441","Great product and work perfectly.
            "
"442","El pedido es de 64GB y realmente es de 32GB
            "
"443","Everything works well.  Delivery as promised.  Instructions were easy to follow.
            "
"444","Stopped working after 4 months, 1 month after warranty expired.  Shop elsewhere!
            "
"445","Had to return item due to item being registered as stolen. Verizon store informed me of the status of the phone.
            "
"446","This phone is not unlock.....
            "
"447","Great price, great condition, works perfectly!! Very happy.
            "
"448","So far I love my new well new to me it's great. Thanks
            "
"449","Great phone and like new condition, thanks
            "
"450","It was broken
            "
"451","Phones charging port didn't work. Customer service was unresponsive (they had off for holiday for about a week). But they did issue my refund.
            "
"452","It is an Awesome phone!!
            "
"453","The charger that came with the phone did not work
            "
"454","I'm not happy with this phone at all I've had it for 6 months. And the battery is dead within an hour and a half
            "
"455","This phone is awesome !  So far no issues looks brand new !! <U+0001F601>
            "
"456","After 4 and a half months of use buy my father in-law the phone died and will not charge or power on again.
            "
"457","Its been working well since I bought it. I like the way it works
            "
"458","Exceeds my expectations!  Love my new phone.
            "
"459","So a month ago I bought this phone and loved it! But one day it fell from my pocket and blacked out the screen :( but I loved the phone so I just bought another one. I charge it all night & turn it on the next day, put my sim card in it and all of a sudden it freezes and makes a loud screeching sound. Then the phone shut off and I haven't been able to turn it on since. Very disappointed since I liked the phone they sent me the first time. But why would you sell a phone that doesn't work? Isn't it suppose to be certified refurbished? I went 2 weeks without a phone, and when I got one I can't even use it because it doesn't work. So now I have to wait even longer to get a phone that does work. Very frustrating.
            "
"460","Good phone.  No issues upon arrival.  Fast delivery.
            "
"461","Worked fine for a while. Now having issues with it not loading messages etc.  Very frustrating to pay good money for a phone that doesn't let you text sometimes
            "
"462","It took a long time for me to receive in the mail. And the charging port on the phone is a little finicky.
            "
"463","Just received today and so far so good. Looks new and works perfect. Highly recommended.
            "
"464","Love this phone and have had no problems.
            "
"465","worked for a couple days, then blacked out and became unrecoverable.
            "
"466","It was a good deal I guarantee you that !
            "
"467","Was everything it said it was
            "
"468","Very pleased with appearance of phone. Looks like New.
            "
"469","Out of the box this items would not charge
            "
"470","nice phone but no SD card slot
            "
"471","Fast shipping!  Device works good so far, only negative is the screen has some screen burn in which is probably why it is half the price of what you would pay in store.  Every function seems to work great so far.  Will keep you updated on battery life and other issues if I have any.  Can't beat the price though.
            "
"472","Only been using for a half hour, battery drained to 40% and no data connection whatsoever with tmobline.
            "
"473","FAST SHIPPING. WORKS GREAT
            "
"474","Phone appear to be in good condition. No scratches or marks.
            "
"475","Item is a Verizon phone, mine came in with little wear as far as I've seen so far. Works great so far! Definitely buy a glass screen protector and a case though!
            "
"476","Fast shipping , nice phone
            "
"477","Good
            "
"478","Phone works great as expected.  Good as new!
            "
"479","Not a bad phone for the price!  Inductive charging is very cool.
            "
"480","Great phone - good condition.
            "
"481","So awesome, let me return my phone hassle free!
            "
"482","Could not use it because it was only Verizon use only. Returned it.
            "
"483","This phone does not keep a charge.
            "
"484","Lasted less than 1 year. Is there a warranty?
            "
"485","It has a few glitches ..must have been a recall/refeb model ,,stuck with it now
            "
"486","Looks  and works like new.
            "
"487","Had to buy a charger for the phone  and it shuts off by it's self periodically.
            "
"488","Very nice phone. Received it on time
            "
"489","Cant tell it used. Beautiful peace of equipment.
            "
"490","Works Great
            "
"491","Good phone at a great cost.
            "
"492","Shipping box was empty only had charger in it.
            "
"493","The phone was not sent in its original box and the charger is not original. Phone looks like new and working fine.
            "
"494","Satisfied, and that is not easy, just ask my husband
            "
"495","Great phone
            "
"496","It doesn't charge. The charger that came with it does not work. I need a replacement.
            "
"497","Exceptional phone. Battery life is a bit of a pain
            "
"498","the Phone works as expected.
            "
"499","Great phone....great price
            "
"500","The phone didn't work.
            "
"501","the battary isn't great as a new one.. it runs out pretty quickly :/
            "
"502","Perfect condition.  Works with Verizon pre-paid.
            "
"503","I am satisfied with my black one but not the white one..its speaker doesn't work without static.
            "
"504","Good camera quality. Stunning looking phone- no scratches. HOWEVER, absolutely horrible battery life
            "
"505","this phone doesn't hold a charge.
            "
"506","Love it!
            "
"507","Delivered next day on time and in great condition. Everything has worked perfectly so far. Good deal!
            "
"508","Phone worked great. Like new and great battery life!!!
            "
"509","This phone does not work well with other sim cards and i need to find out if i can get it replaced
            "
"510","Works great
            "
"511","The screen not clear
            "
"512","Great product. I am really satisfied. I am using it on Verizon had no problem getting it on the carrier. I am using it to write this review lol.
            "
"513","no problems so far
            "
"514","The came ready to go. Went to Verizon and I was talking away in minutes. Thanks
            "
"515","I love my phone works so good
            "
"516","No cracks in the screen.
            "
"517","Exactly as described. Great quality
            "
"518","WorKS as it should
            "
"519","The phone is dead already after the first day out,and I hardly used it.The phone is also gets very hot....really disappointed.
            "
"520","Came on time as promised
            "
"521","Phone works great, no issues. Like buying a new phone.
            "
"522","Works fine.
            "
"523","DEFECTIVE. DO NOT BUY FROM THIS COMPANY.
            "
"524","Works well...still working on learning all about it.
            "
"525","Camara is the best feature, battery would not hold charge, calls were frequently lost and text were delayed
            "
"526","Very pleased.
            "
"527","Works great
            "
"528","Great phone. I got no complaint
            "
"529","Phone will not charge fully blinks in and out
            "
"530","Sleek and camera pictures are beautiful.
            "
"531","Thank goodness for Amazon. Great phone at a bargain price.
            "
"532","Phone works great.
            "
"533","As described
            "
"534","Phone look great great condition
            "
"535","No problems
            "
"536","It was worth the cheap price I paid for it. Beat paying for a new Iphone thats for sure!
            "
"537","Well my first S6 got wet and ruined. I really care more about having a functional phone than the latest release. It it now 9 months later and my phone is working great. Prompt delivery and I simply switched my son card. I will probably get this same phone again if something happens to this one. Very happy
            "
"538","Great phone
            "
"539","The phone was good but it didn't come with the right charger
            "
"540","Best phone. I'm extremely satisfied with my purchase.
            "
"541","Went to Verizon to activate the phone.  Verizon says it is a stolen phone.  Buyer beware!!!
            "
"542","Nice replacement to my S4
            "
"543","Phone is decent so far but the battery sucks..
            "
"544","Good job. I love it. Thank you.
            "
"545","Best Buy
            "
"546","Good
            "
"547","Had to return it didn't work
            "
"548","Sometimes it just close the applications that  I use
            "
"549","Great phone
            "
"550","The phone arrived on time, in perfect condition and works great. I would purchase again.
            "
"551","I purchased this phone from Tech Venture. It arrived with a faulty processor. I took it into a shop that confirmed the processor was bad and that it would cost more to replace the processor than replacing the phone. I was in Costa Rica and could not ship the phone back to Tech Venture. Upon the completion of my trip I contacted Tech Venture who said that I was beyond my warranty period and they ""couldn't do anything to help me""A complete waist of money. Tech Venture does not stand behind their product.
            "
"552","Very nice
            "
"553","stopped working after three months
            "
"554","muy buenos
            "
"555","It is a great phone no problems what so ever
            "
"556","Works great, no issues so far.
            "
"557","Good product
            "
"558","The phone is in excellent condition! I am very happy with my purchase. I have been using it for a couple of weeks and have had no problems with it so far. All features work and was delivered within two days.
            "
"559","Nice phone
            "
"560","Great product and quick delivery.
            "
"561","Phone didn't hold a call more than 2 mins. Phones looked perfect but was a complete piece of garbage. I'm guessing the antenna in the phone wasn't hooked up when they refurbished?  Either way junk.
            "
"562","First time with a refurbished, and I'm very happy with it.  Looks like new.  Only drawback is the quick battery usage. I downloaded the instruction manual from the internet.  I did noticed It charges faster in the car than when I charge with the brand new USB/a/c cable that came with it.
            "
"563","in good shape, thank you!
            "
"564","Great phone better price. Than kyou
            "
"565","Phone as advertised, works fine,  wrong color.
            "
"566","Good
            "
"567","This phone is the wrong color and the condition is ""fair"" not ""good"" as advertised. There are scratch marks around the charge port. also this came with a sharkk charger and not a Samsung charger. the charger is poor at best. the phone loses battery power while charging if I use the phone while it is plugged in. to make matters worse the seller did not clear the previous owners data. there were several apps still installed on the phone that would not be there if they did a proper factory reset of the phone.
            "
"568","Bought phone back in June it worked ok till a week ago. Now  it stays on a black screen will not turn on or reboot. I have taken it to just about every repair shop I could find and they all say I need to replace it so now I have to replace my replacement phone worst experience I have ever had here do not buy from these people
            "
"569","Delivered and performed as advertised
            "
"570","I like, Very fast and the product is very good.
            "
"571","Love the phone and how fast it was shipped.
            "
"572","Great product... Still enjoying it. I will be back to purchase again!!!
            "
"573","This phone beat my expectations!  You could not tell it was refurbished.  I got this phone for my wife, now I want to ditch my iPhone and get a Samsung because I am so impressed with this phone.
            "
"574","It works perfectly. Until this moment I don't regret about this buy.
            "
"575","Good buy
            "
"576","Great phone works perfect
            "
"577","Excellent
            "
"578","Great phone at a good price.
            "
"579","Good phone needs a longer life battery
            "
"580","I am giving this a 3STAR rating- even though I returned the device. Out of the box it looked almost new, but the screen capture function would not work on the device. I use that function quite a bit and it became a nuisance for me. I think they should let you know if something about the phone could not be refurbished.
            "
"581","It works like it should. I am very happy with the phone.
            "
"582","It cuts off sometimes by itself.
            "
"583","Came good as new great purchase for a refurb.
            "
"584","got what i wanted
            "
"585","Gets really hot when fast charging and loses charge very fast threw the day for a teen using it during school to the point where the battery dies.  Also makes some weird buzzing sound at times and it is not on the charger even. Other than those complaints it is a great phone.
            "
"586","As described
            "
"587","Just over 4 months and phone is dead.  Woke up and phone was off, that was it.  No reset, no nothing, dead. EMB phones reponse: ""you should take it to a professional and get it fixed"".  I recommend not buying from this dealer.
            "
"588","Its a really good phone i love it... only issue is because its refurbished it has slight issues.... i cant send picture messages through text..... my camera focus is blurry when i first launch the app, then i shake my phone, it focuses and functions just fine and my pictures come out really good
            "
"589","Love it!
            "
"590","I'm pleased so far thanks
            "
"591","Really is just like new! No issues with the battery or any of the wireless features. Phone didn't have any blemishes either that I could see. Was super easy to get activate by verizon. I bought this for my mom, and she can't stop talking about how much she loves this phone!
            "
"592","Third time was a charm. First refurbished had cracked lense cover. Second one from same vender was brand new but was wrong cell carrier. This one from a new highly rated vender looks and works perfectly. It has Android 7.0. This review was after 3 carefree days of use.
            "
"593","This phone came in great condition and good working order, it had a couple small dings on the casing (it now has more since I dropped it, whoops. Still works great though), but nothing obvious or beyond what you'd expect from a refurbished product. The phone works great and I like it a lot. The reason for a 4 star rating is that the battery life is not great. Even without heavy use I have to plug it in and charge it come the evening or else it will be in danger of having the battery die. That is my only complaint though. Good price for a good product.
            "
"594","ATT is my carrier. The unlocked phone was still pre-programmed with Verizon programs. ATT got the phone to function for calls with a new SIM card, however the voice mail and texting were a problem with AT&T due to the Verizon programming that ATT did not remove before they set up the phone.  I wasted time with several people at ATT before I found someone that knew how to solve the texting problem.  I got my voice mail to work via an internet chat after wasting a half hour with ATT and accomplishing nothing.This is probably more of an AT&T failure than the phone, but it is primarily due to the Verizon programming being imbedded
            "
"595","Im so glad I ordered this phone. I am paranoid with online purchases like this, but so glad I did
            "
"596","The phone is great except for the camera.  The rear facing camera does not focus on anything closer than several yards away.  This makes it impossible to use for most situations, and the seller has not responded to my messages over the last month.
            "
"597","Lost my 5 for a while this was a good replacement except you cannot replace the battery NO matter what they say....just need to use until it dies and the batter charge will not last the day other than that it worked great
            "
"598","For refurbished totally worth the price savings and works great. Only visible anomalies were at the charging port and it was just the shell that was scratched.
            "
"599","I am very satisfied with the phone. It looked brand new out of the packaging. I did experienced a problem with the lock screen. I was using a pattern to unlock the phone and suddenly the correct password was no longer accepted. I had to use my back-up to my PIN to unlock my phone and change the lock screen settings. I don't trust the pattern access anymore because too many incorrect attempts will wipe the phone of all information that is not backed-up.
            "
"600","It works for the most part. I keeps asking me to do a software updated every time I do one so after the 6th time every morning I postpone it for 24 hours. something that has just become part of my daily routine
            "
"601","Phone was defective. Returned it.
            "
"602","This phone is a really nice phone. But I was really surprised that it made the trip to completely undamaged. When the package arrived everything that was inside was sliding around rapidly which was alarming and when opening it, just as I expected the phone and charger we're both loose and not supported by anything to keep it from getting damaged...
            "
"603","I would like my money back, I tried to activate the phone and it told me that I'm not able to because the phone isn't paid off.
            "
"604","Really good. I've been in need of an upgrade and this is exactly what I've needed, besides no warning that the phone takes a micro Sim card not your average card for the Galaxy S5 or S4. This product has been amazing.
            "
"605","Charger did not work I had to use my
            "
"606","The phone was in very good condition with no scratches on the front glass. It will occasionally get stuck trying to connect to a wireless network and will require a restart to get it out of the stuck condition.
            "
"607","Had to send it back in less than 5 days. The back button stuck and the phone kept clicking back. Couldn't stop it and therefore, couldn't see the phone
            "
"608","Love the phone, I started with a J1 and it had very little memory, this one was supposed to have a 32GB and it is greatly increased my loving of the Android phones!
            "
"609","Awesome phone.  Like new condition.  I'm very picky.  I'll never buy new again.  Not worth it.  Im beyond having to have the newest hottest thing every year
            "
"610","I bought this phone for my mother. Her phone was so outdated that it was no longer adequate. Being up in age she needed something easy to use . She simply loves her phone , even though it's not the latest and greatest it works well for her . I will definitely take advantage of this again on future purchases.
            "
"611","The cell phone is defective, it does not charge the battery, I would like to have my money refunded because I have to repair it in Argentina
            "
"612","This is my first time buying a refurbished phone. It is for work because I had lost my first company phone so replacing it was on me. Couldn't be more pleased. It came right on time, looks brand new, and works like it's brand new. I am thinking buying refurbished phones is now the way to go. I spent 1/4 the cost of the same phone new so as long as it doesn't break 3 times in a row over the course of me owning it it's totally worth it.
            "
"613","This was a refurbished phone.  Cosmetically it was like new but there was something wrong with the reception.  I had no bars showing as a signal strength where other phones in my house with the same carrier were showing 3 bars.  The signal strength was so weak it would make a call but drop it after a few seconds.  Also the battery must have been worn out.  it would last about 6 hours before it had to be recharged.  By refurbished  I had assumed the internal working parts of the phone would be checked and made as new, not just the appearance.  I returned it and bought a new phone from a different seller.
            "
"614","Samsung Galaxy S6 (SM-G920V) - 32GB Verizon + GSM Smartphone - Black Sapphire (Certified Refurbished)So inserting a product link, since if you search for Galaxy S6 for Verizon and are looking at the refurbished ones, this one and the one linked are the top two. One of the sellers sells on both of them, and this one is slightly cheaper by about $20. I guess this is where they sell their duds.So first and foremost...this is not ""refurbished"" in the way you would expect. Lots of scratches. On the back, the camera lens, the home button, by the sim tray, and below near the charging port/speaker. I have no idea what the heck the last person did to this thing, but there are way too many scratches for anyone to sell this as ""certified refurbished"". Very used at best.Now I was thinking about this for a while and thought ""Maybe this is the standard with these guys.."". Then I got to the camera...Upon launching the camera I heard this incredibly obnoxious noise, from what I assume is the camera module on the back ""trying"" to focus, but apparently never does. I've never heard a phone make a noise this loud though from focusing. Something is very wrong with it. Almost every photo comes out blurry, because it never finishes focusing. Whoever did the repair on it or decided to pass the buck and thought ""hey..no one will everrrr take photos with this anyway."", should be reprimanded. Not cool.Anyway this is going back. I've bought used and refurbished stuff before, and that's usually not a problem. But for something costing several hundred dollars, they could have spent maybe more than 60 seconds trying out some basic functionality first.TL;DR (Too Long; Didn't Read): Phone itself is a great phone. The seller? Not so much. Don't but refurbished for this phone. Camera module is shoddy and makes a lot of noise and too many scratches. Try someone else.
            "
"615","Usually this is a great phone, however the camera on this phone places blue dots all over the picture.
            "
"616","I don't know if it was just thIs one phone that i received  but the battery life was horrible.  Walmart has the S5 for $200 and then I saw this S6 for the same price. it was refurbished and with Amazon's excellent return policy I decided to give it a shot. What a waste of time and  what a headache. I should have just gone with the S5 at Walmart and eventually I did. so I had this phone for a couple weeks and the battery life was just absolutely garbage. the phone works great and all but what good is it if it doesn't last a full day.  on more than one occasion after being at work for 3 hours I would check my phone and  the battery would already be dead. after I already decided that I would return it, I ended up purchasing the S5 at Walmart. So I had both phones And wanted to test how bad the battery life was on the S6. I fully charged it to 100% overnight then unplugged it and just left it on and alone before I went to work. without using it or touching it, by the time I got home the battery life was down to 20%, no exaggeration.  I think this problem is with the S6 model in general. Walmart doesn't even carry an S6 model. They have S5 S7 S8. I think there's a reason for that.
            "
"617","Phone physically in good shape but something inside wasn't right would just drop signal an calls. Wasn't the cell service had it checked twice.
            "
"618","Phone works fine, but I received a busted charger with it  thankfully it was already present charged, but I had to purchase a charger elsewhere once it died.
            "
"619","The screen blacked out within two weeks. It won't even ring or take calls now.
            "
"620","I love my phone. It came much earlier than I expected. It was very shiny and scratch/dent free. It looks pretty new. Everything works perfect. I'm very pleased with this purchase. And vendor also replied to my concerns in a very timely manner!
            "
"621","This is NOT international unlocked.You can't pull the battery out.
            "
"622","Internet didn't work doesn't work well
            "
"623","Good phone but the selfie camera had issues
            "
"624","At first I was going to cancel this order then I let it arrived I am not sorry I love this cel no scratches very clean.
            "
"625","This is the 2nd Samsung S6 that has overheated and died. Why are they so poorly made..........
            "
"626","I was a little apprehensive at first buying a ""refurbished"" phone but it has been performing beautifully for me and is in A-1 condition. Thank you so much for offering ""refurbished"" items at 1/3 the cost.
            "
"627","i love the phone but the only thing i say is the problem is that i had a lg g stylo and i guess the sim card was to big but i had no problem switching the phone to my company which was metro also dont expect to get it in a tradtional samsung box with headphone its just a simple box.
            "
"628","Third day of owning this phone and it already overheats so much that I can't hold it without a glove.Battery burns to 0% in two-ish hours.Phone looks great, and that's all it's worth.I wouldn't even use it as a paperweight, because it would probably burn my papers.
            "
"629","Pretty Much a shiney expensive headache, phone shuts off anytime you try to do anything besides call or text. looks good on the outside but completely useless
            "
"630","I love the Galaxy s6, but the phone I received had a screen defect. In the process of returning, will update review if new phone is in better condition.
            "
"631","It gets super hot and does not stay charged very disappointed!
            "
"632","This is a GREAT phone and the price was just right. Have had zero issues and the shipping was quick. Did.not come with a booklet but I was upgrading and knew the phone apps pretty well. This seller will have a customer for life. Thank you!
            "
"633","*Works like a brand new phone*
            "
"634","Good product I've had it on my phone for about 3 or 4 months now and it still works great, It may be my fault but I may have been sent the wrong color. I thought I ordered white but I got mint green.? Still good product though!
            "
"635","The phone is fine but I was sent the wrong power  cord.
            "
"636","Like it better than my old iPhone 5. Better camera of course. Bigger screen obviously. Good charging time but no many phones out there can compare to how quickly the iPhone charges. One concern is when I move icons from one page to the other it sticks. It will not budge and I have to be patient for it to catch or try again and again. Anyway, so far so good for a refurb phone.
            "
"637","Excellent condition.
            "
"638","Works well.  Product as advertised.
            "
"639","The phone was originally advertised as NEW, but it was not.  The phone had several issues. First, the phone would ring, however, nothing would show up on the screen. Second, the only way you can hear the other caller clearly, is if you had the client on speaker phone. Second, the phone did not have a Verizon SIM card, so I had to request one issued immediately. Third, there was no Voice Mail playback app check, without having to call your voice mail from your phone. And finally, the battery lasted about 3 hours, with continued use.  I hated this phone!
            "
"640",":)
            "
"641","Phones charger port was DOA
            "
"642","The battery life is horrible
            "
"643","Very bad. Refurbished but Mobile Data is not working.  Cant connect to some Bluetooth.  You can use internate only while you connected to wifi. Waste of money. Batter get new one with warrantyI wont give even 1 star if i have option.
            "
"644","This is an open phone hence suggest working with any network will be ok.....however i inserted my sim card and it is being reconfigured/recognized ......can someone help... other wise i will have to send it back
            "
"645","After about a week the batter would over heat the phone and wouldn't hold a charge.  My first Samsung, and I'm very disappointed.  Maybe it is because it was refurbished.
            "
"646","I received mine and it was in perfect condition. Beautiful phone and packaged well. I'm having a little trouble with the touchscreen after a couple weeks but I looked online and I guess its a common thing with the S6, more annoying than anything. I'm still getting used to the phone.
            "
"647","Battery doesn't last 24 hours and the s6 doesn't open for battery replacement.  Going back to the 5 and returning this phone.
            "
"648","Phone quit working co 1 month later. Somebody took our charger and the co. Would not refund us without original charger.
            "
"649","no problems has worked perfecly
            "
"650","Is what I expected, works great
            "
"651","Looks great. Works great. Exactly as advertised. I had issues with other refurbs, but this one works perfectly. Highly recommend.
            "
"652","I'm extremely happy with my purchase of a certified refurbished Samsung Galaxy S6 from MyWit. I was nervous about the purchase due to the negative reviews but the reviews must be for a different seller for this model phone.I'm happy to say my experience was great. The phone is in EXCELLENT condition without a scratch on it! There was an OEM fast charge wall adapter and cable in the box with the phone.The phone I received is a Verizon phone however I was able to use it for Tracfone since they use Verizon towers. I purchased a 4G Tracfone SIM card kit from Amazon for $1.This phone takes a nano SIM card. The door for the SIM card is on the right side of the phone, under the power button. I had to use a small paper clip to insert in the hole to open the door for the SIM card (the small tool was not included in the box).The phone had 60% charge when I received it so I was able to turn it on to get the IMEID number to turn on service with Tracfone on their website. Setup was fast, easy, and I was able to transfer my existing phone number to this phone. The whole process took about 10 mins on their website. I was able to use my new phone right away.How to find the IMEID number: turn on the phone, go to settings, about phone, status, then scroll down to IMEID.I would highly recommend purchasing from seller MyWit.
            "
"653","Really like look, speed, ease of use, and camera!
            "
"654","This phone is a scam. It is advertised as a unlocked phone, but its not. Its a Verizon locked phone. I gifted this to my parents outside the US and its lying as a paper weight.
            "
"655","This phone has been nothing but a problem for me. Buy an unbranded version instead
            "
"656","I returned it because it was not unlocked and I could only use it on Verizon
            "
"657","Very pleased with the phone so far! The appearance looks as if the phone is brand new. The only thing I'm not liking is the draining of the battery. Could always be worse, so I'm very happy regardless!
            "
"658","Great phone
            "
"659","Awesome  I am very excited to have a galaxy s6 thank you so much for all your hard work. I really appreciate the features it holds. This phone is great thank you once again. Have a great day
            "
"660","Battery life is horrible, otherwise the phone works well. But i'm bummed about the battery life, I have to carry my charger with me everywhere I go.
            "
"661","This is my first time buying a refurb phone.  Now I know why the price is low...risk!  I realize the deal now, so let my experience inform your decision.  I bought the phone and immediately applied a screen protector.  Error number 1.  Make sure you put the phone through its paces before sinking money in a screen protector because if later you find a problem, a bad earphone jack in this case, you are out the money.  Also I'll be without a phone while I order another.  I've got to repackage and ship, which will cost me money.  The thing that really gives me heartburn is setting up a new phone.  Time is money.  So I may be contemplating error number 2...giving a refurb another try!  Hope springs eternal.
            "
"662","I would give five stars but sometimes people cant hear me on the phone and i have to put it to speaker to have a phone conversation
            "
"663","You had this listed as ""New"" and that condition was defined as having the instruction booklet included. It may have been new , but no booklet on the operation.
            "
"664","Perfect
            "
"665","The S6 is a great phone I love it
            "
"666","Looked and worked great!
            "
"667","Phone looks great. Took it in to Verizon to get it set up but it's so weird. Would not charge on the charger the came with but fortunately I ordered a second on which charges it. Phone came bent a little the employee said. It also will not turn on. Turns on to show boot up screen, black, boot up screen again, off. I have factory reset this phone 6 times in 1 day. Finally got to see the home screen so I got happy to see if I made a breakthrough. Whomp, the phone freezes and makes this horrifying noise. Restart it again. I mean come on, really? I want to use this phone but I don't know why it's doing this. Please help me.
            "
"668","Phone works well. However, it was advertised on the Amazon site as new when it is not.
            "
"669","The phone kept freezing and turning off when the battery was charged enough that it shouldn't have been doing that. When it would try to turn back on it couldn't and kept restarting over and over until it froze. At one point I had to reboot it 7 times to get it to turn back on. It would also shut down in the middle of calls, and start the process of restarting over and over and then freezing.
            "
"670","I love it!
            "
"671","The phone is snappy and vibrant. Tons more memory than my last 8 gig phone!
            "
"672","Hello buy a Samsung Galaxy S6 phone and no function or Internet and text message
            "
"673","It came as described and I have had no issues
            "
"674","I didn't realize that there wasn't an sd memory card slot.
            "
"675","I wish I knew it didnt come with headphones
            "
"676","Looked and worked like new.
            "
"677","Volume is bad on calls. Can't hear peopl when they call
            "
"678","great product. worked very well.
            "
"679","Was not 100 percent and was returned
            "
"680","Everything it's perfect with this phone
            "
"681","it does what its suppose too.
            "
"682","Excellent!!!
            "
"683","So far so good.  Learning is slow.
            "
"684","Good recomended
            "
"685","I love my new Samsung S6.
            "
"686","Perfect condition.
            "
"687","Good!
            "
"688","I didn't keep it.  It got very hot while charging.  I tried two of these and returned both.The return was painless.  As with all Amazon transactions satisfaction was as expected.
            "
"689","Front Camera has purple dots in it , not a good battery life. When the camera switches there is a vibration in phone.Samsung Galaxy S6 SM-G920V 32GB Sapphire Black Smartphone for Verizon (Certified Refurbished)Samsung Galaxy S6 SM-G920V 32GB Sapphire Black Smartphone for Verizon (Certified Refurbished)
            "
"690","I took a chance by buying a refurbished phone. I was expecting to see some wear from previous use, but the phone looked mint. I couldn't be more satisfied with the purchase. Battery was a concern, and after customizing the settings to how I need them, it's a lot better than I would have expected based on the reviews of a new S6. I haven't come across a single issue.
            "
"691","This phone was terrible. Certified refurbished but the worst! Kept restarting on me, then completely stopped working after a week!
            "
"692","The phone arrived in like new condition, with original Samsung charger and cable. My wife is very happy with her new phone and all the new features she has to play with. I think it was a good deal for $200. I had to get a sim card from Verizon because her old phone sim card was not compatible but that was free from Verizon. I will update in the future if anything changes but if somthing was wrong with the phone it would have shown up by know.
            "
"693","good refurb.  runs well.
            "
"694","I was expecting a refurbished phone but the phone I actually received was brand new.  There's literally nothing for me to complain about lol.
            "
"695","BAAAAD
            "
"696","I couldn't ask for more!... the phone was in excellent conditions, not a single scratch or dent. And the best part is all I needed to do was insert my sim card and was all set inmediately.
            "
"697","My phone arrived in good condition and I really like this phone.  Activating this phone through Verizon was quick & easy.  The phone was missing a sim card, but a new sim card was only 5 bucks.  The only hassle was that the phone kept giving me sound notifications that were a distraction.  I couldn't even have a phone conversation without the sound notifications continually being a distraction.  I finally resolved the problem by going into SETTINGS & muting the sound notifications.  The phone now works great.  Definitely worth the money and I no longer have to pay monthly installments to Verizon on a new phone.
            "
"698","This phone comes without a sim card. I have a Verizon account. The instructions say put a non verizon sim card in. This us a deceptive practice.
            "
"699","Terrible. Came with a bad battery. Out of a phone. Buyer beware!!!
            "
"700","Product didn't work for me.. I believe the verizon update threw the phone into a forever trance state.. It no longer turns on the screen was frozen in place. I'm in the process of getting a refund as we speak! BTW I got the phone in the mail 2 days ago!
            "
"701","I didnt get the thing where the sim card  in
            "
"702","it meets my needs and has a nice camera!
            "
"703","The internal antenna is not working. I am only able to get 3g service in a major city.  Had 2 Sims cards placed in it and brought it Verizon and they said the phone is damaged
            "
"704","My sister loves the phone when my sister is happy I am awesome.  Thank you and God bless you!
            "
"705","What MyWit fails to tell you in their website description is that these phones are locked and restricted to Verizon network and need a contract to be activated.In their own words, of course not included in the website description:  ""This device was sold for use exclusively with Verizon. We cannot guarantee that the device will be able to be unlocked and we would be unable to assist you with unlocking the device.""Sound like someone with whom you want to do business?
            "
"706","Slightly too large for my hand, the phone also has some odd buttons compared to my Moto X. On the other hand, the phone is responsive, and despite fears, battery life is quite good, and available wireless charging means I don't have to fear destroying the charge port. The wide availability of accessories (even in dollar stores!) makes the phone a good deal without paying like $800 for an S8.  Activation was minimal... just put in my nanoSIM from my old phone, then activate phone with my Google account, and it's done. All in all, good phone for the price.
            "
