"","x"
"58","Relative to what I would have paid if I'd gone full price, I'm happy with the phone overall.I did a side by side comparison of the used device and the brand new device I ordered on my own and with enmployees at the ATT store and none of us could find any imperfections so A+ in that regard.However, after less than two months the speaker is terrible. It sounds like I'm playing whatever I'm listening to (mostly music and podcasts) from the inside of a box. I thought the muffled noise issue might have something to do with water exposure after being near the shower (I know, I know, water resistant does not mean waterproof), so I took some precautionary measures as soon as I noticed the distortion, turned it off, and tossed it in a bag with silica gel overnight. For a phone that's advertised as being resistant to spills, it's kind of a joke that sitting on a shelf outside a shower could spell disaster for its audio output.Additionally, the phone is a lot less durable than one would expect. I still expected the glass screen to be more resistant to scratches.
            "
"59","After reading the reviews, I was a little skeptical about purchasing this  phone, from this seller.  But I had no problem with having Verizon activate this phone. I am on a prepaid plan with Verizon kamma and all they did was walk in to the Verizon store ,and he put the SIM card in, he got on the phone ,asked me a few questions and it was activated.  When I told him what I read online , about some Verizon reps saying the phone wasn't compatible, he agreed that there may have been a ploy to get them to return that phone, and buy it through the Verizon store.  Considering I live in the northeast, and we have had several snowstorms ,  The seller kept me updated as to when my prime Amazon delivery would get to me. It was due to be delivered on a Thursday, but was ultimately delivered on Saturday. Absolutely great experience all the way around
            "
"60","Very happy to find the Samsung S8 unlocked version on an Amazon Warehouse deal. I saved tons of money, and the phone came brand new in the box with plastic protectors still on and everything intact. One CAUTION about buying an unlocked phone is some features that your carrier offers may not work. For instance, I have AT&T, and I don't have Visual Voicemail on this phone. You should research online before you buy an unlocked phone for your particular carrier and see what may not work on the unlocked version. But other than the minor nuisance, I love the freedom of being able to take the phone to whatever Network I may want to use.  In terms of the phone itself, I personally don't like the curved screen aspect at all. But it works very similarly to my Samsung S6 (RIP),  and you pretty much have to keep upgrading (unfortunately) to keep a fast, functional, supported phone.
            "
"61","First and foremost, the Samsung Galaxy S8 has been one of my favorite Android smartphones of all time. The camera quality, for amateur photographers like myself, is pretty darn good. Furthermore, the processor is super fast and responsive, which compared to the Galaxy S5 that I had, is a huge upgrade. Also, the battery life is amazing. For me, with excessive use of listening to music, scrolling through social media, and other nonsense stuff, the charge lasted from 5-6am to around 10pm or 11pm. Overall, I was very impressed with the phone.Some things that I personally did not like: - the side button that kept triggering the assistant was super annoying. Even after disabling the assistant, hitting the button would still bring up the interface for it - audio quality wasn't the greatest; however, what phone has perfect audio - the screen size was also larger than the standard screen size at the time. So videos and images taken with other devices didn't fit perfectly on the screen, which was slightly annoyingOverall, I was satisfied with my purchase of a certified refurbished phone from Warehouse Deals, Inc UNTIL my phone wouldn't turn on one day while I was studying abroad in Costa Rica. I tried both hard resetting and soft resetting the phone to try to get it turned on, but nothing worked. Eventually, once I returned to the US, I sent the phone into Samsung, mistakenly thinking my phone was still under warranty, and it turns out that whoever declared the product that I received as ""certified refurbished"" was clearly mistaken as there was a huge problem with the circuit board with my phone that was more than likely caused by this ""refurbishing"" process or by the previous customer who had sold the phone to Warehouse Deals, Inc. Furthermore, since Amazon does not supply the IMEI number on the receipt, Samsung could not fulfill the request to fix the phone per the warranty, and I would have had to pay over $600 to repair it. Moral of the story, I recommend buying a warranty, either through Samsung or Amazon, with the purchase of a certified refurbished phone to avoid the hassle that I went through, unless you want to waste $500 on a phone that only lasts 3 months due to a hardware malfunction.
            "
"62","I wanted to write a review about the product because other reviews helped me when deciding on whether or not to get this phone. AllI can say is get this phone. The phone itself is beautiful. It's sleek and fits nicely in your hand. The processor is fast, it's very responsive, and all around a great phone for this price. I've always been an Android user and this phone doesn't disappoint. Most of these reviews are about Bixby and how annoying she is, how the battery isn't as good as other Samsung phones, and the list can go on and on. Regardless of those things, I think it's still an all around great phone, because nothing is perfect. For this price, I would recommend getting this phone! Just remember to keep it protected no matter what! Hope this review helped other skeptical buyers! :)
            "
"63","I love it.  It works like a charm.  I just wish they kept the LED notice lights where I could program the different apps and callers with as with the older versions.  You should download the Google keyboard, I kept hitting the period button instead of the space bar with the key board that it came with.
            "
"64","I know I shouldn't be surprised how much nicer the Galaxy S8 is than my S4, but good golly!  It's not difficult to make the transition; the way it works is very similar.  But it's got like an intuitive little brain inside it that knows exactly what I want to do next!  I love it.  And they say old dogs can't learn new tricks.  I feel so technologically capable and advanced!
            "
"65","Okay. There are lots of negative reviews about this phone but honestly I absolutely LOVE this phone. I used to have an s5 until it got old. I switched to LG for 6 months and I missed my galaxy phone. So I decided to splurge and get myself an s8! That being said... this phone NEEDS A GOOD CASE. I work around concrete floors so I made certain to buy a solid, shock resistant case with protection around the edges. I also got a glass screen protector just out of paranoia. The phone works incredibly well and performs my level of work I need it to do with no problems. :)
            "
"66","This product was a scam.  I could not get rid of viral malware, so brought it to a Samsung repair center.  The IMEI does not match the phone.  They opened it and found unauthorized hardware inside.
            "
"67","That was a great price. Took the nano sim straight from our One Plus 2, inserted and booted up and worked 100% (tmobil). Painless switchover! Battery is better than my S6, not twice the life of when the Sy was new, but significantly longer between charges. My S6¡¯s camera is still hard to beat, but for processing, graphics speed and display, and the extensible storage make this a clear winner!
            "
"68","It is as satisfactory as my Droid but the screen broke very easily, light impact.  Two weeks old.  So bummed as it was my first phone which I purchased outright.  Get your screen covers immediately or a case with a cover.Bixby button is where you hold the phone.  If you don't use Bixby you spend frequent and frustrating moments accidentally turning it on and the of course off.  Nuisance.  Good photo quality.If you use Page Plus, there is no Wifi Calling option provided for on their SIM card making good connection unreliable.  Odd as it is the same Verizon network but what do I know?
            "
"69","The phone was delivered ahead of schedule which is always a plus and was exactly as advertised. Had no problem smart switching info from previous S4 and carrier activation (Sprint to AT&T) was seamless. BTW, Something not advertised, I did find that the S8 will not allow custom sounds to be tagged to individual contacts when messaging. Ring tones sure, but no messaging notifications. So now no matter who messages you, they all sound the same something to keep in mind if that's important to you. I'm told there are work arounds and Apps you can download, but..........Will modify review later if anything changes.
            "
"70","Samsung is on a roll right now when it comes to making flagship devices. The S8 bundles in good looks, an amazing screen and some great software features.I was a bit hesistant buying a samsung phone due to their infamous software lag and heavy skins on top of android. But this UI is much better than previous samsung releases.The only cons are the late software updates and possiblity of the phone slowing down in a couple of months. But for now everything works great.
            "
"71","I had this phone for about 2 months before it overheated. The phone become so hot I couldn't hold it and my case remained hot 5 minutes after removing. All apps stopped working and the phone shut off and wouldn't power on. The only reason I'm giving this a 3 star rating is because Amazon and the seller made it a hassle free return.
            "
"72","Had a blackberry PRIV with Android that cost me gazzilion and died on me in about a year.As soon as I turned this phone on, immediately noticed incredible difference as to the speed: opening apps, installing, uninstalling, opening and browsing the internet - bam! everything happens just about immediately with this phone, no delays, no ""thinking"" no crashing (so far).One thing that annoys me a bit is really how sophisticated the phone is, like if you put it on a table screen down it will do certain things, face up others, tons of options for how the screen will behave what light what notifications even the movement of the phone itself makes it behave differently, basically I'd have to spend many hours figuring it out that's the only thing but I guess there are bigger problems out there..
            "
"73","If you want a gorgeous device with a great camera and amazing specs look no further. When I got the S8 I was a little worried about it being used. To my surprise it was absolutely perfect. I had a couple concerns and after emailing the seller and they went above and beyond to help. I'm completely satisfied with my purchase.
            "
"74","I ordered this on Black Friday and after waiting a few weeks it arrived. I didn't expect to actually enjoy an Android based phone, but I was pleasantly surprised. My carrier fully supports this phone and I consistently get maximum speeds in my city (150/20). At home I get gigabit wifi. It was a little weird to look at the curved sides, but I got used to it after about 2 days. I highly recommend the OtterBox Defender case because this phone, like many others, is a bit too thin for large hands.
            "
"75","Phone is cool, can definitly do a lot with it. For once I actually found some of the pre-installed apps to be usefull. Disapointed in the battery life, not nearly as good as all the hype.
            "
"76","The best phone ever! !The specs of this phone don't speak out much, but this phone is filled with tons of features, just name the feature. It is thin, perfect looking, brilliant camera. Looks great in our hands. BATTERY My old phone used to consume around 80% of the battery life during the day but this phone has only consumed 35%. Amazing perforce. The new Bixby feature is a great move by Samsung. Google assistant makes the phone even better. The new screen off feature is too good. The edge feature is very usefull at times. Has fingerprint scanner face scanner and iris scanner. The iris scanner, my favorite,  is super fast much better than the iPhone X. The finger print sensor is awkward in position but its super fast too. The screen is mind blowing. Dont hesitate to buy this... Worst every penny
            "
"77","I wa using the device until battery goes to 0% and turned off. I tried to charge it, but phone no powered up neither by wire charger or wirless charger.After return the phone for warranty, Samsung found a PBA damage. But  due to some scratches in LCD screen, they denied doing the repair under warranty, and demanded a repair fee of U$637.Obviously, is cheaper buy a new one. But it is a better business for me to buy an Iphone.
            "
"78","Bought this phone for my wife. We have Verizon as our carrier so we were just a tad nervous if it would work or not. Received the item with no scratches or ding marks. Screen was perfect. Put in her SIM card from her S7 Edge and the phone immediately picked up Verizon. No issues. All of the apps on her old phone transferred perfectly to the new phone. Battery seems to be in great shape. It holds a charge very well. So far no issues what so ever. Keeping fingers crossed that it stays this way. We are Prime members so we knew we would be ok for the first couple of weeks if we had any problems with the product, but so far, all is good! Very happy.
            "
"79","The phone is amazing and everything I expected. This review is to confirm other reviews and share what I had to go through to get this phone activated through Verizon.I took the phone to Verizon to get a new SIM card (old Note 4 has Micro sim, this phone has Nano sim) and the Verizon employees said it was not Verizon compatible (error messages came up when they scanned the box) and I had to contact customer service to see if the phone could be added to the Verizon database. The customer service employee was very helpful and reassured me that the phone was Verizon compatible and everything looked good with the phone in their system when she looked up the phone's ID number. They mailed me a new sim card and walked me through over the phone on switching the new sim card. Everything worked well and my phone works fine on our Verizon plan. I saw other reviews of people in similar situations and wanted to confirm that Verizon's customer service was helpful and this unlocked phone worked for me on our Verizon plan by going through these steps. The Verizon store employees either do not have the power in store to recognize the phone or they tell you it is not compatible to try and get you to sign a contract through them and spend more money. Going through customer service was the way to go and within 4 days of getting the phone from Amazon, I got the new sim card from Verizon and my new phone is working great!
            "
"80","YES!!! It works on Verizon wireless. I took out the sim chip out of my working s6 and plugged it into the s8 and it just worked!!! Nothing else needed, no activation needed.This is an early review.. Ill append as I fiddle around with the phone.Con:  NO IR blaster (so no controlling infrared devices like a TV or Cable box unless theyre ""smart"" devices on the same network) so you cant use it as a universal remote control like I did with the S5 and S6
            "
"81","I bought this phone when it was on sale for $625. Great deal, based on other prices. I purchased this after my Galaxy S5 died. Coming from the S5, this is a major upgrade. The phone is beautiful, but due to my tendency to drop phones, I have it in a case. I expected to be annoyed by Bixby (based on other reviews), but I actually like ""her"" so far. She's not Siri, but I think she is better than Google's personal assistant. I like that you can unlock the phone by telling Bixby a voice password and because she learns your voice, she won't respond to another voice. My husband tried to talk to her and she ignored him.Besides Bixby, there are a number of upgrades from the S5. Rather than several pages with apps (you can still do that), there is an edge ""tray"" that you can use to easily access your favorite apps. I strongly recommend watching a youtube video to get to know the phone because it can do a lot. Without it, I wouldn't have known about the edge tray, because it is well hidden. I've only had the phone for less than 24 hours, but I will update the review if my opinion changes.
            "
"82","For the most part this is worth the money.  There is a slight scratch on the screen that isn't noticeable unless you try to look at it. Other than a small scuff on the top edge of the phone (which you can't see with a case on) it is in great cosmetic condition.  Now the battery life is OK but not great.  Auccu Battery says that only 2,879/3,000mah is being used so my battery life isn't as what a new phone would be like. The battery also gets a little warm while playing video games such as PUBG on Recommened settings. But the thing about that is that the seller never told me that this phones battery was in the shape that it is in.
            "
"83","Nothing wrong with this unlocked phone itself but it was not totally compatble with Verizon. Advanced calling features such as wifi calling, hd etc are not available. Also no 4g or 3g only lte. I do not recommend purchasing if you have verizon. Had to return phone and buy a phone with Verizon software.
            "
"84","I should have spent more time looking into this phone. If you search - galaxy s8 searching for gps - you will find at the samsung support site entries dating from 5/11/2017 to today(2/6/2019) about its inability to function.  I have tried the vague solutions they offer without success.  Rare times after hitting start on google maps the directions work for about a minute or two, but never longer, and usually not at all. Messaging, email and gps directions are what I purchased this phone for. Avoid it if you need gps. Understand this is not directed at the seller, the seller performed as promised, quick delivery and as advertised.
            "
"85","Bought this for the wife, as she had an S5 with 16 gig...and she was out of space and her text messages wouldn't come in.  This S8  is awesome, the only downside is the stupid Bixby app(lost a star Samsung because you can't reprogram it)...would be nice if you could reprogram the button to launch a different app...
            "
"86","I was so excited about this phone but what i got is an international version with non us adapter, I verified the IMEI number on Samsung site and it says no warranty:(I have to return the phone now, such a waste of time :
            "
"87","The phone was directly from Amazon Warehouse and was original. The weight and feel is great . Set up was easy. The was glitches so far or spontaneous restarting. Touch is good. There are lots of new features. The only problem was that notifications did not come in in real time in sleep mode....but, after digging around on the internet, I discovered that the battery usage and saving feature in special permissions was the problem. Works fine now.
            "
"88","i purchased my galaxy s8 and everything was great and running perfectly. After about a month or two of me having service under metro pcs (yes i know they arent the best) my phone randomly started saying that i couldnt receive service anymore. after taking it yo metro pcs, i was told they cannot really help me because it was not purchased from. the phone still works fine and this review was written from the actual phone but i cannot have service turned on because of (as it was explained to me) a problem with unlocked phones being kind of a roll of the dice especially when purchasing it online. i didnt want to go through fighting with the company to work a deal with samsung on my warranty because i didnt have time working 14 hours a day and seeing reviews saying that they dont help you anyway.overall the phone is awesome and works fine. that has been my only issue and ive had the phone for nearly a year in 3 months. i guess you get what you paid for, saving a couple hundred but cannot get service. it works on wifi but cant call or text from it but i have to much on here to get rid of it or something.
            "
"89","i upgraded from the S5 to the S8 what a major difference i activated it on the verizon network and since i already had a verizon phone it was as easy as installing my verison sim card in the S8 and turning it on. I would highly recommend this phone
            "
"90","The phone itself is great, but not the primary reason for this review. Amazon customer service is. Concerns were raised upon delivery when the seal on the box was compromised, but both items were still inside. Upon further inspection, I noticed there was no factory seal on the phone box itself, which essentially voids the ""new"" description of the phone. I immediately called customer service to voice my concerns and have them noted on the order. They understood and promptly began working on a solution. The adequate compensation was nice, but not my priority. Having the notes on the order in the event that I discover problems with the device was. I was told that if something should surface, the problem will be addressed, resolved, or replaced. I found comfort in that. So overall, Amazon customer service was great in this case. The device itself has exceeded my expectations so far, and would recommend it. In fact, I'll be looking into purchasing another for my other half.
            "
"91","This phone is just amazing. With the included app and USB cable adapters it was super easy to transfer all my files, including text messages from my old Motorola Droid to this Samsung S8. For those that are wondering, I was able to easily set up this new phone up with Verizon. Did not even need to call in. Anyone who says this phone does not work with Verizon is wrong. I can't say enough good things about this phone. If you are thinking about it, just buy one. You will love it! Wish the speaker where a little louder, but otherwise this phone is perfect.
            "
"92","Almost like my nexus 6p better.. This phone does have wifi calling, something i use since i have poor mobile coverage where i live. It charges fast and does the trick... just wish Samsung would perfect the wifi to data crossovers better.  seems like it gets hung up (no pun intended) on the change overs.... i have to airplane mode it more times than not
            "
"93","Unlocked phone that works as expected.  I purchased to use with prepaid service and was very difficult to activate.  They kept saying the phone was not unlocked.  After about 2 hours was able to resolve.
            "
"94","My high school son received this phone just over a year ago, and has had no problems with it and is still using it. So this is the second one we have purchased for our house. My complaint, when this one arrived was the fact that this multiple hundred dollar item was in a box 3 times it size with absolutely no packing at all. It was just free floating from one end of the box to the other when I pick it up. Just the lack of respect for my money to not take the time to humor me with some packing ticked me off
            "
"95","Gorgeous phone. All glass. Fingerprint sensor location is not so bad as reviews indicate.Disabling app power manager/optimize battery is a must for receiving notifications in timely manner. If you need just led notifications but no sound, you need to download and use silent.mp3 tone.Bixby button not so scary since it can be remapped.Looks frigile I would never use a case, so really hope I don't drop it.Very nice deal at $460, thanks amazon!
            "
"96","After reading some of the questions and answers I contacted my local Verizon affiliate and told them that I wanted to activate this phone.  I've been a good customer there over the years and they were eager to help me.  Basically we activated a new micro SIM card in a used phone they had using my existing number.  We then transferred the SIM card into this phone and basically the deal was done.  I still had to log into my google account and use the Samsung transfer setup to move info but it all went smooth.  Really enjoying this phone!  What a camera!
            "
"97","Was a decent phone until the burn in started to become noticable 6 months in. Now closer to a year the screen burn in is unbearable. Planned obsolescence at its finest.Good antenna good battery. Bixby doesn't seem any more useful than google assitant.
            "
"98","Such a great phone! After doing months of research, I wasn't sure which phone to choose. Pixel 2, LG V30, S8 or even iPhone.  I finally decided the S8 has most everything I wanted.  Wireless charging, great camera, decent battery and a perfect screen!After a month, I am so happy with my decision!  Wonderful phone, perfect!
            "
"99","I was very happy that I upgraded to the S8 and was loving it all week until I realized it wouldn't let me connect to any wifi at all besides the one at my home. My college has free wifi and it worked perfectly fine on my S7edge, but on my S8, it said wifi is blocked. I tried wifi in Mcdonalds, parks, restaurants, and the wifi are all blocked. What on earth? It said I should contact my phone provider or what not and I am kind of really upset.
            "
"100","Been an iPhone user since the 4, up until this baby came into my life. Initially I was scared to take the leap but I'm glad I did. The s8 is the most beautiful phone I've come across and I'm so happy that it's mine. It does everything I need and more. If you're thinking about switching to Android, this is the sign for you to take that leap.Fast shipping & perfect condition! All I had to do to activate mine (w Verizon) was transfer my sim card from my 6+ to the s8 and voila! I'm a very happy girl with my new s8 :)
            "
"101","Came packaged in different box,but was in fantastic condition!! Looked brand new! (Even if it was just a recently released phone and used) It definitely gets a thumbs up from me! And my wife is definitely loving her ¡°new ¡° phone!!!
            "
"102","Exactly as described.  Samsung makes high quality products and the true rival to iPhones, if you are not an Apple fan.-Pros:Unlocked as described, just insert SIM Card and I'm in business.Sleek designBattery life is good (expected since is a new phone, let's see after a few months)Updates to Android 8.0 Oreo without rooting it.-Cons (for me)Comes with Facebook pre-installed, can be disable if you are not a Facebook user, but can't be remove.Bixby app (Samsung Assistant version of Alexa, ""Ok, Google""), not interested in another assistant
            "
"103","Second smart phone I got on Amazon. Got another great deal! The only issue is with Verizon for what ever reason when I have a voice message it does not notify me or have an indicator because I did not get it from Verizon. That is what the Verizon tech told me. Otherwise I am very happy with this purchase.
            "
"104","I am sure I would have liked this phone as I had done plenty of research before purchasing. The phone itself is fine however upon boot it appeared to be defaulted to Spanish. Not a good sign. The phone is touted to be an unlocked US version of the phone, however, this does not appear to be the case for the one I got. After changing the language for the phone and pulling the version number (SM-G950F), I determined this one to be a European version. There is NO CDMA radio capability and Verizon fails to provision this phone on their network. A bit disappointed and returning.
            "
"105","I have Verizon and they said that this wasn't an Unlocked phone. I am returning this.
            "
"106","Works well with armor case.  I applied with case on to get an exact fit.  Bubbles disappeared within 2 days to leave a completely transparent voating..  So far protector has stayed on without issue for nine days.  I like the texture and touch sensitivity is gone.
            "
"107","I was super nervous buying a phone this expensive from Amazon, but Samsung.com apparently has an issue with selling to persons outside the US. So I read all the reviews and decided to go with a seller whose order would be fulfilled by Amazon...just in case, you know? Thankful to say, the phone is great! (sigh of relief!) No issues whatsoever unlocked as described, although it does seem to be Verizon-based, but my local carrier's sim card works fine. Camera quality is great, battery life is good and honestly I am very happy with my purchase. Yay!
            "
"108","If you are hesitant about buying this phone, simple .. DONT BE. I love it. I really don't need to be writing 4 paragraphs to explain how great it is, you'll see as soon as you try it out. But yah anyways, I STRONGLY recommend.Don't listen to negative reviews.
            "
"109","S8 has a consistent and better, more intuitive user interface than prior models.  Very good compatibility with common apps and applications.  But for real, does the world really need another new device with a non standard plug?  Yes, I am going to ding you -3 stars for that silliness.
            "
"110","I got this phone January 2018. It worked really well for a year. Then the battery drained to 0% while on the charger and would not charge. Wireless or a plug charging would not do a thing. Replaced the battery through a repair company only to have it happen again. Recommend just going through your service provider so you have some insurance.
            "
"111","Overall pretty nice phone. Being water resistant is a major plus, and the fact that the touch screen still mostly works while wet is amazing. It kind of stutters and lags a tiny bit which was disappointing. Battery life is hit or miss. Sometimes it lasts 2 days, and sometimes less than 1. Obviously that should be my fault for using apps that drain the battery but I can't figure out why it happens. I'm not a huge fan of the wrap around screen and it makes me really paranoid since almost no cases actually protect the sides. It could be cool technology when they do a 360 degree wrap around screen that covers the back as well, but in its current state I don't really get the point. It does look pretty though (is that the only point...?). Glare is kind of an issue. Bixby is completely awful and I can't believe Samsung locked out the button so people can't reprogram it to do something useful. I don't get why they're competing with Google on that front, and also don't understand why they're competing in the cloud storage market. Another wtf decision is why they include an awesome AMOLED screen but don't take advantage of the power saving features unless you install third party black themes.Major concern: Samsung Premium Care will not cover phones purchased from Amazon, but they will still accept your money. Super scummy move in my opinion. There was no mention of it until I asked a rep (and good thing I did).Despite my many complaints about Samsung's strange decision making, the hardware is pretty good and the stock OS works well with some tweaks.
            "
"112","The unlocked Samsung Galaxy S8 phone is fantastic.  It arrived exactly as described.  I was not able to activate online with Verizon, as my sim card was not compatible with the phone.  I went into the Verizon store and within 5 minutes it was activated at no charge.  So far it is working great.  The fingerprint reader doesn't always recognize my print, but that is not a big deal.  You can't beat the price.  Even the sales person at Verizon said that it was a great deal.My only issue was the amount of time it took to arrive.  It was shipped on the 15th in NY and stayed in NY until the 23rd.  I received it on the 25th.  Why did it not move for a week????
            "
"113","Dope phone. I'm writing this review from it. I've had it for many months now without problems. I'm on AT&T. They activated it right in the store for free, took less than 5 minutes. Picture quality is phenomenal and the phone in general is just gorgeous to look at. I don't use a case or screen protector, just a pop socket, but I also don't drop my phone. I've heard the glass is fragile, so you should consider getting a case.
            "
"114","Took it to a Verizon store and everything went smooth. The Verizon employee asked me where I purchased the phone. When I told him I bought it off Amazon he said nice phone and that it was unlocked. A lot cheaper than buying from Verizon. Pleased with purchase so far.
            "
"115","I bought this unlocked Galaxy S8 directly from Amazon - not a 3rd party seller.  Brand new, all accessories in box as advertised.  Brought it to Verizon and once we got a SIM card in it everything worked as it should.  I don¡¯t have any Verizon bloatware on the phone (unlocked) which is a bonus.  Huge upgrade from my old HTC Desire 816  in almost every aspect (though I have to admit the HTC had better stereo speakers).  Amazon price was $180 less than Verizon for the same phone.
            "
"116","There are many issues with this phone.1) battery drains extremely fast , even when not using it2) cant download MMS even after restoring APN and other fixes3) lost calls where phone doesn't ring and caller goes straight to voicemailI have had other Samsung phones in past, but none this bad.Would not recommend.
            "
"117","Bought 6 months ago, and it's everything I wanted in a phone and more! I avoided setting up Bixby, just cuz I don't use virtual assistants much. The space is so awesome!!! It's also really sturdy - I've dropped it on concrete with nothing more than a thin case to protect it, no issues whatsoever! I hope it lasts a long time!
            "
"118","My son ordered one of these and had no problems with it. It worked on the Verizon network without a problem so I ordered one for myself. When I tried to activate it the Verizon Network said that it was not compatible with their network. So it depends on which one they send you if it will work or not and unfortunately you will not know until you get the phone.
            "
"119","Listen to me right now when I say the S8 is a good phone. Holy crap its amazing super fast HD display this phone is beautiful! Mobile Internation LLC is a trustable place to buy your S8 look at the seller he sells new S8's with no lies or gimmicks. The S8 Got here in one-day I'm playing around with it currently and I'm sure it will gather a lot of attention. If I have any issues ill post them here. This is the type of phone you want to show off people.
            "
"120","Pros: The phone is fast.Good battery life.Very nice looking phone.Display looks very nice.Cons:  My hand would often unintentionally touch a part of the wrap around screen and close browser windows, apps, etc.  This happened often enough to be fairly annoying.Several apps were buggy and would close by themselves or would just not work at all (such as cycletrader app).  There were some annoying quirks with the youtube app.The fingerprint reader is the worst I've used yet, it always took at least 3 or 4 tries every time I got my phone out.  Super annoying.Facial recognition on this phone is a joke.I don't like Samsung's overlay on Android Nougat.  The Samsung keyboard sucks. Stock Android is so much nicer IMO.Overall, for a flagship phone and even at a deeply discounted price I wasn't too impressed with this one.  I have a feeling I would be much happier with a Pixel or the upcoming Pixel 2.
            "
"121","So far so good! It definitely feels good to use a Samsung again after being stuck with an LG for a bit. My only complaint is that the shipping time was postponed and when i received my package the phone was extremely hot but this is AZ so that's out of anybody's  control.
            "
"122","Outstanding replacement for my old Samsung SII which started acting a little funny.  Very clear screen, long battery life, and connects with the Bluetooth in all my vehicles in 8 seconds or less and never fails to connect.
            "
"123","Went to connect the phone to MetroPCS and was told that the phone was reported stolen and they won¡¯t connect it.
            "
"124","Ordered two of these phones.  When we went to activate them, one was identified as ""lost or stolen"", which made it useless to us, and we had to send it back.  How can this happen?  It was described as new!
            "
"125","Great cellphone!  It is well made and very easy to work with.  If you can, get the S8 NOTE.  I had one before this and I miss the NOTE.  Nothing beats the NOTE in any category.  I may take a $ loss and go back to/switch to the S8 NOTE.
            "
"126","Best cell phone I've had. The colors are vibrant, the camera's great not to mention lots of features. I haven't used bixby due to the reviews but I'm fine without it.
            "
"127","Beautiful. Runs fast. Worked well with a SIM card transfer on Verizon networks, instantly. Lots of neat features like running multiple windows.Flimsiest thing I've ever seen.I'd owned a Droid Turbo 2 for years that stood up to all kinds of abuse until the battery finally permanently died; This thing cannot stand up to common usage. It had a screen fracture in less than a week after a maybe two-three foot drop even with a case/screen protector on. If you can be rough on tech, avoid the hell out of this phone.
            "
"128","This is a pretty good phone and replaced a Moto X Pure.  It's sleek and attractive.  The hardware is beefy--64GB is more than enough for me.  And if I did need more, it's nice that I have the option of using a micro SD card.  The processor and ram have nice performance on apps.  Some people complain about the fingerprint sensor being near the camera.  Personally, I haven't had a problem with that.  Nor have I had a problem with the Bixby button, although it seems unnecessary.  The iris scanner, however, doesn't seem to work for me.  I'm just not using that function.The deduction of a star comes in Samsung's software.  It's not bad.  But there are going to be times where you are banging your head in frustration--'Why won't you let me do  ________?  or why won't you let me remove _______ from MY PHONE?'  For some people, that may be Bixby.  Personally I'm using it in conjunction with Google Assistant and that seems to be working well.  But for those that don't want it, you really shouldn't need 3rd party software to remove it.  Likewise, if you have an app that you prefer to use, then Samsung shouldn't place a barrier to keep you from removing their version.  It was great that they included some apps with a new phone; I get that.  But if I want to get rid of them in favor of something else, I shouldn't have to jump through hoops.And then there are odd situations like Samsung's built in Game Tools.  Now I'm not a heavy gamer, but there are times I'll mindlessly kill some time.  But that stinkin setting was adding 2 extra buttons on the navigation screen in the corners right near the game's buttons.  When I finally managed to kill the buttons, I was getting notifications all the time when the game started-up as well as inconvenient places in the game.  It took a $2.50 purchase for an app called BK Disabler to finally get rid of it.  It's not a lot in the scheme of things.  But man, what an aggravating experience for an otherwise solid & great phone!
            "
"129","Still beautiful and nice compared to the latest smart phones like Galaxy S9 S9+ or note seriesCompact, handy, and productive.If you say this phone is not good, you yet don't know how to use it.
            "
"130","Much better phone than anything apple I have ever owned! It was either this or an LG!
            "
"131","I bought this phone for my son he really likes it we have been a Samsung family for years only way I would switch is if they quit making them.  I don't know all the particulars on the S 8 but my son hasn't complained anything about it so that's a good sign
            "
"132","I bought this phone for my husband as a Christmas present.  He found it very easy to transition from his old S4 to this one (and he HATES change!!).
            "
"133","Just received my new phone in the mail! Looks real nice! Just found out that I have to have a sims card from Sprint (my service provider) in order to use it! Fortunately, they told me the sims card is free, and that I can either order one or go to the store and get it there! We shall see!
            "
"134","Just got it and activated it a few days ago. I had to go to the Metro store and pay to get it activated (wouldn't let me do it online fur some reason), but it does work for Metro. Haven't tried the facial recognition yet, but the fingerprint seems to be working fine. Overall the phone is functioning the way it should in my opinion, but of any changes occur I'll try to remember to update my review.
            "
"135","I switched from an iPhone. Took a day to get used to Android and then I just felt free. The phone is light and thin with excellent screen real estate, fingerprint scanner, and a great camera. I was able to move my SIM card directly to this phone without any interaction with my carrier or their website. Samsung also provides a Smart Switch app that transferred most of my content to the new phone via USB cable. The phone comes with an adapter so you can just use your iPhone cord if you have one.
            "
"136","This phone may be good but I wouldn¡¯t know because I received a box that only included headphones and a cord. On top of that, I am told that I have to wait three days for them to complete an investigation. To say that I am pissed would be an understatement. As a paying customer, I expect more. The issue is between the warehouse and the shipper, and has nothing to do with me, yet, I am the one being punished.
            "
"137","Phone works great so far. I didn't realize it came with a screen protector installed on it so I kinda freaked out when I thought the phone was delivered with a crack all the way down the middle. But I figured it out a couple days later, removed the protector and boom, perfect screen.
            "
"138","registered with Samsung, got the warranty, everything works amazingly!
            "
"139","Got this for my brother as a reward for a great school year. Paired with a case, this phone is the amazing for it's price. Holds up well on his end for gaming. On my own GS8 I have outstanding battery life and it's optimization tool just adds on to the great experience.Maximum Power Saving Mode is customizable allowing you to add compatible apps to it and manage things like brightness and CPU performance.No complaints here
            "
"140","The phone is great, but Bixby is nonresponsive the majority of the time when trying to use voice wake up. I've gone through the setup multiple times, but it still doesn't work. Google assistant wakes up with no problem so it's not the mic or me. Also Bixby works fine with the (poorly placed) Bixby button.
            "
