"","x"
"101","I was really excited and happy because my last phone I had given away and I decided to buy myself a new one sadly .. when I got it I charged it and waited so I could login and we¡¯ll that . After I unplugged it turned off . It showed the battery and how you needed to charge so I thought maybe it because it hasn¡¯t been used in so long but then it kept doing that after charging it and I got tired of it so now I¡¯m returning... I hope they check the phones before they sell them .
            "
"102","Bought in June, by October,  screen was loose  and had vertices striped lines. Touch did not work anymore. Had to spend an additional $100 to get it repaired
            "
"103","I bought this for my granddaughter and so far seems to be working well. It arrived a day late but but was shipped on time (postal or maybe an amazon error) The phone was as advertised. No scratches or obvious defects. The color and memory capacity are correct. The phone is unlocked as advertised. Overall I'm happy with this purchase and the seller.
            "
"104","It took four hours of charging after I received the phone for it to even turn on, and after i FINALLY got it to turn on after almost giving up, the thing dies on 90% battery. So, I put it back on the charger for 10 minutes and pulled it off again only for it to die a few minutes later. Long story short, don't waste your time or money on this ""certified refurbished"" sh*t because obviously it isn't. (side note: if you were going to refurbish any part of a phone why would you skip the battery??? that's like the most important part????)
            "
"105","My son in college needed a replacement phone and this was worse than his old one. He said there's a click sound sometimes when he taps on the screen and it keeps shutting off on him with over 50% battery left.
            "
"106","Normally, I would never have gotten a phone online because I¡¯m nervous of 2nd hand electronics. To my surprise the phone works like I got it new from the store! If you want to get your kid or special someone a phone without having to pay the store price I recommend this! Make sure you buy through amazon¡¯s certified refurbished program.
            "
"107","If buying one of these refurbished phone make sure you ask the question if the phone is from Japan or Korea. These phones will always make the shutter noise while taking a picture. Truly annoying and than reason for only one star because of the lack of information.
            "
"108","I purchased two of these phones for Christmas presents.  One worked well and continues to work well.  One slowly started to lose functionality whereby the screen increasingly lost sensitivity to touch.  Five months after purchase the phone is unusable.  Return these phones immediately if there are any indications of issues.
            "
"109","The phone came in today. It worked for a couple of hours and then froze. What am I even supposed to do?
            "
"110","The battery on my phone is horrible. I charge it the majority of the day and all night long. I just used it for about ten minutes and it went from full charge to 'dead battery' and shut off. Then I can't turn it on until I plug it in and then it goes back up to the full charge until I use it for ten minimum more. So frustrating! I tried to contact the seller but didn't get a response. I guess it's time to go to an Apple Store.
            "
"111","Why bad reviews? It¡¯s been 8 months and my phone works flawless, no battery problem, great resolution, and amazing. I have traveled UK, Canada, South Asia with his phone and changed various international GSM sim. And now buying again for a family memeber. Go for it.
            "
"112","Okay first of all, I just got this Iphone today and I purchased this specific one because of the memory. I setup the phone went through all the steps only to find out that it does not have 64Gb of storage and only has 16GB. I feel like I have been scammed and this was the main reason why I wanted to purchase the phone. I want a refund.
            "
"113","I bought the phone for a friend out of the country as a gift. Phone was supposed to come unlocked but wasn't and when taken to store to get network ""unlocked"", they said they couldn't because it was already unlocked.
            "
"114","I bought this as a refurb not six months ago and it has already died. Battery won't hold charge.
            "
"115","Item was as expected
            "
"116","1st one bad and seller replaced, 2nd one ok but battery dead after 3 months. Luckily it was able to be replaced at Apple store for $29.
            "
"117","When I received the phone the device could not figure out how much battery it had. I have no idea what the issue was, but the phone would constantly change the amount of battery remaining in the top corner of the screen so I had no idea what the battery level was. Fortunately I could return it back to Amazon for a full refund, but it was still a huge pain in the ass.
            "
"118","I bought 2 iPhones from you, the color is red .. the two are in re-manufacturing modeThe first device was a new device and does not contain the effects of the use .. and does not contain crapThe second device contains a few scratches but also beautifulThe devices were working excellentlyI am happy to deal with you and I am happy to buy from you again
            "
"119","Great clean unlocked phone, according the invoice, used to be Verizon carrier. It booted up after couple minutes of charging, definitely a keeper, unfortunately battery sucked on it, I shipped it to apple in California, had the phone back in one week, 38$. I¡¯m using it as an international phone which roams over wifi in US. Install of the new software was painless, all I had to do is test it next to my other iPhone and scan the code on new phone.
            "
"120","Positive experience! Phone looks like New and is working great. My son loves it. I feel good about the 90 day certified product guarantee! Win all the way around. I will review again after 90 days. <U+0001F600>
            "
"121","The phone came like new on the outside! The phone shows 100% charged and it turns off when on a call or using for more than 10 minutes or something ...
            "
"122","Issues with battery life.  Phone also disconnects from cell service randomly.  Still under 90 day warranty, so reached out to seller to see what will be done.
            "
"123","After reading negative reviews, I was a bit nervous to purchase this iphone. However, I'm glad I did. The phone is in pristine condition and if it didnt come in an amazon certified refurbished box, you'd think it came from the apple store. There are no dents or scratches, call quality and speakers are working fine so far. The screen functions normally and home button works. I'm very happy with this purchase and will come back to this seller if I ever decide to upgrade to the iphone 7 or 8.
            "
"124","I bought the phone in July 2017 and it was working perfectly. Around three months after the purchase, a problem called ""ghost touch"" appeared. The phone cannot be used at all as random ghost touches that open Apps and dial people start immediately after I unlock the phone. I took the phone to a repair shop and I was informed that there is a high chance that power module will be affected if they try to fix it. I really regret buying this phone.
            "
"125","Phone was in great shape with minimal show of use, however, the battery only lasted good for about a month. When I took it to the Apple store to replace the battery, they said it was the phone itself not holding a charge, not the battery so i had to replace the entire phone.
            "
"126","The phones was just like new, however I sent back, my mistake I thought I was ordering the 6 Plus, return was no problem.
            "
"127","When I receive the 2 iPhone's I purchase was not in a bad condition it work it turn. The battery life last long never had any problems. Was it the best purchase I made, not really I could of get something with a better price and more then 16GB. You can hear the volume clear. But one thing I don't like this owners that sell these iPhone's they don't allow you to return them if one the people gift like them.
            "
"128","The phone, unfortunately, has ""touch screen disease"" and I can't return it because the 7 day window doesn't do much good when it had to travel overseas as a gift before it is opened. $350 is a lot of money with virtually no realistic warranty. That's the gamble, I guess.
            "
"129","the phone was put in a big box with lots of paper to use as a cushion. this was a great idea and did the job, however, the phone in its original box was placed on the bottom of the shipping box, and cracked a bit. it could be more secure. the phone was easy to set up and came with a charger, and a Sim card opening pin. there was a part for headphones, but I didn't get them. The phone works great right now, however im not sure if later use is going to lead me to get a new battery.
            "
"130","It only work for 2 week then It didn't want to charge. I'm waiting for the seller to let me know if i can get another iPhone that work properly <U+0001F60F>
            "
"131","Bought this and had bad battery problems. It always died for no reason and my family was telling me not to get it. After I ordered the phone I read the reviews and most of them were bad. My phone started acting up just like the reviews said for the EXACT SAME COLOR AND GB. I was considering repairing it for a high price but I knew it would have future problems.
            "
"132","The phone is suck so many problems.  Do you think Amazon should not selling a garbage items. Its hurt because the person who used the phone right now is one of the victim. I bought it just because I believed Amazon is great. Yeah battery is the big issue.
            "
"133","Not good!  The screen was bad, going dark and leaving outlines of previous screen images and the phone would go nuts opening things and pressing buttons automatically by istself.  We tried contacting Vius customer service several times by phone without success - kept getting an answering machine.  No response to an email either.  We finally returned it via Amazon since we have Amazon Prime.
            "
"134","The phone works well, but the power consumption drives me mad. I turn off the app background refresh and location service, and don't use the phone, it consumes 1% power every 10 minutes. After searching relevant information on the internet, I find it may be the problem on the motherboard. I will ask the seller to change another phone for me, hope it will work.
            "
"135","Prompt shipping (although Amazon's prime delivery still took 4 days).  We have tried refurbished phones before this fall and had to send both back due to battery problems.  This phone works great!
            "
"136","I purchased this phone for my 3 year old since he's had his 5c for awhile and the screen was starting to peel. When I received the phone it was kind of just thrown in the box but when I put my son's SIM card in and activated the phone everything works perfect with the phone. It also shipped very quick and came with a charger! So I am very excited and satisfied with my purchase. I'll update this review if anything goes wrong!
            "
"137","We received the phone in great condition and is working fine so far. It was 3 day later then we expected but that is the way UPS and Fed Ex is with different weather forecasts. So far very pleased.
            "
"138","DISCLAIMER: I bought the phone as a gift for someone else so my experience is merely hearsay and the one day I spent with it. That being said, I was very satisfied with the phone. The screen doesn't seem to have any scratches on it but the metal case is a little scuffed up, which is to be expected from a refurbished phone. After a couple days of use, the user told me that the phone had turned off once at 10% and then booted back up after being plugged in saying it was at 47%. So far that's the only issue they've had with the phone. Good phone and some cute a$$ wannabe-iPhone packaging, 9/10.
            "
"139","excellent product my son have very happy
            "
"140","The phone battery is not good due to which I need to charge back and forth after I use phone. That¡¯s so weird and I don¡¯t think that¡¯s good to the customer like us who buy product from you. I gifted someone and I feel so bad that the gift I have given is not good at all. So what can I do for this let me know
            "
"141","The phones are working fine. Unfortunately one of the chargers is not working. I have contacted the seller by email about a week ago and I have heard nothing in response. So on that front, I would have to say very poor customer service.Update: Funny, I keep getting emails from the seller to review: which I have done, but I still haven't heard anything back about my issue with the charger :/
            "
"142","I brought this phone and since I haven't been able to use itIt's lock with a message on the front saying it lost or stolenAnd it can't be used I will like to request for a refundAlso it's a message on the front of the phone saying I should call a number to return the phone plzzzz I will like the password to unlock this phone or my money back
            "
"143","This is a review of an Amazon Certified Refurbished iPhone 6 from DealFisher (there are many 3rd party Amazon vendors who are members of the Amazon Certified Refurbished program). I chose a vendor who uses Amazon to stock and deliver for them - hence, ""Fulfilled by Amazon."" This is my 3rd purchase under the Amazon Certified Refurbished program. My earlier purchases were a pristine Apple Wireless Keyboard with Bluetooth (the one powered by AA batteries before they went rechargeable) and an iPhone 5s (for a friend to replace his dropped 5c). Both purchases were so pristine I decided to up my game with an iPhone 6 for myself and it arrived nearly as pristine - the back had a few wear marks, but the rear camera lens was perfect, the front screen was perfect, and since my Ringke case covers the rear, I'm happy as a clam. I HIGHLY RECOMMEND THE AMAZON CERTIFIED REFURBISHED  products. Pricing is cheaper than from other sources, and quality standards are higher - ""refurbished"" is used very loosely outside this Amazon program, and I have NEVER had the quality from other non-Amazon, non-Amazon sellers - ""refurbished"" and ""like new"" always arrived with screen rub marks, somewhat depleted batteries, etc.There are two negatives that aren't really negatives: you get no-name chargers and cables, and no earphones. I have plenty of official Apple chargers, but official Apple cables and approved cables by Anker, not to mentions more than a few Apple Ear Pods, so I'm ok.Now, on to the phone. First, if you haven't don't so already, there is an excellent Wikipedia article specifically on the iPhone 6. Second, the very technical review on performance on Anandtech dot com is a good place to go if you are a gear head.Now, my personal observations:My iPod touch 6th gen has horrible battery life with the same A8 chip that powers this iPhone 6 (6, not 6 Plus - the 6 Plus has the A9 chip). I even replaced it at Apple once with NO improvement.This iPhone 6, on the other hand, has superb battery life. So there are other design factors affecting battery life, apparently, and the iPhone 6 is fine (yes, I know the touch has a small battery, and I am trying to allow for that).I also have an iPhone 7, which has the A10 chip - which is supposed to be much more powerful due to the progression each year from A8 =>A9 => A10, but for normal browsing and banking app use I notice no difference. So you should be pleased with this iPhone 6 in terms of performance, battery life, and screen - the screen is gorgeous. I was nervous about owning a 6, since my iPhones have been 5c, 5s, 6s Plus, and 7 - no 6 - but I shouldn't have worried.Except for ""bend-gate"". This is the generation that some YouTube gorillas were able to bend in their hands, and some early users reported sit-fown and bend issues as well. BUT the bad publicity died down, so either it was over-blown or Apple changed something. Just something to read up on in Wikipedia, not to scare you!SO - great refurbish standards, thanks to Amazon. When ""Fulfilled by Amazon,"" all the goodness of Amazon shipping including Amazon Lockers. And, a fine phone, still more up to date than I am!
            "
"144","When I received phone I was a little skeptical about based on the negative reviews listed. Me personally O came  package neatly in a white box with the charge. Also I tested and saw everything was wiped off so it¡¯s clean ready for any sim chip. I too love how the phone is a rose gold color. My only downside is if you love music on your phone as ringtone you will have to purchase it. Overall phone is nice I plan to take care of mine really well hope to upgrade to iPhone 7/8
            "
"145","Got the phone and had trouble with the ear piece. I brought it into a tech at Apple and this is what he said ¡°I¡¯ve worked here almost 10 years and I¡¯ve never seen this much debris build up in an ear piece.¡± So no, it was not refurbished. They¡¯re just used phones sold as ¡°refurbished¡±.
            "
"146","In perfect condition<U+0001F44C>
            "
"147","When I received the phone I was expecting a phone to be a little scratched up, but when I opened the box I noticed the screen was popping out a bit. I was fine with this until I realized the phone was slightly bent. Along with the phones bend the phone is very dented in the top right corner and the battery is at 81% The product does state that the battery will be 80% or higher but I was disappointed to say the least.
            "
"148","We brought this phone for our 10 year old. She absolutely loves it. It works great, charges fast, and she has enough space to download the many apps she likes (issue with old phone). The phone looks new and it shipped fast.
            "
"149","So far, so good. Outside is perfect, running like new. Will update if anything change.***so a few months in now. This phone randomly shuts off. One day I go to unlock it and it just stayed black. I thought I lost it for good, but I looked up how to restart it, which is what I ended up having to do. This has happened at least three times now and more often. Don't buy. I'm sure I'll need to purchase a new phone soon. -_-
            "
"150","This is a replacement phone for a teenager. The phone has a slight scratch that shows it's used, nothing too bad. Software, screen, and battery life are all perfectly functional and acceptable.
            "
"151","I enjoyed the phone however it was just slightly smaller then I had initially anticipated. But this isn't the fault of the merchant I just simply didn't do my research. I received this item in within the specified time and enjoyed it for what little time I had however, I've since then upgraded to the iPhone 6 plus which is a lot larger in my opinion. The downside to this item is that their seem to have been an issue with the volume, I could barley hear the callers during phone conversations.
            "
"152","Rcvd phone on time but battery was no good. It took almost two days to charged and when it finally did charge the phone would die after 20 mins or less.  It would shut down in the middle of phone calls, reading emails or doing any task.  I honestly feel like this company sells bad phones.  I am in the process of returning this piece of crap and I will never buy from them again.
            "
"153","Wish i did not have to give 1 star..The phone was delivered with a bad battery, at my cost i purchased a new battery at best buy, $75.  The iphone has a bad processor, has been freezing constantly for the last 4 months.  Was told by everyone that it just needs the apple update, BS! the phone was never worked on or checked.  Spend your money elsewhere.  BUYER BEWARE!
            "
"154","CANT complaint for the purchase I did my 5 years old son loves it ..the phone works perfectly no problems it¡¯s like new I appreciate them sending me the charger since it didn¡¯t come with the phone but that says everything about a good seller customer satisfaction I will return to buy more phones in the future my brothers and sisters are looking to buy phones from ur company any day for there own kids thanks
            "
"155","Ordered TWO phones.  BOTH had to be returned.
            "
"156","So I got the phone when I was told I would get it. I¡¯ve had for about two weeks now. It looked brand new in the box and came with a charger and charger port as well as the phone. I have one concern though. My charger is no longer working or I think it¡¯s the phone battery that isn¡¯t, I¡¯m not sure. Like I said I¡¯ve only had the phone two weeks!! Plus the charger doesn¡¯t appear to be damaged in any way.
            "
"157","Worst product because of refurbished... if i make a call in no time charging goes down.... and the charger is also not a company charger....
            "
"158","The mic doesn't work when on calls. Have to use speaker phone for the other person to hear you. 2nd refurb iphone 6 purchase from this seller. First for my daughter was great, this one for me, not in complete working order.
            "
"159","Well, I suppose this is what I get, buying an iphone online. Battery life is pretty bad and it turns out the phone was manufactured for sale in Japan, so the obnoxiously loud camera shutter sound can't be muted, but other than that it works alright (some other usability issues that make me think it may have ben refurbished with non-certified parts). If you're willing to take a chance on a cheap phone, I'd suggest looking at another seller.
            "
"160","They sold me a locked phone when it specifically said on the description they were unlocked phones!
            "
"161","The product is very clean but the touch screen freezes sometimes and the included charger doesn¡¯t work, that¡¯s why I didn¡¯t give it 5 stars rating.
            "
"162","The one star is because the seller accepted my return request immediately.  The screen and case were scratched, but most importantly: The camera didn't work! No focus! Back it went. Bought new. Fifty dollars more. My advice is: don't waste your time with setup & troubleshooting an iffy device.
            "
"163","Perfect condition. No scratches or wear.  Just need SIM card. Would be nice if it came with one.
            "
"164","Thank God I got a great phone it's perfect was fast shipping and super easy to hook up at Metro I luv this phone scared about reviews but I ordered before reading them other wise I probably wouldn't
            "
"165","Have had this for a year. Still kickin!
            "
"166","Terrible.  Battery life terrible luckily I had an old iPhone battery that is good.  Power button doesn¡¯t work have to use assistive touch, ear piece speaker doesn¡¯t work.  At least have it in good working order to take peoples money.
            "
"167","The battery in this phone is completely defective. Within less than 30 minutes of moderate use, the phone was down to 65% and then suddenly died. I checked the battery capacity and it is only 71% of what it would have been as a new phone. After recharging the phone, it continued to die suddenly - some times at 50% and other times at 80%. A refurbished phone should absolutely have a good battery installed, and I feel that the seller neglected to do this.
            "
"168","Phone had a stain on the back from a previous case and the battery was shot, would not hold a charge.
            "
"169","This product showed up broken and unusable highly disappointed battery would not charge operating system flaws when plugged in this purchase causing me to go without a phone and an extra week do you not buy The good news was we were able to get a refund right away so take your chances
            "
"170","This item came perfect! I love the phone and it came with everything it said it would. It is easy to use, it has absolutely no problems.
            "
"171","The phone was either sold originally in Japan, where there is a law that the camera shutter sound must be permanently on, or it is broken. I brought this phone to the apple store because nothing could seem to turn off the shutter sound and ended up doing a factory reset, which could not fix my problem. Terrible product.
            "
"172","Has multiple flaws that aren't evident right away (screen won't turn back on if on a phone call longer than about 10 minutes for example. I rarely make calls so did not realize this till a couple months after purchase. Also, freezes up a lot. will randomly start opening apps, has a couple spots on the screen that are nearly dead to the touch. I have never gotten a phone ""refurbished"" phone that worked worth a damn
            "
"173","I have bought many used phones. They¡¯re cheap, easy and somewhat reliable. One of the things you can¡¯t count on it the battery life. This phone last about an hour to two hours on its current battery. However, for the price, you can go to any apple store and have the battery replaced for 30 dollars. The phone itself is immaculate. 5 stars. The Battery. not so much. 1 star. just go get it replaced
            "
"174","Bought this for my Dad. Only complaint he had was he couldn¡¯t hear quite well. He had to take it to an Apple store to have the speaker cleaned.
            "
"175","It stopped working for the next day i was using it i was planning to return it but it got lost
            "
"176","I am very pleased with this phone! It came packaged professionally in a plastic phone box that was labeled ""Amazon Certified Refurbished"". The phone itself looked mostly new - the only flaw was a slight discoloration around the apple logo (like where somebody had a case on it), which is covered by my case anyway. The battery holds a charge all day and I had no problems getting the phone activated at AT &T. In fact, I am planning to order my husband the same phone now.
            "
"177","I bought this phone on 2/22/19 and received it on 2/26/19 then, had to return it on 2/27/19. The phone arrived completely dead, took 3 hours to charge and when at 100% I removed it from the charger only for it to die at 95%.Phone did not stay on at all without being on the charger. Very disappointing. I would never buy from them again.
            "
"178","I¡¯ve had this phone for 3 months now and it¡¯s been great to me. I feel like it was a reasonable price and it is my first iPhone ever since I¡¯ve always had Samsung but I didn¡¯t want to spend full price on a phone for TMobile
            "
"179","It's refurbished, so it's going to have its kinks. But there is something loose in the screen so it glitches out and you have to apply pressure to make it clear again. At one points it had deleted all of my contacts and glitches out in other ways. But the phone has visible damage though
            "
"180","Worst cell phone ever, it did not charge and when I used original apple charger it charged super slow. Then, at one point after all night of full charge, battery charge dropped to 10% drastically and the phone died in matter of second. I am never gonna buy iphones online outside of the apple original site because the cell phone was suppose to be the only means of communication with my gf when she was out of the country and I was relying on this cell phone to work. Terrible waste of money.
            "
"181","Great purchase. Phone is really good and delivered as promised.Purchased in March 2017 and still working great!I wish it had Manufacturer box, headphones but i was completely aware that it is unavailable before i made purchase.Thank you!
            "
"182","Lo mejor funciona como uno nuevo de fabrica lo recomiendo 100%
            "
"183","I have had it for about 3-4 weeks so far and it works well the volume has gone out on me once before but ever since it occurred i haven't had any problems. Overal i think is i pretty good product the packaging is not the best but the phone came without a scratch it looked brand new. I will try to update my feedback after a month or 2
            "
"184","works amazing. came in very high quality in a new box. however the charger did not work. i tried in severa different outlets. but the phone was perfect. no cracks or scratches on the screen or the metal on the back. functions very well
            "
"185","I had to return the original phone but the customer care was very helpful and the turn around was so fast! This new phone is perfect!! Thank you!
            "
"186","Great phone!! Got in within a week. Everything works great. It looks like a brand new phone. Except for one minor scratch on the front corner,the phone is in perfect condition.
            "
"187","On GOD this phone looks brand new ,unused, unissued before me. It¡¯s fast, charges fast, with a good battery life. Only thing is it gets hot after extended use of about say an hour or so. This is my first iPhone so I don¡¯t quite know if the hot battery is normal or not but I¡¯ll try to give an updated review after a few weeks.... If possible.
            "
"188","Phone came in excellent condition, no knicks or dents. Unlocked phone works on Verizon
            "
"189","Bought this phone in Aug and within a couple of days noticed that the battery kept dying quicker and quicker. Didn't download apps, had the lighting on the lowest point trying to keep as much battery life as possible. Eventually had to keep it on ""life support"" with a charger attached to it at all times. Became ridiculous. Sent the phone in for a refund... I'm still waiting for it.
            "
"190","Phone does not work. I tried to return it and the company did not respond to my email
            "
"191","The clear film protecting the screen was loose at the corner, but that's okay considering it's refurbished.  Everything else was good as new.  It works perfectly.
            "
"192","This was a gift for our kid. The only it needs is a sim and it is ready to go. It works great and had no issues getting it going. And of course the kid loves it.
            "
"193","The phone is locked and does not work as advertised. When you contact their help desk, they will not help you solve the issue.
            "
"194","GPS function not working. I have to be right next to the wifi box in the house for wifi to work, and now the phone battery is not working and the phone has separated at the seam
            "
"195","the screen was clearly re done and the seams were not done correctly because one corner is lose and goes up and down with slight pressure.Not a renewed phone by amazon detailed standards and also the back has several scratches and a sticker label that would not remove itself.unsatisfied with what was represented to be a renewed (New) phone
            "
"196","thus product is absolutely amazing!when i bought u wasnt sure but when it arrived it was just like new. I have had it for about a week and it is perfect. it also will work with almost any servixe provider if you just buy that conoanies sim card.FYI it is a nano sim card
            "
"197","Brought this for myself and had this for almost a year I brought the warranty as well apple never fails
            "
"198","Phone worked just fine and quite normally until the warranty went out. Coincidence? Maybe? Then all of the sudden wouldn't recommend gnome the charger. Took unit to get fixed wasn't the battery.. wasn't the charging port, said it was an operational system issue. Fantastic! Emailed this seller asking about options because literally the warranty went out like that day... uh.. no response. So to me now certified refurbished is like warmed up leftovers.
            "
"199","The battery is terrible. I took it to the apple store and they said it was a sketchy phone. They didn¡¯t want to even change the battery saying something with Japan where it normally would say sprint or Verizon etc.
            "
"200","Great Product.
            "
"201","Love it!!! Simple great!
            "
"202","ordered this for my granddaughter in November 2018 and so far so good, she loves it
            "
"203","The phone looks great but it's awful! Do not buy these refurbished phones. It's like an iPod it will only work with wi-fi, even though I have unlimited data with at&t it will not allow you to use data. I have spent so much time on this it's ridiculous! It turns out the phone isn't unlocked either! Do not buy from Dealfisher.
            "
"204","I like the screen. Excuse it was clean and had. I scratch but the back of the iPhone had a lot of scratch . 30 minute after using the phone it started getting really hot and the battery started draining really really fast so I hade to go to a local phone repair and get a new battery. I recommend that the sellers sale what they say they will sell
            "
"205","iPhone 6 refurbished is horrible not even 6 months and this iPhones board and antennas broke. Really upset with the amount of the purchase and of my hard earned money go to waste. Horrible quality control of selling these to their consumers. DO NOT BUY!!!
            "
"206","I hate iPhones but my daughter seems to love it.
            "
"207","I received this phone in February and I was so scared to order a refurbished phone but gave it a chance.When I got the package it looked so brand new! No scratches or damages at all! Already have 7 months with my phone and so far it works great! Happy customer!
            "
"208","Great if u need a cheaper replacement phone. It¡¯s fast and normal just like an iPhone had no issues with it at all. Only thing was the back was a little discolored but not a problem because it¡¯s not noticeable with a case on. Delivery was fast as well!
            "
"209","Do not buy anything from the seller I just received my iPhone 6S and the battery is not charging I don¡¯t understand what people receive a payment to give a crappy product do not I repeat do not buy anything from the seller even though it said the battery percent was 80% lifetime of the battery it literally doesn¡¯t charge to the full potential and stay charged
            "
"210","No where in my order did this show as a phone that came from Japan. In japan, it is illegal to photograph someone without their permission, so iPhones there don¡¯t have the ability to disable the camera ¡°click¡±. This phone was for my 13 year old who is passionate about photography. So I hear this camera click quite often, with no way to mute it.
            "
"211","It's well packages and looks like new. Substantially slower than my iphone X but may be due to its outdated chip. Gifted my mother also g with an apple watch and she is enjoying herself.
            "
"212","We bought this iphone in June this year and it has a defective antenna and cannot use data outside Wi-Fi areas.  It was sporadic at first so we took it to our network provider.  The SIM card is fine it's just the phone.  I bought it for my son and he cannot make phone calls or text without Wi-Fi.  It is worthless.  Do not buy a refurbished phone.
            "
"213","Has a few scratches, turns off sometimes automatically even with 40 % battery.
            "
"214","It worked well for the first 2 months or so, but then gained what I¡¯ve come to identify as ¡°touch disease¡±. This isn¡¯t anyone's fault but mine. Evidently every iPhone 6 is susceptible to this ¡®diagnosis¡¯.
            "
"215","This phone did come safe but unfortunately the battery life goes dead in just a matter or seconds the percentage is dropping drastically. The function of the phone is slow.The battery is drains so fast even when it¡¯s in 30% it will cut right off and require me to charge it
            "
"216","Works great!  She loves it!
            "
"217","I ordered an iPhone 6 as a gift and once we got to the store to officially switch it over, the phone shut itself off and displayed the ¡°empty battery¡± screen. After charging for 30+ mins, the phone shut off again displaying the same screen. Kind of ruined the birthday gift.
            "
"218","Bought this iphone last April. Afyer 5 montjs of regular use, battery is absolutely dead, lasting 20 minutes when fully charged and without even usibg it as a phone. This is really a shame, refurbished certified should mean its a good product, now I feel my money was taken from me!! I do expect a solution and the money fully refund, that would at least calm what I think right now!!!!!
            "
"219","This was a great phone, worked well and in perfect condition. Customer service was excellent too.
            "
"220","I brought this back in February, the 90 day warranty is now expired and all of a sudden the phone shuts off on its own, when fully charged and takes a few minutes to come back on. Sometimes it will vibrate nonstop after it is powered off. The phone itself has always been in a case and has no damage. It's frustrating that now it decided to magically not work once I find out the warranty is no longer valid!!!
            "
"221","Honestly horrible customer service,I call for days no one answer.The phone arrived with many problems , charging problem,Audio problem,you can¡¯t hear the voice,And some time do not start.Company refused to repair.Don¡¯t believe the positive star.Do not buy
            "
"222","I brought this phone for my son 21st September,2017 and after exactly one after the returned date past the phone shut down. He got it working again signing into  iTunes and resetting it. In two(2) weeks after the battery started swelling ,this cause the sides to open and the phone keeps shutting down.
            "
"223","The listing on the phone indicated ""refurbished"".  The battery was in very poor shape and the phone would suddenly turn off when showing as much as 60% battery life.  Took the phone into Best Buy and was told by Best Buy the battery had 950 charging cycles on it and typically the batteries are only good for 500.  From my perspective ""refurbished"" is not an accurate description for the phone I received.
            "
"224","This phone lasted 35 days. It died because that happens sometimes. Had an Apple store check out the phone and the best response I got was its not able to be repaired. So I paid $10 a day for a phone so a full star rating is too much!
            "
"225","the phone was in a good perfect condition with no visible scratches, it came with an original charger and light cable.. it was really good in shape.
            "
"226","The phone is fine, but the SIM card plate is defective. Every once in a while the SIM keeps coming out of place and  when it does that my phone begins to search for network and it takes up to 24 hours to find a network back  which is very inconvenient . Is there anyway that I can get my I SIM card plate repair ??
            "
"227","Great value for this phone.  No noticeable blemishes for refurbished model.  Easy to setup with my provider.  Works great
            "
"228","My speaker is messed up I can¡¯t film with a constant noise in the background I think it¡¯s ok and worth it but I¡¯d also say this is kind of a hit or miss type deal
            "
"229","This phone was dead and could not be charged by the phone provided or the cable from my old phone. I then check the cable provided as it charged my old Iphone which again proves this phone is JUNK with a dead battery that could be charged. HOW could anyone check a phone much less send a phone out with a DEAD BATTERY?
            "
"230","Works great. Can¡¯t even tell that it wasn¡¯t new.
            "
"231","It kept glitching and would stop working. I would have to restart it multiple times a day. And it held no battery, after my 30 minute train ride I would lose almost half my charge. I ended up returning it after 2 weeks.
            "
"232","Bought it a couple months ago and still works good, great condition, excellent product
            "
"233","Looks good but the phone battery doesn¡¯t work !!! And unfortunately I sent it as a gift to another country.
            "
"234","I was very disappointed with my purchase. The phone was bent, the battery dies within 20 mins after being fully charged, the speaker sounded raspy, somehow the phone is unable to connect to my WiFi, the charger was not an original iPhone charger, the connection overall was poor. The cost of this phone $200. I would not recommend.
            "
"235","no issues works great.
            "
"236","I was really excited about this phone. It looked and functioned erfectly in every way except for its battery...The battery randomly dies even when the phone is charged at 80% and I cant just turn it back on, I have to plug it up to the charger because at that point it acts like it really has only 0%. Gonna return this and get a refund. I'll just buy a brand new phone :(
            "
"237","Received the phone with the outer screen yellow as a crayon. The battery only charges to 50% and does within three hours of usage. Extremely unhappy with the item.
            "
"238","Workks just like a brand new phone besides the battery life. Quick delivery, would purchase again.
            "
"239","
            "
"240","After using it for 20 minuets the phone just shut down and will not power back on no matter what I do. I brought this iPhone into the Apple store and they said this phone can not be turned on and will cost a crazy amount of money to fix. It was as a bad phone to begin with.
            "
"241","Phone is acting crazy. It has a beep when you¡¯re signing into it  and it won¡¯t get signal a lot of time and will be out of service. Even if it¡¯s sitting in the same place all the time. Phone was not new and did not come with an iPhone box.
            "
"242","The one phone never worked at all, I took it to istore and I was told it cannot read the sim card, either because it is a black listed phone or previously repaired, the other phone worked for one week and last week the battery just switching off but when you charge it says full, but both phones are not genuine because when you switch on the screen is black and the apple sign is white, so I want to return them for refund as soon as possible.
            "
"243","Product arrived on time in perfect order.  Packaging was great, and the product is in excerllent condition.  I  could have been convinced it was new vs. refurb.  Battery life is fine, and cosmetically excellent.  If the older model is OK, then why pay the big difference to purchase new?
            "
"244","I'm having issues with the phone as the receiver is not working properly, cant hear the caller well. Also the phone turns off by itself and drains the battery.
            "
"245","This phone stopped working 60days after I purchased it for my daughter for her birthday.... Don't buy from them.
            "
"246","Had the phone since May. The battery last about 5 min when running maps. After trying to replace the battery Apple tells us there is water damage so they cannot replace it. Buyspry the provider of the device won¡¯t do anything to help as we are a couple days out of warranty. My fault for not realizing we had 90 days.
            "
