"","x"
"181","I loved the phone looked very good but unfortunately the screen did not worked. I contacted the company and Karen was very helpful.  She offer me another phone but unfortunately I have to travel and had no time to wait for another.
            "
"182","Ontime delivery just the way I expected it to be,such a nice gift for my daughter she loves it.
            "
"183","I just received my phone via fedex. I turned it on and the phone was already on 90%. There are absolutely no scratches or anything that make it look used. It¡¯s good as new. I aslo love the fact that it came with a charger.
            "
"184","Receive my phone today no scratches dents nor a crack screen so far so good! only thing is the charger they provided me with did not work on the iPhone what so ever I had to use my old iPhone charger.
            "
"185","Lo estoy conociendo no puedo dar una resena. Solo que me mandaron un case que no corresponde al tamano del cel. Esta como nuevo. No se si es 4g
            "
"186","Very good
            "
"187","El celular esta rayado desde la pantalla desde arriba hacia abajo como puedo hacer ya que no tenia que estar asi y venir sin ningun dano del telefono
            "
"188","I came from an iPhone se and this was probably the best swich I¡¯ve ever done with an iPhone. The surround sound speakers and the display are so good.
            "
"189","The phone is not working.I took it to Apple and they said that it had been brought to them with the same fault.I took it to Apple apparently it had been water damaged and the owner new it couldn¡¯t be fixed.Please stay away from this fraudulent seller!
            "
"190","Estoy super molesta mi celular no sirve si llamo o me llaman no el se escucha nada no escucho los audios de WhatsApp ahora q hago perder mi dinero estoy en Costa Rica como puedo hacer
            "
"191","Phone works but it is not unlocked. Doesn't work with straigh talk Verizon SIM card.
            "
"192","Phone came in great condition. No scratches at all on exterior. Did not come with original box and did not come with headphones. It did come with a charger.
            "
"193","Works great, so far so good! No problems with set up. Mine was GSM and unlocked and I have Straight talk. I took it to the nearest Apple store and they transferred everything within 15 minutes.
            "
"194","Got here a day before expected, came with tempered glass already put on, USB cable and charging box. It works absolutely fine so far, happy with my purchase
            "
"195","The phone is everything I would expect in buying a new phone.  I could not tell the difference.
            "
"196","I love the features and camera only dislike is the memory is short and u can't buy an Sd card for it
            "
"197","My refurbished phone DOES NOT WORK. I have given it a month to fully connect over to my network and also do software updates and the phone just is the slowest damn thing I have LtE full bars 24/7 even with wifi and it's like having 3G my memory isn't even 2% full and still it's a dud. I am beyond upset and I hope to recieve a full refund
            "
"198","In about two weeks had major issues with the battery And the screen. Would not buy from them again.
            "
"199","Horrible waste of my time it was unlocked but appeared as a stolen phone.
            "
"200","Hell yeah it met my expectations
            "
"201","Came looking new even though it didn¡¯t came with an earphone
            "
"202","I first bought this it had no issues what so ever. But this is like my second month having it and I can¡¯t make phone calls without me not being able to hear it or it sounds like static. I¡¯m not really sure what to do now.
            "
"203","Phone was reported stolen
            "
"204","Item came fast works perfectly
            "
"205","Love it
            "
"206","My daughter loves it.
            "
"207","So far I am loving my new phone!!!
            "
"208","I love the fact that the work has worked pretty good without any issues.The screen protector and the case as an add on was a great surprise.
            "
"209","Hoy me llego el telf k compre a Mywit y resulto k lo mandaron sucio cn rasguno en la parte de atras y la caja venia con el tape abierto difinitivamente desepciono x eso les doy una estrella
            "
"210","Received the phone on stipulated date, and I was really impressed with it. I actually thought it¡¯s new..I was skeptical about the purchase because of bad reviews. But it was worth it.
            "
"211","Phone was in great shape. Minor scratches around sides of the phone but otherwise great. Battery health was at 95%. Husband is happy with it!
            "
"212","The phone look good but the touch screen does not work well. Many times it does not respond to touching the screen or when I write.
            "
"213","I order nothing but GSM iPhones and it kept blocking my carrier when before it¡¯s always worked with GSM iPhones. The phone came all scratched up and with tons of dents in it.
            "
"214","The phone arrived on the estimated time. It looks like new, no scratches at all and it¡¯s working 10 out of 10. I¡¯m happy with the product and I absolutely recommend it!
            "
"215","It's not unlocked at all. It clearly says Verizon in the settings of the phone.
            "
"216","The speaker in the phone in the ear piece you can barley hear out of it. I¡¯m going to have to get that changed. Other than that I haven¡¯t had any problems with it.
            "
"217","I absolutely love it! It came with no scratches what so ever. It activated with my network (MetroPCS) within literally 5 minutes. Battery isn't too bad but we'll see how it is over time. But so far great purchase.
            "
"218","I love it ! But fed ex took entirely to long and my package was thrown on to the porch of my home , so 4 stars for that , other than that #TeamIphone
            "
"219","When it came everything was perfect. It was physically fine and when I put my sims card in it, it worked amazingly & already came on with about 30% battery life.
            "
"220","So far so good , the phone look clean and working properly. I will be back again soon.  Keep  up the good work and more  orders to came .
            "
"221","hen i received my iPhone e7 plus , it was fine for about two weeks... but now it shuts off randomly, and when i take videos they look green as locks by itself well as when i watch them. i wouldnt recommend buying this product.
            "
"222","Great
            "
"223","Product was in very good condition . Loved the fact that I got a free sim with free data , calls and text . Amazing value ..
            "
"224","I was afraid that it was gonna be cracked or wasn¡¯t going to work , but it came packaged good &¡¯ the phone is super nice and it came with a screen protector already !! Worth it
            "
"225","For now i gave 100% rate feedback since it is working so far as expected, but not sure any problem that will come up later
            "
"226","Better than expected. Works like brand new! Also it arrived very quickly, 4 days before the eta. I am beyond happy with this product. <U+0001F495>
            "
"227","Its a hit or miss with refurbished phones. The connection would break a lot on the ear piece. Had to return.
            "
"228","Coming from an iPhone 5 to the 7 is AMAZING!! I wait for things to not be NEW anymore then I get them.  I love it so much!!
            "
"229","<U+00A0>Came in perfect condition
            "
"230","Received the phone in good condition.Almost like brand new except tiny scratch on the left side otherwise the product was delivered as advertised.
            "
"231","The phone was a little bit scuffed on the edge , but other than that it¡¯s in excellent condition. It¡¯s well worth the money.
            "
"232","This phone works and looks perfect. I know there is several bad reviews but if you get it with amazon fulfillment you will never regret it.
            "
"233","Received in xcellent condition. Good value.
            "
"234","I don't like the battery
            "
"235","Great product, like new. Received this morning, no problems so far. Only thing is that the phone came dead.
            "
"236","Great company to purchase from. Phone looked brand new No malfunctions glad I made this purchase.
            "
"237","Muy mal me siento con esta compra el celular siempre esta caliente no se me carga bien y se descarga solo ademas de que vino con rayaduras
            "
"238","I love it! It was expensive but totally worth it. It was refurbished but looks and works like its brand new. Beautiful!
            "
"239","There is absolutely nothing to hate about the purchase. Battery life is 100%, touch screen works perfectly and it was delivered on time
            "
"240","Feel should last longer than 6 months. Freezes up and screen goes black. In pic and last 30 minutes will not do anything
            "
"241","My phone is like new in every aspect. I love it!
            "
"242","I LOVE MY NEW PHONEEEEE!!! I feel like it charges a tad bit slow but it¡¯s just me being impatient
            "
"243","It came in great condition like new no scratches clear screen etc. But I do notice that it has a hard time picking up Bluetooth devices and once in a while very  rarely it glitches.
            "
"244","So far so good! I would absolutely recommend getting a refurb phone (especially for a kid)!
            "
"245","So far, the phone works perfectly. I am very happy and satisfied with my purchase. (:
            "
"246","Perfect condition! Would buy again.
            "
"247","The phone I got has a lot of scratches and this is my second time I bought one before and also it had a lot of scratches so I returned it and bought this one and it has a lot of scratches.
            "
"248","Looks great, Feels great. I love it. Bought it as birthday gift for my self.
            "
"249","My daughter is happy and I couldn't have ask for anything more then that.
            "
"250","It looks like new without signs of use, really good for the price
            "
"251","Beautiful phone. Crystal clear screen. Just opened up. Battery is at 92% Health. Might add an update in a couple of weeks.
            "
"252","Be careful! I was not able to activate the phone with any carrier!
            "
"253","When I got my iphone in the mail it came craked I were hopping I can get a reshipment.
            "
"254","Just like new!
            "
"255","Perfect!
            "
"256","Estoy muy contenta con mi nueva adquisicion. Me gusto que llego en el tiempo que dijeron y que todo salio bien. Me encanta mi iPhone <U+0001F970><U+0001F970>
            "
"257","Good product
            "
"258","it is locked
            "
"259","Everything worked great except th  microphone had a malfunction. Nobody could hear me over the phone. They refunded money no questions asked and I¡¯m purchasing another one.
            "
"260","The microphone is not great hard to hear person on other side whe I call this phone
            "
"261","i didn't expect the refurbished phone would be used phone. it got too many damages. and super slow phone. very much disappointed.
            "
"262","No one can hear me on the other line! They say all they hear is static! The same thing happens when I record on Snapchat and Voice Memo
            "
"263","Low quality, really bad looking and to expensive for such low quality phone case
            "
"264","Love it
            "
"265","My son loves the phone.  Great price, perfect condition.
            "
"266","Condition:new works:good purchase frm:mywitt the ear speaker is burnt out if i had time would return it.
            "
"267","So far so good with this device. We have only had it one day, but it seems to be working just fine.
            "
"268","It has great performance with a beautiful camera. It doesn¡¯t lag or freeze and has tons of great features.
            "
"269","Pena nao vir todos os acessorios originais e o fone de ouvido nao veio nenhum. Sorry for not seeing all the original accessories and the headset did not come any.
            "
"270","Love it
            "
"271","Received the phone with scratches on the screen! So its more of resale of old phones rather than refurbished phone.
            "
"272","the cell phone has an excellent quality, I am very satisfied with the purchase
            "
"273","Unfortunately it won¡¯t charge, it heats up like crazy, and it turns on an off and worst of all it sometimes doesn¡¯t get WiFi
            "
"274","The phone lasted for 2 weeks then wouldn¡¯t charge and didn¡¯t come with charger had to buy my own.  I wouldn¡¯t buy again
            "
"275","Was scared to order but came in in great condition
            "
"276","Thank u
            "
"277","Works great. Takes a bit to charge, but it¡¯s not bad at all. Great quality.
            "
"278","Everything was fine except the speaker was completely busted
            "
"279","It worth the price brand new
            "
"280","Excellent performance
            "
"281","el pedido lo mandaron imcompleto y mande mj aprobedor y no contesta
            "
"282","Phone was like new.
            "
"283","El unico problema fue la bateria que esta al 89% pero de alli todo perfecto con el celular
            "
"284","I love my new phone haven¡¯t had a iphone since i was a teenager I¡¯m happy thankful and satisfy
            "
"285","Description said iPhone 7 Plus and recorded iPhone 7
            "
"286","The phone is fried, it gets very hot, the speakers do not work when I want to send a voice note, the touch stops working.
            "
"287","Perfect! Seems new !
            "
"288","Just no
            "
"289","This phone actually great and i received it 2 days earlier than the projected date
            "
"290","I bought two, they work excellent, I love them!!!
            "
"291","Nice phone <U+0001F44D>
            "
"292","Just received phone today and speaker doesn¡¯t work.
            "
"293","The phone met my expectations. the quality and operation of the phone is all that is expected of an iphone. Product delivery was much faster than the initial forecast.
            "
"294","Everything is perfect (seller+purchase)!!!
            "
"295","My phone came in broke
            "
"296","Great working phone no issues.
            "
"297","All is perfect with the cell phone
            "
"298","Ordered a black iPhone. Recieved a white iPhone.
            "
"299","Works like a charm absolutely love this phone
            "
"300","I like it it didn¡¯t have any scratches looks brand new just wish I would of been told before that I need to buy a gsm sim card.
            "
"301","Phone doesn¡¯t work and I am very disappointed
            "
"302","The iPhone works just fine in Colombia with Claro as the carrier, the things is that it came just to late. The product works great and it hasn¡¯t any damage
            "
"303","Just bought the phone for a friend. The phone is as good as being brand new! Would definitely purchase from this seller again
            "
"304","Good
            "
"305","It¡¯s really good and it came faster than I expected
            "
"306","I had a hard time having this phone work on my carrier because the phone is still registered under a different owners name. And my company made me pay money to switch it to my carrier.
            "
"307","Had my iPhone 7plus for 6 months and it¡¯s great
            "
"308","The supposedly unlocked phone is not unlocked. I spent a while going to the Sprint store with no avail. Very disappointing
            "
"309","The touch screen has a defect.  Phone does as it pleases.
            "
"310","I got the box one no iPhone
            "
"311","9/10 precio alto
            "
"312","It's like new phone
            "
"313","Principal buton he didn¡¯t work
            "
"314","Video is not working . When you call in messenger you cannot do video call too. Not worth it
            "
"315","That's amazing
            "
"316","I love this phone!!! It¡¯s looks brand new!
            "
"317","dont reccomend i took back for a refund .....
            "
"318","Excelente
            "
"319","The product has a screen display problem
            "
"320","Bien cuidado
            "
"321","92% new with some scuffs on the corners and back. other than that i love it came on time with prime.
            "
"322","El celular estaba un 90 % nuevo excelente producto
            "
"323","Got my phone a few days before i was supposed to it also came with a screen protector on it and a case in the box
            "
"324","Loved it! I have Verizon, and it¡¯s working great!
            "
"325","Perfect
            "
"326","My phone came yesterday it works perfectly!!! The camera perfect screen perfect everything perfect
            "
"327","Loveeeeeeeeee ittttt. Looks and feels brand new
            "
"328","The phone was NOT unlocked . Worse service ever
            "
"329","Came with phone and charger. It has NO scratches or dents at all, came basically new!!!
            "
"330","Amazing phone. Didn¡¯t look used at all. Definitely would by again.
            "
"331","Good
            "
"332","Awesome sauce!
            "
"333","This product came as promised. Very happy.
            "
"334","After using the  phone a few weeks it became inactive on half of the  screen.
            "
"335","Just thought that it wasn¡¯t well maintained. You could tell that it was used...
            "
"336","Sucked ! Bad discription so glad amazon help me after 2 weeks of hell! If i could give a negative 20 i would  !
            "
"337","My charger doesn't work how can I get a new one my friend sent phone doesn¡¯t works still says no services
            "
"338","Perfect I trust amazon
            "
"339","Bien bien
            "
"340","Amazing price for a refurbished phone. Just like new
            "
"341","The phone stoped working after 2 months!!!- screen is not responsive !!!!(((
            "
"342","The phone is in excellent condition
            "
"343","Exelentes condiciones
            "
"344","Badly damaged and scratched sharply
            "
"345","I bought anew mobile but i get a used one
            "
"346","I liked everything about this product, it works perfectly. I have no complaints.
            "
"347","Just as advertised
            "
"348","Excelente
            "
"349","the phone did not work properly, sometimes it blocks itself.The keyboard freezes
            "
"350","Great product so far. Received the product in a couple of days from the order date! Was excited and my daughter is too!! Thanks!
            "
"351","Excellent
            "
"352","My speaker don¡¯t work! That¡¯s why i don¡¯t like
            "
"353","It came brand new with a charger but you¡¯ll have to buy the lightning cord headphones others than that amazing phone
            "
"354","Very excellent and so beautiful
            "
"355","Exactly what it said in the af
            "
"356","I got the iPhone without headphones & the converter, also without it¡¯s original Apple charger
            "
"357","Very nice
            "
"358","Great had it for a month now
            "
"359","Everything nice. Thanks! !!!
            "
"360","Wasn¡¯t even a unlocked phone
            "
"361","Good quality.
            "
"362","Fantastic product! Smooth transition with new phone. Works like new! Love it!
            "
"363","I like the most that it came quickly and that it works perfectly. There¡¯s nothing that I didn¡¯t like.
            "
"364","Perfect conditions
            "
"365","Love it! Fair price for a great product. I would recommend it to apple lovers.
            "
"366","Great! Neat! Amazing buy
            "
"367","Works perfectly well even more than I expected
            "
"368","Amazing! <U+0001F642> Just like new.
            "
"369","Es muy inteligente
            "
"370","Came just as advertised
            "
"371","don't buy it. what i got was locked and i couldn't return it.
            "
"372","Not satisfied
            "
"373","It's a good phone. I will totally buy a next one if I had to.
            "
"374","Works great and look like a new phone
            "
"375","Feliz con el producto
            "
"376","Very good
            "
"377","Good
            "
"378","i like the phone
            "
"379","The response is always  good with the sellerHe gives the best phones
            "
"380","Absolutely love
            "
"381","Amazing!
            "
"382","Todo perfecto, como nuevo, thanks mywitt
            "
"383","I was very impressed. phone looks brand spankin new. strongly recommend.
            "
"384","IPhone in perfect condition, no scratches or dents whatsoever. Very pleased with product! Everything works perfectly, no I¡¯m not a robot but I¡¯m just saying that whatever people say badly about this product is wrong because this phone is amazing.
            "
"385","Excelente!
            "
"386","The phone was dying on 35 and 45%
            "
"387","Excellent
            "
"388","Esta excelente
            "
"389","I really don't recommend to buy this phone from this seller.I have bought one from them and I have found a defect in the battery and the charger.Moreover, I didn't receive any help from the customer support.I have paid extra 120 USD to fix it!With the total paid money, I could have bought a new one with a good warranty!I regret that I have bought it!
            "
"390","No e recibido el paquete quiero la devolucion del dinero
            "
"391","Esta maltratado la pantalla
            "
"392","The product was fantastic! Wonderful price and super fast shipping.
            "
"393","Excellent product. Exactly as advertised.
            "
"394","Everything else is great!
            "
"395","Excelente
            "
"396","Took a long time... but worth the wait. Thank you
            "
"397","Great
            "
"398","<U+2764><U+FE0F>
            "
"399","Like new. Came with a screen protector and a nice little case.
            "
"400","I like everything about it.
            "
"401","Love it works perfectly fine
            "
"402","The phone is amazing. Hasn¡¯t given me any issues and I¡¯ve had it for over a month now
            "
"403","Muy bueno
            "
"404","Looks and works like new, was a grat deal to me!!!
            "
"405","Fast shipping! It works perfect
            "
"406","Really good choice I made
            "
"407","Realy good
            "
"408","Very satisfied <U+0001F642>
            "
"409","No earphones
            "
"410","It's bad
            "
"411","I received this item 2 days after I ordered it. It¡¯s in perfect condition. It adapted to my Straight talk plan perfectly without a hitch. I¡¯m very impressed. Will update if it changes.
            "
"412","For all you future buyers out their this product is a counterfeit it may look like a new iPhone but I asure you it is not it has flaws it¡¯s better if you go to the apple store yourself a purchase a brand new iPhone. After only one week of owning this product the screen would blank out I was lucky enough to be able to return the item and receive my money back
            "
"413","Very good
            "
"414","10/10
            "
"415","Very satisfied
            "
"416","Perfect <U+0001F44C>
            "
"417","Yes it did meet my expectations  the person I bought says it awesome
            "
"418","working fine
            "
"419","works great
            "
"420","the phone arrived super fast. It is unlocked and works with Metro Pcs
            "
"421","Great deal...
            "
"422","Perfect!
            "
"423","Not unlocked can not put sim in!! <U+0001F614><U+0001F614>
            "
"424","Ordered my iPhone through MyWit. Came in an after market box with only the phone and changer. There is slight bedding on the glass from a screen protector holding dirt against it. I¡¯m happy it¡¯s the original glass and not aftermarket considering the phone is IP67 water resistant from the factory. There are no corner impact marks and the back had only a slight abrasion. Battery health is 96% which is pretty decent for an older phone. It functions well I have it fully set up and will update if anything goes wrong. Very happy with the purchase.
            "
"425","I am very very pleased with my  purchase there was no scratch no I didn¡¯t it¡¯s very it¡¯s waterproof the camp more quality is really green the battery is good and I switched over to my T-Mobile and it worked I am very very very please thank you .
            "
"426","For the price it would have been nice if they included a new set of ear buds,  otherwise the phone was in decent cosmetic appearance but would not pass as like new appearance as a gift.
            "
"427","My daughter love de fone.and the fone delivered in very good condition.
            "
"428","The phone did not come just the charger
            "
"429","Received my phone earlier then expected. Opened the phone and was amazed how good it looked (Like New) I am very happy with my order. Bought a sim card and phone is working great.
            "
"430","Purchased phone because it said it was unlocked but on arrival I purchased a Verizon SIM card and the phone would not operate.
            "
"431","m renmen telephone nan anpil men li manke cas la
            "
"432","Very well
            "
"433","Do not buy this phone if you want Verizon service. I specifically chose this phone because it said it was unlocked CDMA and it's not it's only unlocked For at&t
            "
"434","This is a great looking phone and perfect for a gift.
            "
"435","I wouldn¡¯t buy this phone! Especially if your provider is straight talk. It was as a hassle to transfer my phone number over. And when I got the phone I have problems with my data so I took it to the IMechanic and they told me that the motherboard was as screwed up and my phone was out for recall. So I returned the phone and I had to pay for the return shipping. So I wouldn¡¯t buy this phone if I was you!
            "
"436","The phone is OK upon my approval. I will be sending it back hopefully, I¡¯ll get a BETTER ONE .  I¡¯ve been a loyal customer for years and I highly doubt this phone is working correctly!
            "
"437","Zero stars. Not unlocked, it's locked to sprint.
            "
"438","Great product
            "
"439","I love my new phone and highly recommend buying it. It came fast with no damages, no marks, or signs that it may have been used. The phone came unlocked and I had no technical problems with setting it up. It was perfect and came VERY fast. Great experience.
            "
"440","Very good
            "
"441","seems to be ok but i notice my battery life already dying too soon and it has not been half a year since i purchased this phone
            "
"442","Just like new. Bad things: don¡¯t have the AirPods with the lightning conector and the adaptor. But the iPhone is (really) perfect!
            "
"443","Exactly what I asked for.
            "
"444","Didn't arrived on time and he battery is 80% life... I'll update the review if necessary
            "
"445","Had this phone for almost a year still no issues.
            "
"446","Arrived on time and intact!
            "
"447","Good condition<U+0001F44D><U+0001F44D>
            "
"448","Nice
            "
"449","Phone has been flashed to be used with another carrier. It¡¯s locked and can¡¯t be used on Verizon network at the store now.
            "
"450","nicee
            "
"451","We have only had this phone for less than a month and already the cameras have stopped working. Took it to the Genius Bar and the phone has to be replaced due to faulty hardware. Very disappointing.
            "
"452","Very poor package quality and also it was missing the earphones and manuals.
            "
"453","<U+0001F44E><U+0001F3FB>
            "
"454","the iphone didnt' come with headphones
            "
"455","The phone is glitchy at times
            "
"456","Didn¡¯t work for Verizon
            "
"457","I love it hope not have any problems with it
            "
"458","I don't know the iPhone wasn't working
            "
"459","I am very pleased with my new iPhone.  It was in perfect condition and  I just drove  to my carrier, Metro PCS for a nano sim card and it was activated in a matter of minutes and I was on my way.  It was delivered in 2 days as promised.
            "
"460","I bought this phone about a month and a half ago and as a previous Android user I am very happy I switched. An iPhone is very user friendly to most people and it was very easy to switch over, which was something I was worried about. The plus has a much bigger screen which is good for people who watch a lot of videos or play a lot of games, which is something I've started doing since getting this phone. Before buying this phone, I did a lot of research into it because I've never had an iPhone before. So, I asked my friends to do a survey, I did a comparison on the US Cellular website, I spoke with many people who worked at the phone stores, and I looked a lot of reviews online for both products.One thing I don't like about the 7 is that I can't charge it and listen to music at the same time because there is only one location to plug something in, but there are more positives that outweigh the negative. Another thing, that¡¯s just a personal issue is, some of the things I was used to doing on an Android can¡¯t be done on an iPhone. So, I catch myself doing some of those things, which can sometimes mess up what I was trying to do, but I¡¯m slowly but surely adapting to the change. One positive thing is that it is water resistant, not that I get it wet often but it helps if my hand gets wet and then I go to grab my phone. I'm able to connect with friends in different ways then I could with an Android, such as group text, FaceTime, find my friends, etc. I'm also able to access different apps such as flashlight, iTunes, apple watch, etc. One last thing that I enjoy a lot about the iPhone is the on and off switch for sound. It comes in handy when doing school work or sleeping. I'm able to switch it off instead of turning it down without fear of me turning it up in my pocket.After having an Android for so many years I was very hesitant about switching to an iPhone, but after having it for almost two months I'm very satisfied and glad I switched. All the worry and troubles that I thought I was going to have switching were slim to none. All in all, I don't know if I would ever switch back.
            "
"461","I¡¯ve had this phone since the day it was available. It¡¯s been sturdy and works well. I love the bigger phones . I usually upgrade each time a new iPhone comes out but this latest uprages (8plus and X) just don¡¯t quit cut it so i am sticking to the 8plus for now.Btw I added a photo of my dog taken on the 7 plus because the photos are awesome on these phones and who doesn¡¯t love a puppy?
            "
"462","Love it
            "
"463","This iPhone 7 Plus is a moderate improvement compared to previous models. If you are a big fan of larger screens and taking photos, this iPhone might be for you. However, keep in mind that this iPhone is certified refurbished through Amazon so there might be minor scratches and dents. Also, the battery and headphone port has been a major concern for users.ScreenThe screen for this iPhone 7 Plus is like the screen of the iPhone 6 Plus. Both screens are 5.5 inches with the same resolution. However, the iPhone 7 Plus is said to be 25 percent brighter according to Apple.CameraThe iPhone 7 Plus has an impressive camera that offers many added benefits. It features two different lenses, one of them enables optical zoom by switching from one lens to the other and 10x digital zoom, unlike the previous models that offer 5x digital zoom. Also, the quality of photos is more enhanced as the iPhone 7 Plus offers Portrait Mode, which is a part of the iOS 10.1 update.BatteryBased on my experiences with the iPhone 6 Plus, the battery life of the iPhone 7 Plus does lasts longer. I have noticed that this depends on the usages of the iPhone 7 Plus between charges. Apple also claims that the iPhone 7 Plus last an hour longer than previous models.Headphone PortThe headphone port is the same as the iPhone 7. At first, I complained about this installment because I was not able to charge my phone and listen to music. But this became less of an issue when I used my wireless head phones. For those without headphones, this may become an issue.Overall, I had a good experience with this iPhone. It was delivered within a week and packaged nicely. Everything is operating smoothly, and the quality of my pictures are amazing. I highly recommend that you purchase this iPhone.
            "
"464","Horrible experience trying to get warranty work on this phone. Has more bugs then an ant hill. Almost tempted to throw it in the trash. Apple site is down most of the time and if you have questions it will take at least an hour on hold to get someone who knows less than you.
            "
"465","UPDATE !!! phone is responding to touch , battery life is decent I charge my phone maybe twice throughout the day , phone never died on me once , phone dosest get hot at all . No glitches everything came packaged nicely . Didn¡¯t come with headphones or a regular charger also not the regular box . But it still came with a generic charger that¡¯s working as well , also came with a screen protector. No scratches nore signs of use . I¡¯m actually using the phone to do this review and I¡¯m about 2 weeks in . # BuySpry was my seller ! I recommend this phone from the seller ( BuySpry )
            "
"466","This phone is not even worth one star, do not buy it it's horrible the worst phone since the flip phone it fails constantly does it's own thing and I threaten to throw it in the trash once or twice daily what a piece of junk do not buy
            "
"467","I was quite impressed by the referbished iPhone 7 Plus I received. It looks pristine! There were no major nicks or scratches, it looked brand new!  In addition, it functions seamlessly. I am so glad I took a risk and bought my first refurbished phone. I saved money and helped save the environment. Definitely worth it and would highly recommend it to others :)*Regarding the other reviews, the product description states that ear pods are not included. So don't be surprised or upset. You can buy them on Amazon if you want them.
            "
"468","Is awesome no problem or anything. I love it
            "
"469","It didn't come in the iPhone box and without earphone!!!!!
            "
"470","Great phone and price the phone arrived in 2days thanks amazon!!
            "
"471","Just perfect thank you!!!!
            "
"472","This is my first Iphone and it has been nothing but a collosal piece of junk.  There are so many defects and glitches that it is almost not useabe.  Locks up and can't end a phone call, bluetooth is sporadic, sometimes you can import pics..sometimes tyou can't....Ohhh then there is SIRI,,,what a complete joke..absolutey inaccurate and the searches are so far off the mark that you should make sure you have another person with an Android nearby if you need relevant information. Can't figure out why ANYBODY would buy these horrifically stupid ""smart"" phones.
            "
"473","Phone came and looked brand new and was unlocked as advertised. But upon using it the phone just wouldn't charge. I asked about the 90 day warranty and they said they had no more in stock so they couldn't help me.
            "
"474","It's very good
            "
"475","I love this phone because the battery lasts a long time
            "
"476","love it
            "
"477","The phone was fine physically.. no stratches or anything. When I got it, I had straight talk. I had to which to AT&T. Also the phone glitched at the very bottom and I had to bring it to a repair store and get the screen replaced <U+0001F621> thank god its a lifetime warranty...
            "
"478","The 1 star reviews made me scared to buy this phone but it was suppose to come nov 19-21 but it came on the 16 which is great!This phone has no scratches no dents no signs of any damage everything works well I suggest this phone to anyone looking for a good deal on iPhone 7 pluses .
            "
"479","I ordered this phone excited to finally upgrade from my barely useable iPhone 6 only to receive the phone to see there are SCRATCHES and CRACKS in the phone. At first glance I didn't notice until I realized that i could literally FEEL the cracks in the phone. And now the product is out of stock. Are you serious? Do better.
            "
"480","I would never buy something from this company again.
            "
"481","Perfecto todo y super rapida la entrega <U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F>
            "
"482","The iPhone 7 plus is a good phone to have it has a nice big 5.5 inch screen . The pros about this phone is the quality camera  takes very high quality pictures, has nice quality display , long battery life  up to 10 to 12 hours it depends on the usage how much you use it , last but not least this phone is easy to use
            "
"483","I used this for a birthday gift. My brother loved it.
            "
"484","Most fragile phone I have EVER owned. Glitches more than any iPhone I¡¯ve owned to date. Also the missing headphone jack is a bigger deal than I ever realized. Wouldn¡¯t recommend this series to anyone.
            "
"485","Horrible
            "
"486","<U+0001F4AA><U+0001F4AA><U+0001F4AA>
            "
"487","so the phones great but i tried headphones today and headphones dont work in the phone. but overall the phone is great
            "
"488","I would love to test Iphone 7! Have been interested in upgrading soon.
            "
"489","Con que compania lo puedo conectar
            "
"490","Todo bien
            "
"491","Does it work with at&t
            "
"492","I have a really big Instagram account and I will love to promote your item ! It will be such an amazing experience for me thanks !
            "
"493","Love the iPhone 7 plus amazing the best nice camera to take selfies just really nice phone
            "
"494","I would like a sample of the product
            "
"495","I would like to try this product first
            "
"496","looks amazing
            "
"497","AMAZING!!!!!
            "
"498","Phone came perfectly fine no scratches no issues it basically came new ty but one thing is that it doesn¡¯t come with any headphones nor the headphone adapter
            "
"499","Phone works great love it, got my charger but didn't get my AUX port ????
            "
"500","hay I a big Instagrammer and I would like to promote your iPhone 7 plus
            "
"501","Beautiful condition. Gonna give it to my daughter after she has had it for a while I will update status. But so far so good. Came with a screen protector and a case. Awesome
            "
"502","The IPhone 7+ fits better in my hand compared to the regular sized version! I no longer feel like a giant with a tiny phone! The camera quality is great and portrait mode is awesome. My only gripe is that the IPhone doesn¡¯t come with any headphones, but I knew that before I bought it so I wasn¡¯t upset.
            "
"503","I love this phone but the touchscreen being unresponsive at times messes it up for me. Awesome camera, sound and quality. I can barely write this review as it will become unresponsive and I will have to spam the home button or power button then type unlock my phone again for the screen to work only a few more minutes again. I tried resetting the phone and hard restarting didn¡¯t work. It has this problem even with the case off of it.Update: This phone has also been nit picking up my voice and other can not hear me during calls. It will cut out and they can hear noises such as tapping or scratching.
            "
"504","Phone is great condition but the battery life is sub par or a certified referbished phone my phone only holds 94% it¡¯s original charge ones it gets off 100% it drops to 90 so fast I have to have a battery case and battery pack with me at work to survive being in a service industry my phone is my life line and it¡¯s a bummer to get the battery replaced is 3 to 4 weeks from Apple and I can¡¯t not have a phone that long pic included to show the battery is not a top performance for a certified phone
            "
"505","Phone is in great condition and works perfectly
            "
"506","I bought this for my little sister (who lives in Jamaica) as a graduation present a year ago and waited 1 1/2 yrs to write the review just to be sure it was a worthy product. I'm an Android user but she wanted an iPhone so I did my best in choosing a good quality one. She absolutely loves her phone! It has endured falls without cracking and water splashes by the sink without 'drowning'. Teenagers are aggressive phone users so for her to have had no issues with a used phone after all this time is impressive.
            "
