"","x"
"108","I opened the box to discover the screen had a huge crack that went all the way down the screen. Very disappointed.
            "
"109","Trying to update the software I got the phone locked for unauthorized software. Now I'm concerned about returning it as all my data are uploaded and I can't reset or delete it!
            "
"110","Excelente producto, llego el dia indicado hasta el momento todo va bien
            "
"111","I wasn't expecting a top notch phone for the discounted price I paid, but this phone exceeded my expectations. Very minimal wear, and battery life is higher than expected.
            "
"112","I love the phone! Haven't used all the features yet. Only 1 issue, certain pictures in the gallery Become corrupted. Thats extremely frustrating. Maybe its the SD card
            "
"113","Only giving 4 stars because my phone charging cord did not work. The wall adapter was the fast charging one but apparently the cord did not work. Everything else was great. It arrived on time but I had to sign for it which I did not know and the mail carrier did not ring the door bell. Phone has no marks, charges just fine n easy to use.
            "
"114","The phone kept shutting itself off and on by itself.
            "
"115","But it a month agoNo problem as of nowCome as a newWith chargerNo ear plugs
            "
"116","Me ha fallado el cargador o el puerto USB de carga y mande mi mensaje de texto para garantia y Un estoy esperando respuesta llevo tres diasEl telefono muy. Bueno pero eso paso
            "
"117","Got it at a good price. $439. Current price is now showing $455. So what if it doesnt come in a Samsung box. Showed no wear and works great so far.  Only draw back. No headphones.
            "
"118","Thought the facial & iris scanning take a little while it is still super nice and it still works with my glasses. It is much faster when I am not wearing glasses. The fingerprint scanner is super fast screen is great quality and the battery life lasts a full day and a half with my usage.
            "
"119","Very locked to Verizon.
            "
"120","Es un celular usado que cuesta igual que un nuevo y viene sin cargador original ni audifonos ni llave
            "
"121","Bought for Mother¡¯s Day gift and now have to return and no gift to show!! Beyond disappointed to say the least!
            "
"122","I had a galaxy s7 and it needed a new phone. So i decided to buy a refurb one to save money. The phone came with third party charger and cable. Which worked fine. I have verizon, dropped the sim and used samsung smart switch and everything went well. Will update if anything changes.
            "
"123","This phone takes great pictures, love Bixby feature, charges really fast. Good sized screen. Extremely pleased so far.
            "
"124","Phone is definitely not unlocked, spent 3 hours in Sprint yesterday for them to tell me this phone is stuck on AT&T network.
            "
"125","Shipped so fast. Works great
            "
"126","Good
            "
"127","really nice machine, and waiting for the next model to hit the market created a fantastic value. one of the best cameras available on a phone unit, and plenty of computing/processing juice for the rest of the toy.absolutely worth the wait and the reduced price!
            "
"128","Excelente
            "
"129","Tried to activate phone with my current phone company, metro and told me the phone it's black listed. DO NOT BUY!!! Big rip off!!!
            "
"130","Happy
            "
"131","Everything is good
            "
"132","i love, love, love, this phone. it has the best camera on it i have ever had on a phone. and it works great. np problems at all. best phone i have ever had. and a great price.  i would buy from this seller again
            "
"133","Works like new looks like new what more can I say?
            "
"134","It came just how it was described. I love it. Not a scratch on it and it is definitely unlocked. No complaints here!
            "
"135","Amazing quality
            "
"136","This phone works pretty well, but it didnt have a sd/sim card remover. I would have to gain one from the store. Was kinda a bad side to it.
            "
"137","So far I absolutely love the Samsung Galaxy s9. I can't tell it's refurbished at all.
            "
"138","She likes it, I'm happy.
            "
"139","Excelente producto. Funciono como nuevo.
            "
"140","The phone is locked! Huge headache and carrier will not unlock it without the phones original number and pin.
            "
"141","So far, the phone works great.  I can't take a picture of the phone only because I'm currently using the phone to write the review.
            "
"142","It worked great for the first 2 weeks I had it then the fingerprint scanner stopped working. Everything else still worked fine but that was a dealbreaker for me. Everything else was fantastic though
            "
"143","The phone seems to be working just like new so far. It came with everything necessary in basic packaging, minus a phone guide. Other than the phone not being in original packaging, I could not tell that this phone has been used before.
            "
"144","Very pleased!! For the price it was in like new shape and exceeded my expectations!!
            "
"145","The product didn¡¯t come in the Samsung box and there was no earphone included plus the charger is fake
            "
"146","I'm overall impressed with this phone. Looks as good as a new phone, no scratches or dents. Set up was a breeze, and had no problems with metro adding this phone. All it took was a phone call and the phone was up and running.
            "
"147","I was a lil skeptical at first buying a certified refurbished UNLOCKED phone BUT....i have to say im shocked! This S9 looks and feels brand-new, not a single scratch or anything <U+0001F44C><U+0001F3FC> i put my STRAIGHT TALK sim card in it and it worked cherry! Everything was super easy! <U+2B50><U+2B50><U+2B50><U+2B50><U+2B50>
            "
"148","The items cannot be used in West Africa, Ghana.  Unable to open the back of the phone to put a foreign SIM card.  Even though they are unlocked phones.  Please when giving the product information provide also if foreign SIM card can be used
            "
"149","Me funciona perfectamente
            "
"150","Super contenta. El telfono me funciono en metro.  Esta como nuevo I love it my Samsung Galaxy s9..
            "
"151","awesome phone for a great price
            "
"152","Everything is working great
            "
"153","Very good phone in excellent condition ,  Melisa is very good to work with
            "
"154","So far so good. Received phone with no damaged to it. It keeps a good charge..I listen to I heart radio at work..haven't had to charge it once. Pretty happy with the phone.
            "
"155","Muy rayado y deteriorado, mas de lo que se supone debe estar tanto en la pantalla como la parte de atras
            "
"156","I love my phone, I would post a pic but I'm using it, came with a fast charger and it works like its brand new, I've had it for about 2 months now!!! Real customer!!
            "
"157","Like new, I would have never known it was refurbished, Works great! Only bad thing is that it came with an off-brand charger that only worked for a month.
            "
"158","I was disappointed it is not new... I even had put the question up is it and it came back it is new working good now..but thought it should be cheaper if not new
            "
"159","Good deal no probs yet
            "
"160","Muy bueno y a mejor precio que en t mobil
            "
"161","Came quick and set up was a breeze, little to no cosmetic wear. Minor scratches but overall in great condition. Would buy again
            "
"162","Loved the phone everything worked perfect as soon as I put the sim card everything started to work perfect so happy really worth the money thanks to my husband for buying it for me
            "
"163","Buen producto...lo malo es que no vino con  auriculares y no trajo ningun accesorio!
            "
"164","Great phone in excellent condition, looks brand new! The battery only lasts the day, but it hasn't been an issue for me yet. Activated on Verizon with no issues!
            "
"165","Needed a replacement ohone and this thing is amazing- if you know how to operate an Android its worth it
            "
"166","Charger doesn't work with phone, no SIM card. Info not given.
            "
"167","Doesn¡¯t keep charge and freezes up frequently
            "
"168","It has problems when I try to switch it over to verizon but the price difference is worth it
            "
"169","<U+00A0>No puedo usar mis apps xque me dice que no tengo data pero uso mi anterior telefono y funciona perfecto
            "
"170","nice phone works as expected, a lot of features, price is reasonable compare to other phone. The case has a nice touch, which I like the most. Overall, good buy.
            "
"171","Great quality, and just like new. Only problem is that the camera makes clicking sounds occasionally as I'm using the phone.
            "
"172","The phone feels and looks brand new, I couldn't even tell that it was refurbished. I was skeptical about buying a refurbished phone at first but this exceeded all of my expectations!
            "
"173","Not bad
            "
"174","Astounding
            "
"175","Amazing phone
            "
"176","The charger port was broken and the phone wouldn't charge with the charger that the seller sent or at AT&T with a few different chargers
            "
"177","The device wasn't compatible with the network that they advertised. Also had to pay to ship it back even though it was their mistake :(
            "
"178","Nothing to dislike product is performing as I expect from Samsung, it takes great pictures, can recommend this product with no resavations.
            "
"179","I like this phone, I got next days after ordered. It¡¯s looks like new.Till now it¡¯s working perfectly and no issues. Thanks Amazon
            "
"180","It very nice and great phone. S9 is super fast
            "
"181","Perfect thought it was brand new. Took my AT&T SIM card out of old phone  Slammed It in new phone and always well works killer
            "
"182","Awesome Quality I would swear it was brand new functions flawlessly
            "
"183","My cell came with the wrong charging cord. I would like to contact the seller but I have to call a number.
            "
"184","Very good
            "
"185","Loved my new phone! Thanks you so much! Everything was exactly like described.
            "
"186","I was worried about ordering a phone online like this but when I received it in the mail the next day with everything I need and more. I was quite thrilled
            "
"187","I had to return this device because it didn't work with international SIM, and the seller provided all the support that I needed. Really good service.
            "
"188","New look and operatiom
            "
"189","Just got the phone 2 weeks ago and it works great, I had no problems so far with it  . I am very satisfied
            "
"190","Works perfectly.
            "
"191","I recieved the phone in a great condition no scratches whatsoever and works well also like a new phone. Happy with my purchase!
            "
"192","I love this phone! This is my first time buying a refurbished phone and I have no regrets. It looks brand new!
            "
"193","<U+0001F44D><U+0001F44D><U+0001F44D>
            "
"194","Really good
            "
"195","Phone iemi is not recognized. Don't buy, you won't get all the features.
            "
"196","To small...
            "
"197","Love this phone!!
            "
"198","The buyer sold a phone that was locked and stolen.
            "
"199","Love my phone!
            "
"200","La bateria no dura,  y no trae los auriculares
            "
"201","Works great
            "
"202","It's actually unlocked
            "
"203","El cargador que traia no funciono para nada. Decepcion
            "
"204","El telefono viene bloqueado por AT&T si no tienes ese operador no funciona.
            "
"205","Basically a brand new phone! Was shipped and received on same day!
            "
"206","Hasta el momento ha trabajado perfecto. Todo lo que se describia.
            "
"207","Honestly I was a bit skeptical about getting this phone because I have heard people say that certified refurbished things aren't so good but I took a risk and honestly this phone is awsome it's like new and as if nothing was changed at all. If your thinking of buying this amazing phone buy this and save yourself some extra money since it's cheaper than buying it at the store. Also the camera quality is amazing and I love it.
            "
"208","It was unlocked, worked, in good condition. I am genuinely impressed.
            "
"209","Perfect!
            "
"210","muy lindo casi nuevo
            "
"211","Scratches on screen
            "
"212","Works great !
            "
"213","I liked the color and screen
            "
"214","Recibi mi celular sin auriculares y con un cargador que no es.
            "
"215","Great deal
            "
"216","Great phone. Highly recommended!
            "
"217","Item as expected. Thanks!
            "
"218","Just like new! Love it!
            "
"219","Me gusto bastante Buena caridad y el precio se me hizo muy bien
            "
"220","Me gusto el producto
            "
"221","Great product 10/10A
            "
"222","Great phone
            "
"223","Excelente producto,el envio muy rapido
            "
"224","Excellent condition...very happy <U+0001F44D>
            "
"225","It was unlocked. Came intact and works perfectly.
            "
"226","Todo el tiempo me detecta humedad
            "
"227","The charger is not working but that's ok I love the the phone very much.
            "
"228","My wife likes it
            "
"229","Esta como nuevo asta ahorita me a servido muy bien  me encanto
            "
"230","It's not unlocked a described
            "
"231","AWESOME DEVICE!
            "
"232","The phone wasn¡¯t unlocked.
            "
"233","It is perfectly working.
            "
"234","I loved my new phone
            "
"235","I love my galaxy s9.
            "
"236","Great product at a great price.
            "
"237","Great quality
            "
"238","My keys get stuck
            "
"239","Device is really fast, has lots of great features, and camera is the best. Very satisfied with purchase! Phone looks, feels, and runs as if brand new. Included in the box is the phone itself, charging cable, charging brick, and usb c to usb connector.
            "
"240","It works
            "
"241","Very pleased with the phone, works exactly as described.
            "
"242","Like
            "
"243","I'm like for everything
            "
"244","Thank you! The phone looks perfect
            "
"245","Definitely worth my money.
            "
"246","Very good
            "
"247","Worth the money.
            "
"248","Love it.
            "
"249","Mine crapped out a few weeks after the 90 day guarantee. Get the extended warranty
            "
"250","Just got the S9, trying it out as I'm writing this review however I am missing headphones and Simtray opening tool. Thank God I have old ones. The phone looks great though, brand new!
            "
"251","The cellphone did not come with all the accessories. The ad says it comes, even though they are generic.
            "
"252","Love the product,however I couldn't have it shipped to my p.o. box so I used my street address.they sent it to my p.o. box.
            "
"253","Very nice phone.
            "
"254","I should have read reviews before buying. It seems the sim card key isn't included, as stated by other reviews. How am I supposed to use the phone if I can't open the tray. Ended up having to buy a pack of safety pins. Also, doesn't come with headphones.
            "
"255","UNLOCKED YES, BUT... SELLER FAILED TO STATE THAT IT CANNOT BE ROOTED. THIS IS THE ONLY VERSION OF THE SAMSUNG S9 THAT'S SO CLOSELY CONTROLLED THAT IT CANNOT BE ROOTED, JAIL-BROKEN, ROOTED OR OTHERWISE CLEARED OF THE USELESS SAMSUNG BLOAT-WARE (LIKE BIXBY) THAT I CANNOT DELETE OR UNINSTALL. THE ONLY REASON I BOUGHT THIS PHONE IS BECAUSE IT WAS IMPLIED THAT I COULD ROOT IT... MY BAD> IT WAS SIMPLY UNLOCKED... DO NOT BE FOOLED. THIS PHONE IS NOT WORTH AS MUCH AS OTHER SAMSUNG S-9 PHONES THAT ARE UNLOCKED AND CAN BE ROOTED...
            "
"256","Well, I've been considering an S9 for about six months and am on Verizon. Our S5's were starting to suck for air. I leased an S7 about six months ago and it is pretty much an S5 on steroids. But finally, my wife's S5 has pretty much given up the ghost so I was forced, yes forced to get something. Every time I look at the lease price or unlocked prices for the S9's, 9pluses, I just gag however...until a week ago and Amazon put a 20% off open box/used ones. I got an unlocked S9 (purple one) for 352 bucks. I was very nervous about buying a ""used"" one and read the horror stories from others on this type of purchase but decided since it was Amazon and not one of the other purchasers that I could return relatively easy if it was a pile o pooh. Well, surprise surprise, it came and looked new. No cosmetic dings and maybe one or two smudges on the phone but it had been put back in the box so you could hardly tell from new including the accessories that had NEVER been touched obviously.  I did most of the work online with an excellent Verizon rep on chat but ended up going to my store. The guy there activated without the activation charge and asked me where I got it.  I told him about the 20% off deal and he stopped and said that was the best deal he had ever seen on a new one (as of Jan 17, 2019). He asked about it and was sad to hear the 20% off was over but noted the 450ish price was decent. So, thumbs up Amazon big time. It works like new, looks like new. The new clear covers now allow your phone to shine through.
            "
"257","I should have took the other reviews seriously because they were right; this is NOT an unlocked phone. It is a locked phone that comes with instructions on how to unlock it. I emailed the seller as soon as I tried to follow the instructions to unlock the phone, which did not work. I received a reply with a new set of instructions, but with a new SIM card from Tracfone which is my carrier, it still would not unlock. I am very disappointed that a seller would advertise as unlocked when the phone clearly indicates it is a Sprint phone and the instructions do not work to unlock the phone. I was hoping to save money by purchasing a refurbished unlocked phone but I will spend the extra money to get a new phone that is actually unlocked.
            "
"258","It states that any SIM card could be used because it was unlocked,  but I've tried 3 different SIM cards, 3 different services, and none of them worked. Wasted money on those plans that I cannot use, the hassle of sending it back, trying to find a printer to print the return label, not to mention. It's a holiday Monday.  I have to wait for my refund to order another phone while my old one is going out, then I will be without.  I am livid right now!!!!
            "
"259","I must admit I was a little hesitant to buy a refurbished unlocked phone from Amazon - but so far, I am glad I did. Amazon have included a 90 day warranty. The phone came in a generic blank box and came with an outlet and power cable. No instructions. There were no scratches or marks on the phone.I was able to transfer all my apps and settings from my S6 to the S9 using Samsung's amazing Smart Switch app. My T Mobile SIM card worked and I am good to go.The only downside (which I dont believe deserves to lose a star) is that all the Sprint stuff, including the Welcome Screen when you power on the phone, is still on the phone and I cant figure out how to turn it off even though I have a TMobile SIM installed. But for $400 less than buying new from a store, I can live with that.I am travelling internationally in a few weeks and hoping the phone still works - but I have confidence that it will.
            "
"260","It's been a month since I had the phone and so far I've had no problems at all.  It was a bit annoying to setup with AT&T at first (It kept telling me the network was not registered, was stuck on Sprint, but I solved the issue by disabling Sprint OMADM) but besides that it works like a charm.  Awesome phone, with a great deal.  It was pretty much like new besides one tiny scratch on the right bottom side that's only noticeable if you look super hard for it in the light.  Very satisfied with my purchase.
            "
"261","Update: I had to pay another $55 to have my phone unlocked. I would definitely not recommend buying. All they told me when I contacted them was to return the phone. I shouldn't have had to return the phone. The description specifically stated that the phone was unlocked. I will never buy from them again.I cannot access this phone. If anything changes then I may change my review. But for the time being, if I had to do it again, I would not purchase this phone.
            "
"262","Received phone, it was in good quality, no marks or scratches. But phone was registered to sprint, not unlocked. I am returning the phone.
            "
"263","Great phone. I updated to this from the Galaxy S6, and I'm loving it. Much better battery life and I really like the quick access for apps and contacts
            "
"264","You will regret purchasing this phone. It¡¯s performance and build quality is nowhere near worth the price. Save yourself the time and money and just buy an iPhone instead. Trust me you will not regret it. An iPhone 7 (which is better than this phone) fully unlocked with 128 gb of storage only costs around $310. I would personally recommend an iPhone X, refurbished 64 gb is around the same price of this phone.
            "
"265","Received the phone but charger was broken.
            "
"266","not sure if authentic samsung
            "
"267","So far no complaints
            "
"268","Don't come with headphones
            "
"269","great
            "
"270","No se que plan ponerleQue compania es
            "
"271","The phone looked and worked great except that it wasn't unlocked.  It wouldn't register with my carrier and would give these Sprint OMADM errors.  I contacted my carrier and after some troubleshooting, they said that the phone was not unlocked and that I'd need to contact the previous carrier.  I explained that it came from Amazon and not a carrier and they told me to go to Amazon.  Amazon tried to help but even though they spent an hour with me, I could tell that they weren't going to be able to do anything about it aside from helping me process the return.
            "
"272","Phone came with some type of spyware that hijacks 800 numbers and reroutes it. Will not be putting any c/c numbers into phone. Uber card was already stolen.
            "
"273","The phone is ok overall and exactly what you are paying for. This is not a review of the hardware of the phone, it's about the quality of being ""renewed"". It came from the supplier Hybrit it for 370 dollars.It comes in a white carboard box without any brand. The phone itself came wrappead with a bubble wrap that it's ok.The phone in the exterior looks like new, it had a tiny little scrath that I didn't notice it until a search for this things that I had.Rear camera working perfectly but the selfie one is weird, I compared it to a new one mine was a little worse, display is just new, the performance it's excellent with games and media apps. It has a face detection with iris scanner combined and that's the way that I use it to unlock it but the fingerprint it's also great.Some other things that I see that people are complaining about are:1. That it doesn't come unlocked, mine did, I use it in Dominican Republic with Claro perfeclty.2. The battery is the biggest complain that I have because I downloaded an app to see the how used it was and mine came with 88% that is not so bad but they could change it because one battery costs 15$.With normal use it gets a little warm and i don't know if it's the battery or the processor but a new phone wouldn't get that warm, I will change the battery to see if it's that the issue.3. The accessories are just the charger and that's it, the box for the cable I think it's original, but the cable it self it looks like from a gasoline station, you will need to buy a new one because I have to push it hard just to get the phone charging.Would recommend if you don't care that of course it is used and it's a risk that you are taking for a better price.The pictures in the review are from some days later that I had actively using the phone.
            "
"274","Contrary to all the reviews about this phone not being unlocked for verizon, it definately was.  It will take quite a few extra steps.My process, some steps might have no impact-I had the SIM card in the whole time, I'm not sure if that made anything easier or harder than it needed to be.-Call sprint(or who ever your phone says it's carrier is) to unlock your phone.-They will say it's already unlocked.-Connect to wifi and update android until its fully up to date (in settings)-Change APN settings (settings/connections/mobile networks/access point names) to verizon-I made a custom setting by googling ""Verizon apn settings"" and following a tutorial.Since then, my phone has worked perfectly with no signs of previous damage.  A ""New phone"" at quite the discount.  Very satisfied.
            "
"275","I love my phone. It looks brand new. I was able to activate on Verizon network without any issues. I switched from the Iphone 6 to the Galaxy S9 and I love this phone.
            "
"276","Works seamlessly for metro pcs. Used the smart switch and called metro pcs had all my info in the phone within an hour of turning it on. Highly recommended. Looks new and no damage that I seen. Going to upgrade the cord soon to a longer one. Charges good so far and holds the charge better than the old s6.
            "
"277","Ok, I was sceptical after reading reviews.  I expected to get some Mickey mouse packed phone etc.  Let me describe what I got.This looked new, in the factory box, factory charger, all still had wrappers, stickers, labels and packing protection on it all even front back and edges of phone.  If this is a used phone, you wouldn't know it!! Extremely surprised and very happy!
            "
"278","I was so scared to order a renewed phone, but boy am I happy I did! I got an amazing phone for a really good price! I bought the lilac purple S9 and you won't believe how NICE it is! Didn't come in any fancy packaging, and only had a charger with it, but it works great and I'm impressed. I've never enjoyed shopping for these kinds of things online, but I did not regret this purchase! Battery life is wonderful! My screen adjusting is nice quality! No cosmetic issues, no glitches so far, and I was able to put a Straight Talk micro SIM card in and had no real issues with activating it! The only reason I had any difficulty was because I bought the wrong sim by mistake in the beginning. Overall, a wonderful phone. I'll update this is anything changes!
            "
"279","Came as advertised.  It was unlocked and in great condition.  I did have to go get a new SIM card because my old one didn't fit.  It's also important to know that this is a USB c device.  I have to get a bunch of new cables now, but it did come with a cable and charger.
            "
"280","The first thing I want to point out is this phone works with AT&T. When I first booted up it displayed the  ""T-Mobile"" logo. After logging into my Samsung account I installed Samsung Smart Switch and started the data transfer. After 30 mins the transfer was done and I was instructed to insert my SIM and reboot phone. Phone booted up and now displayed the ""AT&T"" logo. Phone works flawlessly, looks brand new, good battery life, and came with OEM Type C charger. Good buy, highly recommend.
            "
"281","I didn't have any issue turning on the phone with metro pcs and the phone is great so far but this is day one .. it didn't come with the right charger but I brought one ahead anyways and it came with a case and pin to open sim . Once I put my sim in the phone ask me to restart and when it came back on it had metro pcs in the beginning and downloaded all the metro pcs apps by itself which was awesome but I still had to call to switch phone which you have to with metro anyways . I'll update if anything happens.
            "
"282","Good unit if you don't cheap out for the refurb.  I initially bought the refurb, and returned it pronto, it was still locked to Sprint.
            "
"283","Recieved the Galaxy S9 today and it was NOT unlocked. Very disappointing.
            "
"284","As of a week happy with the phone no problems and still exploring big step up from my s5
            "
"285","The description says that it is unlocked but it is an AT&T phone. You can¡¯t get rid of all those nasty and unusable built in AT&T apps
            "
"286","For being a refurbished phone I was very pleased with the quality. It was and is just like a new phone. For a fraction of the cost from the phone store. Didn't have any issues putting my old SIM card in. It worked immediately!
            "
"287","I have Verizon, and one thing annoying about this is that you can't uninstall some of the Sprint software on it, and it is always in Roaming mode.
            "
"288","Everything was perfect and is brand new looking. The only thing that threw me off was the Box it did not come with the Samsung original  Box. Other than that this phone is very good quality and will probably buy from these people again
            "
"289","Love how it fits in my hands. Very fast, good camera, great display. Makes anyone who doesnt have one jealous cuz i still have an audio jack XD
            "
"290","Received quickly and in pristine condition.  The phone is great and performs well.  I always buy last year's phone after the new model comes out and this renewed and unlocked phone didn't disappoint.
            "
"291","Me ha llegado eso si en perfectas condiciones pero el Samsuy Galaxy S9 no el S9 plus !!! Me he sentido estafado . Ya que estoy fuera del pais y no puedo devolverlo
            "
"292","S9 is a good phone. Not much missing from the s10 except a heftier price tag
            "
"293","Phone looks nice but ever since I've gotten it I've been having wifi issues.. It either keeps saying internet may not be available or it connects but with terribly low internet speeds, so slow to the point where I can't even watch a simple video on youtube.. Really frustrating
            "
"294","Got this for my mom, great phone for less than new.  Perfect condition.
            "
"295","This my sister ordered, but she only has it 3 days, NO COMPLAINTS!!
            "
"296","I bought this as a gift for my husband and he loves it
            "
"297","This phone is easy to use, the camera is the best I have used.
            "
"298","No problems. arrived on time, clean and working great. Only wish it would have had one of those film screen protectors
            "
"299","I love the phone and quality product
            "
"300","I love that I got this phone for a great price it is refurbished and i have had it 3 days now and it performs flawlessly!!! I will be purchaing another phone from the same person again the packaging was simple in a nice white box it got her quick too..
            "
"301","Hooked this phone up to cricket. No problem
            "
"302","No issues yet. Had it for over a week.
            "
"303","Recomende this seller, great experience!
            "
"304","Item as Described. I had to return because I thought I had ordered the 9+.
            "
"305","It was in good condition. The phone works great.
            "
"306","Just as expected from a new/refurbished phone. Quality and usage as expected.
            "
"307","great phone
            "
"308","No me llegaron los audifonos y el cable cargador vino con defecto
            "
"309","Great condition, works perfectly!!
            "
"310","The phone is in good condition, like new but working only in loud voice.
            "
"311","Best phone I've ever owned.
            "
"312","Nice phone
            "
"313","This phone was supposed to be unlocked and compatible with T-Mobile.  It was neither.  It was a partially locked Verizon phone.
            "
"314","Very nice
            "
"315","Came with original charger
            "
"316","Phone does not work waste of money don't buy
            "
"317","So far so it was like haven't a new S9 plus. IT WORK GREAT!!!! Only I'm do miss all the other stuff it come with.
            "
"318","This is a great phone! I have had it since July. Beautiful camera and really fast. Easy to customize. Charges super fast!
            "
"319","Prerfecto pero falto la llave y los audifonos
            "
"320","This phone replaced my Note 3.
            "
"321","Very happy with this phone.  Delivered 2 days before promised.  This is a new phone.
            "
"322","I love the phone. It came looking like new. Buy u a refurb n safe money.
            "
"323","I was a little hesitant to go with this, but as of today (April 15th), I'm satisfied. My phone came quickly and seems to be free of any major defect. The phone runs smoothly and I didn't find any scratches or obvious problems with it. I think this is a pretty decent deal for being only one generation behind the current Samsung Galaxy S10. The brand new S9's go for at least $200 more than what I paid for this. If anything changes I'll update this. So far so good though. Also, fwiw, I have Straight Talk.
            "
"324","Screen quality and battery life are very good! Phone is in great condition! I just wish it would have come with a manual.
            "
"325","Like brand new
            "
