"","x"
"64","I just got this phone yesterday and so far it is an amazing phone! Great performance and beautiful screen! Upgraded from a Galaxy S8 and so far I'd say that it a really good upgrade! The fingerprint sensor in the screen is great and works well.
            "
"65","Phone was unlocked and brand new, but it is an international model. Therefore, I was unable to activate it.
            "
"66","This is fake. On the description it says US Version but is not.  Do not buy any of these phones. It¡¯s a scam.
            "
"67","Great phone the battery life isn't great but it charges up very fast, face unlock isn't that secure, and I have no problems with the in display fingerprint sensor.
            "
"68","Battery isn't quite as good as advertised.  Better than past models though.
            "
"69","First rate phone. Good value.
            "
"70","Muy bueno
            "
"71","Loveeeee loveee loveeee my unlocked galaxy s10+ got it before it was supposed to get it...Work great no problem or concern at all
            "
"72","Just perfection! I love the display, the camera, and the other loads of features it comes with.
            "
"73","Very good phone, used 1 month100% flat design, I chose S10e because of that reasonThis one comes with the Snapdragon CPUIt performs perfectly without any stuttering in FGO
            "
"74","My brother loves it
            "
"75","Got a lump of clay in some plastic wrap instead of the phone, wall charger, and cable. If I wanted clay, I'd go to a local creek and not pay $900
            "
"76","I love my new Samsung Galaxy S10 ! This screen size is phenomenal and the camera on the S10 is outstanding! Thanks Samsung
            "
"77","Llego hace una semana y todo me parece perfecto, lo que pedi me llego al 100, version 512Gb unlocked de fabrica, satisfecho!!!
            "
"78","this is a really super cool phone. the look ,design ,camera everything....there is nothing which I don't like
            "
"79","Excelentes camaras, una velocidad y fluidez a la hora de utilizarlo increibles.
            "
"80","Definitely recommend changing out the screen protector but other than that the best phone I've ever owned !
            "
"81","Ok, so I think thst this is a great phone, and while everyone's experience will be unique, I traded in my Galaxy s9, so just a couple of things that stand out.  The camera on the s10e has some new cool features, and the image quality is a bit better than that of the s9.  It takes just a little longer to charge the s10e than s9 (using Noot quick-charge).  I really enjoy the ultra-wide lens camera, that's something that LG been having for a long time, and I'm glad Samsung picked up on that.  The finger-print sensor can be better, will see how it is down the road.  I got a Supcase case (check the Cnet's drop test article, Supcase scored really well there).  And of course, the new wallpapers are amazing:)
            "
"82","La huella no siempre responde como debe de ser.
            "
"83","Phone came sealed in factory box with ear buds and charger and usb cable
            "
"84","Love it, it took a really long time to arrive but once it did I fell in love
            "
"85","Do not buy any of these phones. It¡¯s a scam. They sent me one phone that doesn¡¯t work
            "
"86","Very easy to use and set up. Loads of fabulous features.
            "
"87","The camera quality blew my mind , and so bright, worth every penny.
            "
"88","Awesome phone. I love it!
            "
"89","This is the best smartphone that has ever been made
            "
"90","Excelent prodruct
            "
"91","The best smartphone of 2019. Hands down
            "
"92","The style of the phone
            "
"93","Is there should have a clean plastic case include?
            "
"94","Best Samsung flagship.
            "
"95","no sta desbloqueado
            "
"96","I received my att Samsung s10e march7th and set things up March 8th fully. I had a little bizarre problem setting up, but did a factory reset and this phone is AWESOME! I give FULL FIVE STARS. I was a two year owner of Samsung s7 edge with KNOX setup and those that have this know how slow things can get. With S10e all problems gone! Vanished! It is blazing fast. Same apps. 6GBemory now. Probably faster 128GB phone flash memory. Reusing my 128GB Samsung micro SD card. It's easily 10x faster and no delays compared to S7 edge. Att was giving a very great deal on these with 2 year commitment. Its physically smaller than s7 edge but bigger screen. Fingerprint sensor is in logical place and I use it all the time. Build quality is excellent. When I upgrade family, will be on these devices!!!
            "
"97","I miss my s9. The s10 fingerprint reader is very slow and often fails to recognize my fingerprint. If there is any dust or moisture on your finger, it won't work at all.Considering the size of the battery, I thought it would last forever, but it's no better than the s9.The camera specs looked amazing but the low light performance is underwhelming. The video quality is very good, but many of the features are disabled when using UHD@60fps, no video stabilization or tracking auto-focus.
            "
"98","Ordered this as a birthday gift for my sister.  She took it to Verizon to activate it and was told the IMEI was already linked to someone's account.  So essentially the phone was stolen and resold.  Going through the return/replacement process right now.  Hopefully the NEW one isn't also stolen.  I'll update this once we find out.
            "
"99","Overall, I'm sorry I upgraded. It's fast good processor and lots of ram, but the fingerprint reader is clunky and the Bixby button is a total deal breaker. I don't think I'll ever buy another phone that has such a button. I'd hold out for something else. At $1000, you should be happy.
            "
"100","Everyone knows how great the phone is in pretty much every aspect, but I will address the two most annoying things about this phone and the solutions that worked for me.1.  The fingerprint scanner is fancy and supposed to be secure, but it failed miserably when I saved my fingerprints the first two times.  I had about 50% recognition only, if that.  I thought I had it figured out with a pattern of scanning the print, but then I found a video on this trick and worked better than anything else I tried before.How to fix it:  Instead of scanning the same fingerprint 16 or so times at different angles, to get one single fingerprint profile.  Start scanning once your right thumb, for example, and when repositioning instead of placing your right thumb again, use your left thumb, then your right thumb again, and so on until you complete one fingerprint profile.  I was amazed on how fast and how accurately the phone recognized both prints.  Almost 100% recognition now.2.  The badge count was, on purpose, messed up by Samsung.  For example, when you swipe down and dismiss a notification, the badge count goes away, counted as addressed.  Some people like the way Samsung did it, but I do not.How to fix it:  The is no way to fix this with the stock Samsung one UI.  I had to install Nova launcher Prime.  This allows the count to remain when you dismiss a notification.  In the same way, if you have 50 emails, and delete one, the count will go down by one on the badge, and not make all of them go away the Samsung designed it.I hope this helps someone not be as frustrated as I was.
            "
"101","Just got my S10 (128GB) yesterday. Best phone I've ever owned, no question about. Improvements over the S9 - it's faster (snappier response to pretty much everything), the screen is very impressive, and it's somehow bigger and smaller at the same time (more screen, less total device volume). The on-screen fingerprint scan is nice, but I had become used to the old one just fine (although, I suspect I had perpetual fingerprints on the S9's camera lens). The facial recognition is MUCH faster than the S9. I have not yet exercised the camera enough to declare it's value versus the S9, but I always found the S9's camera to be excellent. So, 5 stars for the phone itself, hands-down.Now... Samsung. Every time I purchase from them directly there seems to be some ""gotcha."" This time it was the ""free earbuds"" offer, apparently I missed something in the fine print at order time so I'm out of luck. OK, I would have bought the phone anyway, but they seem to over-promise and under-perform. I'd prefer they just promise what they can deliver and deliver what they promise. Why sour me on a terrific phone over some bogus marketing offer? (Just for reference, when I bought my S9 I went through a similar jumping-through-hoops process). Anyway, that's why a terrific phone earns only 4 stars instead of 5.
            "
"102","Exceeded my expectations!. Outstanding battery life compared  to any other phone I have ever owned including the note 8.  The screen is awesomely brigh,  face recognition and fingerprint sensor works great - for the 1st time they got it right. Also, photos fantastic I don't need my nikon anymore. The video is smoother than any cell phone I have used. Has a smaller footprint than the note 8 with the exact same screen size.  It breaks my heart to ding them one star for all the junkware that came on this phone that I had to remove -  plus preinstalled a CNN app that I cannot delete so I could only disable it. Other than that is an awesome phone.
            "
"103","Don't bother buying this phone it's already over heating on me and only had it 3 weeks! It gets so hot during phone calls you have get off the phone and turn it off for awhile to cool down. I have sprint and they have tried a hard reset and still hasn't fixed the problem.
            "
"104","Dont listen to any bad review cause obviously they are just hating and dont even have the phone yet, smh.
            "
"105","Whyyyyy better than the iPhone Xr
            "
"106","I had a Galaxy S5 and liked it much better. The only plus for the S10e is longer battery life. They did away with Frequently Called Numbers which is the number one feature for most users. Now you have to go into your phone book and find the person you want to call. They also made it where it is not compatible with my 2010 Ford SYNC system. I may have to look into I-Phones next time.
            "
"107","The GS10+ is a great all around phone. It's fast. It's well designed. I like the hole punch compared to the alternatives. Too bad the camera is downright mediocre compared to the competition. In a world of Pixel, Huawei P30 and iPhone, Samsung has to do better.
            "
"108","This is an all around amazing and beautiful phone. The fingerprint scanner is extraordinarily fast, the screen is so so so beautiful, the camera is so clear and I use the ultra wide angle all the time. I have found myself taking pictures way more times than I would regularly do with my old phone.  The face recognition isn't the best. My sister, who happens to look a lot like my,  was able to unlock my phone. The hole punch is barely noticeable, and the battery is great. I usually end the day with about 30% but that will vary with your own usage. Overall it is great. I have added some pictures I took with the great camera
            "
"109","It's a good phone way better than the 9
            "
"110","Came from an S7 and I'm so happy I got this phone. It's fast, battery lasts all day, the cameras are great and very versatile. On top of that having the possibility of adding extra storage and a headphone jack are what made me choose the S10 over a Pixel 3. The fingerprint reader can use improvement but I use the face unlock, so it doesn't bother me much. I can definitely recommend the phone.
            "
"111","Best phone of 2019.
            "
"112","Love it! Perfect size!
            "
"113","hold up this has to be fake one reviewer said that the fingerprint scanner on the screen...this a s10e fingerprint scanner is on the side.
            "
"114","Love it traded in my galaxy s9 for the 512 gb model. Best phone I have ever owned.  Battery last me over a day and a half.
            "
"115","I am so disappointed and annoyed by the fact that there is no indicator light to let me know if I have a message, missed call or even if my phone is charging or finished charging, that I can't focus on any good aspects of this device.
            "
"116","Perfect size for enjoyable experiences on the S10e, it comes equipped with everything you need to customize to your own benefit!
            "
"117","No airports. Mega disappoint.
            "
"118","Guys , please mention it is an international model with dual sim slots. If you need USA model please ignore this dealer
            "
"119","<U+00A0>I have just received that phone yesterday. It is amazingly fast comparing to my old Samsung phone. I have yet to discover all the features.Phone came with fast charger, Samsung headphones, charging cable, Micro USB to C adapter, opening tool.  I was able to easily activate it with Metro PCS. I took my old micro Sim card of my old phone, made couple of cuts on the outside of that card I made it smaller to the size of a nano sim card required by Samsung Galaxy S10e.  I was done with activation it within 15 minutes. Everything works perfect including calls over WiFi.So far I am pleasantly surprised with this phone. With included adapter, I connected this phone with my old phone and transferred all my data and apps to new phone in less then 5 min.I have to admit that this phone feels a little bit slippery and in my opinion requires a case to handle it better.Front screen protector feels extremely smooth so there are no fingerprints on it. It feels glassy smooth. Amazing.Now, when I'm writing this, I've had this phone for almost 5 days.  SCREEN:From what I have seen so far, the Camera and a Video quality on this phone is superb, just like I read in various reviews.I recorder couple of video clips and when played on this phone I was blown away with how sharp and crisp the picture look like. My friend, when he saw that asked me if this was 4K display. It is so amazing.Also, this display has really dark blacks and all pictures and video looks better on it then on my LCD monitor or my TV.  CAMERA:Camera has lots of features that will take few hours to explore. I love 2 lenses, wide and regular that allow you to capture everything you want. Picture quality is Amazing. Photos taken with this phone look better then from my regular camera.This s10e has optical image stabilizer when shooting video. There are 2 options. Stabilizing and smooth stabilization. Both of them give you super smooth video. Video stabilization on this phone is better then on my $600 Sony camcorder with optical stabilization. I was amazed how much better footage looks comparing to my Camcorder.Again, I was blown away but LOW LIGHT performance of this camera. I was taking pictures in very low light conditions and picture looked perfect. I can take much better low light pics then when using my regular camera.  BATTERY:On my first day I was using it almost nonstop trying to learn all the features and battery lasted me all day. It was 23% at 8pm. There are great 3 battery saving modes that allow you to adjust battery consumption and your app power load. I posted a pic showing my battery at 35% and in most restricted power mode I have more then a day of battery left. With this extreme mode you still have access to your email, Web, SMS, camera and gallery. Love this option.  FINGER SENSOR:Finger sensor is on right side. Once I scanned fingers I use to unlock it works 99% on first touch. It is fast and easy way to unlock your phone. Super easy to use.  BIXBY:I think it will take a while to use BIXBY more frequently but I see potential in this Samsung version of Alexa.My old Samsung phone had option of speech recognition in Polish for typing. This one does not and this is a bit disappointing.I will post more updated as I learn more about his phone.Manual has more then 200 pages and I really need to go through it to learn all the features.I've posted few pics taken with this phone as example of perfect camera quality.Enjoy you phone. It is worth it.UPDATE: May 9, 2019I stopped using Bixby. It's useless. I started using Google assistant 3 weeks ago and It is 100 more superior to Bixby. Google assistant can understand my accent, whenever I speak foreign names to dial my phone. Bixby could not even understand name Jose. Google assistant rocks on this phone.
            "
"120","I had very high hopes for this phone because of the form factor but my S9 is just so much better!  First, the haptic home button is gone!  If you have any security enabled you cannot long press the home button to bypass the lockscreen, double tap to wake will not do it.  The call quality is not the greatest, the signal strength is terrible compared to my S9, the fingerprint scanner is WAY too high and the smart lock feature barely works even after GPS calibration!!  UGH!!I am reviewing just the S10E!  I have not used the other S10's just to be clear.  Sad they choose to lump all the reviews for all the S10 line but that is not my choice.
            "
"121","I can¡¯t believe how horrible the fingerprint scanner is on this thing. During setup I had to push way too hard on the screen for it to register my fingerprint, and once set up it failed to recognize my fingerprint more than 50% of the time. I tried different fingers and tried re-registering them twice. Even tried a factory reset. Huge disappointment, had to return it. Getting the Note 9 instead since it¡¯s $350 off.
            "
"122","Finally upgraded from my Galaxy S5.  This S10e is FAST.  I love the new UI. It's very easy to use and intuitive. The battery so far lasts an easy 15 hours with wifi on, streaming videos and TuneIn radio. I got the 256Gb model which is a lot of space coming from a 16Gb phone.  Plus I added a 400Gb SD card.  Purchased a VAVA usb-c hub and the S10e switches to DEX mode on my 55 inch tv and works perfectly. Call quality and volume are great. The wide angle lens camera is excellent.  PRO mode lets me shoot in RAW mode for more photo editing ability. The side fingerprint scanner is a little high in the placement but I'm getting used to it.  It is extremely fast in response time for unlocking.  The phone arrived fully sealed in it's original box.  One thing to note.  I thought I read somewhere that the S10e comes with a case in the box.  This was not true.  Not a big deal.  I just had to order a new case to go with the phone.  Overall very happy with this purchase
            "
"123","Bought this to use as a phone, of course,  and something to play PubG Mobile on. The S10 is way more unstable and buggy than my S9 as of right now. The S10 is as fragile, if not, more fragile than the S9. Accidentally dropped my phone from my computer desk and now the whole bottom right of the screen is full of cracks and completely shattered in a concentrated spot. Very disappointed. So far, I haven't seen any real improvement over the S9.
            "
"124","I love this phone.  It was a pretty seamless transition from my old S5 to the new S10+.  It's fast as lightening, has almost as much memory as my desktop computer, and I haven't had a single issue with any apps I've put on.  Getting used to not having the indicator light was a little weird, but the ""always on"" function does let you know when you have notifications while the phone is sleeping, so you just have to get used to using it a little differently.  Other than that, it has all the bells and whistles of new tech with the familiarity an Android user would like.The one thing I was really unhappy about was the offer of the free Galaxy wireless ear buds if you pre-ordered.  THE BUDS DID NOT COME WITH THE PHONE.  Samsung makes you register and wait for an approval before they give you a STORE CREDIT that you can use to buy the buds with.  But wait!  There's more!  They must have only had about 100 of the buds in stock, because they were gone when I went to order them with my credit, one week after receiving the phone.  That was SIX WEEKS AGO and they still don't have them back in stock.  When I went to the Samsung site to ask when they'd get them in, the only thing I was told was to put them on my ""wish list"" and they would notify me when they were back in stock.  Oh!  And the credit EXPIRES ON SEPTEMBER 1ST.  So if they choose to not stock them until after that, you are SOL if you want the supposedly free item for pre-ordering.  Nice scam Samsung.  I won't fall for anything you offer for free again - and will likely ditch using your phones too once this one dies.
            "
"125","So I have been using the phone for a bit over a month now. Often I find myself using the pattern unlock vs using the finger print reader, as it can take a few times to get it to unlock with my thumbprint.Battery life is just meh and it seems to take a long, long time to charge. I bought a wireless fast charger that was Samsung and Samsung certified but it takes like 9 hours to charge up the phone if I let it get down to 10 to 15%.  https://www.amazon.com/gp/product/B0797F2V5C/ref=ppx_yo_dt_b_asin_title_o03_s00?ie=UTF8&psc=1Corded charging does work better but it's still a slow charge compared to the nexus 70% charge in 15 minutes.I have used the built in batter saver app and even cutting everything down and scrimping wherever I can I find it drops 10 to 15% of its charge overnight just sitting on the dresser doing nothing. If I am using it to just listen to music a few hours can eat 30 to 40% power. This is not streaming, its music that has been downloaded to the phone. This seems like way too much power usage for this.The screen seems vibrant and colorful. However, It also has wrapping issues, where text and the picture often are fitted off the edge of the screen. I was looking through the Samsung app store and they had an advertisement for one of the apps. It took me a couple minutes to figure out one of the words as it was so far off the screen. The word was world and all I could see was the WO...I find this annoying. The screen is also smaller than what I expected the Plus model to be.I did like that it integrates with my car pretty well and the maps has a cool feature that will allow you to display the map from a satelite view. However, I found that if i tried using this mode while trying to play music, the sound and map developed stutter and played choppy. However, I did like that it (in general) did actually show the speed limit of the roads I was traveling and I never saw that on my old Nexus and is a feature I missed that you see in almost every cheap GPS unit.Cellular signal is much worse than my previous Nexus 6 P device. I often find in places where I had 3 to 4 bars of signal on the nexus I often get 1 bar and I see the dreaded ""no signal icon"" pretty often, especially when on the drive home. Once again, my Nexus did not have this issue, so I have to assume that the antenna in this unit is just not as good.I do like the Bluetooth on the unit, it has a setting that lets it send Bluetooth to more than one device. I think this is a great feature and something Bluetooth should have had for a long time now. It also seems to remember the volume settings for individual devices. I really hated on my Nexus having to constantly turn down Bluetooth for my headset and then turn it back up the moment I hopped in my car.I do not like their Bixby app but there is a whole button dedicated to this ""Samsung"" app and although I tried disabling the app and the button. Neither were completely successful and there is no way to remove the app.Overall it¡¯s an okay phone but for what this thing costs it should be a great phone. $500 to $600 tops in my opinion would have been a much more fair price.I also did not like the fact that Amazon just tossed the phone in the shipping box, not inside of the S10+ box like it should have been so mine arrived with a scratch on the screen. I do not blame Samsung for that part though.
            "
"126","Loveeee the phone. It's amazing without a doubt.I really thought the S10 would be fine for my hand size....guess time to go for the +
            "
"127","I travel all over the US and Europe and this phone works great.  Sleek form, fit, and function-- A+.  I purchased an armband for running/working out and the phone has had zero issues.  Important note to all purchasing, the phone 'comes with a pre-installed screen protector' which is solid.  My wife has long acrylic fingernails and was unable to peel it from the screen.  Overall I'm satisfied with the phone upgrade (upgraded from an S7 Edge).  My only issue is all my previous charging cables for the S7 are null, as the S10 has a different charging port requiring me to purchase new charging cables.
            "
"128","The box came open and while I ordered black I recieved silver and the phone came scratched.
            "
"129","I upgraded from S9+ to S10. In general it is great smart phone. One of the great feature that the processor is super fast with downloading or surfing the web and very stable. However I have the following downsides on the S10: 1. The finger print recognision is not as easy or smooth to unlock the devise, S9 finger print is faster and more accurate. 2. Battery life in S9+ does last longer than the S10.
            "
"130","The phone itself is beautiful and works well, battery life could be better. I received a phone that has issues with connectivity to the network. In talking with the sprint customer service it seems like I'm not the only one experiencing this.
            "
"131","Very nice phone but this model of the phone does not let you turn off the camera shutter sound no matter what I have tried in the settings.Someone please tell me how if you have found a solution other than using a 3rd party camera app.
            "
"132","The phone arrived, but I thought pre-order comes with wireless buds
            "
"133","Finally I can confirm that Samsung truly makes the best smartphone overall.Huawei is knocked down now and iPhones are technically way weaker phones.Screen, camera, speed and battery are out of this world.Thumps up for Galaxy S10.I used to be iPhone customer for many years and now is over.
            "
"134","I bought this in ceramic white unlocked. This is supposed to have the dual sim but it seems like you can only put one nano sim and one micro sd.
            "
"135","I preordered the S10e and received it 2 days before official release.  I was stoked they were sending them out early.  I won't go into much tech detail since others will do that for me.The pros is I love the size, weight, and overall appearence of the phone. Camera is great.  Getting accessories is alot easier than my S7 Active was.There is only 3 cons to this phone.  The first is the battery. Mine wouldn't last nearly all day. I had to turn off and disable almost every app to preserve battery life.  So after being at work with it on silent for 8 hours then coming home and using it to play games and shop amazon for 5 hours. It was 15% by the time I went to bed. 2nd is not a biggie since I imagine I'll adapt soon.  The edge to edge screen is awesome but if u play any games you need to hold the phone with your fingertips because the slightest bit of skin hits the edge of the screen and you will be doing something in your game you don't wish too. Lastly the colors aren't as vibrant as my S7 Active. Side by side and the clear loser is s10e. Maybe there is additional settings I don't know about yet but I eventually get around to looking it up.Conclusion:  I will keep this phone and continue to use it (mainly because I can't return it and will give it a decent chance), since the only thing I do on cell phones is make calls, text very little, occasional web surf, and mainly play games.  I did keep my S7 Active.  Dispite the S7 Active being 3 years older it still has a superior battery, it will last almost 2 times as long as the brand new S10e.  Any trips or hiking I do I will switch the sim card back to my trusty workhorse.
            "
"136","My last Galaxy was a S8. Samsung has made some changes since then. One of the most noticeable for me is the strong push to use a Samsung account rather than a Google account for apps and other features. This made it difficult to set up the phone as I wanted. I didn't keep it.
            "
"137","Just received my new phone. Very fast delivery, every thing looks good.
            "
"138","I'm glad I bought this expensive a** thing. I regretted it at first, but I mean.. its a phone. Its OK to spend this kind of money on a device that rolls with you 24/7. It's specs are beefy and I havn't had any real issues.
            "
"139","Great seller and, I loveee my flamingo S10 phone which I couldn't get in Canada so I ordered it to my hotel during my recent trip to Vegas.  I love everything about Samsung's minus battery life and find the fingerprint annoying most of the time so I just use my password  I purchased a clear case with pink edges off Amazon as no kiosks had nice cases that were clear. Highly recommend.
            "
"140","This is a really good product. First I got the empty  box, then replaced it with new one. No complaints  about that now. But s10+ is really cool, it's factory unlocked.  Works with all networks.
            "
"141","I just got my phone yesterday  so I'm just getting  used  to it. So far it is great. I love the camera. How fast it is. But the home ""button and back button "" aren't really buttons they are right under the keyboard  so I end up hitting  them all the time. Only drawback so far
            "
"142","Yes I like it very well especially not having an edge screen. I really like a flat screen better. It¡¯s very easy to work like my s9 was.
            "
"143","Seems like the best Galaxy that has come out so far.
            "
"144","Like the color & ease of transferring data/apps
            "
"145","excelent
            "
"146","Best phone by far, would like if the fingerprint sensor be better . Camera is excellent
            "
"147","Refund..
            "
"148","Fantastic.
            "
"149","Great phone
            "
"150","Excellent
            "
"151","I ordered this for the snapdragon 855 processor and  US warranty. Instead I realized that I had received the slower international version with the exynos processor that is even slower than the s9 processor. The model number of the phone I received is completely different from the model number on this page. The US warranty is also not honored. I found this out after setting up the phone and looking under the about phone option. I am returning this phone for sure. Don't buy it here and risk getting a inferior phone when you are paying 1000 dollars. It's really disappointing.
            "
"152","Overall I'm quite happy with this phone, but I do want to share a few small quirks and annoyances I've come across.I like its overall size, though it does seem a bit heavy.  It is small enough for me to slip into a pants pocket, but because of its weight I definitely know it's there.  The display is beautiful, and I love that it goes all the way to the right and left edges of the phone -- in fact, there's an ""Edge"" feature which allows you to pull in a special customizable folder/menu from the side of the screen just by swiping it.Now, a few quirks/tips:1) The fingerprint reader does work, but as other have noted, it seems to be finicky.  Through trial and error I have discovered that one of the most important things you can do to assure your finger will be read properly is hold it VERY still while it's pressed to the sensor.  Yes, you do have to press with sufficient force but not ""too"" hard, but I have found that the amount of pressure I exert seems to matter far less than holding my finger very, very still against the sensor.2) The power button is on the right side of the phone, and the volume up/down buttons are directly across from it on the left edge of the phone.  Unfortunately this means that depending on how I'm holding the phone, I often end up pressing the ""volume down"" button while I'm pressing the power button, which causes the phone to take a screen shot.  It's not the end of the world, but I end up having to delete a lot of unintended screen shots.3) As others have noted, you will definitely want some sort of case for this phone, as it has virtually no grip and it would be sad to see it hit the pavement.4) I have heard some people complain about the type of screen protector the phone comes with.  I, for one, have left it on the phone because I actually like its feel -- it is smooth and doesn't seem to have much ""drag"" on your finger like some of the silicone-type screens.
            "
"153","Its a good phone.  Not great but good.  Going from the S7 to the S10 was quite  change since the front physical button went away.  I love the full screen but definitely miss my button.  The fingerprint detector normally takes me a few times before it unlocks which is the only main frustration in my book.  The second minor grump is sometimes when it is unlocked the screen looks as if its still locked so I continue to touch it before I notice that it is actually open and you just need to swipe to make it look open.  Maybe they could change the blur to the app icons immediately when the fingerprint works?The speaker is a huge improvement.  Music and phone calls sound even more clear than with the S7.  It also seems to have a much louder volume ability with apps such as spotify which was an issue with the S7.  The camera(s) are a big improvement as well.  Lots of photo options and even better pics in dim areas.The processor speed is also noticeable.  It opens apps and slides flawlessly.  Very smooth operation and video is almost instant.  I am pleased with the purchase and am hoping they can fix the few bugs mentioned before with software patches.
            "
"154","Summary: Great upgrade from Galaxy S7 in terms of screen resolution and speed.Pros: Bluetooth distance has improved, battery life is better, fast response time (using Nova Launcher), very good signal, improved storage space, fingerprint reader works great for me, body feels solid and looks amazing, unlocked version runs almost all the Verizon branded apps, USB-C is fastCons: Fingerprint reader is hit or miss,high price, latest Android OS unable to record calls with ACR (thanks Google!), needs protective case for curved glass, not a lot of color choices, doesn't run all the Verizon branded apps, USB-C requires changing all non-wireless accessories or getting gender change adapters (they're cheap but an inconvenience.)Conclusion: Even without a good trade-in deal and 24 months same as cash financing, it's a worthy upgrade.
            "
"155","+rants=Get this one (Snapdragon 7mm), not the Exynos (8mm) because it's faster!, I come from an exynos region but ordered this one in because I always knew of that discrepancy in performance between the variants over the galaxy s history. Check the benchmark reviews. Also, this one has FM RADIO receiver in it, just plug in a headphones to act as the antenna and use NextRadio app to not stream, but receive actual fm radio signals from the local area. The Adreno GPU is faster than the exynos one by a good margin if you're going to be playing games like PUB-G. Bixby is ultra smooth on this, compared too ocassional hiccup on the s8. That 8GB of ram surely helped there. The One UI is the best i've seen so far... it has all kinds of new things in it. the software is alot more friendly now,-rants=I dont like the silver sides, preffered the all black like s8. (getting a black/+ish case to help with this), and the hole punch notification led simulator isn't enabled yet for some strange reason? - i dont want to have to install 3rd party apps for this which will drain the battery! this should be part of the system right now. edge lighting is so old and the other option is to use the camera flash what the hell? The fingerprint sensor could take some getting used to, it's advised to register the same preferred finger 2 or more times to improve the hit-rate, and i've done that and it works (samsung is planning an update in the near future to improve this.that's all for now.
            "
"156","Screen is gorgeous, phone is fast and responsive, cameras are great.Here is the problem: the signal strength is piss poor. I never have full bars and the phone constantly drops calls and goes to roaming or no service. This apparently is a known issue (google s10 signal strength). Seriously, I can lay my phone without a case, right next to an s7 edge, both on sprint, and there is a 10% signal loss on the s10. Samsung gives me the run around. I wish I had never bought this phone. I¡¯ll tell you this much, after using Samsung phones for over 10 years, I will never buy another one.
            "
"157","I have been using S10+ since last week ,and I have recently upgraded from s9+Pro's~Looks and feel is great~Runs fine~Camera is awesome~Awesome dispalyCons-:Samsung really need to step up when it comes to basic .~Very poor network reception, many places my s9+ have 50% more network connection.~When you are taking a call from Wifi and move out of network the call disconnects(Whatsapp) , this was not happening in s9+ although there was 2/3 sec interruption . Wifi to LTE movement is not seamless~Fingerprint sensor is crap beyond imagination -Really really shit~Samsung support is not upto the mark~Crappy return policyI will update more as I spend more time with this phone .I am very very dissatisfied
            "
"158","I really liked my new Galaxy s10+ but one thing bothered me so much I returned  the phone: I cant put Alexa on it and I cant get rid of Bixby. I guess I wouldn't mind Bixby being on the phone if Alexa conversation worked but it doesn't and after trying for quite a long time, I decided to return the phone and find something that would work better for me. Too bad, but that's how todays technology is moving
            "
"159","I was a huge fan of all Samsung phones over iPhones for years.  HOWEVER, SINCE THE NEW SOFTWARE UPDATE THAT DOES NOT ONE TO DISABLE BIXBY, I AM CONSIDERING GOING BACK TO APPLE OR GOOGLE.  BIXBY IS ANNOYING... IT IS ALSO A DATA MINING VEHICLE FOR SAMSUNG.... IT WAS OK WHEN YOU COULD DISABLE IT.  BUT NOW YOU CAN NOT.SAMSUNG, THIS IS NOT OK!!! DO NOT BUY THIS PHONE UNLESS THEY ALLOW US TO DISABLE BIXBY  !!
            "
"160","Easy for vendors to say what a great phone this is, but for a newbie it sucks ! There are way too many features, that only sometimes work, but then maybe I just got a bad phone! There are not many videos yet on this model,so you are pretty much on our own ! The phone does a really good job of interrupting what you are trying to do with lots of advertising. If you need a basic phone, don't bother with this phone !
            "
"161","Great phone, camera is awesome.
            "
"162","The Galaxy S10 has brought back the joy and extended the usability of a smart phone in 2019.
            "
"163","Great device. even better than I expected
            "
"164","Love this phone its light narrow enuff for one hand .My earbuds are on the way from Samsung. Yes if you preordered you qualify for them it's just a simple process you do through Samsung app shop app registration is easy.its fast phone only problem is my first one .you could only add 8 apps to sd card. Turns out this one too is the same way Samsung doesn't know why
            "
"165","For the most part I like the cell. However,I've had technically issues. I had to contact straight talk to assist with my data being picked up and they had me add an APN just to take care of that problem. Next two issues are with the text messaging. There is no archive feature for my text like I could do with my other cell. On top of that, I can receive attachments but not able to send any. I talked with straight talk support, Samsung support twice and even Amazon support, and no one could figure the issue. I even did a factory reset and still nothing. I'm returning the cell and ordered another that is sold by Amazon and not a different seller. If it doesn't work with the replacement then I'm done.
            "
"166","Love this phone. Have not used face thing yet. I think it's the best phone I've bought in awhile. I still am finding out great options that I didn't know it had. The camera is amazing.!!!
            "
"167","Anyone has the right to buy whatever they want, u have to be sure of what u want..... I'm never disappointed with the galaxy Fam! (:
            "
