"","x"
"98","Upgraded from a Galaxy S5, a lot of improvement. Love still using the Micro charging cord. Love the double click on the home button for the camera. Easy to maneuver. Faster. Battery life is awesome after having to replace my S5's battery to last me more than half way through the day. Charges fast with an off brand charger too. I've never been one to buy a brand new phone, my refurbished ones always work well for me!
            "
"99","This phone does what I need. It isn't so large it can't be put in a pocket, which is important to me. I put a Zagg screen protector on it and have it in a case and with a bit of luck it will last a couple of years. The cost to replace with a refurbished was about the same as I anticipated spending on repairs. Unfortunately, modern phones with water resistance include glues that are difficult to remove to make a repair a self-service option unless one is truly determined.
            "
"100","I ordered this, came in three days, took it up to Verizon, and within half and hour I was on my way with seemingly a brand new phone.  I do not see any difference between my phone, and my sisters who we bought brand new from Verizon a few years ago.  It was very easy, and affordable and worked like new at Verizon.  The phone itself was blank, with generic Google apps.  No earbuds, but that wasn't in the description.  It did come with a charger, and plastic wrapping around it.  I had a really great experience, would do again.
            "
"101","Packed well. It arrived Monday and I only ordered it Saturday! This phone was sold as as refurbished, but it seems just like a new phone. I see no evidence that it has been used and the battery performance is great. I paid a little more to get it quick but it was way worth it!
            "
"102","It's been just over 3 months since I bought the phone, and already the charger port is finnicky and a pain. I will add, I only charge when the battery is low and never overnight. If the phone isn't held at a specific angle, it will not charge. Should have just bought the s8 from Verizon directly.
            "
"103","Buyer beware! It says Verizon Wireless but these are not Verizon Branded phones. That means no voicemail and several other key apps that can only be pre-installed by Verizon. You cannot get these apps from play store or anywhere else.
            "
"104","No, it wasn't a hundred percent perfect, but I still count this galaxy S7 as the best phone I've ever owned. The battery life sucks because Samsung add bloatware to a perfectly good phone with an excellent battery. That's why I looked to root it, remove the bloatware, adjust it for better battery life. It takes nothing away from the phone, however. Excellent solid phone, and I bought it used and refurbished. Not a complaint over quality.
            "
"105","Advertised as a G930V (verizon) what was actually delivered was a 930U... no Wi-Fi calling, no voicemail notifications (have to dial *86 to find out if you have a voicemail)
            "
"106","Great phone everything's okay except the biggest issue is I have AT&T and does not work well because it's a Verizon phone so many of the features like receiving texts and pictures does not work if it's not completely compatible with other carriers
            "
"107","Was not notified that the device was rooted, the whole reason why I was sticking to Samsung is to use the Samsung pass and pay, did not even bother inquiring about having full functionality on the Samsung.
            "
"108","So far this has been the best phone that I have owned. I like that you can use a stand to charge it instead of plugging in the USB wire.  This is a CDMA compatible phone that works with Verizon. Since I use another ISP I wish that I could get rid of the Verizon bloatware.
            "
"109","Came on time. Came in prime condition. - The phone itself is absolutely excellent. I began using it every day, it even has made my life at work far easier. It counts my steps with Samsung Health, and is helping me to stay healthier. Great choice. Great smart phone!
            "
"110","battery life was just like my samsung 3. froze a few times within the first week. product was returned. however, company worked well with us and we'd use them again.
            "
"111","I bought this phone about a week ago and so far, I have been very impressed with it. It came rather fast and sooner than expected. When I took the phone out of the box, it looked brand new with no scratches or obvious imperfections. The phone started right up and the screen looked perfect. Overall, I'm very impressed with this phone and would greatly consider buying another phone from ths company in the future.
            "
"112","Tried to activate my phone with Verizon but it turns out that the device was on a list of lost or stolen phones and therefore was not eligible to be activated. In the few minutes that I did have the phone on and running the battery become increasingly hot.
            "
"113","This phone gets the job done and is danged thought too! I am in the army and this baby has been through the ringer. It survived Fort Benning humidity and Fort Bliss sand!
            "
"114","My company purchased a phone that had the operating system crash upon start-up. It was returned and requested a replacement. Well, the replacement starts up just fine with the Verizon logo and all but when I tried to activate, it's not compatible. Since this is a business account, I was able to get the rep to directly get with IT and they said this device, although showing verizon, is not a phone supported by the network. I will not make any assumptions why but something is not right. Rating: F
            "
"115","Phone works great and was a great upgrade from my completely broken s6. No scratches, dents, etc. Looks brand new. I just wish it had come with a Samsung charger as well.  The one it came with takes forever to charge and is just a cheapy. Great deal overall!!
            "
"116","After 1 month of use, it kept stating that simcard not found. I changed the simcard as well as the simcard tray but phone did not recognize the Simcard. Never dropped the phone. The phones condition is just like new like how I bought it. It's a hassle and pain !
            "
"117","Refurbished and battery had a overheating problem.  I found out after that refurbished phones do have this issue a lot.
            "
"118","My wife needed to upgrade her S6, but did not want or need the latest and greatest.  This was the perfect solution, and half the price that Verizon wanted charge.  It was easy setup and transfer from her old phone.  We are happy!
            "
"119","You drop it once you're screwed. It's all glass so it's not worth it.
            "
"120","Says it is Verizon phone (originally) I took it to a verizon store to activate it and transfer my # and they couldnt get it working. They ended up buying the phone from me and giving me a deal on a galaxy s8 plus.
            "
"121","Phone is great except it came with a bad battery. The battery only lasts for a few hours of light intermittent use after a full overnight charge.Update: the seller covered the cost of replacing the battery. Due to the good customer service I have changed my rating.
            "
"122","I bought the phone in September of 2018 for $230 and it worked fine until a week ago (May 2019). I had it in a locker at work, and at the end of the day when I went to use it there was a little blue light in the upper left corner. Nothing I do gets me beyond another light blue screen that tries to reboot it before shutting off... I'd seriously reconsider making another purchase from this company without buying a warranty of some kind.
            "
"123","Says its refurbished and the phone software says it's in perfect health but the thing can't even answer a call without jamming up. I can literally type an entire sentence and wait 15 seconds for the letters to appear. Garbage.
            "
"124","Arrived quickly and exactly as promised.  Works well!
            "
"125","Our second mistake.  We purchased this phone after making things mistake once before.  We purchased from another amazon seller hoping for a more successful experience.  Again, the phone came with an AT&T symbol on the back.  Uh oh. This phone was more dinged up and in worse condition than the first phone we purchased. We took the phone to a Verizon store to put on our plan.  It didn't work.  The phone will not work on a Verizon line.  They tried to help us sincerely, but to no success.
            "
"126","Phone was as advertised.  Phone connected to verizon network without any issues.  Did have an issue with charger and battery which Kiss immediately rectified.  I would buy again from them.
            "
"127","Fantastic Battery life, works exactly as needed. Definitely worth the price of not getting the newest galaxy for 3 times the price. Only issue is it appears to run slower then my last phone (Galaxy s5) but not by a frustrating amountBe prepared for endless updates when first starting the phone
            "
"128","There is something wrong with the phone, it doesn't always charge, and it when it does it doesnt always go to fast charging mode, other than that its a nice phone but i wish to have it fixed. I am definitely willing to give it a higher rate if the company can reach to me and fix it.
            "
"129","Extreme screen burn in you can clearly see someone left the phone on Facebook you can actually read stuff on the screen minor scratches and crack on finger print reader also received wrong color
            "
"130","Like this phone! Looks brand new. All functions and battery life are great. Was initially concerned with buying a refurbished phone, I couldn't be happier. Mine came from Cell Surfers for a very reasonable price.
            "
"131","I went from a S4 to this S7.  Shipped and arrived exactly as promised.  In perfect condition.  I shopped aroun, and the price was not to be beat.  I've now had it for a few weeks, and I have not one complaint.  Recommend the phone and the seller.
            "
"132","The phone i bought had some issues with it, but once I got a new one sent to me it had all the issues fixed. May be best to go with a different phone rather than struggle with the issues I had too. (Battery drain quickly, late shipping, low quality screen - burned in images)The new one works fine but the process was a struggle.Something to keep in mind is that the phone likely won't have a warranty on it from Samsung so good luck!
            "
"133","Product arrived in great condition. Some scuff marks around the micro USB port, but they were almost unnoticible. Other than that its looks like a brand new phone.I upgraded from a note 3, so I did have to change my sim card to a smaller format, so if your replacing an older phone just something to be aware of. Verizon changed my sim card for free, so wasn't an issue.At first felt tiny compared to the note 3, but I adjusted in few days. I am happy with my purchase.
            "
"134","the phone won't turn on straight out of the package, it goes to galaxy s7 when attached to  a charger and at no other time, then cuts back off. don't know who to talk too, because I removed the back to check if any parts were missing and the back plate cracked during removal, not sure if I can still return it or not. Not even sure who I should direct my questions too.
            "
"135","Cute phone, but the battery dies really quickly, even when I'm not using it and there aren't any apps open
            "
"136","Been using this phone for over a year now and it works great. When i first got it there was some deep scratches on the home button but other than that one cosmetic flaw everything works great and ive had no issues!!!
            "
"137","WeDeliverWireless - phone came damaged there are small cracks in the screen and the area where you plug it in to charge has most of the paint around it scratched off, when I purchased this phone before it was from SikkSound did a great job, the phone came in a flawless conditionEDIT: The phone no longer works due to ""moisture detected"" and is unable to charge
            "
"138","Big improvement over older Samsung phones. Refurbished or not it works and looks new.
            "
"139","I have bought several phones (new and refurbished) via Amazon and never had one so bad. Phone becomes extrememly warm when used or just charging, software is slow, boot up and set up don't even look like actual Verizon software.  Oh and it came in a small white box inside the amazon box, which was not secured with no cushioning so by the time I got the package the white box was open and the phone just out in the amazon box.
            "
"140","Arived faster than expected, in pristine condition. There was no sim caddy ejection tool, but a paper clip works just as well. This phone cam with factory released firmare and had to go through a dozen update cycles one after the other to get up to oreo with the december security release, so be patient and keep applying the updates, it is NOT in an infinite loop.
            "
"141","Wow, phone was perfect.  For the money it was great, looks good as new and all is AOK!
            "
"142","Present for the wife.  After a small learning curve, she is enjoying itShipping was fast and easy!
            "
"143","Love Samsung Galaxy. My S8 Galaxy shattered. So I bought this S7 and then wisely purchased a heavy duty Otterbox and a Square trade warranty. Couldn't be happier.
            "
"144","I totally forgot that it was refurbished. This phone has been as good as brand new since I received it.
            "
"145","Cell works great like my old one. No issues with transferring all my apps and info into it. Thanks.
            "
"146","WiFi on the phone stopped working TWO days after the warranty ended and CR Land refused to help us by replacing the defective phone.  TWO measly days after the warranty was over... Something clearly was defective and not properly refurbished with this phone and yet the seller did not wish to help us, forcing us to buy another phone from a company that stands by their products.
            "
"147","The banner says I purchased this . However I returned it because the micro usb charging slot held the usb loosely so did not charge consistently in the car or any situation that moved. Wireless charging was ok but I did not want to rely soley on wireless charging. Otherwise, the phone itself worked fine.
            "
"148","Looks and functions like new, at a fraction of the cost from Verizon.  And I don't see any issues with the battery life either.  My colleagues who seem inclined to empty their wallets for the sheer joy of spending on gadgets have sheepishly started asking me for the Amazon link for this.
            "
"149","I was a bit aprehensive ordering a refurbished phone sight unseen but I have to say it was everything described and a bit more.
            "
"150","The phone is just ok. Feels, like an amateur phone. I had more features on my galaxy5 and the screen was bigger. When I got it it needed so many updates that it took up alot of space.  Not happy with it. I wish I could return it. Acts weird.  No more refurbished for me!!!!
            "
"151","I ordered a G930v, planning to possibly unlock it, but when it arrived I was pleasantly suprised to find it was actually a G930u, so unlocking was completely unnecessary. Bonus! Although the phone is refurbished, it seems good as new. My only gripe is the lack of an IR blaster, so I'll be keeping my s6 around to control those odd devices I don't have the remote for (laserdisc, CED, vcr)
            "
"152","(This is my second S7 I have owned) Phone looks good, battery charges, stays cool, but doesn't seem to have the longevity as my other s7 phone. The charge cable appeared to be a Samsung OEM, charger was Not OEM, but quick charge capable. Got a chuckle with my ""return information card"" was for How to return my refurb Apple device and the steps to remove personal information.
            "
"153","Had to return at my cost for $12.50. Phone rebooted constantly. No trouble shooting would correct problem. Research suggest its operating system hardware problem. Maybe cannot be detected on standard precertified protocol checks. Vendor accepted return but I had to pay postage. Got replacement phone from same vendor but used Prime this time. Very satisfied with new phone. .
            "
"154","I love my phone, and use it with TracFone. We did have some trouble getting a charging cable that worked properly but the company has great customer service and sent me an extra one for the hassle at no cost
            "
"155","I just got back from the Verizon store and had them tell me the phone wasn't unlocked for them. The load in screen is for AT&T, and it has AT&T bloat ware on it. I dont think anyone even turned my phone on to test if it was a Verizon phone. The battery life is also ridiculously bad and dies in 4 hours of use. I'm about to try and send this phone back, hopefully they work with me. Do not risk buying from them.
            "
"156","I haven¡¯t had to use tech support yet, but the phone has been great! No signs of damage. A tiny bit of wear around the charging port but that it all. The battery has a great amount of life left in it. I can easily go a whole day with vigorous use and still have power left.
            "
"157","First time I charged the phone, it felt like it was overheating.  Then the next time was worse.  I returned it for full credit.
            "
"158","I don¡¯t think Amazon actually checks these out. I¡¯ve ordered two of these refurbished S7¡¯s and both of them had fatal flaws. One of them the camera was completely burned out and the other the battery wouldn¡¯t charge at all. The Galaxy S7 is a pretty good phone, I just wish I could get one that actually worked.
            "
"159","Phone was in good condition, sim card wouldn't read the Verizon card so it was useless
            "
"160","Should have been able tip use with my carrier, but it only works with Verizon. Slightly disappointed as I don't like Verizon!
            "
"161","Received a bad battery. The top of screen was cracked. Very disappointed that these are the standards allowed on amazon.
            "
"162","Bought 2 for my wife and I. We're with MetroPCS and I switched the sim card into this phone and followed the instructions that came on a card with the phones. It didn't work at first, so I went to the MetroPCS store and they sold me 2 new sim cards and they both started working just fine. Called to activate and they both work great. These were Verizon branded phones, so we had to disable some built in software, but no big deal.
            "
"163","The phone showed up in good condition very slight signs of wear, I think the whole refurbished thing might be a bit of a joke but it does carry a good guarantee  and is an easy return to Amazon if you are not satisfied. The battery on mine was a little week unfortunately but it will do
            "
"164","Both phones showed up on time and have been excellent. The extra shatter proof glass they provided for free was a nice bonus
            "
"165","Was unable to pull in a signal, most likely due to a problem with antenna in the phone. Phone still had time remaining on its original warranty,  so Verizon sent me a replacement phone.
            "
"166","Everything about this phone is great. We bought another one.
            "
"167","exactly what we were after works perfectly
            "
"168","Good phone so far, no activation problems for verizon, however the charger it comes with does not have the correct throughput so it takes 6 hours to charge. Buy a legit charger when you order
            "
"169","Phone was dirty with face gunge on the edges. I had to clean and sterilize it.Patrick
            "
"170","Very impressed for a refurbished phone, basically impossible to tell it was not a brand new phone.  Works fine.
            "
"171","I took a chants and it paid off. My Phone was like bran new and worked like bran new. I read most of the reviews before I ordered.
            "
"172","Had to return as phone was not working. Tech support started out helpful then I was bounced around between several different people and became a mess. Phone would not register letters properly when typed so couldn't access the phone.
            "
"173","Speaker doesn'tWork.
            "
"174","Useless without the pin tool to open the sim card port. Seriously people. How do you forget that!
            "
"175","I was a little scared buying a refurbished phone because of an earlier experience....  The phone came in a after market box, with a charger.  It was in very good condition except for some slight scratches on the home button which affects the finger print reader a little,which doesn't bother me
            "
"176","Charging area is scratched up, Facebook app image is burnt into the screen, It looks like they tried to pull the back of the phone off. It works, and that's what I needed, but I'm going to toss it and buy a new phone the moment I'm able to since this one is in such poor condition.
            "
"177","Received the phone,  looks good, but when went to activate it, i was informed by verizon that the phone wasn't paid off by the previous owner, is on a nonpay list,  and can't be activated it.I have contacted the seller, and will update when I hear back from them.
            "
"178","Looks and works as a brand new phone, at half the price. Activated immediately on Verizon, and works exactly as it should.
            "
"179","Just like all the other reviews say. Great battery life and very fast. Has a lot of other conveniences my s5 didnt
            "
"180","I'm always leery buying something used that's electronic.  I was not disappointed.  The phone looks like new and works great.
            "
"181","I bought this phone for my 11 year old son after buying a reburbished Google pixel from another website that we ended up returning because we couldn't get wifi to work on it.  I am very pleased with this phone. It's a great phone for a middle school boy. The price was right, it shipped fast and the battery stays charged for a long time as well.
            "
"182","I can't send or receive pictures and I lose calls left and right every time I'm more than. An hour away from home. This is ridiculous
            "
"183","Arrived in excellent condition. Was a gift for someone else, they didn't even know it wasn't new. Very pleased.
            "
"184","Pros: Phone came well packaged and in perfect condition. Works great in terms of functionality, not disappointed in the Samsung S series yet.Cons: Battery life very bad. Gets hot when downloading, loses 10-15% of battery in an hour under normal use...e.g. calling, whatsapp, some browsing. Thinking of returning.
            "
"185","I like this phone very much. However the refurbished model I bought has a short battery life, does not get me through a day. Also, the phone was sitting in my car no one touching it and I look down and suddenly it had a crack across the front screen. :/ :(
            "
"186","Waste of money. Phone was junk.
            "
"187","Bought two of these & have had them for a while, wife & I both have these & have e no complaints. Would buy again
            "
"188","Everything else considered, this was a good buy. However, one fatal flaw right from the beginning when I first turned it on, I immediately noticed there was screen burn in. It was faint, but it is definitely noticeable
            "
"189","Overall, the phone is nice and has some good features. However, when it arrived, The screen was scratched and the back had some marks on it too. The battery life is good (lasts about a full day).
            "
"190","Bought Samsung Galaxy S7 Verizon version, received an AT&T compatible phone.  That is very disappointing.  Was advised by Amazon rep to buy different version of Samsung Galaxy since same issue could be consistent with other Samsung Galaxy S7 Verizon.  So I got a Samsung Galaxy S6 Verizon
            "
"191","Super happy with my purchase. Phone is almost flawless. Some super minor, super light scratches, but I was expecting worse. Battery lasted me all day with moderate usage. No problems activating it. Couldn't be more happy for the money I spent!
            "
"192","Dropped this phone in 3 feet of water and didn't realize it until 4 hours later. Still works!
            "
"193","I've had this phone for ~5 months now and the battery is definitely showing its age (day 1, default setting- overnight- ie not using it all: 13% drain over 12 hours. As of this writing, 27% drain over 12 hours).  But other than that, everything was in perfect condition.
            "
"194","This phone has no problem with connectivity inside metal structures where my co-workers have difficulty with reception and dropped calls. Also, I'm experiencing improved Wifi reception over my previous phone!
            "
"195","The phone is absolutely stupendous. I had no complaints with it. However, after the 3 month warranty from DealFisher was up, not even a week afterwards, the phone turned off while I was asleep, the phone on the charger, and never turned on again. It only heats up when plugged into the charger. Right after the warranty was up... Meh. Very disappointed in this.
            "
"196","I specifically looked for a phone that said Verizon in the description. Photo shows phone saying Verizon on back.Yet, I get the phone and it says nothing on the back and it is all AT&T apps.So not impressed.I am the third person this has happened to and I am sure in a couple months we will see yet another review just like it!:(((((
            "
"197","Great condistikn
            "
"198","I received my Samsung Galaxy S7 in a timely manner. It was spotless except for a few minor scratches on the bottom button which shouldn't be anything that effects functionality. Installed my SIM card and I'm up and running smoothly.
            "
"199","So far so good.  Phone seems to work well.Battery seems to be very warm after little usage.  Disappointed there were stickers on the back and the SIM card key was not included but that is the risk with refurbished.  Phone appearance is perfect otherwise so far.
            "
"200","this reconditioned phone has scratches on the screen and surface and the battery was not new, drained after 6 hours.
            "
"201","I was extremely sceptical about buying a refurbished phone. After buying 2 refurbished Samsunge GalexyS7 for my husband and I, we will never buy  brand new phones again. They works just as good as a new phone and we have had no issues. I have had this phone for 2 months and have dropped it multiple times and it still works perfect. Definately glad I took a chance on buying these phone. I love it!
            "
"202","Looks NEW, works New
            "
"203","The camera, the whole reason I bought this phone, stopped working right after the return period ended. I've had this phone just a few months and already need to replace it. Not stoked.
            "
"204","Had no issues connecting to Verizon. Battery seems to be good. Charges fast and hold charge all day.
            "
"205","NOT compatible with Verizon as advertised!!!!! Disappointed. Be warned it may not work.
            "
"206","I purchased this phone for my daughter. It came in great condition with no blemishes or scratches and it started right up. We took it to Verizon and in a matter of moments had a new sim card and she was up and running. So far so good.
            "
"207","Was not clear that you wont get all tools needed to install sim card and mirco card. Also not loaded up like phone you get from verizon. Phone itself works great but need to load up some features that come with the one that you buy from Verizon
            "
"208","My daughter ordered this. Typical cell phone.
            "
"209","Good used police
            "
"210","The phone was awesome. But it's rooted, and the one I got was rooted incorrectly so the microphone would only work on speaker phone. So as a phone it was useless.  This might have been a one time thing, but if you buy the phone and have this problem you're going to have to return it.
            "
"211","I received the wrong product.  You will not refund my credit card for the amount it was charged, along with the points I used, as well as my gift card.  I already paid my credit card. so now I am without the cash, as well as my amazon points and the balance of my Gift card.
            "
"212","Piece of junk phone. Many issues, keeps randomly shutting down...buy from somewhere else..
            "
"213","the description says it's a Verizon phone, but the one I received was AT&T and would not work at Verizon. They told me that after I went to get it set up at my closest Verizon store, so I had to pay return shipping, and am now waiting for a refund, and need to begin the search for an actual Verizon compatible phone all over again!
            "
"214","Most of the phone was in new condition, however the metal bezel around the rear camera, the glass in front of the flash, and the home button were all scratched. So far works well.
            "
"215","Purchased phone at the end of February it is now July the 19th. Phone began to have charging and battery consumption issues even though I ensured  third party apps weren't running.  As of today my phones screen will not display anything even though the phone buttons are lit.  I now have a 250 dollar paperweight.  I am not happy and will never buy another refurbished phone.
            "
"216","Phone came in good condition. Has a crack on the bottom part of the back camera. But that doesn't affect the phone at all and it doesn't affect the water resistancy on the camera. So far I'm pretty happy with it. But I'll need time to adjust to the size and button placement  differences. (Previously  had a moto g6)
            "
"217","Arrive in great shape and works great!
            "
"218","Phone arrived, and was as described. Everything works as it should.
            "
"219","GF was thrilled with this. No problem yet :)
            "
"220","Works well, happy with purchase.
            "
"221","I bought this phone as a gift for someone in Mexico and the phone works very well. It has a small cosmetic damage in the corner (nothing to worry). The phone came in a generic box without headphones but still I am satisfied with the purchase.
            "
"222","My phone started giving me problems right before the warranty ran out. I sent it in and they fixed it. However, once I got the phone back, there was a brand new problem which they refused to fix because by that time my warranty had run out. I sent several emails and finally requested to be contacted by a supervisor, which never happened. Would not buy from them again.
            "
"223","Dials on its own
            "
"224","This refurbished phone is great but sometimes its slow.
            "
"225","i bought this, and use it for 2 weeks, then some weird purple spots on the screen starded apering and then the whole screen was black, so i called the number of warranty from samsumg (because it is listed on the product page) and they told me MY PHONE HAD NO WARRANTY AT ALL.
            "
"226","My screen was cracked for about a year and a half and then just went bonkers leaving me stranded.  I got on Amazon and found the exact same phone from Verizon for an excellent price, ordered it and had it in my hands the next day with all my contacts and everything..AWESOME!!!
            "
"227","Phone is working great, and I have it activated with Verizon.
            "
"228","Mine works years later, SIX STARS
            "
"229","Been using it for about 4 months first month it wanted to update 10+  times a day I guess it caught up with where it needed to be. Overall it's a working phone
            "
"230","Works like new!
            "
"231","Love it.  Looks and works like new.  Has good battery life.
            "
"232","Not that impressed. My last phone was a much less expensive Motorola and worked much better.
            "
"233","I am revising an earlier 1 star review to 3. I thought there was glue residue near the charging port but it's just all scratched up by the previous owner putting charging cable in carelessly. I'm a little disappointed but ok due to the good price on the phone and really fast shipment.
            "
"234","great phone
            "
"235","I love this phone! I could not be happier with it! The camera is great, it charges fast, and is durable enough to stand up to my two year old
            "
"236","As soon as we bought it, the phone instantly heated up super hot. The battery does not last long at all. The fingerprint only works half the time. The screen will freeze occasionally.
            "
"237","Si funciona no era nuevo
            "
"238","Very happy with the upgrades from Samsung 6
            "
"239","Works great, but it came with some rather large scuff marks on it that don't come off. Just would have been nice to know what to expect in that regard. The charger that came with it is garbage but I've always owned androids so I had others to use instead.
            "
"240","Bought certified refurbished S7.  Battery life out of the box is terrible. Standby battery life was 8 hours in normal mode.  Power Saving mode was a little better, but still not good enough to be any way equivalent to a new phone.  Phone is supposed to have 12 days of standby time and 27 hours of usage time.
            "
"241","The phone came as advertised and on time.
            "
"242","This phone looks nice, but mine was not Verizon, as noted in the description. It was At&t, so it didn't work.
            "
"243","Phone was bought to replace my galaxy s5.  So far, so good. The only concern is the embedded battery, which is fine for now.
            "
"244","Great phone for the money.
            "
"245","I love the phone I think the battery life is short but I think is for some of my configuration but in conclusion excellent phone and in the time expected ^_^
            "
"246","So Far So Good, the wife loves it!
            "
"247","Everything is working as expected. Looked perfect when it arrived.
            "
"248","Small dent in upper right corner. Samsung S7
            "
"249","This phone looks brand new for being refurbished. Love it
            "
"250","This phone although not being up to date is a great phone. The battery life is long and the phone functions impeccably.
            "
"251","It's a really nice phone, same size as the Galaxy S5. Both in length and width. It works as if it's brand New! My only issue with it, is that it can die fast at times. Or it gets way to hot. Otherwise it's perfect.
            "
"252","Bought for my 11 y.o. son. He was able to operate it straight out of the box and has had no issues since.
            "
"253","Works great.
            "
"254","Very bad cell reception I went back to using my S5 I don't know why I get way better cell reception with my S5 if I'm using the same cell phone company
            "
"255","The phone was not as presented.  The phone was locked to T-Mobile and the Verizon shop could not configure it for use on the verizon network even though the title of the product has Verizon Gold Platinum and the description states that it will be unlocked and ready to use.
            "
"256","The phone works pretty good. The screen is starting to glitch. Only had it activated one day and it started to glitch.
            "
"257","Decided to try reconditioned phone. Turn out to be excellent choice. Very hard to tell it isn't new. Highly recommend.
            "
"258","I bought a ""certified"" Samsung S& from Sikksound for $327.00. After 3 months, the battery swelled and rendered the phone unuseable. Sikksound did not offer a replacement or a refund even though the device was defective. The were completely unhelpful.
            "
"259","It looks and works like a new phone.  Much better than spending $1000.00 for a new phone.
            "
"260","Verizon tech could not get the phone to activate, tried 2 new sims. In the return-exchange process now.
            "
"261","Ran hot
            "
"262","I am so disappointed. Well just mad. Amazon should be ashamed to sale this garbage.  I purchased this phone to replace my phone. I took it into version and it will not read the SIM card. He told me it definitely is not a Verizon phone. I was so mad I just trained it in for a new phone.
            "
"263","Looks and works like new.  Love it.  2 generations behind saves big bucks!!
            "
"264","will buy from seller again , great phone , done correctly
            "
"265","I like it because it's easy to use.
            "
"266","I can only say that I felt robbed on this purchase when I took this phone in to get a SIM card from Verizon I was informed that the IMEI number was flagged, it was either stolen or the account was being held for non-payment. Subsequently the following IMEI number cannot be connected.
            "
"267","Battery was bad so much for a refurbished unit......would only last 2- 21/2 hrs....luv the phone.....but the supplier is not so good. I received the phone today....3 hrs charging and the setup with verizon.....I am trying another unit from a different supplier......we shall see
            "
"268","Phone worked great, but the screen had a lot is small blemishes on it.
            "
"269","The ""certified refurbish"" policy indicates ""no visible blemishes from 12 inches away""  I guess no paint on the home button doesn't qualify.  All else works fine.
            "
"270","Dislike, AC charger that comes with it does not work well, takes about 4 to 6 hours to charge unlike a factory samsung charger which only takes a little over an hour.Likes, screen resolution and photo quality.
            "
"271","Love it, works well, I'm pleased. Arrived on time.
            "
"272","Love this! Great phone and great price and the color hold is alright! No problems with it so far and no scratches.
            "
"273","It's an s7.  Works a lot better than the s5 it replaced.  I use it constantly and it stays charged all day.
            "
"274","We got the phone and inserted a verizon sim card since it was ""unlocked"" according to the description. It is not unlocked!! This was a gift and a huge disappointment. Waste of time and money. Will be returning today!
            "
"275","Upon taking this phone out of the box, the screen would not swipe. Troubleshooting absolutely did not work. A total waste of money!!!
            "
"276","Discovered that the phone won't receive voice messages after it was to late to return it. Verizon technical support can't figure out the problem. Will never buy refurbished again!
            "
"277","Cell was sold under false pretense. Was not free and clear for new usuage. Was still under a Verizon paid contract. Request imei number of future purchases and check first.
            "
"278","The phone has terrible burn-in pixels on every screen. Without a replacement I would never recommend this to anyone.
            "
"279","Bought this as a Christmas gift for my daughter & she is super disappointed, as am I, to find that the phone is not as described in the ad. It only works on AT&T. Not sure how this was mixed up - especially since it has the AT&T logo on the back. :(
            "
"280","I bought 2 of these, both had horrible battery life. Didn't realize just how bad it was until I replaced the first one with a new one. Just by new!
            "
"281","Was not as described!!! Phone is not unlocked!!! I have called the company over 3 times and they never answer or return my call after leaving several voicemails!!!
            "
"282","The phone seems to be as good as new. I love it!!
            "
"283","Nice phone for the price ! Battery seems a little burnt out . Works for straight talk and wasn¡¯t locked !
            "
"284","Good phone
            "
"285","Despite receiving the phone with cracks in the top left corner, the phone was operational. Would have returned if her other phone had not stopped working. Feel like I paid too much for a cracked phone.
            "
"286","Feels like a brand new Galaxy S7 even though it is refurbished.
            "
"287","When I opened this I instantly saw the missing back cover, but when I tried to turn it in the screen wouldn't work (by screen I mean the screen itself turning on so I could see what I was doing). The touch screen was still working though.
            "
"288","This refurbished phone is like new!  Also, I really like the phone!  I've had for a few months and it hasn't failed yet. :)
            "
"289","The S6 I had was bad all around, but I love the S7.
            "
"290","Bought this at a great price and it came as promised. Looks new, no defects, battery charger works great as well. This seller is fantastic.
            "
"291","Ordered a verizon phone,but got a sprint one. The CAPs botton on typing pad was not working.
            "
"292","Love it!
            "
"293","Love the phone. Recieved on time
            "
"294","My wife loves her Samsung Galaxy S7 cell phone.  It has all the features that she required in a phone.  The price was fair and the shipping was very fast.
            "
"295","Very good, sturdy product and more than expected. I recommend!
            "
"296","Couldn't use the phone at all because it can't recognize a sim card
            "
"297","Better than the s7 Edge.  At least you can find a protective case that works on this one.  With the edge...the edge is unprotected and it broke when I dropped it on the edge
            "
"298","OK
            "
"299","Love this phone. I switched from apple and I'm a Samsung person now. The phone works great- no problems at all. I bought my husband one shortly after I got mine, and they are excellent phones. Very happy!!
            "
"300","Love my phone.. It looks brand new. Arrived on time. Just hate the battery doesn't last long
            "
"301","Phone was sent from Deal Fisher and was not a Verizon phone as advertised. Verizon will not activate unlocked phones which it turned out to be. Had to return it after not being able to get a sim card from Verizon!
            "
"302","Battery life is kinda bad. Has some scratches on the corners and a big scratch on the fingerprint sensor. But overall works good and the camera too.
            "
"303","Perfect! All good!
            "
"304","Everything I need it to do.
            "
"305","Appears new, came with genuine Samsung Fast Charger. Arrived when expected. Beautiful and fast. Really like Nougat. Saved a ton of money.
            "
"306","Very disappointed with this phone. Battery life is very poor. I doubt this phone will make in more than a month.
            "
"307","Microphone doesn't work. When I researched, I found that is a common problem.
            "
"308","Awesome as good as new.
            "
"309","Only had the phone for a few weeks, but so far I like it! No issues yet.  Looked like new when I received it!
            "
